,PER,TS%,3PAr,FTr,ORB%,AST%,TOV%,PT,W/L
426,[4.20833333],[0.07120833],[-0.16343137],[0.00653922],[0.68112745],[3.84534314],[-1.67303922],10.0,1.0
427,[-2.42072829],[-0.01971429],[0.04493557],[0.00668067],[0.09943978],[-0.33053221],[-0.26106443],10.0,1.0
428,[3.70375],[0.0992875],[-0.144075],[0.0087375],[-0.74],[1.2925],[-3.37375],-7.0,0.0
429,[-0.30973085],[-0.01077019],[0.01629814],[-0.09993582],[-1.0952381],[3.03250518],[1.72898551],3.0,1.0
430,[2.60269608],[0.02315931],[-0.02353431],[0.05953186],[1.26421569],[-1.35588235],[-3.99779412],14.0,1.0
431,[0.175],[0.00739167],[-0.02346667],[0.050675],[-0.03833333],[1.1475],[-1.15583333],2.0,1.0
432,[-0.49799499],[-0.00699248],[-0.1727995],[0.01807018],[0.55639098],[2.40150376],[2.43458647],-4.0,0.0
433,[0.33715415],[-0.00497628],[-0.05750395],[-0.06091502],[0.01264822],[0.19268775],[-0.77411067],-36.0,0.0
434,[-5.18352273],[-0.03199432],[0.12168182],[-0.02688636],[-1.87215909],[2.61875],[3.69886364],-21.0,0.0
435,[-1.55026738],[-0.00623797],[0.04697594],[0.08637968],[0.13342246],[1.65641711],[1.22673797],-14.0,0.0
436,[-2.26287879],[-0.04075379],[0.12725758],[0.02521212],[-0.83674242],[-2.93598485],[0.51287879],-7.0,0.0
437,[-1.56190476],[-0.00771429],[-0.0162409],[-0.03843697],[0.18767507],[2.14593838],[0.44481793],16.0,1.0
438,[-5.03722826],[-0.09567663],[0.01958152],[-0.0379375],[1.22608696],[0.53423913],[3.33288043],-18.0,0.0
439,[1.1],[0.01319856],[0.01617464],[0.05499522],[0.26650718],[0.11435407],[-1.00909091],4.0,1.0
440,[-1.22083333],[0.006775],[0.09200833],[0.16553333],[-0.76583333],[-2.65583333],[0.73916667],7.0,1.0
441,[-0.06687371],[0.01151553],[-0.1060352],[-0.09084058],[0.31428571],[3.59440994],[2.26708075],4.0,1.0
442,[-0.29810606],[0.03085985],[0.05526515],[-0.03592803],[0.36742424],[-0.85],[0.82386364],-19.0,0.0
443,[7.19724311],[0.05367419],[-0.05860902],[0.06811779],[0.06115288],[-0.44135338],[1.0679198],-1.0,0.0
444,[-0.34973262],[0.01359091],[0.00372995],[-0.07408556],[0.56069519],[-4.10347594],[-1.77967914],-14.0,0.0
445,[-1.86507353],[-0.04316544],[0.01070588],[0.03827941],[-2.22830882],[3.93051471],[1.09485294],-1.0,0.0
446,[-1.64642857],[0.00064881],[0.0622381],[0.00392857],[0.74940476],[-3.32797619],[1.475],9.0,1.0
447,[-3.83917749],[-0.0158961],[0.10520563],[-0.07077922],[-0.23852814],[0.8047619],[2.89588745],-1.0,0.0
448,[-2.39375],[-0.03652841],[0.06585227],[0.06542614],[0.04545455],[-1.37840909],[3.38465909],-28.0,0.0
449,[0.59802372],[0.03128458],[0.01445257],[0.00095455],[-0.23517787],[-0.98992095],[2.25632411],-3.0,0.0
450,[1.7245098],[0.02703595],[0.01448366],[0.04875163],[-1.43039216],[2.31732026],[1.79901961],7.0,1.0
451,[1.25217391],[0.04529748],[-0.0330778],[-0.07380549],[-0.72105263],[1.60343249],[1.49565217],-15.0,0.0
452,[1.29583333],[-0.00734722],[-0.07019444],[-0.01951389],[1.44166667],[-1.85555556],[-3.57916667],-13.0,0.0
453,[3.76507353],[0.0358125],[-0.06141176],[-0.05057353],[1.53419118],[-1.48345588],[-0.54191176],11.0,1.0
454,[-2.87570332],[-0.0452046],[0.04224808],[0.02635038],[-0.80588235],[-1.7028133],[0.83964194],4.0,1.0
455,[1.56190476],[0.00771429],[0.0162409],[0.03843697],[-0.18767507],[-2.14593838],[-0.44481793],19.0,1.0
456,[7.11458333],[0.09502083],[-0.16366667],[0.00108333],[2.12708333],[-0.11458333],[-2.92083333],-9.0,0.0
457,[-3.10181159],[-0.0322808],[0.02228986],[-0.02645833],[-0.59891304],[-0.05742754],[-1.59003623],-3.0,0.0
458,[-0.5125],[-0.00049781],[-0.0161557],[-0.19429825],[-1.24188596],[-0.57609649],[-0.1125],-7.0,0.0
459,[-3.35257353],[-0.0459375],[0.05903676],[0.03988603],[0.74705882],[-2.02279412],[3.72316176],-16.0,0.0
460,[-0.24285714],[-0.02228571],[0.12233333],[-0.00909524],[-1.40952381],[-0.56190476],[-0.53809524],3.0,1.0
461,[4.64285714],[0.0331619],[0.11708571],[0.00424762],[-1.46761905],[-4.08380952],[0.03142857],3.0,1.0
462,[3.02034314],[0.01968873],[-0.05571078],[0.02923775],[0.01127451],[0.46176471],[-1.78014706],-12.0,0.0
463,[1.0726087],[-0.03987174],[0.05253696],[-0.03266957],[-0.23826087],[-0.64413043],[-2.98956522],11.0,1.0
464,[2.2452381],[0.05410317],[0.02025397],[0.05436508],[-0.83571429],[0.20079365],[1.50714286],6.0,1.0
465,[4.75266106],[0.02697759],[0.05040336],[-0.01444258],[-0.98683473],[-0.9512605],[1.74005602],-11.0,0.0
466,[0.4875],[0.01529167],[-0.06797304],[-0.20996078],[-0.18553922],[1.37034314],[-0.07720588],14.0,1.0
467,[-4.81279762],[-0.08350893],[-0.02327976],[-0.00660417],[0.81428571],[0.49821429],[5.16517857],-10.0,0.0
468,[5.44972826],[0.08555163],[-0.02195652],[0.02725],[1.05516304],[-4.04048913],[-0.15163043],-6.0,0.0
469,[-3.69924242],[-0.04561742],[0.10598485],[-0.12574242],[-0.03219697],[-5.47234848],[0.59924242],17.0,1.0
470,[-1.73333333],[0.00627719],[0.07585263],[-0.02876491],[-2.0077193],[-3.23192982],[0.62666667],-6.0,0.0
471,[0.61645022],[0.0414026],[-0.06501948],[-0.02128355],[1.58614719],[-0.39199134],[0.96212121],-2.0,0.0
472,[-1.48235294],[0.00388235],[0.01852941],[-0.018],[-0.55882353],[-0.62941176],[1.66470588],10.0,1.0
473,[0.27300725],[0.02204529],[-0.01871377],[-0.08588225],[-0.45833333],[3.05869565],[3.15815217],6.0,1.0
474,[-2.2452381],[-0.05410317],[-0.02025397],[-0.05436508],[0.83571429],[-0.20079365],[-1.50714286],-21.0,0.0
475,[1.33355263],[0.02728728],[-0.0836864],[0.22940351],[0.7629386],[0.98662281],[1.77565789],-18.0,0.0
476,[0.4125],[-0.010125],[-0.002375],[-0.0106875],[2.28125],[-3.50625],[3.18125],-17.0,0.0
477,[-0.22443064],[-0.0121677],[0.04286128],[-0.03133333],[0.41180124],[0.03602484],[-1.83229814],5.0,1.0
478,[3.3184492],[-0.01117112],[-0.11097594],[0.06516578],[-0.35614973],[1.31176471],[-2.6040107],-3.0,0.0
479,[0.74085213],[0.0292782],[0.05046617],[-0.00897494],[0.85313283],[-1.839599],[-1.89649123],-8.0,0.0
480,[-0.1],[0.00259091],[-0.06799198],[-0.07065775],[0.78983957],[1.83208556],[1.04438503],10.0,1.0
481,[2.56898396],[0.01457219],[0.00647326],[0.09486898],[0.31497326],[-0.93770053],[-3.53074866],11.0,1.0
482,[-5.7702381],[-0.07892262],[0.14719048],[-0.04497619],[-0.49345238],[-1.69940476],[2.11785714],-11.0,0.0
483,[-2.5375],[-0.00958333],[0.06675],[0.00983333],[-1.78333333],[-0.62916667],[1.13333333],-9.0,0.0
484,[0.1754902],[-0.03438889],[-0.06518954],[-0.06104575],[0.73627451],[0.12973856],[-1.24607843],-7.0,0.0
485,[-1.22083333],[0.006775],[0.09200833],[0.16553333],[-0.76583333],[-2.65583333],[0.73916667],9.0,1.0
486,[-1.33347826],[0.00361087],[-0.12449348],[-0.0292],[0.48608696],[1.82673913],[-0.04086957],3.0,1.0
487,[3.49375],[0.04972697],[-0.04967763],[-0.01043092],[0.22105263],[1.49276316],[-4.39375],-6.0,0.0
488,[-3.41534091],[-0.04940341],[0.05768182],[0.12465909],[-2.09488636],[5.58693182],[2.32159091],-7.0,0.0
489,[-0.26620553],[-0.05355731],[-0.0997253],[-0.00036364],[0.81699605],[1.42173913],[-3.5472332],-1.0,0.0
490,[2.56190476],[0.07185714],[-0.10119328],[0.01046779],[1.43053221],[0.51736695],[-0.19803922],7.0,1.0
491,[0.10980392],[-0.00618431],[-0.06668235],[-0.0186902],[0.48078431],[3.13254902],[1.70862745],-24.0,0.0
492,[-2.87738095],[-0.0201131],[-0.02057143],[0.004875],[-1.01071429],[-0.09345238],[0.2422619],-6.0,0.0
493,[-1.33355263],[-0.02728728],[0.0836864],[-0.22940351],[-0.7629386],[-0.98662281],[-1.77565789],5.0,1.0
494,[-1.12034314],[-0.02704167],[0.0050049],[-0.04153186],[-0.70539216],[1.98529412],[2.33308824],-24.0,0.0
495,[6.05952381],[0.05748413],[0.09706349],[0.06460317],[-1.16428571],[-0.4515873],[1.32142857],15.0,1.0
496,[-1.0726087],[0.03987174],[-0.05253696],[0.03266957],[0.23826087],[0.64413043],[2.98956522],9.0,1.0
497,[-1.1],[-0.01319856],[-0.01617464],[-0.05499522],[-0.26650718],[-0.11435407],[1.00909091],-1.0,0.0
498,[6.70208333],[0.10514583],[-0.16129167],[0.01177083],[-0.15416667],[3.39166667],[-6.10208333],-18.0,0.0
499,[2.67878788],[0.00838788],[-0.06020909],[0.07617879],[0.79575758],[2.19484848],[-1.82212121],10.0,1.0
500,[-1.24166667],[-0.01693056],[-0.00344444],[-0.00968056],[-0.34166667],[-2.48472222],[-2.44583333],-18.0,0.0
501,[-7.6952381],[-0.06066667],[-0.11419048],[-0.05004762],[0.4952381],[2.84285714],[1.36666667],2.0,1.0
502,[-0.28463203],[-0.06367532],[-0.02025325],[0.02187446],[-1.004329],[0.82380952],[-2.2530303],16.0,1.0
503,[-2.44458204],[-0.02669659],[0.10901238],[-0.08256037],[-1.04798762],[-0.50990712],[0.67213622],1.0,1.0
504,[-0.95882353],[-0.00940909],[-0.00681551],[-0.02554011],[0.70160428],[-0.64438503],[0.33850267],24.0,1.0
505,[4.20833333],[0.07120833],[-0.16343137],[0.00653922],[0.68112745],[3.84534314],[-1.67303922],-8.0,0.0
506,[3.10181159],[0.0322808],[-0.02228986],[0.02645833],[0.59891304],[0.05742754],[1.59003623],-7.0,0.0
507,[1.7951087],[0.01018659],[-0.02570471],[0.1807971],[0.04257246],[-0.2682971],[-1.85706522],-22.0,0.0
508,[-5.15842391],[-0.08489946],[0.08513043],[0.09492391],[-1.78125],[0.41005435],[-0.28315217],-9.0,0.0
509,[-3.81428571],[-0.00338095],[-0.07680952],[-0.0102381],[0.32857143],[0.65238095],[0.18571429],-12.0,0.0
510,[0.21],[0.04956053],[-0.09439737],[0.01916842],[-0.96105263],[-0.20026316],[1.02],8.0,1.0
511,[-0.33988095],[-0.01052976],[-0.08732143],[-0.00495833],[0.77261905],[0.53571429],[-0.89107143],-20.0,0.0
512,[7.6534632],[0.01927706],[-0.0283961],[0.08101732],[-0.09004329],[-1.45714286],[-3.08160173],-14.0,0.0
513,[-1.30686275],[-0.03050654],[-0.04666013],[-0.07904575],[0.17745098],[-0.4996732],[0.41862745],-5.0,0.0
514,[2.98550725],[0.03902029],[-0.10893043],[-0.04504058],[1.28666667],[4.83536232],[0.86898551],-23.0,0.0
515,[2.3872807],[0.02862939],[-0.01177193],[-0.01290351],[0.10372807],[1.48837719],[-3.37149123],-9.0,0.0
516,[0.93184524],[0.02622321],[-0.01410119],[-0.03320536],[-0.64761905],[1.6922619],[-3.98422619],8.0,1.0
517,[-2.84094203],[0.00398007],[0.09424638],[0.03541123],[-0.84673913],[-1.24003623],[1.44039855],-4.0,0.0
518,[-0.02159091],[-0.01029924],[-0.01052652],[-0.09075758],[-0.8344697],[2.99734848],[0.99659091],-4.0,0.0
519,[-0.0184265],[-0.01011801],[0.07947205],[0.0222381],[-1.82132505],[-0.59792961],[1.2942029],-4.0,0.0
520,[-2.31904762],[-0.04957143],[-0.02114006],[-0.00137255],[-0.0210084],[0.04453782],[0.73613445],-11.0,0.0
521,[0.76916667],[-0.02630833],[0.08003333],[-0.00709167],[0.69833333],[-1.255],[-2.6825],-1.0,0.0
522,[0.31666667],[-0.03059942],[-0.05583041],[-0.03159064],[1.70438596],[-0.4002924],[-1.91666667],6.0,1.0
523,[-0.94117647],[0.01676203],[0.05752139],[0.03783422],[-0.00748663],[-1.8026738],[-0.89144385],-12.0,0.0
524,[-3.16700767],[-0.04585678],[-0.02092583],[-0.09582353],[-0.0797954],[1.92762148],[1.27442455],5.0,1.0
525,[-1.95615942],[-0.01012138],[0.07853623],[-0.09600725],[-0.34583333],[-0.29547101],[3.20398551],7.0,1.0
526,[7.32164502],[0.04154978],[0.05687662],[0.08042641],[-0.67186147],[-1.88896104],[-1.79069264],3.0,1.0
527,[-2.77190476],[-0.07306429],[0.12997381],[-0.04194286],[0.09238095],[0.3997619],[-0.61047619],11.0,1.0
528,[0.48284314],[0.01010539],[0.01103922],[0.03907108],[-1.77205882],[-0.16740196],[-0.64681373],23.0,1.0
529,[-0.27929607],[-0.04637888],[0.00751553],[-0.03963147],[-1.57349896],[0.58467909],[-1.73623188],-14.0,0.0
530,[-0.4125],[0.010125],[0.002375],[0.0106875],[-2.28125],[3.50625],[-3.18125],-9.0,0.0
531,[2.49375],[0.0339375],[0.00213971],[0.00523162],[-0.83529412],[-0.45367647],[-4.42904412],-13.0,0.0
532,[1.1377193],[-0.00380994],[-0.15567251],[0.00351462],[1.2254386],[0.01023392],[-0.25350877],1.0,1.0
533,[1.59215686],[-0.01006667],[-0.08521176],[-0.0006902],[1.03960784],[3.76196078],[0.04392157],-9.0,0.0
534,[0.5827381],[0.03281548],[-0.0350119],[0.01405357],[0.63690476],[0.02619048],[1.42916667],5.0,1.0
535,[-2.90080214],[0.00770053],[0.07879947],[-0.09545989],[-0.89679144],[0.50588235],[4.82165775],-11.0,0.0
536,[5.15842391],[0.08489946],[-0.08513043],[-0.09492391],[1.78125],[-0.41005435],[0.28315217],14.0,1.0
537,[1.00357143],[0.03717262],[0.01680952],[0.04468452],[-1.17738095],[-2.28392857],[-0.93869048],9.0,1.0
538,[-1.66485507],[-0.0094692],[0.14171014],[0.02616667],[-1.07192029],[-3.9259058],[2.7692029],-2.0,0.0
539,[-1.80995671],[-0.02398052],[-0.07858658],[-0.12057576],[0.62792208],[-1.58246753],[-0.33766234],22.0,1.0
540,[-3.32378517],[-0.00612532],[0.08320716],[-0.00365985],[0.92531969],[-1.07263427],[2.08721228],19.0,1.0
541,[3.01060606],[-0.01388485],[-0.14548182],[0.0767697],[1.37757576],[2.62666667],[-3.1130303],25.0,1.0
542,[1.08663102],[0.01845455],[0.02500267],[0.07686898],[-0.24385027],[-1.5671123],[-1.86604278],13.0,1.0
543,[-1.21],[-0.06535],[0.14621471],[-0.00350588],[-0.09529412],[-1.74617647],[-1.05529412],-4.0,0.0
544,[2.44458204],[0.02669659],[-0.10901238],[0.08256037],[1.04798762],[0.50990712],[-0.67213622],-4.0,0.0
545,[2.07440476],[0.05656548],[-0.03322024],[0.22042857],[1.61607143],[-0.85297619],[-0.12083333],14.0,1.0
546,[-2.04545455],[-0.02786364],[-0.03181818],[-0.10240909],[0.94545455],[0.92272727],[2.20454545],-17.0,0.0
547,[3.69924242],[0.04561742],[-0.10598485],[0.12574242],[0.03219697],[5.47234848],[-0.59924242],-11.0,0.0
548,[4.10538302],[0.06945342],[-0.00548033],[0.07114286],[-0.57846791],[-2.22650104],[0.65134576],9.0,1.0
549,[-1.42378517],[-0.01347826],[0.03250128],[-0.01595396],[0.23120205],[1.37442455],[2.64015345],-10.0,0.0
550,[-1.7245098],[-0.02703595],[-0.01448366],[-0.04875163],[1.43039216],[-2.31732026],[-1.79901961],-15.0,0.0
551,[4.77102273],[0.04211932],[-0.11930682],[0.03757386],[-0.40909091],[0.8875],[-6.88011364],-5.0,0.0
552,[0.43112128],[0.01850801],[0.0667643],[-0.10891076],[-0.24210526],[1.19290618],[-0.16750572],7.0,1.0
553,[-1.06742424],[0.00386742],[0.05801515],[0.12545076],[-1.63863636],[1.48901515],[0.57992424],-11.0,0.0
554,[-1.7951087],[-0.01018659],[0.02570471],[-0.1807971],[-0.04257246],[0.2682971],[1.85706522],-12.0,0.0
555,[2.04545455],[0.02786364],[0.03181818],[0.10240909],[-0.94545455],[-0.92272727],[-2.20454545],-11.0,0.0
556,[3.20833333],[0.05541886],[-0.11161404],[0.02220175],[-0.3752193],[1.89890351],[-1.70833333],-7.0,0.0
557,[1.34434524],[0.01609821],[-0.01647619],[-0.04389286],[1.63363095],[-1.8139881],[-0.80297619],8.0,1.0
558,[1.86014493],[0.01535024],[-0.0257343],[0.01677778],[0.25724638],[-2.42729469],[-0.8557971],11.0,1.0
559,[-5.37619048],[-0.01109524],[-0.09305042],[-0.04867507],[0.5162465],[2.79831933],[0.63053221],-30.0,0.0
560,[-1.59215686],[0.01006667],[0.08521176],[0.0006902],[-1.03960784],[-3.76196078],[-0.04392157],-6.0,0.0
561,[2.90080214],[-0.00770053],[-0.07879947],[0.09545989],[0.89679144],[-0.50588235],[-4.82165775],13.0,1.0
562,[-1.10904762],[0.01577857],[-0.16735476],[0.00213333],[0.07428571],[1.79071429],[1.79142857],-30.0,0.0
563,[-1.92105263],[-0.03998804],[0.08366746],[-0.09010048],[0.21244019],[-0.52488038],[-0.65406699],-2.0,0.0
564,[-0.97916667],[-0.02325219],[0.01436404],[-0.01207675],[0.2627193],[1.45526316],[1.6625],-22.0,0.0
565,[-1.743083],[-0.03549605],[0.02744862],[-0.02973518],[0.31363636],[-5.17687747],[-2.60474308],-14.0,0.0
566,[-5.46815476],[-0.09566964],[0.10142857],[-0.0050119],[-2.8764881],[3.44255952],[1.44583333],-16.0,0.0
567,[2.50378788],[0.00099621],[-0.03674242],[0.02550379],[0.83409091],[1.04734848],[-0.66628788],-2.0,0.0
568,[-2.98125],[-0.04922917],[0.06583333],[0.20472917],[1.02083333],[-0.91666667],[4.50625],-19.0,0.0
569,[-5.2495098],[-0.05185539],[0.15296078],[-0.03936275],[0.10122549],[-3.81593137],[1.82598039],11.0,1.0
570,[-1.06727273],[0.05716818],[-0.02476818],[-0.02883636],[-0.33090909],[0.405],[3.50636364],-9.0,0.0
571,[-1.83154762],[-0.03427976],[-0.0891131],[-0.21133333],[-0.20654762],[1.41488095],[0.65892857],-2.0,0.0
572,[-1.68465473],[-0.04973913],[-0.03945524],[-0.07782353],[0.47902813],[2.55703325],[-0.39028133],14.0,1.0
573,[0.46155606],[-0.01710069],[0.05798169],[-0.04860641],[-0.72036613],[-1.25491991],[-3.63272311],-6.0,0.0
574,[5.88528139],[0.03668615],[0.0356039],[-0.07052814],[0.13268398],[-4.42532468],[-1.704329],32.0,1.0
575,[0.68333333],[0.04638889],[0.00401307],[0.0159281],[-0.64803922],[2.34673203],[1.95196078],15.0,1.0
576,[-4.30833333],[-0.06861742],[0.09543939],[-0.07719697],[0.10871212],[-2.01325758],[2.71742424],32.0,1.0
577,[0.12440191],[-0.0121244],[0.11548565],[0.01230861],[-0.73301435],[-1.44760766],[-2.85861244],-4.0,0.0
578,[-4.12380952],[-0.07957143],[0.08495238],[-0.04890476],[-1.24285714],[1.62857143],[0.64285714],-10.0,0.0
579,[-5.03722826],[-0.09567663],[0.01958152],[-0.0379375],[1.22608696],[0.53423913],[3.33288043],-11.0,0.0
580,[1.73333333],[-0.00627719],[-0.07585263],[0.02876491],[2.0077193],[3.23192982],[-0.62666667],17.0,1.0
581,[-1.56884058],[-0.01469807],[0.08890821],[0.10539614],[-0.98333333],[-1.2031401],[0.42101449],7.0,1.0
582,[4.33501401],[0.03044818],[0.08257983],[0.01585154],[0.26610644],[-2.76890756],[-0.47759104],9.0,1.0
583,[4.11625],[0.0891625],[-0.14645],[-0.00195],[1.54125],[-2.21375],[-0.1925],-1.0,0.0
584,[0.04177489],[0.04138961],[0.14258658],[-0.0309697],[-0.40519481],[-1.38571429],[1.71493506],3.0,1.0
585,[-1.12034314],[-0.02704167],[0.0050049],[-0.04153186],[-0.70539216],[1.98529412],[2.33308824],4.0,1.0
586,[1.13262032],[0.00970856],[-0.01479947],[-0.05608556],[1.11951872],[-3.47406417],[-3.44438503],5.0,1.0
587,[4.85170455],[0.05426705],[-0.03640909],[0.02629545],[1.29034091],[-3.05056818],[-2.40795455],-20.0,0.0
588,[-3.81407867],[-0.06880124],[0.06865424],[0.05103106],[-0.14761905],[-1.40393375],[-1.08612836],-3.0,0.0
589,[0.82105263],[0.02678947],[-0.09984211],[0.03510526],[-0.47894737],[0.41052632],[1.66315789],2.0,1.0
590,[7.91966874],[0.07283437],[0.07132919],[0.08138095],[-0.90703934],[-2.87888199],[0.46563147],24.0,1.0
591,[-1.87857143],[-0.02546825],[0.10520635],[0.00546032],[-2.07857143],[1.82936508],[2.15],-6.0,0.0
592,[2.83560606],[-0.02127652],[-0.12201515],[0.0260947],[1.41590909],[1.47916667],[-1.95719697],-26.0,0.0
593,[-0.85882353],[-0.012],[0.06117647],[0.04511765],[-0.08823529],[-2.47647059],[-0.70588235],20.0,1.0
594,[1.47007576],[0.01345076],[-0.00873485],[0.11561742],[0.14469697],[2.11818182],[-0.55340909],-19.0,0.0
595,[1.83154762],[0.03427976],[0.0891131],[0.21133333],[0.20654762],[-1.41488095],[-0.65892857],14.0,1.0
596,[1.1],[0.01319856],[0.01617464],[0.05499522],[0.26650718],[0.11435407],[-1.00909091],-18.0,0.0
597,[3.01594203],[0.00341159],[-0.11771304],[0.01526377],[0.8084058],[2.38753623],[-2.59623188],-13.0,0.0
598,[2.39375],[0.03652841],[-0.06585227],[-0.06542614],[-0.04545455],[1.37840909],[-3.38465909],-2.0,0.0
599,[4.81785714],[0.04055357],[0.09361905],[0.05492262],[-1.50595238],[-2.93630952],[-1.12440476],4.0,1.0
600,[-2.3872807],[-0.02862939],[0.01177193],[0.01290351],[-0.10372807],[-1.48837719],[3.37149123],8.0,1.0
601,[1.55026738],[0.00623797],[-0.04697594],[-0.08637968],[-0.13342246],[-1.65641711],[-1.22673797],48.0,1.0
602,[-2.25217391],[-0.06108696],[0.08489514],[0.08946803],[-0.33529412],[-3.54987212],[-1.53094629],-18.0,0.0
603,[1.12034314],[0.02704167],[-0.0050049],[0.04153186],[0.70539216],[-1.98529412],[-2.33308824],-25.0,0.0
604,[-1.27727273],[0.00760766],[0.06962919],[-0.04800478],[0.63014354],[0.60526316],[2.48636364],-2.0,0.0
605,[-2.28272059],[-0.03969485],[0.04288235],[0.06857353],[-0.97536765],[2.11286765],[-1.12279412],-6.0,0.0
606,[-1.94333333],[-0.04328333],[0.17025],[-0.04793333],[-1.04666667],[-3.03166667],[-0.39333333],6.0,1.0
607,[2.37727273],[0.00559091],[-0.05345455],[0.103],[-0.36363636],[-0.49090909],[-3.49545455],16.0,1.0
608,[5.05565476],[0.10579464],[-0.09905357],[0.0156994],[0.5952381],[0.06369048],[-4.62708333],-1.0,0.0
609,[3.50735931],[0.03816883],[-0.0199329],[0.07018831],[-0.34329004],[-1.23658009],[-1.60497835],13.0,1.0
610,[1.33355263],[0.02728728],[-0.0836864],[0.22940351],[0.7629386],[0.98662281],[1.77565789],-6.0,0.0
611,[-0.26086957],[-0.03626087],[-0.07195652],[-0.06186957],[0.24782609],[1.1826087],[-3.03043478],-18.0,0.0
612,[3.58958333],[0.07020139],[0.00377778],[0.01047222],[0.79791667],[-1.61319444],[0.70416667],18.0,1.0
613,[-4.75266106],[-0.02697759],[-0.05040336],[0.01444258],[0.98683473],[0.9512605],[-1.74005602],-12.0,0.0
614,[3.2952381],[0.04979048],[-0.12522857],[0.05489524],[2.38190476],[1.80285714],[-0.86],11.0,1.0
615,[0.27300725],[0.02204529],[-0.01871377],[-0.08588225],[-0.45833333],[3.05869565],[3.15815217],-7.0,0.0
616,[1.04117647],[-0.01935294],[0.01047059],[0.03282353],[-0.78235294],[-0.02941176],[-0.15294118],-17.0,0.0
617,[0.5125],[0.00049781],[0.0161557],[0.19429825],[1.24188596],[0.57609649],[0.1125],7.0,1.0
618,[3.84451346],[0.03319255],[-0.07743685],[0.00927329],[-0.33064182],[-1.04389234],[-2.37908903],-14.0,0.0
619,[0.33181818],[-0.02227273],[-0.08527273],[0.00059091],[0.58181818],[0.43181818],[-1.29090909],-3.0,0.0
620,[1.31],[0.06275909],[-0.07822273],[0.07416364],[-0.69454545],[-0.08590909],[0.01090909],22.0,1.0
621,[1.95615942],[0.01012138],[-0.07853623],[0.09600725],[0.34583333],[0.29547101],[-3.20398551],-7.0,0.0
622,[-3.17708333],[-0.08032639],[-0.00615278],[-0.02115972],[1.48333333],[-1.89305556],[2.47708333],-5.0,0.0
623,[1.41715686],[-0.01745833],[-0.0617451],[-0.0513652],[1.07794118],[2.61446078],[1.1997549],-18.0,0.0
624,[2.46994048],[-0.01271726],[0.09328571],[0.05413095],[-1.96220238],[1.16160714],[0.6172619],19.0,1.0
625,[1.56190476],[0.05606767],[-0.04937594],[0.02613033],[0.37418546],[-1.42907268],[-0.23333333],-4.0,0.0
626,[-0.59802372],[-0.03128458],[-0.01445257],[-0.00095455],[0.23517787],[0.98992095],[-2.25632411],15.0,1.0
627,[-0.50909091],[-0.02559091],[0.05744652],[0.11920321],[-0.64893048],[1.62700535],[1.07379679],-46.0,0.0
628,[-0.03643892],[-0.02409317],[-0.11481781],[-0.03053623],[-0.16397516],[1.14658385],[-1.19813665],-16.0,0.0
629,[-4.33501401],[-0.03044818],[-0.08257983],[-0.01585154],[-0.26610644],[2.76890756],[0.47759104],-2.0,0.0
