,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
549,201701180SAC,Indiana,IND,106,Sacramento,SAC,100,Indiana,IND,Sacramento,SAC
550,201701190CLE,Phoenix,PHO,103,Cleveland,CLE,118,Cleveland,CLE,Phoenix,PHO
551,201701190LAC,Minnesota,MIN,104,LA Clippers,LAC,101,Minnesota,MIN,LA Clippers,LAC
552,201701190MIA,Dallas,DAL,95,Miami,MIA,99,Miami,MIA,Dallas,DAL
553,201701190NYK,Washington,WAS,113,New York,NYK,110,Washington,WAS,New York,NYK
554,201701200ATL,Chicago,CHI,93,Atlanta,ATL,102,Atlanta,ATL,Chicago,CHI
555,201701200CHO,Toronto,TOR,78,Charlotte,CHO,113,Charlotte,CHO,Toronto,TOR
556,201701200DAL,Utah,UTA,112,Dallas,DAL,107,Utah,UTA,Dallas,DAL
557,201701200HOU,Golden State,GSW,125,Houston,HOU,108,Golden State,GSW,Houston,HOU
558,201701200LAL,Indiana,IND,95,LA Lakers,LAL,108,LA Lakers,LAL,Indiana,IND
559,201701200MEM,Sacramento,SAC,91,Memphis,MEM,107,Memphis,MEM,Sacramento,SAC
560,201701200NOP,Brooklyn,BRK,143,New Orleans,NOP,114,Brooklyn,BRK,New Orleans,NOP
561,201701200ORL,Milwaukee,MIL,96,Orlando,ORL,112,Orlando,ORL,Milwaukee,MIL
562,201701210ATL,Philadelphia,PHI,93,Atlanta,ATL,110,Atlanta,ATL,Philadelphia,PHI
563,201701210BOS,Portland,POR,127,Boston,BOS,123,Portland,POR,Boston,BOS
564,201701210CHI,Sacramento,SAC,99,Chicago,CHI,102,Chicago,CHI,Sacramento,SAC
565,201701210CHO,Brooklyn,BRK,105,Charlotte,CHO,112,Charlotte,CHO,Brooklyn,BRK
566,201701210CLE,San Antonio,SAS,118,Cleveland,CLE,115,San Antonio,SAS,Cleveland,CLE
567,201701210DEN,LA Clippers,LAC,98,Denver,DEN,123,Denver,DEN,LA Clippers,LAC
568,201701210DET,Washington,WAS,112,Detroit,DET,113,Detroit,DET,Washington,WAS
569,201701210MEM,Houston,HOU,119,Memphis,MEM,95,Houston,HOU,Memphis,MEM
570,201701210MIA,Milwaukee,MIL,97,Miami,MIA,109,Miami,MIA,Milwaukee,MIL
571,201701210NYK,Phoenix,PHO,107,New York,NYK,105,Phoenix,PHO,New York,NYK
572,201701220DAL,LA Lakers,LAL,73,Dallas,DAL,122,Dallas,DAL,LA Lakers,LAL
573,201701220MIN,Denver,DEN,108,Minnesota,MIN,111,Minnesota,MIN,Denver,DEN
574,201701220ORL,Golden State,GSW,118,Orlando,ORL,98,Golden State,GSW,Orlando,ORL
575,201701230ATL,LA Clippers,LAC,115,Atlanta,ATL,105,LA Clippers,LAC,Atlanta,ATL
576,201701230BRK,San Antonio,SAS,112,Brooklyn,BRK,86,San Antonio,SAS,Brooklyn,BRK
577,201701230CHO,Washington,WAS,109,Charlotte,CHO,99,Washington,WAS,Charlotte,CHO
578,201701230DET,Sacramento,SAC,109,Detroit,DET,104,Sacramento,SAC,Detroit,DET
579,201701230IND,New York,NYK,109,Indiana,IND,103,New York,NYK,Indiana,IND
580,201701230MIA,Golden State,GSW,102,Miami,MIA,105,Miami,MIA,Golden State,GSW
581,201701230MIL,Houston,HOU,114,Milwaukee,MIL,127,Milwaukee,MIL,Houston,HOU
582,201701230NOP,Cleveland,CLE,122,New Orleans,NOP,124,New Orleans,NOP,Cleveland,CLE
583,201701240DEN,Utah,UTA,93,Denver,DEN,103,Denver,DEN,Utah,UTA
584,201701240ORL,Chicago,CHI,100,Orlando,ORL,92,Chicago,CHI,Orlando,ORL
585,201701240PHI,LA Clippers,LAC,110,Philadelphia,PHI,121,Philadelphia,PHI,LA Clippers,LAC
586,201701240PHO,Minnesota,MIN,112,Phoenix,PHO,111,Minnesota,MIN,Phoenix,PHO
587,201701240TOR,San Antonio,SAS,108,Toronto,TOR,106,San Antonio,SAS,Toronto,TOR
588,201701250BOS,Houston,HOU,109,Boston,BOS,120,Boston,BOS,Houston,HOU
589,201701250BRK,Miami,MIA,109,Brooklyn,BRK,106,Miami,MIA,Brooklyn,BRK
590,201701250CHI,Atlanta,ATL,119,Chicago,CHI,114,Atlanta,ATL,Chicago,CHI
591,201701250CHO,Golden State,GSW,113,Charlotte,CHO,103,Golden State,GSW,Charlotte,CHO
592,201701250CLE,Sacramento,SAC,116,Cleveland,CLE,112,Sacramento,SAC,Cleveland,CLE
593,201701250DAL,New York,NYK,95,Dallas,DAL,103,Dallas,DAL,New York,NYK
594,201701250MEM,Toronto,TOR,99,Memphis,MEM,101,Memphis,MEM,Toronto,TOR
595,201701250MIL,Philadelphia,PHI,114,Milwaukee,MIL,109,Philadelphia,PHI,Milwaukee,MIL
596,201701250NOP,Oklahoma City,OKC,114,New Orleans,NOP,105,Oklahoma City,OKC,New Orleans,NOP
597,201701260DEN,Phoenix,PHO,120,Denver,DEN,127,Denver,DEN,Phoenix,PHO
598,201701260MIN,Indiana,IND,109,Minnesota,MIN,103,Indiana,IND,Minnesota,MIN
599,201701260OKC,Dallas,DAL,98,Oklahoma City,OKC,109,Oklahoma City,OKC,Dallas,DAL
600,201701270ATL,Washington,WAS,112,Atlanta,ATL,86,Washington,WAS,Atlanta,ATL
601,201701270BOS,Orlando,ORL,98,Boston,BOS,128,Boston,BOS,Orlando,ORL
602,201701270CHI,Miami,MIA,100,Chicago,CHI,88,Miami,MIA,Chicago,CHI
603,201701270CLE,Brooklyn,BRK,116,Cleveland,CLE,124,Cleveland,CLE,Brooklyn,BRK
604,201701270IND,Sacramento,SAC,111,Indiana,IND,115,Indiana,IND,Sacramento,SAC
605,201701270NOP,San Antonio,SAS,103,New Orleans,NOP,119,New Orleans,NOP,San Antonio,SAS
606,201701270NYK,Charlotte,CHO,107,New York,NYK,110,New York,NYK,Charlotte,CHO
607,201701270PHI,Houston,HOU,123,Philadelphia,PHI,118,Houston,HOU,Philadelphia,PHI
608,201701270POR,Memphis,MEM,109,Portland,POR,112,Portland,POR,Memphis,MEM
609,201701280CHO,Sacramento,SAC,109,Charlotte,CHO,106,Sacramento,SAC,Charlotte,CHO
610,201701280GSW,LA Clippers,LAC,98,Golden State,GSW,144,Golden State,GSW,LA Clippers,LAC
611,201701280MIA,Detroit,DET,103,Miami,MIA,116,Miami,MIA,Detroit,DET
612,201701280MIL,Boston,BOS,112,Milwaukee,MIL,108,Boston,BOS,Milwaukee,MIL
613,201701280MIN,Brooklyn,BRK,109,Minnesota,MIN,129,Minnesota,MIN,Brooklyn,BRK
614,201701280PHO,Denver,DEN,123,Phoenix,PHO,112,Denver,DEN,Phoenix,PHO
615,201701290ATL,New York,NYK,139,Atlanta,ATL,142,Atlanta,ATL,New York,NYK
616,201701290CHI,Philadelphia,PHI,108,Chicago,CHI,121,Chicago,CHI,Philadelphia,PHI
617,201701290CLE,Oklahoma City,OKC,91,Cleveland,CLE,107,Cleveland,CLE,Oklahoma City,OKC
618,201701290IND,Houston,HOU,101,Indiana,IND,120,Indiana,IND,Houston,HOU
619,201701290NOP,Washington,WAS,107,New Orleans,NOP,94,Washington,WAS,New Orleans,NOP
620,201701290POR,Golden State,GSW,113,Portland,POR,111,Golden State,GSW,Portland,POR
621,201701290SAS,Dallas,DAL,105,San Antonio,SAS,101,Dallas,DAL,San Antonio,SAS
622,201701300BOS,Detroit,DET,109,Boston,BOS,113,Boston,BOS,Detroit,DET
623,201701300DAL,Cleveland,CLE,97,Dallas,DAL,104,Dallas,DAL,Cleveland,CLE
624,201701300MIA,Brooklyn,BRK,96,Miami,MIA,104,Miami,MIA,Brooklyn,BRK
625,201701300MIN,Orlando,ORL,105,Minnesota,MIN,111,Minnesota,MIN,Orlando,ORL
626,201701300PHI,Sacramento,SAC,119,Philadelphia,PHI,122,Philadelphia,PHI,Sacramento,SAC
627,201701310HOU,Sacramento,SAC,83,Houston,HOU,105,Houston,HOU,Sacramento,SAC
628,201701310LAL,Denver,DEN,116,LA Lakers,LAL,120,LA Lakers,LAL,Denver,DEN
629,201701310POR,Charlotte,CHO,98,Portland,POR,115,Portland,POR,Charlotte,CHO
630,201701310SAS,Oklahoma City,OKC,94,San Antonio,SAS,108,San Antonio,SAS,Oklahoma City,OKC
631,201701310TOR,New Orleans,NOP,106,Toronto,TOR,108,Toronto,TOR,New Orleans,NOP
632,201702010BOS,Toronto,TOR,104,Boston,BOS,109,Boston,BOS,Toronto,TOR
633,201702010BRK,New York,NYK,95,Brooklyn,BRK,90,New York,NYK,Brooklyn,BRK
634,201702010CLE,Minnesota,MIN,97,Cleveland,CLE,125,Cleveland,CLE,Minnesota,MIN
635,201702010DAL,Philadelphia,PHI,95,Dallas,DAL,113,Dallas,DAL,Philadelphia,PHI
636,201702010DEN,Memphis,MEM,119,Denver,DEN,99,Memphis,MEM,Denver,DEN
637,201702010DET,New Orleans,NOP,98,Detroit,DET,118,Detroit,DET,New Orleans,NOP
638,201702010GSW,Charlotte,CHO,111,Golden State,GSW,126,Golden State,GSW,Charlotte,CHO
639,201702010MIA,Atlanta,ATL,93,Miami,MIA,116,Miami,MIA,Atlanta,ATL
640,201702010OKC,Chicago,CHI,128,Oklahoma City,OKC,100,Chicago,CHI,Oklahoma City,OKC
641,201702010ORL,Indiana,IND,98,Orlando,ORL,88,Indiana,IND,Orlando,ORL
642,201702010PHO,LA Clippers,LAC,124,Phoenix,PHO,114,LA Clippers,LAC,Phoenix,PHO
643,201702020HOU,Atlanta,ATL,113,Houston,HOU,108,Atlanta,ATL,Houston,HOU
644,201702020LAC,Golden State,GSW,133,LA Clippers,LAC,120,Golden State,GSW,LA Clippers,LAC
645,201702020SAS,Philadelphia,PHI,86,San Antonio,SAS,102,San Antonio,SAS,Philadelphia,PHI
646,201702030BOS,LA Lakers,LAL,107,Boston,BOS,113,Boston,BOS,LA Lakers,LAL
647,201702030BRK,Indiana,IND,106,Brooklyn,BRK,97,Indiana,IND,Brooklyn,BRK
648,201702030DEN,Milwaukee,MIL,117,Denver,DEN,121,Denver,DEN,Milwaukee,MIL
649,201702030DET,Minnesota,MIN,108,Detroit,DET,116,Detroit,DET,Minnesota,MIN
650,201702030HOU,Chicago,CHI,117,Houston,HOU,121,Houston,HOU,Chicago,CHI
651,201702030OKC,Memphis,MEM,102,Oklahoma City,OKC,114,Oklahoma City,OKC,Memphis,MEM
652,201702030ORL,Toronto,TOR,94,Orlando,ORL,102,Orlando,ORL,Toronto,TOR
653,201702030POR,Dallas,DAL,108,Portland,POR,104,Dallas,DAL,Portland,POR
654,201702040ATL,Orlando,ORL,86,Atlanta,ATL,113,Atlanta,ATL,Orlando,ORL
655,201702040IND,Detroit,DET,84,Indiana,IND,105,Indiana,IND,Detroit,DET
656,201702040MIA,Philadelphia,PHI,102,Miami,MIA,125,Miami,MIA,Philadelphia,PHI
657,201702040MIN,Memphis,MEM,107,Minnesota,MIN,99,Memphis,MEM,Minnesota,MIN
658,201702040NYK,Cleveland,CLE,111,New York,NYK,104,Cleveland,CLE,New York,NYK
659,201702040PHO,Milwaukee,MIL,137,Phoenix,PHO,112,Milwaukee,MIL,Phoenix,PHO
660,201702040SAC,Golden State,GSW,106,Sacramento,SAC,109,Sacramento,SAC,Golden State,GSW
661,201702040SAS,Denver,DEN,97,San Antonio,SAS,121,San Antonio,SAS,Denver,DEN
662,201702040UTA,Charlotte,CHO,98,Utah,UTA,105,Utah,UTA,Charlotte,CHO
663,201702050BOS,LA Clippers,LAC,102,Boston,BOS,107,Boston,BOS,LA Clippers,LAC
664,201702050BRK,Toronto,TOR,103,Brooklyn,BRK,95,Toronto,TOR,Brooklyn,BRK
665,201702060ATL,Utah,UTA,120,Atlanta,ATL,95,Utah,UTA,Atlanta,ATL
666,201702060DEN,Dallas,DAL,87,Denver,DEN,110,Denver,DEN,Dallas,DAL
667,201702060DET,Philadelphia,PHI,96,Detroit,DET,113,Detroit,DET,Philadelphia,PHI
668,201702060IND,Oklahoma City,OKC,90,Indiana,IND,93,Indiana,IND,Oklahoma City,OKC
669,201702060MEM,San Antonio,SAS,74,Memphis,MEM,89,Memphis,MEM,San Antonio,SAS
670,201702060MIN,Miami,MIA,115,Minnesota,MIN,113,Miami,MIA,Minnesota,MIN
671,201702060NOP,Phoenix,PHO,106,New Orleans,NOP,111,New Orleans,NOP,Phoenix,PHO
672,201702060NYK,LA Lakers,LAL,121,New York,NYK,107,LA Lakers,LAL,New York,NYK
673,201702060SAC,Chicago,CHI,112,Sacramento,SAC,107,Chicago,CHI,Sacramento,SAC
674,201702060TOR,LA Clippers,LAC,109,Toronto,TOR,118,Toronto,TOR,LA Clippers,LAC
675,201702070CHO,Brooklyn,BRK,107,Charlotte,CHO,111,Charlotte,CHO,Brooklyn,BRK
676,201702070DAL,Portland,POR,114,Dallas,DAL,113,Portland,POR,Dallas,DAL
677,201702080ATL,Denver,DEN,106,Atlanta,ATL,117,Atlanta,ATL,Denver,DEN
678,201702080BRK,Washington,WAS,114,Brooklyn,BRK,110,Washington,WAS,Brooklyn,BRK
679,201702080DET,LA Lakers,LAL,102,Detroit,DET,121,Detroit,DET,LA Lakers,LAL
680,201702080GSW,Chicago,CHI,92,Golden State,GSW,123,Golden State,GSW,Chicago,CHI
681,201702080IND,Cleveland,CLE,132,Indiana,IND,117,Cleveland,CLE,Indiana,IND
682,201702080MEM,Phoenix,PHO,91,Memphis,MEM,110,Memphis,MEM,Phoenix,PHO
683,201702080MIL,Miami,MIA,106,Milwaukee,MIL,88,Miami,MIA,Milwaukee,MIL
684,201702080MIN,Toronto,TOR,109,Minnesota,MIN,112,Minnesota,MIN,Toronto,TOR
685,201702080NOP,Utah,UTA,127,New Orleans,NOP,94,Utah,UTA,New Orleans,NOP
686,201702080NYK,LA Clippers,LAC,119,New York,NYK,115,LA Clippers,LAC,New York,NYK
687,201702080PHI,San Antonio,SAS,111,Philadelphia,PHI,103,San Antonio,SAS,Philadelphia,PHI
688,201702090CHO,Houston,HOU,107,Charlotte,CHO,95,Houston,HOU,Charlotte,CHO
689,201702090DAL,Utah,UTA,105,Dallas,DAL,112,Dallas,DAL,Utah,UTA
690,201702090OKC,Cleveland,CLE,109,Oklahoma City,OKC,118,Oklahoma City,OKC,Cleveland,CLE
691,201702090ORL,Philadelphia,PHI,112,Orlando,ORL,111,Philadelphia,PHI,Orlando,ORL
692,201702100BRK,Miami,MIA,108,Brooklyn,BRK,99,Miami,MIA,Brooklyn,BRK
693,201702100DET,San Antonio,SAS,103,Detroit,DET,92,San Antonio,SAS,Detroit,DET
694,201702100MEM,Golden State,GSW,122,Memphis,MEM,107,Golden State,GSW,Memphis,MEM
695,201702100MIL,LA Lakers,LAL,122,Milwaukee,MIL,114,LA Lakers,LAL,Milwaukee,MIL
696,201702100MIN,New Orleans,NOP,122,Minnesota,MIN,106,New Orleans,NOP,Minnesota,MIN
697,201702100NYK,Denver,DEN,131,New York,NYK,123,Denver,DEN,New York,NYK
698,201702100PHO,Chicago,CHI,97,Phoenix,PHO,115,Phoenix,PHO,Chicago,CHI
699,201702100SAC,Atlanta,ATL,107,Sacramento,SAC,108,Sacramento,SAC,Atlanta,ATL
700,201702110CHO,LA Clippers,LAC,107,Charlotte,CHO,102,LA Clippers,LAC,Charlotte,CHO
701,201702110CLE,Denver,DEN,109,Cleveland,CLE,125,Cleveland,CLE,Denver,DEN
702,201702110DAL,Orlando,ORL,80,Dallas,DAL,112,Dallas,DAL,Orlando,ORL
703,201702110HOU,Phoenix,PHO,102,Houston,HOU,133,Houston,HOU,Phoenix,PHO
704,201702110IND,Milwaukee,MIL,116,Indiana,IND,100,Milwaukee,MIL,Indiana,IND
705,201702110OKC,Golden State,GSW,130,Oklahoma City,OKC,114,Golden State,GSW,Oklahoma City,OKC
706,201702110PHI,Miami,MIA,109,Philadelphia,PHI,117,Philadelphia,PHI,Miami,MIA
707,201702120MIN,Chicago,CHI,89,Minnesota,MIN,117,Minnesota,MIN,Chicago,CHI
708,201702120NYK,San Antonio,SAS,90,New York,NYK,94,New York,NYK,San Antonio,SAS
709,201702120SAC,New Orleans,NOP,99,Sacramento,SAC,105,Sacramento,SAC,New Orleans,NOP
710,201702130BRK,Memphis,MEM,112,Brooklyn,BRK,103,Memphis,MEM,Brooklyn,BRK
711,201702130CHO,Philadelphia,PHI,105,Charlotte,CHO,99,Philadelphia,PHI,Charlotte,CHO
712,201702130DAL,Boston,BOS,111,Dallas,DAL,98,Boston,BOS,Dallas,DAL
713,201702130DEN,Golden State,GSW,110,Denver,DEN,132,Denver,DEN,Golden State,GSW
714,201702130IND,San Antonio,SAS,110,Indiana,IND,106,San Antonio,SAS,Indiana,IND
715,201702130MIA,Orlando,ORL,116,Miami,MIA,107,Orlando,ORL,Miami,MIA
716,201702130MIL,Detroit,DET,89,Milwaukee,MIL,102,Milwaukee,MIL,Detroit,DET
717,201702130PHO,New Orleans,NOP,110,Phoenix,PHO,108,New Orleans,NOP,Phoenix,PHO
718,201702130POR,Atlanta,ATL,109,Portland,POR,104,Atlanta,ATL,Portland,POR
719,201702130UTA,LA Clippers,LAC,88,Utah,UTA,72,LA Clippers,LAC,Utah,UTA
720,201702140CHI,Toronto,TOR,94,Chicago,CHI,105,Chicago,CHI,Toronto,TOR
721,201702140LAL,Sacramento,SAC,97,LA Lakers,LAL,96,Sacramento,SAC,LA Lakers,LAL
722,201702150BOS,Philadelphia,PHI,108,Boston,BOS,116,Boston,BOS,Philadelphia,PHI
723,201702150BRK,Milwaukee,MIL,129,Brooklyn,BRK,125,Milwaukee,MIL,Brooklyn,BRK
724,201702150CLE,Indiana,IND,104,Cleveland,CLE,113,Cleveland,CLE,Indiana,IND
725,201702150DEN,Minnesota,MIN,112,Denver,DEN,99,Minnesota,MIN,Denver,DEN
726,201702150DET,Dallas,DAL,91,Detroit,DET,98,Detroit,DET,Dallas,DAL
727,201702150GSW,Sacramento,SAC,86,Golden State,GSW,109,Golden State,GSW,Sacramento,SAC
728,201702150HOU,Miami,MIA,117,Houston,HOU,109,Miami,MIA,Houston,HOU
729,201702150LAC,Atlanta,ATL,84,LA Clippers,LAC,99,LA Clippers,LAC,Atlanta,ATL
730,201702150MEM,New Orleans,NOP,95,Memphis,MEM,91,New Orleans,NOP,Memphis,MEM
731,201702150OKC,New York,NYK,105,Oklahoma City,OKC,116,Oklahoma City,OKC,New York,NYK
732,201702150ORL,San Antonio,SAS,107,Orlando,ORL,79,San Antonio,SAS,Orlando,ORL
733,201702150PHO,LA Lakers,LAL,101,Phoenix,PHO,137,Phoenix,PHO,LA Lakers,LAL
734,201702150TOR,Charlotte,CHO,85,Toronto,TOR,90,Toronto,TOR,Charlotte,CHO
735,201702160CHI,Boston,BOS,103,Chicago,CHI,104,Chicago,CHI,Boston,BOS
736,201702230CLE,New York,NYK,104,Cleveland,CLE,119,Cleveland,CLE,New York,NYK
737,201702230DET,Charlotte,CHO,108,Detroit,DET,114,Detroit,DET,Charlotte,CHO
738,201702230GSW,LA Clippers,LAC,113,Golden State,GSW,123,Golden State,GSW,LA Clippers,LAC
739,201702230NOP,Houston,HOU,129,New Orleans,NOP,99,Houston,HOU,New Orleans,NOP
740,201702230ORL,Portland,POR,112,Orlando,ORL,103,Portland,POR,Orlando,ORL
741,201702240ATL,Miami,MIA,108,Atlanta,ATL,90,Miami,MIA,Atlanta,ATL
742,201702240CHI,Phoenix,PHO,121,Chicago,CHI,128,Chicago,CHI,Phoenix,PHO
743,201702240DEN,Brooklyn,BRK,109,Denver,DEN,129,Denver,DEN,Brooklyn,BRK
744,201702240IND,Memphis,MEM,92,Indiana,IND,102,Indiana,IND,Memphis,MEM
745,201702240LAC,San Antonio,SAS,105,LA Clippers,LAC,97,San Antonio,SAS,LA Clippers,LAC
746,201702240MIL,Utah,UTA,109,Milwaukee,MIL,95,Utah,UTA,Milwaukee,MIL
747,201702240MIN,Dallas,DAL,84,Minnesota,MIN,97,Minnesota,MIN,Dallas,DAL
748,201702240OKC,LA Lakers,LAL,93,Oklahoma City,OKC,110,Oklahoma City,OKC,LA Lakers,LAL
749,201702240PHI,Washington,WAS,112,Philadelphia,PHI,120,Philadelphia,PHI,Washington,WAS
750,201702250CLE,Chicago,CHI,117,Cleveland,CLE,99,Chicago,CHI,Cleveland,CLE
751,201702250DAL,New Orleans,NOP,83,Dallas,DAL,96,Dallas,DAL,New Orleans,NOP
752,201702250GSW,Brooklyn,BRK,95,Golden State,GSW,112,Golden State,GSW,Brooklyn,BRK
753,201702250HOU,Minnesota,MIN,130,Houston,HOU,142,Houston,HOU,Minnesota,MIN
754,201702250MIA,Indiana,IND,95,Miami,MIA,113,Miami,MIA,Indiana,IND
755,201702250NYK,Philadelphia,PHI,109,New York,NYK,110,New York,NYK,Philadelphia,PHI
756,201702250ORL,Atlanta,ATL,86,Orlando,ORL,105,Orlando,ORL,Atlanta,ATL
757,201702260DEN,Memphis,MEM,105,Denver,DEN,98,Memphis,MEM,Denver,DEN
758,201702260DET,Boston,BOS,104,Detroit,DET,98,Boston,BOS,Detroit,DET
759,201702260LAC,Charlotte,CHO,121,LA Clippers,LAC,124,LA Clippers,LAC,Charlotte,CHO
760,201702260LAL,San Antonio,SAS,119,LA Lakers,LAL,98,San Antonio,SAS,LA Lakers,LAL
761,201702260MIL,Phoenix,PHO,96,Milwaukee,MIL,100,Milwaukee,MIL,Phoenix,PHO
762,201702260OKC,New Orleans,NOP,110,Oklahoma City,OKC,118,Oklahoma City,OKC,New Orleans,NOP
763,201702260TOR,Portland,POR,106,Toronto,TOR,112,Toronto,TOR,Portland,POR
764,201702270BOS,Atlanta,ATL,114,Boston,BOS,98,Atlanta,ATL,Boston,BOS
765,201702270CLE,Milwaukee,MIL,95,Cleveland,CLE,102,Cleveland,CLE,Milwaukee,MIL
766,201702270DAL,Miami,MIA,89,Dallas,DAL,96,Dallas,DAL,Miami,MIA
767,201702270HOU,Indiana,IND,117,Houston,HOU,108,Indiana,IND,Houston,HOU
768,201702270NYK,Toronto,TOR,92,New York,NYK,91,Toronto,TOR,New York,NYK
769,201702270PHI,Golden State,GSW,119,Philadelphia,PHI,108,Golden State,GSW,Philadelphia,PHI
770,201702280CHI,Denver,DEN,125,Chicago,CHI,107,Denver,DEN,Chicago,CHI
771,201702280DET,Portland,POR,113,Detroit,DET,120,Detroit,DET,Portland,POR
772,201702280LAL,Charlotte,CHO,109,LA Lakers,LAL,104,Charlotte,CHO,LA Lakers,LAL
773,201702280MEM,Phoenix,PHO,112,Memphis,MEM,130,Memphis,MEM,Phoenix,PHO
774,201702280OKC,Utah,UTA,106,Oklahoma City,OKC,109,Oklahoma City,OKC,Utah,UTA
775,201703010ATL,Dallas,DAL,95,Atlanta,ATL,100,Atlanta,ATL,Dallas,DAL
776,201703010BOS,Cleveland,CLE,99,Boston,BOS,103,Boston,BOS,Cleveland,CLE
777,201703010LAC,Houston,HOU,122,LA Clippers,LAC,103,Houston,HOU,LA Clippers,LAC
778,201703010MIA,Philadelphia,PHI,98,Miami,MIA,125,Miami,MIA,Philadelphia,PHI
779,201703010MIL,Denver,DEN,110,Milwaukee,MIL,98,Denver,DEN,Milwaukee,MIL
780,201703010NOP,Detroit,DET,86,New Orleans,NOP,109,New Orleans,NOP,Detroit,DET
781,201703010ORL,New York,NYK,101,Orlando,ORL,90,New York,NYK,Orlando,ORL
782,201703010SAC,Brooklyn,BRK,109,Sacramento,SAC,100,Brooklyn,BRK,Sacramento,SAC
783,201703010SAS,Indiana,IND,99,San Antonio,SAS,100,San Antonio,SAS,Indiana,IND
784,201703010TOR,Washington,WAS,105,Toronto,TOR,96,Washington,WAS,Toronto,TOR
785,201703020CHI,Golden State,GSW,87,Chicago,CHI,94,Chicago,CHI,Golden State,GSW
786,201703020PHO,Charlotte,CHO,103,Phoenix,PHO,120,Phoenix,PHO,Charlotte,CHO
787,201703030ATL,Cleveland,CLE,135,Atlanta,ATL,130,Cleveland,CLE,Atlanta,ATL
788,201703030DAL,Memphis,MEM,100,Dallas,DAL,104,Dallas,DAL,Memphis,MEM
789,201703030LAL,Boston,BOS,115,LA Lakers,LAL,95,Boston,BOS,LA Lakers,LAL
790,201703030MIL,LA Clippers,LAC,101,Milwaukee,MIL,112,Milwaukee,MIL,LA Clippers,LAC
791,201703030NOP,San Antonio,SAS,101,New Orleans,NOP,98,San Antonio,SAS,New Orleans,NOP
792,201703030ORL,Miami,MIA,99,Orlando,ORL,110,Orlando,ORL,Miami,MIA
793,201703030PHI,New York,NYK,102,Philadelphia,PHI,105,Philadelphia,PHI,New York,NYK
794,201703030PHO,Oklahoma City,OKC,111,Phoenix,PHO,118,Phoenix,PHO,Oklahoma City,OKC
795,201703030UTA,Brooklyn,BRK,97,Utah,UTA,112,Utah,UTA,Brooklyn,BRK
796,201703040CHI,LA Clippers,LAC,101,Chicago,CHI,91,LA Clippers,LAC,Chicago,CHI
797,201703040DEN,Charlotte,CHO,112,Denver,DEN,102,Charlotte,CHO,Denver,DEN
798,201703040HOU,Memphis,MEM,108,Houston,HOU,123,Houston,HOU,Memphis,MEM
799,201703040MIA,Cleveland,CLE,92,Miami,MIA,120,Miami,MIA,Cleveland,CLE
800,201703040MIL,Toronto,TOR,94,Milwaukee,MIL,101,Milwaukee,MIL,Toronto,TOR
801,201703040PHI,Detroit,DET,136,Philadelphia,PHI,106,Detroit,DET,Philadelphia,PHI
802,201703040POR,Brooklyn,BRK,116,Portland,POR,130,Portland,POR,Brooklyn,BRK
803,201703050ATL,Indiana,IND,97,Atlanta,ATL,96,Indiana,IND,Atlanta,ATL
804,201703050DAL,Oklahoma City,OKC,89,Dallas,DAL,104,Dallas,DAL,Oklahoma City,OKC
805,201703050LAL,New Orleans,NOP,105,LA Lakers,LAL,97,New Orleans,NOP,LA Lakers,LAL
806,201703050NYK,Golden State,GSW,112,New York,NYK,105,Golden State,GSW,New York,NYK
807,201703050PHO,Boston,BOS,106,Phoenix,PHO,109,Phoenix,PHO,Boston,BOS
808,201703050SAC,Utah,UTA,110,Sacramento,SAC,109,Utah,UTA,Sacramento,SAC
809,201703060ATL,Golden State,GSW,119,Atlanta,ATL,111,Golden State,GSW,Atlanta,ATL
810,201703060CHO,Indiana,IND,88,Charlotte,CHO,100,Charlotte,CHO,Indiana,IND
811,201703060CLE,Miami,MIA,106,Cleveland,CLE,98,Miami,MIA,Cleveland,CLE
812,201703060DEN,Sacramento,SAC,96,Denver,DEN,108,Denver,DEN,Sacramento,SAC
813,201703060DET,Chicago,CHI,95,Detroit,DET,109,Detroit,DET,Chicago,CHI
814,201703060LAC,Boston,BOS,102,LA Clippers,LAC,116,LA Clippers,LAC,Boston,BOS
815,201703060MEM,Brooklyn,BRK,122,Memphis,MEM,109,Brooklyn,BRK,Memphis,MEM
816,201703060ORL,New York,NYK,113,Orlando,ORL,105,New York,NYK,Orlando,ORL
817,201703060PHI,Milwaukee,MIL,112,Philadelphia,PHI,98,Milwaukee,MIL,Philadelphia,PHI
818,201703060SAS,Houston,HOU,110,San Antonio,SAS,112,San Antonio,SAS,Houston,HOU
819,201703070DAL,LA Lakers,LAL,111,Dallas,DAL,122,Dallas,DAL,LA Lakers,LAL
820,201703070OKC,Portland,POR,126,Oklahoma City,OKC,121,Portland,POR,Oklahoma City,OKC
821,201703080ATL,Brooklyn,BRK,105,Atlanta,ATL,110,Atlanta,ATL,Brooklyn,BRK
822,201703080DEN,Washington,WAS,123,Denver,DEN,113,Washington,WAS,Denver,DEN
823,201703080GSW,Boston,BOS,99,Golden State,GSW,86,Boston,BOS,Golden State,GSW
824,201703080HOU,Utah,UTA,115,Houston,HOU,108,Utah,UTA,Houston,HOU
825,201703080IND,Detroit,DET,98,Indiana,IND,115,Indiana,IND,Detroit,DET
