,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
272,201612060DET,Chicago,CHI,91,Detroit,DET,102,Detroit,DET,Chicago,CHI
273,201612060MEM,Philadelphia,PHI,91,Memphis,MEM,96,Memphis,MEM,Philadelphia,PHI
274,201612060MIA,New York,NYK,114,Miami,MIA,103,New York,NYK,Miami,MIA
275,201612060MIN,San Antonio,SAS,105,Minnesota,MIN,91,San Antonio,SAS,Minnesota,MIN
276,201612060UTA,Phoenix,PHO,105,Utah,UTA,112,Utah,UTA,Phoenix,PHO
277,201612070ATL,Miami,MIA,95,Atlanta,ATL,103,Atlanta,ATL,Miami,MIA
278,201612070BRK,Denver,DEN,111,Brooklyn,BRK,116,Brooklyn,BRK,Denver,DEN
279,201612070CHO,Detroit,DET,77,Charlotte,CHO,87,Charlotte,CHO,Detroit,DET
280,201612070DAL,Sacramento,SAC,120,Dallas,DAL,89,Sacramento,SAC,Dallas,DAL
281,201612070HOU,LA Lakers,LAL,95,Houston,HOU,134,Houston,HOU,LA Lakers,LAL
282,201612070LAC,Golden State,GSW,115,LA Clippers,LAC,98,Golden State,GSW,LA Clippers,LAC
283,201612070MIL,Portland,POR,107,Milwaukee,MIL,115,Milwaukee,MIL,Portland,POR
284,201612070NYK,Cleveland,CLE,126,New York,NYK,94,Cleveland,CLE,New York,NYK
285,201612070ORL,Boston,BOS,117,Orlando,ORL,87,Boston,BOS,Orlando,ORL
286,201612080CHI,San Antonio,SAS,91,Chicago,CHI,95,Chicago,CHI,San Antonio,SAS
287,201612080MEM,Portland,POR,86,Memphis,MEM,88,Memphis,MEM,Portland,POR
288,201612080NOP,Philadelphia,PHI,99,New Orleans,NOP,88,Philadelphia,PHI,New Orleans,NOP
289,201612080TOR,Minnesota,MIN,110,Toronto,TOR,124,Toronto,TOR,Minnesota,MIN
290,201612080UTA,Golden State,GSW,106,Utah,UTA,99,Golden State,GSW,Utah,UTA
291,201612090BOS,Toronto,TOR,101,Boston,BOS,94,Toronto,TOR,Boston,BOS
292,201612090CHO,Orlando,ORL,88,Charlotte,CHO,109,Charlotte,CHO,Orlando,ORL
293,201612090CLE,Miami,MIA,84,Cleveland,CLE,114,Cleveland,CLE,Miami,MIA
294,201612090DAL,Indiana,IND,103,Dallas,DAL,111,Dallas,DAL,Indiana,IND
295,201612090LAL,Phoenix,PHO,119,LA Lakers,LAL,115,Phoenix,PHO,LA Lakers,LAL
296,201612090MIL,Atlanta,ATL,114,Milwaukee,MIL,110,Atlanta,ATL,Milwaukee,MIL
297,201612090MIN,Detroit,DET,117,Minnesota,MIN,90,Detroit,DET,Minnesota,MIN
298,201612090OKC,Houston,HOU,102,Oklahoma City,OKC,99,Houston,HOU,Oklahoma City,OKC
299,201612100CHI,Miami,MIA,100,Chicago,CHI,105,Chicago,CHI,Miami,MIA
300,201612100CLE,Charlotte,CHO,105,Cleveland,CLE,116,Cleveland,CLE,Charlotte,CHO
301,201612100HOU,Dallas,DAL,87,Houston,HOU,109,Houston,HOU,Dallas,DAL
302,201612100IND,Portland,POR,111,Indiana,IND,118,Indiana,IND,Portland,POR
303,201612100LAC,New Orleans,NOP,105,LA Clippers,LAC,133,LA Clippers,LAC,New Orleans,NOP
304,201612100MEM,Golden State,GSW,89,Memphis,MEM,110,Memphis,MEM,Golden State,GSW
305,201612100ORL,Denver,DEN,121,Orlando,ORL,113,Denver,DEN,Orlando,ORL
306,201612100SAS,Brooklyn,BRK,101,San Antonio,SAS,130,San Antonio,SAS,Brooklyn,BRK
307,201612100UTA,Sacramento,SAC,84,Utah,UTA,104,Utah,UTA,Sacramento,SAC
308,201612110DET,Philadelphia,PHI,97,Detroit,DET,79,Philadelphia,PHI,Detroit,DET
309,201612110LAL,New York,NYK,118,LA Lakers,LAL,112,New York,NYK,LA Lakers,LAL
310,201612110MIN,Golden State,GSW,116,Minnesota,MIN,108,Golden State,GSW,Minnesota,MIN
311,201612110OKC,Boston,BOS,96,Oklahoma City,OKC,99,Oklahoma City,OKC,Boston,BOS
312,201612120DAL,Denver,DEN,92,Dallas,DAL,112,Dallas,DAL,Denver,DEN
313,201612120HOU,Brooklyn,BRK,118,Houston,HOU,122,Houston,HOU,Brooklyn,BRK
314,201612120IND,Charlotte,CHO,94,Indiana,IND,110,Indiana,IND,Charlotte,CHO
315,201612120LAC,Portland,POR,120,LA Clippers,LAC,121,LA Clippers,LAC,Portland,POR
316,201612120MIA,Washington,WAS,101,Miami,MIA,112,Miami,MIA,Washington,WAS
317,201612120SAC,LA Lakers,LAL,92,Sacramento,SAC,116,Sacramento,SAC,LA Lakers,LAL
318,201612130ATL,Orlando,ORL,131,Atlanta,ATL,120,Orlando,ORL,Atlanta,ATL
319,201612130CHI,Minnesota,MIN,99,Chicago,CHI,94,Minnesota,MIN,Chicago,CHI
320,201612130CLE,Memphis,MEM,86,Cleveland,CLE,103,Cleveland,CLE,Memphis,MEM
321,201612130NOP,Golden State,GSW,113,New Orleans,NOP,109,Golden State,GSW,New Orleans,NOP
322,201612130PHO,New York,NYK,111,Phoenix,PHO,113,Phoenix,PHO,New York,NYK
323,201612140BRK,LA Lakers,LAL,97,Brooklyn,BRK,107,Brooklyn,BRK,LA Lakers,LAL
324,201612140DAL,Detroit,DET,95,Dallas,DAL,85,Detroit,DET,Dallas,DAL
325,201612140HOU,Sacramento,SAC,98,Houston,HOU,132,Houston,HOU,Sacramento,SAC
326,201612140MEM,Cleveland,CLE,85,Memphis,MEM,93,Memphis,MEM,Cleveland,CLE
327,201612140MIA,Indiana,IND,89,Miami,MIA,95,Miami,MIA,Indiana,IND
328,201612140ORL,LA Clippers,LAC,113,Orlando,ORL,108,LA Clippers,LAC,Orlando,ORL
329,201612140PHI,Toronto,TOR,123,Philadelphia,PHI,114,Toronto,TOR,Philadelphia,PHI
330,201612140SAS,Boston,BOS,101,San Antonio,SAS,108,San Antonio,SAS,Boston,BOS
331,201612140UTA,Oklahoma City,OKC,89,Utah,UTA,109,Utah,UTA,Oklahoma City,OKC
332,201612150DEN,Portland,POR,120,Denver,DEN,132,Denver,DEN,Portland,POR
333,201612150GSW,New York,NYK,90,Golden State,GSW,103,Golden State,GSW,New York,NYK
334,201612150MIL,Chicago,CHI,97,Milwaukee,MIL,108,Milwaukee,MIL,Chicago,CHI
335,201612150NOP,Indiana,IND,95,New Orleans,NOP,102,New Orleans,NOP,Indiana,IND
336,201612160BOS,Charlotte,CHO,88,Boston,BOS,96,Boston,BOS,Charlotte,CHO
337,201612160CHI,Milwaukee,MIL,95,Chicago,CHI,69,Milwaukee,MIL,Chicago,CHI
338,201612160HOU,New Orleans,NOP,100,Houston,HOU,122,Houston,HOU,New Orleans,NOP
339,201612160MEM,Sacramento,SAC,96,Memphis,MEM,92,Sacramento,SAC,Memphis,MEM
340,201612160MIA,LA Clippers,LAC,102,Miami,MIA,98,LA Clippers,LAC,Miami,MIA
341,201612160ORL,Brooklyn,BRK,111,Orlando,ORL,118,Orlando,ORL,Brooklyn,BRK
342,201612160PHI,LA Lakers,LAL,100,Philadelphia,PHI,89,LA Lakers,LAL,Philadelphia,PHI
343,201612160TOR,Atlanta,ATL,125,Toronto,TOR,121,Atlanta,ATL,Toronto,TOR
344,201612160UTA,Dallas,DAL,100,Utah,UTA,103,Utah,UTA,Dallas,DAL
345,201612170ATL,Charlotte,CHO,107,Atlanta,ATL,99,Charlotte,CHO,Atlanta,ATL
346,201612170CLE,LA Lakers,LAL,108,Cleveland,CLE,119,Cleveland,CLE,LA Lakers,LAL
347,201612170DEN,New York,NYK,114,Denver,DEN,127,Denver,DEN,New York,NYK
348,201612170DET,Indiana,IND,105,Detroit,DET,90,Indiana,IND,Detroit,DET
349,201612170GSW,Portland,POR,90,Golden State,GSW,135,Golden State,GSW,Portland,POR
350,201612170MIN,Houston,HOU,111,Minnesota,MIN,109,Houston,HOU,Minnesota,MIN
351,201612180DAL,Sacramento,SAC,79,Dallas,DAL,99,Dallas,DAL,Sacramento,SAC
352,201612180MEM,Utah,UTA,82,Memphis,MEM,73,Utah,UTA,Memphis,MEM
353,201612180MIA,Boston,BOS,105,Miami,MIA,95,Boston,BOS,Miami,MIA
354,201612180ORL,Toronto,TOR,109,Orlando,ORL,79,Toronto,TOR,Orlando,ORL
355,201612180PHI,Brooklyn,BRK,107,Philadelphia,PHI,108,Philadelphia,PHI,Brooklyn,BRK
356,201612180SAS,New Orleans,NOP,100,San Antonio,SAS,113,San Antonio,SAS,New Orleans,NOP
357,201612190CHI,Detroit,DET,82,Chicago,CHI,113,Chicago,CHI,Detroit,DET
358,201612190DEN,Dallas,DAL,107,Denver,DEN,117,Denver,DEN,Dallas,DAL
359,201612190IND,Washington,WAS,105,Indiana,IND,107,Indiana,IND,Washington,WAS
360,201612190MIN,Phoenix,PHO,108,Minnesota,MIN,115,Minnesota,MIN,Phoenix,PHO
361,201612200CHO,LA Lakers,LAL,113,Charlotte,CHO,117,Charlotte,CHO,LA Lakers,LAL
362,201612200GSW,Utah,UTA,74,Golden State,GSW,104,Golden State,GSW,Utah,UTA
363,201612200HOU,San Antonio,SAS,102,Houston,HOU,100,San Antonio,SAS,Houston,HOU
364,201612200LAC,Denver,DEN,102,LA Clippers,LAC,119,LA Clippers,LAC,Denver,DEN
365,201612200MEM,Boston,BOS,112,Memphis,MEM,109,Boston,BOS,Memphis,MEM
366,201612200MIA,Orlando,ORL,136,Miami,MIA,130,Orlando,ORL,Miami,MIA
367,201612200MIL,Cleveland,CLE,114,Milwaukee,MIL,108,Cleveland,CLE,Milwaukee,MIL
368,201612200NYK,Indiana,IND,111,New York,NYK,118,New York,NYK,Indiana,IND
369,201612200PHI,New Orleans,NOP,108,Philadelphia,PHI,93,New Orleans,NOP,Philadelphia,PHI
370,201612200SAC,Portland,POR,121,Sacramento,SAC,126,Sacramento,SAC,Portland,POR
371,201612210ATL,Minnesota,MIN,92,Atlanta,ATL,84,Minnesota,MIN,Atlanta,ATL
372,201612210CHI,Washington,WAS,107,Chicago,CHI,97,Washington,WAS,Chicago,CHI
373,201612210CLE,Milwaukee,MIL,102,Cleveland,CLE,113,Cleveland,CLE,Milwaukee,MIL
374,201612210DET,Memphis,MEM,98,Detroit,DET,86,Memphis,MEM,Detroit,DET
375,201612210NOP,Oklahoma City,OKC,121,New Orleans,NOP,110,Oklahoma City,OKC,New Orleans,NOP
376,201612210PHO,Houston,HOU,125,Phoenix,PHO,111,Houston,HOU,Phoenix,PHO
377,201612210POR,Dallas,DAL,96,Portland,POR,95,Dallas,DAL,Portland,POR
378,201612220BRK,Golden State,GSW,117,Brooklyn,BRK,101,Golden State,GSW,Brooklyn,BRK
379,201612220IND,Boston,BOS,109,Indiana,IND,102,Boston,BOS,Indiana,IND
380,201612220LAC,San Antonio,SAS,101,LA Clippers,LAC,106,LA Clippers,LAC,San Antonio,SAS
381,201612220MIA,LA Lakers,LAL,107,Miami,MIA,115,Miami,MIA,LA Lakers,LAL
382,201612230BOS,Oklahoma City,OKC,117,Boston,BOS,112,Oklahoma City,OKC,Boston,BOS
383,201612230CHO,Chicago,CHI,91,Charlotte,CHO,103,Charlotte,CHO,Chicago,CHI
384,201612230CLE,Brooklyn,BRK,99,Cleveland,CLE,119,Cleveland,CLE,Brooklyn,BRK
385,201612230DEN,Atlanta,ATL,109,Denver,DEN,108,Atlanta,ATL,Denver,DEN
386,201612230DET,Golden State,GSW,119,Detroit,DET,113,Golden State,GSW,Detroit,DET
387,201612230LAC,Dallas,DAL,90,LA Clippers,LAC,88,Dallas,DAL,LA Clippers,LAC
388,201612230MEM,Houston,HOU,109,Memphis,MEM,115,Memphis,MEM,Houston,HOU
389,201612230MIL,Washington,WAS,96,Milwaukee,MIL,123,Milwaukee,MIL,Washington,WAS
390,201612230MIN,Sacramento,SAC,109,Minnesota,MIN,105,Sacramento,SAC,Minnesota,MIN
391,201612230NOP,Miami,MIA,87,New Orleans,NOP,91,New Orleans,NOP,Miami,MIA
392,201612230ORL,LA Lakers,LAL,90,Orlando,ORL,109,Orlando,ORL,LA Lakers,LAL
393,201612230PHO,Philadelphia,PHI,116,Phoenix,PHO,123,Phoenix,PHO,Philadelphia,PHI
394,201612230POR,San Antonio,SAS,110,Portland,POR,90,San Antonio,SAS,Portland,POR
395,201612250CLE,Golden State,GSW,108,Cleveland,CLE,109,Cleveland,CLE,Golden State,GSW
396,201612250LAL,LA Clippers,LAC,102,LA Lakers,LAL,111,LA Lakers,LAL,LA Clippers,LAC
397,201612250NYK,Boston,BOS,119,New York,NYK,114,Boston,BOS,New York,NYK
398,201612250OKC,Minnesota,MIN,100,Oklahoma City,OKC,112,Oklahoma City,OKC,Minnesota,MIN
399,201612260BRK,Charlotte,CHO,118,Brooklyn,BRK,120,Brooklyn,BRK,Charlotte,CHO
400,201612260CHI,Indiana,IND,85,Chicago,CHI,90,Chicago,CHI,Indiana,IND
401,201612260DET,Cleveland,CLE,90,Detroit,DET,106,Detroit,DET,Cleveland,CLE
402,201612260HOU,Phoenix,PHO,115,Houston,HOU,131,Houston,HOU,Phoenix,PHO
403,201612260LAC,Denver,DEN,106,LA Clippers,LAC,102,Denver,DEN,LA Clippers,LAC
404,201612260MIN,Atlanta,ATL,90,Minnesota,MIN,104,Minnesota,MIN,Atlanta,ATL
405,201612260NOP,Dallas,DAL,104,New Orleans,NOP,111,New Orleans,NOP,Dallas,DAL
406,201612260ORL,Memphis,MEM,102,Orlando,ORL,112,Orlando,ORL,Memphis,MEM
407,201612260POR,Toronto,TOR,95,Portland,POR,91,Toronto,TOR,Portland,POR
408,201612260SAC,Philadelphia,PHI,100,Sacramento,SAC,102,Sacramento,SAC,Philadelphia,PHI
409,201612270BOS,Memphis,MEM,103,Boston,BOS,113,Boston,BOS,Memphis,MEM
410,201612270DAL,Houston,HOU,123,Dallas,DAL,107,Houston,HOU,Dallas,DAL
411,201612270LAL,Utah,UTA,102,LA Lakers,LAL,100,Utah,UTA,LA Lakers,LAL
412,201612280ATL,New York,NYK,98,Atlanta,ATL,102,Atlanta,ATL,New York,NYK
413,201612280CHI,Brooklyn,BRK,99,Chicago,CHI,101,Chicago,CHI,Brooklyn,BRK
414,201612280DEN,Minnesota,MIN,103,Denver,DEN,105,Denver,DEN,Minnesota,MIN
415,201612280DET,Milwaukee,MIL,119,Detroit,DET,94,Milwaukee,MIL,Detroit,DET
416,201612280GSW,Toronto,TOR,111,Golden State,GSW,121,Golden State,GSW,Toronto,TOR
417,201612280NOP,LA Clippers,LAC,98,New Orleans,NOP,102,New Orleans,NOP,LA Clippers,LAC
418,201612280ORL,Charlotte,CHO,120,Orlando,ORL,101,Charlotte,CHO,Orlando,ORL
419,201612280POR,Sacramento,SAC,89,Portland,POR,102,Portland,POR,Sacramento,SAC
420,201612280SAS,Phoenix,PHO,98,San Antonio,SAS,119,San Antonio,SAS,Phoenix,PHO
421,201612290CHO,Miami,MIA,82,Charlotte,CHO,91,Charlotte,CHO,Miami,MIA
422,201612290CLE,Boston,BOS,118,Cleveland,CLE,124,Cleveland,CLE,Boston,BOS
423,201612290LAL,Dallas,DAL,101,LA Lakers,LAL,89,Dallas,DAL,LA Lakers,LAL
424,201612290MEM,Oklahoma City,OKC,80,Memphis,MEM,114,Memphis,MEM,Oklahoma City,OKC
425,201612290PHO,Toronto,TOR,91,Phoenix,PHO,99,Phoenix,PHO,Toronto,TOR
426,201612300ATL,Detroit,DET,98,Atlanta,ATL,105,Atlanta,ATL,Detroit,DET
427,201612300BOS,Miami,MIA,114,Boston,BOS,117,Boston,BOS,Miami,MIA
428,201612300DEN,Philadelphia,PHI,124,Denver,DEN,122,Philadelphia,PHI,Denver,DEN
429,201612300GSW,Dallas,DAL,99,Golden State,GSW,108,Golden State,GSW,Dallas,DAL
430,201612300HOU,LA Clippers,LAC,116,Houston,HOU,140,Houston,HOU,LA Clippers,LAC
431,201612300IND,Chicago,CHI,101,Indiana,IND,111,Indiana,IND,Chicago,CHI
432,201612300MIN,Milwaukee,MIL,99,Minnesota,MIN,116,Minnesota,MIN,Milwaukee,MIL
433,201612300NOP,New York,NYK,92,New Orleans,NOP,104,New Orleans,NOP,New York,NYK
434,201612300SAS,Portland,POR,94,San Antonio,SAS,110,San Antonio,SAS,Portland,POR
435,201612310CHI,Milwaukee,MIL,116,Chicago,CHI,96,Milwaukee,MIL,Chicago,CHI
436,201612310CHO,Cleveland,CLE,121,Charlotte,CHO,109,Cleveland,CLE,Charlotte,CHO
437,201612310HOU,New York,NYK,122,Houston,HOU,129,Houston,HOU,New York,NYK
438,201612310OKC,LA Clippers,LAC,88,Oklahoma City,OKC,114,Oklahoma City,OKC,LA Clippers,LAC
439,201612310SAC,Memphis,MEM,112,Sacramento,SAC,98,Memphis,MEM,Sacramento,SAC
440,201701010ATL,San Antonio,SAS,112,Atlanta,ATL,114,Atlanta,ATL,San Antonio,SAS
441,201701010IND,Orlando,ORL,104,Indiana,IND,117,Indiana,IND,Orlando,ORL
442,201701010LAL,Toronto,TOR,123,LA Lakers,LAL,114,Toronto,TOR,LA Lakers,LAL
443,201701010MIA,Detroit,DET,107,Miami,MIA,98,Detroit,DET,Miami,MIA
444,201701020BRK,Utah,UTA,101,Brooklyn,BRK,89,Utah,UTA,Brooklyn,BRK
445,201701020CHI,Charlotte,CHO,111,Chicago,CHI,118,Chicago,CHI,Charlotte,CHO
446,201701020CLE,New Orleans,NOP,82,Cleveland,CLE,90,Cleveland,CLE,New Orleans,NOP
447,201701020GSW,Denver,DEN,119,Golden State,GSW,127,Golden State,GSW,Denver,DEN
448,201701020HOU,Washington,WAS,91,Houston,HOU,101,Houston,HOU,Washington,WAS
449,201701020LAC,Phoenix,PHO,98,LA Clippers,LAC,109,LA Clippers,LAC,Phoenix,PHO
450,201701020MIL,Oklahoma City,OKC,94,Milwaukee,MIL,98,Milwaukee,MIL,Oklahoma City,OKC
451,201701030BOS,Utah,UTA,104,Boston,BOS,115,Boston,BOS,Utah,UTA
452,201701030DAL,Washington,WAS,105,Dallas,DAL,113,Dallas,DAL,Washington,WAS
453,201701030DEN,Sacramento,SAC,120,Denver,DEN,113,Sacramento,SAC,Denver,DEN
454,201701030DET,Indiana,IND,121,Detroit,DET,116,Indiana,IND,Detroit,DET
455,201701030LAL,Memphis,MEM,102,LA Lakers,LAL,116,LA Lakers,LAL,Memphis,MEM
456,201701030PHI,Minnesota,MIN,91,Philadelphia,PHI,93,Philadelphia,PHI,Minnesota,MIN
457,201701030PHO,Miami,MIA,90,Phoenix,PHO,99,Phoenix,PHO,Miami,MIA
458,201701040CHO,Oklahoma City,OKC,112,Charlotte,CHO,123,Charlotte,CHO,Oklahoma City,OKC
459,201701040CLE,Chicago,CHI,106,Cleveland,CLE,94,Chicago,CHI,Cleveland,CLE
460,201701040GSW,Portland,POR,117,Golden State,GSW,125,Golden State,GSW,Portland,POR
461,201701040LAC,Memphis,MEM,106,LA Clippers,LAC,115,LA Clippers,LAC,Memphis,MEM
462,201701040NYK,Milwaukee,MIL,105,New York,NYK,104,Milwaukee,MIL,New York,NYK
463,201701040ORL,Atlanta,ATL,111,Orlando,ORL,92,Atlanta,ATL,Orlando,ORL
464,201701050DAL,Phoenix,PHO,102,Dallas,DAL,95,Phoenix,PHO,Dallas,DAL
465,201701050DEN,San Antonio,SAS,127,Denver,DEN,99,San Antonio,SAS,Denver,DEN
466,201701050DET,Charlotte,CHO,114,Detroit,DET,115,Detroit,DET,Charlotte,CHO
467,201701050HOU,Oklahoma City,OKC,116,Houston,HOU,118,Houston,HOU,Oklahoma City,OKC
468,201701050IND,Brooklyn,BRK,109,Indiana,IND,121,Indiana,IND,Brooklyn,BRK
469,201701050NOP,Atlanta,ATL,99,New Orleans,NOP,94,Atlanta,ATL,New Orleans,NOP
470,201701050POR,LA Lakers,LAL,109,Portland,POR,118,Portland,POR,LA Lakers,LAL
471,201701060BOS,Philadelphia,PHI,106,Boston,BOS,110,Boston,BOS,Philadelphia,PHI
472,201701060BRK,Cleveland,CLE,116,Brooklyn,BRK,108,Cleveland,CLE,Brooklyn,BRK
473,201701060GSW,Memphis,MEM,128,Golden State,GSW,119,Memphis,MEM,Golden State,GSW
474,201701060LAL,Miami,MIA,100,LA Lakers,LAL,127,LA Lakers,LAL,Miami,MIA
475,201701060MIL,New York,NYK,116,Milwaukee,MIL,111,New York,NYK,Milwaukee,MIL
476,201701060ORL,Houston,HOU,100,Orlando,ORL,93,Houston,HOU,Orlando,ORL
477,201701060SAC,LA Clippers,LAC,106,Sacramento,SAC,98,LA Clippers,LAC,Sacramento,SAC
478,201701070BOS,New Orleans,NOP,108,Boston,BOS,117,Boston,BOS,New Orleans,NOP
479,201701070CHI,Toronto,TOR,118,Chicago,CHI,123,Chicago,CHI,Toronto,TOR
480,201701070DAL,Atlanta,ATL,97,Dallas,DAL,82,Atlanta,ATL,Dallas,DAL
481,201701070IND,New York,NYK,109,Indiana,IND,123,Indiana,IND,New York,NYK
482,201701070MIN,Utah,UTA,94,Minnesota,MIN,92,Utah,UTA,Minnesota,MIN
483,201701070OKC,Denver,DEN,106,Oklahoma City,OKC,121,Oklahoma City,OKC,Denver,DEN
484,201701080BRK,Philadelphia,PHI,105,Brooklyn,BRK,95,Philadelphia,PHI,Brooklyn,BRK
485,201701080LAC,Miami,MIA,86,LA Clippers,LAC,98,LA Clippers,LAC,Miami,MIA
486,201701080LAL,Orlando,ORL,95,LA Lakers,LAL,111,LA Lakers,LAL,Orlando,ORL
487,201701080MEM,Utah,UTA,79,Memphis,MEM,88,Memphis,MEM,Utah,UTA
488,201701080MIL,Washington,WAS,107,Milwaukee,MIL,101,Washington,WAS,Milwaukee,MIL
489,201701080PHO,Cleveland,CLE,120,Phoenix,PHO,116,Cleveland,CLE,Phoenix,PHO
490,201701080POR,Detroit,DET,125,Portland,POR,124,Detroit,DET,Portland,POR
491,201701080SAC,Golden State,GSW,117,Sacramento,SAC,106,Golden State,GSW,Sacramento,SAC
492,201701090CHI,Oklahoma City,OKC,109,Chicago,CHI,94,Oklahoma City,OKC,Chicago,CHI
493,201701090MIN,Dallas,DAL,92,Minnesota,MIN,101,Minnesota,MIN,Dallas,DAL
494,201701100BRK,Atlanta,ATL,117,Brooklyn,BRK,97,Atlanta,ATL,Brooklyn,BRK
495,201701100GSW,Miami,MIA,95,Golden State,GSW,107,Golden State,GSW,Miami,MIA
496,201701100HOU,Charlotte,CHO,114,Houston,HOU,121,Houston,HOU,Charlotte,CHO
497,201701100LAL,Portland,POR,108,LA Lakers,LAL,87,Portland,POR,LA Lakers,LAL
498,201701100SAC,Detroit,DET,94,Sacramento,SAC,100,Sacramento,SAC,Detroit,DET
499,201701100SAS,Milwaukee,MIL,109,San Antonio,SAS,107,Milwaukee,MIL,San Antonio,SAS
500,201701100TOR,Boston,BOS,106,Toronto,TOR,114,Toronto,TOR,Boston,BOS
501,201701100UTA,Cleveland,CLE,92,Utah,UTA,100,Utah,UTA,Cleveland,CLE
502,201701110BOS,Washington,WAS,108,Boston,BOS,117,Boston,BOS,Washington,WAS
503,201701110LAC,Orlando,ORL,96,LA Clippers,LAC,105,LA Clippers,LAC,Orlando,ORL
504,201701110MIN,Houston,HOU,105,Minnesota,MIN,119,Minnesota,MIN,Houston,HOU
505,201701110OKC,Memphis,MEM,95,Oklahoma City,OKC,103,Oklahoma City,OKC,Memphis,MEM
506,201701110PHI,New York,NYK,97,Philadelphia,PHI,98,Philadelphia,PHI,New York,NYK
507,201701120BRK,New Orleans,NOP,104,Brooklyn,BRK,95,New Orleans,NOP,Brooklyn,BRK
508,201701120DEN,Indiana,IND,112,Denver,DEN,140,Denver,DEN,Indiana,IND
509,201701120GSW,Detroit,DET,107,Golden State,GSW,127,Golden State,GSW,Detroit,DET
510,201701120NYK,Chicago,CHI,89,New York,NYK,104,New York,NYK,Chicago,CHI
511,201701120PHO,Dallas,DAL,113,Phoenix,PHO,108,Dallas,DAL,Phoenix,PHO
512,201701130ATL,Boston,BOS,103,Atlanta,ATL,101,Boston,BOS,Atlanta,ATL
513,201701130HOU,Memphis,MEM,110,Houston,HOU,105,Memphis,MEM,Houston,HOU
514,201701130MIL,Miami,MIA,108,Milwaukee,MIL,116,Milwaukee,MIL,Miami,MIA
515,201701130MIN,Oklahoma City,OKC,86,Minnesota,MIN,96,Minnesota,MIN,Oklahoma City,OKC
516,201701130PHI,Charlotte,CHO,93,Philadelphia,PHI,102,Philadelphia,PHI,Charlotte,CHO
517,201701130POR,Orlando,ORL,115,Portland,POR,109,Orlando,ORL,Portland,POR
518,201701130SAC,Cleveland,CLE,120,Sacramento,SAC,108,Cleveland,CLE,Sacramento,SAC
519,201701130TOR,Brooklyn,BRK,113,Toronto,TOR,132,Toronto,TOR,Brooklyn,BRK
520,201701140CHI,New Orleans,NOP,99,Chicago,CHI,107,Chicago,CHI,New Orleans,NOP
521,201701140LAC,LA Lakers,LAL,97,LA Clippers,LAC,113,LA Clippers,LAC,LA Lakers,LAL
522,201701140PHO,San Antonio,SAS,105,Phoenix,PHO,108,Phoenix,PHO,San Antonio,SAS
523,201701140UTA,Orlando,ORL,107,Utah,UTA,114,Utah,UTA,Orlando,ORL
524,201701150ATL,Milwaukee,MIL,98,Atlanta,ATL,111,Atlanta,ATL,Milwaukee,MIL
525,201701150BRK,Houston,HOU,137,Brooklyn,BRK,112,Houston,HOU,Brooklyn,BRK
526,201701150DAL,Minnesota,MIN,87,Dallas,DAL,98,Dallas,DAL,Minnesota,MIN
527,201701150LAL,Detroit,DET,102,LA Lakers,LAL,97,Detroit,DET,LA Lakers,LAL
528,201701150MEM,Chicago,CHI,108,Memphis,MEM,104,Chicago,CHI,Memphis,MEM
529,201701150SAC,Oklahoma City,OKC,122,Sacramento,SAC,118,Oklahoma City,OKC,Sacramento,SAC
530,201701160BOS,Charlotte,CHO,98,Boston,BOS,108,Boston,BOS,Charlotte,CHO
531,201701160DEN,Orlando,ORL,112,Denver,DEN,125,Denver,DEN,Orlando,ORL
532,201701160GSW,Cleveland,CLE,91,Golden State,GSW,126,Golden State,GSW,Cleveland,CLE
533,201701160IND,New Orleans,NOP,95,Indiana,IND,98,Indiana,IND,New Orleans,NOP
534,201701160LAC,Oklahoma City,OKC,98,LA Clippers,LAC,120,LA Clippers,LAC,Oklahoma City,OKC
535,201701160MIL,Philadelphia,PHI,113,Milwaukee,MIL,104,Philadelphia,PHI,Milwaukee,MIL
536,201701160NYK,Atlanta,ATL,108,New York,NYK,107,Atlanta,ATL,New York,NYK
537,201701160PHO,Utah,UTA,106,Phoenix,PHO,101,Utah,UTA,Phoenix,PHO
538,201701170BRK,Toronto,TOR,119,Brooklyn,BRK,109,Toronto,TOR,Brooklyn,BRK
539,201701170CHI,Dallas,DAL,99,Chicago,CHI,98,Dallas,DAL,Chicago,CHI
540,201701170LAL,Denver,DEN,127,LA Lakers,LAL,121,Denver,DEN,LA Lakers,LAL
541,201701170MIA,Houston,HOU,103,Miami,MIA,109,Miami,MIA,Houston,HOU
542,201701180BOS,New York,NYK,117,Boston,BOS,106,New York,NYK,Boston,BOS
543,201701180CHO,Portland,POR,85,Charlotte,CHO,107,Charlotte,CHO,Portland,POR
544,201701180DET,Atlanta,ATL,95,Detroit,DET,118,Detroit,DET,Atlanta,ATL
545,201701180GSW,Oklahoma City,OKC,100,Golden State,GSW,121,Golden State,GSW,Oklahoma City,OKC
546,201701180HOU,Milwaukee,MIL,92,Houston,HOU,111,Houston,HOU,Milwaukee,MIL
547,201701180NOP,Orlando,ORL,98,New Orleans,NOP,118,New Orleans,NOP,Orlando,ORL
548,201701180PHI,Toronto,TOR,89,Philadelphia,PHI,94,Philadelphia,PHI,Toronto,TOR
