,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
43,201810240ATL,Dallas,DAL,104,Atlanta,ATL,111,Atlanta,ATL,Dallas,DAL
44,201810240CHI,Charlotte,CHO,110,Chicago,CHI,112,Chicago,CHI,Charlotte,CHO
45,201810240CLE,Brooklyn,BRK,102,Cleveland,CLE,86,Brooklyn,BRK,Cleveland,CLE
46,201810240GSW,Washington,WAS,122,Golden State,GSW,144,Golden State,GSW,Washington,WAS
47,201810240HOU,Utah,UTA,100,Houston,HOU,89,Utah,UTA,Houston,HOU
48,201810240MIA,New York,NYK,87,Miami,MIA,110,Miami,MIA,New York,NYK
49,201810240MIL,Philadelphia,PHI,108,Milwaukee,MIL,123,Milwaukee,MIL,Philadelphia,PHI
50,201810240PHO,LA Lakers,LAL,131,Phoenix,PHO,113,LA Lakers,LAL,Phoenix,PHO
51,201810240SAC,Memphis,MEM,92,Sacramento,SAC,97,Sacramento,SAC,Memphis,MEM
52,201810240SAS,Indiana,IND,116,San Antonio,SAS,96,Indiana,IND,San Antonio,SAS
53,201810250DET,Cleveland,CLE,103,Detroit,DET,110,Detroit,DET,Cleveland,CLE
54,201810250LAL,Denver,DEN,114,LA Lakers,LAL,121,LA Lakers,LAL,Denver,DEN
55,201810250OKC,Boston,BOS,101,Oklahoma City,OKC,95,Boston,BOS,Oklahoma City,OKC
56,201810260CHO,Chicago,CHI,106,Charlotte,CHO,135,Charlotte,CHO,Chicago,CHI
57,201810260HOU,LA Clippers,LAC,133,Houston,HOU,113,LA Clippers,LAC,Houston,HOU
58,201810260MIN,Milwaukee,MIL,125,Minnesota,MIN,95,Milwaukee,MIL,Minnesota,MIN
59,201810260NOP,Brooklyn,BRK,115,New Orleans,NOP,117,New Orleans,NOP,Brooklyn,BRK
60,201810260NYK,Golden State,GSW,128,New York,NYK,100,Golden State,GSW,New York,NYK
61,201810260SAC,Washington,WAS,112,Sacramento,SAC,116,Sacramento,SAC,Washington,WAS
62,201810270ATL,Chicago,CHI,97,Atlanta,ATL,85,Chicago,CHI,Atlanta,ATL
63,201810270CLE,Indiana,IND,119,Cleveland,CLE,107,Indiana,IND,Cleveland,CLE
64,201810270DET,Boston,BOS,109,Detroit,DET,89,Boston,BOS,Detroit,DET
65,201810270MEM,Phoenix,PHO,96,Memphis,MEM,117,Memphis,MEM,Phoenix,PHO
66,201810270MIA,Portland,POR,111,Miami,MIA,120,Miami,MIA,Portland,POR
67,201810270MIL,Orlando,ORL,91,Milwaukee,MIL,113,Milwaukee,MIL,Orlando,ORL
68,201810270NOP,Utah,UTA,132,New Orleans,NOP,111,Utah,UTA,New Orleans,NOP
69,201810270PHI,Charlotte,CHO,103,Philadelphia,PHI,105,Philadelphia,PHI,Charlotte,CHO
70,201810280BRK,Golden State,GSW,120,Brooklyn,BRK,114,Golden State,GSW,Brooklyn,BRK
71,201810280DAL,Utah,UTA,113,Dallas,DAL,104,Utah,UTA,Dallas,DAL
72,201810280LAC,Washington,WAS,104,LA Clippers,LAC,136,LA Clippers,LAC,Washington,WAS
73,201810290CHI,Golden State,GSW,149,Chicago,CHI,124,Golden State,GSW,Chicago,CHI
74,201810290DEN,New Orleans,NOP,111,Denver,DEN,116,Denver,DEN,New Orleans,NOP
75,201810290IND,Portland,POR,103,Indiana,IND,93,Portland,POR,Indiana,IND
76,201810290MIA,Sacramento,SAC,123,Miami,MIA,113,Sacramento,SAC,Miami,MIA
77,201810290MIL,Toronto,TOR,109,Milwaukee,MIL,124,Milwaukee,MIL,Toronto,TOR
78,201810290MIN,LA Lakers,LAL,120,Minnesota,MIN,124,Minnesota,MIN,LA Lakers,LAL
79,201810290NYK,Brooklyn,BRK,96,New York,NYK,115,New York,NYK,Brooklyn,BRK
80,201810290PHI,Atlanta,ATL,92,Philadelphia,PHI,113,Philadelphia,PHI,Atlanta,ATL
81,201810300BOS,Detroit,DET,105,Boston,BOS,108,Boston,BOS,Detroit,DET
82,201810300CHO,Miami,MIA,113,Charlotte,CHO,125,Charlotte,CHO,Miami,MIA
83,201810300CLE,Atlanta,ATL,114,Cleveland,CLE,136,Cleveland,CLE,Atlanta,ATL
84,201810300HOU,Portland,POR,104,Houston,HOU,85,Portland,POR,Houston,HOU
85,201810300MEM,Washington,WAS,95,Memphis,MEM,107,Memphis,MEM,Washington,WAS
86,201810300OKC,LA Clippers,LAC,110,Oklahoma City,OKC,128,Oklahoma City,OKC,LA Clippers,LAC
87,201810300ORL,Sacramento,SAC,107,Orlando,ORL,99,Sacramento,SAC,Orlando,ORL
88,201810310BRK,Detroit,DET,119,Brooklyn,BRK,120,Brooklyn,BRK,Detroit,DET
89,201810310CHI,Denver,DEN,108,Chicago,CHI,107,Denver,DEN,Chicago,CHI
90,201810310GSW,New Orleans,NOP,121,Golden State,GSW,131,Golden State,GSW,New Orleans,NOP
91,201810310LAL,Dallas,DAL,113,LA Lakers,LAL,114,LA Lakers,LAL,Dallas,DAL
92,201810310MIN,Utah,UTA,125,Minnesota,MIN,128,Minnesota,MIN,Utah,UTA
93,201810310NYK,Indiana,IND,107,New York,NYK,101,Indiana,IND,New York,NYK
94,201811010ATL,Sacramento,SAC,146,Atlanta,ATL,115,Sacramento,SAC,Atlanta,ATL
95,201811010BOS,Milwaukee,MIL,113,Boston,BOS,117,Boston,BOS,Milwaukee,MIL
96,201811010CHO,Oklahoma City,OKC,111,Charlotte,CHO,107,Oklahoma City,OKC,Charlotte,CHO
97,201811010CLE,Denver,DEN,110,Cleveland,CLE,91,Denver,DEN,Cleveland,CLE
98,201811010PHI,LA Clippers,LAC,113,Philadelphia,PHI,122,Philadelphia,PHI,LA Clippers,LAC
99,201811020BRK,Houston,HOU,119,Brooklyn,BRK,111,Houston,HOU,Brooklyn,BRK
100,201811020CHI,Indiana,IND,107,Chicago,CHI,105,Indiana,IND,Chicago,CHI
101,201811020DAL,New York,NYK,118,Dallas,DAL,106,New York,NYK,Dallas,DAL
102,201811020GSW,Minnesota,MIN,99,Golden State,GSW,116,Golden State,GSW,Minnesota,MIN
103,201811020ORL,LA Clippers,LAC,120,Orlando,ORL,95,LA Clippers,LAC,Orlando,ORL
104,201811020PHO,Toronto,TOR,107,Phoenix,PHO,98,Toronto,TOR,Phoenix,PHO
105,201811020UTA,Memphis,MEM,110,Utah,UTA,100,Memphis,MEM,Utah,UTA
106,201811030ATL,Miami,MIA,118,Atlanta,ATL,123,Atlanta,ATL,Miami,MIA
107,201811030CHI,Houston,HOU,96,Chicago,CHI,88,Houston,HOU,Chicago,CHI
108,201811030CHO,Cleveland,CLE,94,Charlotte,CHO,126,Charlotte,CHO,Cleveland,CLE
109,201811030DEN,Utah,UTA,88,Denver,DEN,103,Denver,DEN,Utah,UTA
110,201811030IND,Boston,BOS,101,Indiana,IND,102,Indiana,IND,Boston,BOS
111,201811030PHI,Detroit,DET,99,Philadelphia,PHI,109,Philadelphia,PHI,Detroit,DET
112,201811030POR,LA Lakers,LAL,114,Portland,POR,110,LA Lakers,LAL,Portland,POR
113,201811040BRK,Philadelphia,PHI,97,Brooklyn,BRK,122,Brooklyn,BRK,Philadelphia,PHI
114,201811040LAL,Toronto,TOR,121,LA Lakers,LAL,107,Toronto,TOR,LA Lakers,LAL
115,201811040MIL,Sacramento,SAC,109,Milwaukee,MIL,144,Milwaukee,MIL,Sacramento,SAC
116,201811040PHO,Memphis,MEM,100,Phoenix,PHO,102,Phoenix,PHO,Memphis,MEM
117,201811040POR,Minnesota,MIN,81,Portland,POR,111,Portland,POR,Minnesota,MIN
118,201811040SAS,Orlando,ORL,117,San Antonio,SAS,110,Orlando,ORL,San Antonio,SAS
119,201811050DEN,Boston,BOS,107,Denver,DEN,115,Denver,DEN,Boston,BOS
120,201811050DET,Miami,MIA,120,Detroit,DET,115,Miami,MIA,Detroit,DET
121,201811050GSW,Memphis,MEM,101,Golden State,GSW,117,Golden State,GSW,Memphis,MEM
122,201811050IND,Houston,HOU,98,Indiana,IND,94,Houston,HOU,Indiana,IND
123,201811050LAC,Minnesota,MIN,109,LA Clippers,LAC,120,LA Clippers,LAC,Minnesota,MIN
124,201811050NYK,Chicago,CHI,116,New York,NYK,115,Chicago,CHI,New York,NYK
125,201811050OKC,New Orleans,NOP,116,Oklahoma City,OKC,122,Oklahoma City,OKC,New Orleans,NOP
126,201811050ORL,Cleveland,CLE,100,Orlando,ORL,102,Orlando,ORL,Cleveland,CLE
127,201811060CHO,Atlanta,ATL,102,Charlotte,CHO,113,Charlotte,CHO,Atlanta,ATL
128,201811060DAL,Washington,WAS,100,Dallas,DAL,119,Dallas,DAL,Washington,WAS
129,201811060PHO,Brooklyn,BRK,104,Phoenix,PHO,82,Brooklyn,BRK,Phoenix,PHO
130,201811070ATL,New York,NYK,112,Atlanta,ATL,107,New York,NYK,Atlanta,ATL
131,201811070CLE,Oklahoma City,OKC,95,Cleveland,CLE,86,Oklahoma City,OKC,Cleveland,CLE
132,201811070IND,Philadelphia,PHI,100,Indiana,IND,94,Philadelphia,PHI,Indiana,IND
133,201811070LAL,Minnesota,MIN,110,LA Lakers,LAL,114,LA Lakers,LAL,Minnesota,MIN
134,201811070MEM,Denver,DEN,87,Memphis,MEM,89,Memphis,MEM,Denver,DEN
135,201811070MIA,San Antonio,SAS,88,Miami,MIA,95,Miami,MIA,San Antonio,SAS
136,201811070NOP,Chicago,CHI,98,New Orleans,NOP,107,New Orleans,NOP,Chicago,CHI
137,201811070ORL,Detroit,DET,103,Orlando,ORL,96,Detroit,DET,Orlando,ORL
138,201811070SAC,Toronto,TOR,114,Sacramento,SAC,105,Toronto,TOR,Sacramento,SAC
139,201811080GSW,Milwaukee,MIL,134,Golden State,GSW,111,Milwaukee,MIL,Golden State,GSW
140,201811080OKC,Houston,HOU,80,Oklahoma City,OKC,98,Oklahoma City,OKC,Houston,HOU
141,201811080PHO,Boston,BOS,116,Phoenix,PHO,109,Boston,BOS,Phoenix,PHO
142,201811090ATL,Detroit,DET,124,Atlanta,ATL,109,Detroit,DET,Atlanta,ATL
143,201811090DEN,Brooklyn,BRK,112,Denver,DEN,110,Brooklyn,BRK,Denver,DEN
144,201811090MIA,Indiana,IND,110,Miami,MIA,102,Indiana,IND,Miami,MIA
145,201811090ORL,Washington,WAS,108,Orlando,ORL,117,Orlando,ORL,Washington,WAS
146,201811090PHI,Charlotte,CHO,132,Philadelphia,PHI,133,Philadelphia,PHI,Charlotte,CHO
147,201811090SAC,Minnesota,MIN,110,Sacramento,SAC,121,Sacramento,SAC,Minnesota,MIN
148,201811100CHI,Cleveland,CLE,98,Chicago,CHI,99,Chicago,CHI,Cleveland,CLE
149,201811100DAL,Oklahoma City,OKC,96,Dallas,DAL,111,Dallas,DAL,Oklahoma City,OKC
150,201811100GSW,Brooklyn,BRK,100,Golden State,GSW,116,Golden State,GSW,Brooklyn,BRK
151,201811100LAC,Milwaukee,MIL,126,LA Clippers,LAC,128,LA Clippers,LAC,Milwaukee,MIL
152,201811100MEM,Philadelphia,PHI,106,Memphis,MEM,112,Memphis,MEM,Philadelphia,PHI
153,201811100MIA,Washington,WAS,116,Miami,MIA,110,Washington,WAS,Miami,MIA
154,201811100NOP,Phoenix,PHO,99,New Orleans,NOP,119,New Orleans,NOP,Phoenix,PHO
155,201811100SAC,LA Lakers,LAL,101,Sacramento,SAC,86,LA Lakers,LAL,Sacramento,SAC
156,201811100SAS,Houston,HOU,89,San Antonio,SAS,96,San Antonio,SAS,Houston,HOU
157,201811110DEN,Milwaukee,MIL,121,Denver,DEN,114,Milwaukee,MIL,Denver,DEN
158,201811110DET,Charlotte,CHO,113,Detroit,DET,103,Charlotte,CHO,Detroit,DET
159,201811110HOU,Indiana,IND,103,Houston,HOU,115,Houston,HOU,Indiana,IND
160,201811110LAL,Atlanta,ATL,106,LA Lakers,LAL,107,LA Lakers,LAL,Atlanta,ATL
161,201811110NYK,Orlando,ORL,115,New York,NYK,89,Orlando,ORL,New York,NYK
162,201811120CHI,Dallas,DAL,103,Chicago,CHI,98,Dallas,DAL,Chicago,CHI
163,201811120LAC,Golden State,GSW,116,LA Clippers,LAC,121,LA Clippers,LAC,Golden State,GSW
164,201811120MEM,Utah,UTA,96,Memphis,MEM,88,Utah,UTA,Memphis,MEM
165,201811120MIA,Philadelphia,PHI,124,Miami,MIA,114,Philadelphia,PHI,Miami,MIA
166,201811120MIN,Brooklyn,BRK,113,Minnesota,MIN,120,Minnesota,MIN,Brooklyn,BRK
167,201811120OKC,Phoenix,PHO,101,Oklahoma City,OKC,118,Oklahoma City,OKC,Phoenix,PHO
168,201811120SAC,San Antonio,SAS,99,Sacramento,SAC,104,Sacramento,SAC,San Antonio,SAS
169,201811120TOR,New Orleans,NOP,126,Toronto,TOR,110,New Orleans,NOP,Toronto,TOR
170,201811130CLE,Charlotte,CHO,89,Cleveland,CLE,113,Cleveland,CLE,Charlotte,CHO
171,201811130DEN,Houston,HOU,109,Denver,DEN,99,Houston,HOU,Denver,DEN
172,201811140BOS,Chicago,CHI,82,Boston,BOS,111,Boston,BOS,Chicago,CHI
173,201811140BRK,Miami,MIA,120,Brooklyn,BRK,107,Miami,MIA,Brooklyn,BRK
174,201811140DAL,Utah,UTA,68,Dallas,DAL,118,Dallas,DAL,Utah,UTA
175,201811140LAL,Portland,POR,117,LA Lakers,LAL,126,LA Lakers,LAL,Portland,POR
176,201811140MIL,Memphis,MEM,116,Milwaukee,MIL,113,Memphis,MEM,Milwaukee,MIL
177,201811140MIN,New Orleans,NOP,100,Minnesota,MIN,107,Minnesota,MIN,New Orleans,NOP
178,201811140OKC,New York,NYK,103,Oklahoma City,OKC,128,Oklahoma City,OKC,New York,NYK
179,201811140ORL,Philadelphia,PHI,106,Orlando,ORL,111,Orlando,ORL,Philadelphia,PHI
180,201811140PHO,San Antonio,SAS,96,Phoenix,PHO,116,Phoenix,PHO,San Antonio,SAS
181,201811140TOR,Detroit,DET,106,Toronto,TOR,104,Detroit,DET,Toronto,TOR
182,201811150DEN,Atlanta,ATL,93,Denver,DEN,138,Denver,DEN,Atlanta,ATL
183,201811150HOU,Golden State,GSW,86,Houston,HOU,107,Houston,HOU,Golden State,GSW
184,201811160BOS,Toronto,TOR,116,Boston,BOS,123,Boston,BOS,Toronto,TOR
185,201811160IND,Miami,MIA,91,Indiana,IND,99,Indiana,IND,Miami,MIA
186,201811160MEM,Sacramento,SAC,104,Memphis,MEM,112,Memphis,MEM,Sacramento,SAC
187,201811160MIL,Chicago,CHI,104,Milwaukee,MIL,123,Milwaukee,MIL,Chicago,CHI
188,201811160MIN,Portland,POR,96,Minnesota,MIN,112,Minnesota,MIN,Portland,POR
189,201811160NOP,New York,NYK,124,New Orleans,NOP,129,New Orleans,NOP,New York,NYK
190,201811160PHI,Utah,UTA,107,Philadelphia,PHI,113,Philadelphia,PHI,Utah,UTA
191,201811170BOS,Utah,UTA,98,Boston,BOS,86,Utah,UTA,Boston,BOS
192,201811170BRK,LA Clippers,LAC,127,Brooklyn,BRK,119,LA Clippers,LAC,Brooklyn,BRK
193,201811170CHI,Toronto,TOR,122,Chicago,CHI,83,Toronto,TOR,Chicago,CHI
194,201811170CHO,Philadelphia,PHI,122,Charlotte,CHO,119,Philadelphia,PHI,Charlotte,CHO
195,201811170DAL,Golden State,GSW,109,Dallas,DAL,112,Dallas,DAL,Golden State,GSW
196,201811170HOU,Sacramento,SAC,112,Houston,HOU,132,Houston,HOU,Sacramento,SAC
197,201811170IND,Atlanta,ATL,89,Indiana,IND,97,Indiana,IND,Atlanta,ATL
198,201811170NOP,Denver,DEN,115,New Orleans,NOP,125,New Orleans,NOP,Denver,DEN
199,201811170ORL,LA Lakers,LAL,117,Orlando,ORL,130,Orlando,ORL,LA Lakers,LAL
200,201811180MIA,LA Lakers,LAL,113,Miami,MIA,97,LA Lakers,LAL,Miami,MIA
201,201811180MIN,Memphis,MEM,100,Minnesota,MIN,87,Memphis,MEM,Minnesota,MIN
202,201811180ORL,New York,NYK,117,Orlando,ORL,131,Orlando,ORL,New York,NYK
203,201811180SAS,Golden State,GSW,92,San Antonio,SAS,104,San Antonio,SAS,Golden State,GSW
204,201811190ATL,LA Clippers,LAC,127,Atlanta,ATL,119,LA Clippers,LAC,Atlanta,ATL
205,201811190CHO,Boston,BOS,112,Charlotte,CHO,117,Charlotte,CHO,Boston,BOS
206,201811190DET,Cleveland,CLE,102,Detroit,DET,113,Detroit,DET,Cleveland,CLE
207,201811190IND,Utah,UTA,94,Indiana,IND,121,Indiana,IND,Utah,UTA
208,201811190MEM,Dallas,DAL,88,Memphis,MEM,98,Memphis,MEM,Dallas,DAL
209,201811190MIL,Denver,DEN,98,Milwaukee,MIL,104,Milwaukee,MIL,Denver,DEN
210,201811190NOP,San Antonio,SAS,126,New Orleans,NOP,140,New Orleans,NOP,San Antonio,SAS
211,201811190PHI,Phoenix,PHO,114,Philadelphia,PHI,119,Philadelphia,PHI,Phoenix,PHO
212,201811200MIA,Brooklyn,BRK,104,Miami,MIA,92,Brooklyn,BRK,Miami,MIA
213,201811200NYK,Portland,POR,118,New York,NYK,114,Portland,POR,New York,NYK
214,201811200ORL,Toronto,TOR,93,Orlando,ORL,91,Toronto,TOR,Orlando,ORL
215,201811210ATL,Toronto,TOR,124,Atlanta,ATL,108,Toronto,TOR,Atlanta,ATL
216,201811210BOS,New York,NYK,117,Boston,BOS,109,New York,NYK,Boston,BOS
217,201811210CHI,Phoenix,PHO,116,Chicago,CHI,124,Chicago,CHI,Phoenix,PHO
218,201811210CHO,Indiana,IND,109,Charlotte,CHO,127,Charlotte,CHO,Indiana,IND
219,201811210CLE,LA Lakers,LAL,109,Cleveland,CLE,105,LA Lakers,LAL,Cleveland,CLE
220,201811210DAL,Brooklyn,BRK,113,Dallas,DAL,119,Dallas,DAL,Brooklyn,BRK
221,201811210GSW,Oklahoma City,OKC,123,Golden State,GSW,95,Oklahoma City,OKC,Golden State,GSW
222,201811210HOU,Detroit,DET,124,Houston,HOU,126,Houston,HOU,Detroit,DET
223,201811210MIL,Portland,POR,100,Milwaukee,MIL,143,Milwaukee,MIL,Portland,POR
224,201811210MIN,Denver,DEN,103,Minnesota,MIN,101,Denver,DEN,Minnesota,MIN
225,201811210PHI,New Orleans,NOP,120,Philadelphia,PHI,121,Philadelphia,PHI,New Orleans,NOP
226,201811210SAS,Memphis,MEM,104,San Antonio,SAS,103,Memphis,MEM,San Antonio,SAS
227,201811230ATL,Boston,BOS,114,Atlanta,ATL,96,Boston,BOS,Atlanta,ATL
228,201811230BRK,Minnesota,MIN,112,Brooklyn,BRK,102,Minnesota,MIN,Brooklyn,BRK
229,201811230CHI,Miami,MIA,103,Chicago,CHI,96,Miami,MIA,Chicago,CHI
230,201811230DEN,Orlando,ORL,87,Denver,DEN,112,Denver,DEN,Orlando,ORL
231,201811230DET,Houston,HOU,111,Detroit,DET,116,Detroit,DET,Houston,HOU
232,201811230GSW,Portland,POR,97,Golden State,GSW,125,Golden State,GSW,Portland,POR
233,201811230IND,San Antonio,SAS,111,Indiana,IND,100,San Antonio,SAS,Indiana,IND
234,201811230LAC,Memphis,MEM,107,LA Clippers,LAC,112,LA Clippers,LAC,Memphis,MEM
235,201811230LAL,Utah,UTA,83,LA Lakers,LAL,90,LA Lakers,LAL,Utah,UTA
236,201811230MIL,Phoenix,PHO,116,Milwaukee,MIL,114,Phoenix,PHO,Milwaukee,MIL
237,201811230NYK,New Orleans,NOP,109,New York,NYK,114,New York,NYK,New Orleans,NOP
238,201811230OKC,Charlotte,CHO,104,Oklahoma City,OKC,109,Oklahoma City,OKC,Charlotte,CHO
239,201811230PHI,Cleveland,CLE,121,Philadelphia,PHI,112,Cleveland,CLE,Philadelphia,PHI
240,201811240CLE,Houston,HOU,108,Cleveland,CLE,117,Cleveland,CLE,Houston,HOU
241,201811240DAL,Boston,BOS,104,Dallas,DAL,113,Dallas,DAL,Boston,BOS
242,201811240GSW,Sacramento,SAC,116,Golden State,GSW,117,Golden State,GSW,Sacramento,SAC
243,201811240MIL,San Antonio,SAS,129,Milwaukee,MIL,135,Milwaukee,MIL,San Antonio,SAS
244,201811240MIN,Chicago,CHI,96,Minnesota,MIN,111,Minnesota,MIN,Chicago,CHI
245,201811240OKC,Denver,DEN,105,Oklahoma City,OKC,98,Denver,DEN,Oklahoma City,OKC
246,201811250ATL,Charlotte,CHO,123,Atlanta,ATL,124,Atlanta,ATL,Charlotte,CHO
247,201811250BRK,Philadelphia,PHI,127,Brooklyn,BRK,125,Philadelphia,PHI,Brooklyn,BRK
248,201811250DET,Phoenix,PHO,107,Detroit,DET,118,Detroit,DET,Phoenix,PHO
249,201811250LAL,Orlando,ORL,108,LA Lakers,LAL,104,Orlando,ORL,LA Lakers,LAL
250,201811250MEM,New York,NYK,103,Memphis,MEM,98,New York,NYK,Memphis,MEM
251,201811250POR,LA Clippers,LAC,104,Portland,POR,100,LA Clippers,LAC,Portland,POR
252,201811250SAC,Utah,UTA,133,Sacramento,SAC,112,Utah,UTA,Sacramento,SAC
253,201811260CHI,San Antonio,SAS,108,Chicago,CHI,107,San Antonio,SAS,Chicago,CHI
254,201811260CHO,Milwaukee,MIL,107,Charlotte,CHO,110,Charlotte,CHO,Milwaukee,MIL
255,201811260CLE,Minnesota,MIN,102,Cleveland,CLE,95,Minnesota,MIN,Cleveland,CLE
256,201811260GSW,Orlando,ORL,110,Golden State,GSW,116,Golden State,GSW,Orlando,ORL
257,201811260NOP,Boston,BOS,124,New Orleans,NOP,107,Boston,BOS,New Orleans,NOP
258,201811260UTA,Indiana,IND,121,Utah,UTA,88,Indiana,IND,Utah,UTA
259,201811270DEN,LA Lakers,LAL,85,Denver,DEN,117,Denver,DEN,LA Lakers,LAL
260,201811270DET,New York,NYK,108,Detroit,DET,115,Detroit,DET,New York,NYK
261,201811270MEM,Toronto,TOR,122,Memphis,MEM,114,Toronto,TOR,Memphis,MEM
262,201811270MIA,Atlanta,ATL,115,Miami,MIA,113,Atlanta,ATL,Miami,MIA
263,201811280BRK,Utah,UTA,101,Brooklyn,BRK,91,Utah,UTA,Brooklyn,BRK
264,201811280CHO,Atlanta,ATL,94,Charlotte,CHO,108,Charlotte,CHO,Atlanta,ATL
265,201811280HOU,Dallas,DAL,128,Houston,HOU,108,Dallas,DAL,Houston,HOU
266,201811280LAC,Phoenix,PHO,99,LA Clippers,LAC,115,LA Clippers,LAC,Phoenix,PHO
267,201811280MIL,Chicago,CHI,113,Milwaukee,MIL,116,Milwaukee,MIL,Chicago,CHI
268,201811280MIN,San Antonio,SAS,89,Minnesota,MIN,128,Minnesota,MIN,San Antonio,SAS
269,201811280NOP,Washington,WAS,104,New Orleans,NOP,125,New Orleans,NOP,Washington,WAS
270,201811280OKC,Cleveland,CLE,83,Oklahoma City,OKC,100,Oklahoma City,OKC,Cleveland,CLE
271,201811280PHI,New York,NYK,91,Philadelphia,PHI,117,Philadelphia,PHI,New York,NYK
272,201811290LAL,Indiana,IND,96,LA Lakers,LAL,104,LA Lakers,LAL,Indiana,IND
273,201811290SAC,LA Clippers,LAC,133,Sacramento,SAC,121,LA Clippers,LAC,Sacramento,SAC
274,201811300BOS,Cleveland,CLE,95,Boston,BOS,128,Boston,BOS,Cleveland,CLE
275,201811300BRK,Memphis,MEM,131,Brooklyn,BRK,125,Memphis,MEM,Brooklyn,BRK
