,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
276,201811300CHO,Utah,UTA,119,Charlotte,CHO,111,Utah,UTA,Charlotte,CHO
277,201811300DET,Chicago,CHI,88,Detroit,DET,107,Detroit,DET,Chicago,CHI
278,201811300LAL,Dallas,DAL,103,LA Lakers,LAL,114,LA Lakers,LAL,Dallas,DAL
279,201811300MIA,New Orleans,NOP,101,Miami,MIA,106,Miami,MIA,New Orleans,NOP
280,201811300OKC,Atlanta,ATL,109,Oklahoma City,OKC,124,Oklahoma City,OKC,Atlanta,ATL
281,201811300PHI,Washington,WAS,98,Philadelphia,PHI,123,Philadelphia,PHI,Washington,WAS
282,201811300PHO,Orlando,ORL,99,Phoenix,PHO,85,Orlando,ORL,Phoenix,PHO
283,201811300POR,Denver,DEN,113,Portland,POR,112,Denver,DEN,Portland,POR
284,201812010CLE,Toronto,TOR,106,Cleveland,CLE,95,Toronto,TOR,Cleveland,CLE
285,201812010DET,Golden State,GSW,102,Detroit,DET,111,Detroit,DET,Golden State,GSW
286,201812010HOU,Chicago,CHI,105,Houston,HOU,121,Houston,HOU,Chicago,CHI
287,201812010MIN,Boston,BOS,118,Minnesota,MIN,109,Boston,BOS,Minnesota,MIN
288,201812010NYK,Milwaukee,MIL,134,New York,NYK,136,New York,NYK,Milwaukee,MIL
289,201812010SAC,Indiana,IND,110,Sacramento,SAC,111,Sacramento,SAC,Indiana,IND
290,201812020CHO,New Orleans,NOP,119,Charlotte,CHO,109,New Orleans,NOP,Charlotte,CHO
291,201812020DAL,LA Clippers,LAC,110,Dallas,DAL,114,Dallas,DAL,LA Clippers,LAC
292,201812020LAL,Phoenix,PHO,96,LA Lakers,LAL,120,LA Lakers,LAL,Phoenix,PHO
293,201812020MIA,Utah,UTA,100,Miami,MIA,102,Miami,MIA,Utah,UTA
294,201812020PHI,Memphis,MEM,95,Philadelphia,PHI,103,Philadelphia,PHI,Memphis,MEM
295,201812030ATL,Golden State,GSW,128,Atlanta,ATL,111,Golden State,GSW,Atlanta,ATL
296,201812030BRK,Cleveland,CLE,99,Brooklyn,BRK,97,Cleveland,CLE,Brooklyn,BRK
297,201812030DET,Oklahoma City,OKC,110,Detroit,DET,83,Oklahoma City,OKC,Detroit,DET
298,201812030MIN,Houston,HOU,91,Minnesota,MIN,103,Minnesota,MIN,Houston,HOU
299,201812030NOP,LA Clippers,LAC,129,New Orleans,NOP,126,LA Clippers,LAC,New Orleans,NOP
300,201812030NYK,Washington,WAS,110,New York,NYK,107,Washington,WAS,New York,NYK
301,201812040DAL,Portland,POR,102,Dallas,DAL,111,Dallas,DAL,Portland,POR
302,201812040IND,Chicago,CHI,90,Indiana,IND,96,Indiana,IND,Chicago,CHI
303,201812040MIA,Orlando,ORL,105,Miami,MIA,90,Orlando,ORL,Miami,MIA
304,201812040PHO,Sacramento,SAC,122,Phoenix,PHO,105,Sacramento,SAC,Phoenix,PHO
305,201812050ATL,Washington,WAS,131,Atlanta,ATL,117,Washington,WAS,Atlanta,ATL
306,201812050BRK,Oklahoma City,OKC,114,Brooklyn,BRK,112,Oklahoma City,OKC,Brooklyn,BRK
307,201812050CLE,Golden State,GSW,129,Cleveland,CLE,105,Golden State,GSW,Cleveland,CLE
308,201812050LAL,San Antonio,SAS,113,LA Lakers,LAL,121,LA Lakers,LAL,San Antonio,SAS
309,201812050MEM,LA Clippers,LAC,86,Memphis,MEM,96,Memphis,MEM,LA Clippers,LAC
310,201812050MIL,Detroit,DET,92,Milwaukee,MIL,115,Milwaukee,MIL,Detroit,DET
311,201812050MIN,Charlotte,CHO,104,Minnesota,MIN,121,Minnesota,MIN,Charlotte,CHO
312,201812050NOP,Dallas,DAL,106,New Orleans,NOP,132,New Orleans,NOP,Dallas,DAL
313,201812050ORL,Denver,DEN,124,Orlando,ORL,118,Denver,DEN,Orlando,ORL
314,201812060BOS,New York,NYK,100,Boston,BOS,128,Boston,BOS,New York,NYK
315,201812060POR,Phoenix,PHO,86,Portland,POR,108,Portland,POR,Phoenix,PHO
316,201812070BRK,Toronto,TOR,105,Brooklyn,BRK,106,Brooklyn,BRK,Toronto,TOR
317,201812070CHI,Oklahoma City,OKC,112,Chicago,CHI,114,Chicago,CHI,Oklahoma City,OKC
318,201812070CHO,Denver,DEN,107,Charlotte,CHO,113,Charlotte,CHO,Denver,DEN
319,201812070CLE,Sacramento,SAC,129,Cleveland,CLE,110,Sacramento,SAC,Cleveland,CLE
320,201812070DET,Philadelphia,PHI,117,Detroit,DET,111,Philadelphia,PHI,Detroit,DET
321,201812070MIL,Golden State,GSW,105,Milwaukee,MIL,95,Golden State,GSW,Milwaukee,MIL
322,201812070NOP,Memphis,MEM,107,New Orleans,NOP,103,Memphis,MEM,New Orleans,NOP
323,201812070ORL,Indiana,IND,112,Orlando,ORL,90,Indiana,IND,Orlando,ORL
324,201812070PHO,Miami,MIA,115,Phoenix,PHO,98,Miami,MIA,Phoenix,PHO
325,201812080ATL,Denver,DEN,98,Atlanta,ATL,106,Atlanta,ATL,Denver,DEN
326,201812080CHI,Boston,BOS,133,Chicago,CHI,77,Boston,BOS,Chicago,CHI
327,201812080CLE,Washington,WAS,101,Cleveland,CLE,116,Cleveland,CLE,Washington,WAS
328,201812080DAL,Houston,HOU,104,Dallas,DAL,107,Dallas,DAL,Houston,HOU
329,201812080IND,Sacramento,SAC,97,Indiana,IND,107,Indiana,IND,Sacramento,SAC
330,201812080LAC,Miami,MIA,121,LA Clippers,LAC,98,Miami,MIA,LA Clippers,LAC
331,201812080MEM,LA Lakers,LAL,111,Memphis,MEM,88,LA Lakers,LAL,Memphis,MEM
332,201812080NYK,Brooklyn,BRK,112,New York,NYK,104,Brooklyn,BRK,New York,NYK
333,201812090DET,New Orleans,NOP,116,Detroit,DET,108,New Orleans,NOP,Detroit,DET
334,201812090NYK,Charlotte,CHO,119,New York,NYK,107,Charlotte,CHO,New York,NYK
335,201812090SAS,Utah,UTA,97,San Antonio,SAS,110,San Antonio,SAS,Utah,UTA
336,201812100BOS,New Orleans,NOP,100,Boston,BOS,113,Boston,BOS,New Orleans,NOP
337,201812100CHI,Sacramento,SAC,108,Chicago,CHI,89,Sacramento,SAC,Chicago,CHI
338,201812100DAL,Orlando,ORL,76,Dallas,DAL,101,Dallas,DAL,Orlando,ORL
339,201812100DEN,Memphis,MEM,99,Denver,DEN,105,Denver,DEN,Memphis,MEM
340,201812100GSW,Minnesota,MIN,108,Golden State,GSW,116,Golden State,GSW,Minnesota,MIN
341,201812100IND,Washington,WAS,101,Indiana,IND,109,Indiana,IND,Washington,WAS
342,201812100LAL,Miami,MIA,105,LA Lakers,LAL,108,LA Lakers,LAL,Miami,MIA
343,201812100MIL,Cleveland,CLE,92,Milwaukee,MIL,108,Milwaukee,MIL,Cleveland,CLE
344,201812100OKC,Utah,UTA,113,Oklahoma City,OKC,122,Oklahoma City,OKC,Utah,UTA
345,201812100PHI,Detroit,DET,102,Philadelphia,PHI,116,Philadelphia,PHI,Detroit,DET
346,201812110HOU,Portland,POR,104,Houston,HOU,111,Houston,HOU,Portland,POR
347,201812110LAC,Toronto,TOR,123,LA Clippers,LAC,99,Toronto,TOR,LA Clippers,LAC
348,201812120CHO,Detroit,DET,107,Charlotte,CHO,108,Charlotte,CHO,Detroit,DET
349,201812120CLE,New York,NYK,106,Cleveland,CLE,113,Cleveland,CLE,New York,NYK
350,201812120DAL,Atlanta,ATL,107,Dallas,DAL,114,Dallas,DAL,Atlanta,ATL
351,201812120GSW,Toronto,TOR,113,Golden State,GSW,93,Toronto,TOR,Golden State,GSW
352,201812120IND,Milwaukee,MIL,97,Indiana,IND,113,Indiana,IND,Milwaukee,MIL
353,201812120MEM,Portland,POR,83,Memphis,MEM,92,Memphis,MEM,Portland,POR
354,201812120NOP,Oklahoma City,OKC,114,New Orleans,NOP,118,New Orleans,NOP,Oklahoma City,OKC
355,201812120PHI,Brooklyn,BRK,127,Philadelphia,PHI,124,Brooklyn,BRK,Philadelphia,PHI
356,201812120SAC,Minnesota,MIN,130,Sacramento,SAC,141,Sacramento,SAC,Minnesota,MIN
357,201812120UTA,Miami,MIA,84,Utah,UTA,111,Utah,UTA,Miami,MIA
358,201812130HOU,LA Lakers,LAL,111,Houston,HOU,126,Houston,HOU,LA Lakers,LAL
359,201812130ORL,Chicago,CHI,91,Orlando,ORL,97,Orlando,ORL,Chicago,CHI
360,201812130PHO,Dallas,DAL,89,Phoenix,PHO,99,Phoenix,PHO,Dallas,DAL
361,201812140BOS,Atlanta,ATL,108,Boston,BOS,129,Boston,BOS,Atlanta,ATL
362,201812140BRK,Washington,WAS,118,Brooklyn,BRK,125,Brooklyn,BRK,Washington,WAS
363,201812140CHO,New York,NYK,126,Charlotte,CHO,124,New York,NYK,Charlotte,CHO
364,201812140CLE,Milwaukee,MIL,114,Cleveland,CLE,102,Milwaukee,MIL,Cleveland,CLE
365,201812140DEN,Oklahoma City,OKC,98,Denver,DEN,109,Denver,DEN,Oklahoma City,OKC
366,201812140MEM,Miami,MIA,100,Memphis,MEM,97,Miami,MIA,Memphis,MEM
367,201812140PHI,Indiana,IND,113,Philadelphia,PHI,101,Indiana,IND,Philadelphia,PHI
368,201812140POR,Toronto,TOR,122,Portland,POR,128,Portland,POR,Toronto,TOR
369,201812150CHO,LA Lakers,LAL,128,Charlotte,CHO,100,LA Lakers,LAL,Charlotte,CHO
370,201812150DET,Boston,BOS,104,Detroit,DET,113,Detroit,DET,Boston,BOS
371,201812150MEM,Houston,HOU,105,Memphis,MEM,97,Houston,HOU,Memphis,MEM
372,201812150OKC,LA Clippers,LAC,104,Oklahoma City,OKC,110,Oklahoma City,OKC,LA Clippers,LAC
373,201812150ORL,Utah,UTA,89,Orlando,ORL,96,Orlando,ORL,Utah,UTA
374,201812150PHO,Minnesota,MIN,99,Phoenix,PHO,107,Phoenix,PHO,Minnesota,MIN
375,201812160BRK,Atlanta,ATL,127,Brooklyn,BRK,144,Brooklyn,BRK,Atlanta,ATL
376,201812160CLE,Philadelphia,PHI,128,Cleveland,CLE,105,Philadelphia,PHI,Cleveland,CLE
377,201812160DAL,Sacramento,SAC,120,Dallas,DAL,113,Sacramento,SAC,Dallas,DAL
378,201812160DEN,Toronto,TOR,86,Denver,DEN,95,Denver,DEN,Toronto,TOR
379,201812160IND,New York,NYK,99,Indiana,IND,110,Indiana,IND,New York,NYK
380,201812160NOP,Miami,MIA,102,New Orleans,NOP,96,Miami,MIA,New Orleans,NOP
381,201812170DET,Milwaukee,MIL,107,Detroit,DET,104,Milwaukee,MIL,Detroit,DET
382,201812170GSW,Memphis,MEM,93,Golden State,GSW,110,Golden State,GSW,Memphis,MEM
383,201812170HOU,Utah,UTA,97,Houston,HOU,102,Houston,HOU,Utah,UTA
384,201812170LAC,Portland,POR,131,LA Clippers,LAC,127,Portland,POR,LA Clippers,LAC
385,201812170MIN,Sacramento,SAC,105,Minnesota,MIN,132,Minnesota,MIN,Sacramento,SAC
386,201812170NYK,Phoenix,PHO,128,New York,NYK,110,Phoenix,PHO,New York,NYK
387,201812170OKC,Chicago,CHI,96,Oklahoma City,OKC,121,Oklahoma City,OKC,Chicago,CHI
388,201812180ATL,Washington,WAS,110,Atlanta,ATL,118,Atlanta,ATL,Washington,WAS
389,201812180BRK,LA Lakers,LAL,110,Brooklyn,BRK,115,Brooklyn,BRK,LA Lakers,LAL
390,201812180DEN,Dallas,DAL,118,Denver,DEN,126,Denver,DEN,Dallas,DAL
391,201812190BOS,Phoenix,PHO,111,Boston,BOS,103,Phoenix,PHO,Boston,BOS
392,201812190CHI,Brooklyn,BRK,96,Chicago,CHI,93,Brooklyn,BRK,Chicago,CHI
393,201812190CHO,Cleveland,CLE,99,Charlotte,CHO,110,Charlotte,CHO,Cleveland,CLE
394,201812190HOU,Washington,WAS,118,Houston,HOU,136,Houston,HOU,Washington,WAS
395,201812190MIL,New Orleans,NOP,115,Milwaukee,MIL,123,Milwaukee,MIL,New Orleans,NOP
396,201812190MIN,Detroit,DET,129,Minnesota,MIN,123,Detroit,DET,Minnesota,MIN
397,201812190ORL,San Antonio,SAS,129,Orlando,ORL,90,San Antonio,SAS,Orlando,ORL
398,201812190PHI,New York,NYK,109,Philadelphia,PHI,131,Philadelphia,PHI,New York,NYK
399,201812190POR,Memphis,MEM,92,Portland,POR,99,Portland,POR,Memphis,MEM
400,201812190SAC,Oklahoma City,OKC,132,Sacramento,SAC,113,Oklahoma City,OKC,Sacramento,SAC
401,201812190TOR,Indiana,IND,96,Toronto,TOR,99,Toronto,TOR,Indiana,IND
402,201812200LAC,Dallas,DAL,121,LA Clippers,LAC,125,LA Clippers,LAC,Dallas,DAL
403,201812210BOS,Milwaukee,MIL,120,Boston,BOS,107,Milwaukee,MIL,Boston,BOS
404,201812210BRK,Indiana,IND,114,Brooklyn,BRK,106,Indiana,IND,Brooklyn,BRK
405,201812210CHI,Orlando,ORL,80,Chicago,CHI,90,Chicago,CHI,Orlando,ORL
406,201812210CHO,Detroit,DET,86,Charlotte,CHO,98,Charlotte,CHO,Detroit,DET
407,201812210LAL,New Orleans,NOP,104,LA Lakers,LAL,112,LA Lakers,LAL,New Orleans,NOP
408,201812210NYK,Atlanta,ATL,114,New York,NYK,107,Atlanta,ATL,New York,NYK
409,201812210POR,Utah,UTA,120,Portland,POR,90,Utah,UTA,Portland,POR
410,201812210SAC,Memphis,MEM,99,Sacramento,SAC,102,Sacramento,SAC,Memphis,MEM
411,201812210SAS,Minnesota,MIN,98,San Antonio,SAS,124,San Antonio,SAS,Minnesota,MIN
412,201812220GSW,Dallas,DAL,116,Golden State,GSW,120,Golden State,GSW,Dallas,DAL
413,201812220HOU,San Antonio,SAS,101,Houston,HOU,108,Houston,HOU,San Antonio,SAS
414,201812220LAC,Denver,DEN,111,LA Clippers,LAC,132,LA Clippers,LAC,Denver,DEN
415,201812220MIA,Milwaukee,MIL,87,Miami,MIA,94,Miami,MIA,Milwaukee,MIL
416,201812220PHI,Toronto,TOR,101,Philadelphia,PHI,126,Philadelphia,PHI,Toronto,TOR
417,201812220UTA,Oklahoma City,OKC,107,Utah,UTA,106,Oklahoma City,OKC,Utah,UTA
418,201812230BOS,Charlotte,CHO,103,Boston,BOS,119,Boston,BOS,Charlotte,CHO
419,201812230BRK,Phoenix,PHO,103,Brooklyn,BRK,111,Brooklyn,BRK,Phoenix,PHO
420,201812230CLE,Chicago,CHI,112,Cleveland,CLE,92,Chicago,CHI,Cleveland,CLE
421,201812230DET,Atlanta,ATL,98,Detroit,DET,95,Atlanta,ATL,Detroit,DET
422,201812230GSW,LA Clippers,LAC,127,Golden State,GSW,129,Golden State,GSW,LA Clippers,LAC
423,201812230IND,Washington,WAS,89,Indiana,IND,105,Indiana,IND,Washington,WAS
424,201812230LAL,Memphis,MEM,107,LA Lakers,LAL,99,Memphis,MEM,LA Lakers,LAL
425,201812230OKC,Minnesota,MIN,114,Oklahoma City,OKC,112,Minnesota,MIN,Oklahoma City,OKC
426,201812230ORL,Miami,MIA,115,Orlando,ORL,91,Miami,MIA,Orlando,ORL
427,201812230POR,Dallas,DAL,118,Portland,POR,121,Portland,POR,Dallas,DAL
428,201812250BOS,Philadelphia,PHI,114,Boston,BOS,121,Boston,BOS,Philadelphia,PHI
429,201812250GSW,LA Lakers,LAL,127,Golden State,GSW,101,LA Lakers,LAL,Golden State,GSW
430,201812250HOU,Oklahoma City,OKC,109,Houston,HOU,113,Houston,HOU,Oklahoma City,OKC
431,201812250NYK,Milwaukee,MIL,109,New York,NYK,95,Milwaukee,MIL,New York,NYK
432,201812260ATL,Indiana,IND,129,Atlanta,ATL,121,Indiana,IND,Atlanta,ATL
433,201812260BRK,Charlotte,CHO,132,Brooklyn,BRK,134,Brooklyn,BRK,Charlotte,CHO
434,201812260CHI,Minnesota,MIN,119,Chicago,CHI,94,Minnesota,MIN,Chicago,CHI
435,201812260DAL,New Orleans,NOP,119,Dallas,DAL,122,Dallas,DAL,New Orleans,NOP
436,201812260DET,Washington,WAS,95,Detroit,DET,106,Detroit,DET,Washington,WAS
437,201812260LAC,Sacramento,SAC,118,LA Clippers,LAC,127,LA Clippers,LAC,Sacramento,SAC
438,201812260MEM,Cleveland,CLE,87,Memphis,MEM,95,Memphis,MEM,Cleveland,CLE
439,201812260MIA,Toronto,TOR,106,Miami,MIA,104,Toronto,TOR,Miami,MIA
440,201812260ORL,Phoenix,PHO,122,Orlando,ORL,120,Phoenix,PHO,Orlando,ORL
441,201812270GSW,Portland,POR,110,Golden State,GSW,109,Portland,POR,Golden State,GSW
442,201812270HOU,Boston,BOS,113,Houston,HOU,127,Houston,HOU,Boston,BOS
443,201812270MIL,New York,NYK,96,Milwaukee,MIL,112,Milwaukee,MIL,New York,NYK
444,201812270SAC,LA Lakers,LAL,116,Sacramento,SAC,117,Sacramento,SAC,LA Lakers,LAL
445,201812280CHO,Brooklyn,BRK,87,Charlotte,CHO,100,Charlotte,CHO,Brooklyn,BRK
446,201812280DEN,San Antonio,SAS,99,Denver,DEN,102,Denver,DEN,San Antonio,SAS
447,201812280IND,Detroit,DET,88,Indiana,IND,125,Indiana,IND,Detroit,DET
448,201812280LAL,LA Clippers,LAC,118,LA Lakers,LAL,107,LA Clippers,LAC,LA Lakers,LAL
449,201812280MIA,Cleveland,CLE,94,Miami,MIA,118,Miami,MIA,Cleveland,CLE
450,201812280MIN,Atlanta,ATL,123,Minnesota,MIN,120,Atlanta,ATL,Minnesota,MIN
451,201812280NOP,Dallas,DAL,112,New Orleans,NOP,114,New Orleans,NOP,Dallas,DAL
452,201812280ORL,Toronto,TOR,87,Orlando,ORL,116,Orlando,ORL,Toronto,TOR
453,201812280PHO,Oklahoma City,OKC,118,Phoenix,PHO,102,Oklahoma City,OKC,Phoenix,PHO
454,201812290ATL,Cleveland,CLE,108,Atlanta,ATL,111,Atlanta,ATL,Cleveland,CLE
455,201812290LAC,San Antonio,SAS,122,LA Clippers,LAC,111,San Antonio,SAS,LA Clippers,LAC
456,201812290MEM,Boston,BOS,112,Memphis,MEM,103,Boston,BOS,Memphis,MEM
457,201812290MIL,Brooklyn,BRK,115,Milwaukee,MIL,129,Milwaukee,MIL,Brooklyn,BRK
458,201812290NOP,Houston,HOU,108,New Orleans,NOP,104,Houston,HOU,New Orleans,NOP
459,201812290PHO,Denver,DEN,122,Phoenix,PHO,118,Denver,DEN,Phoenix,PHO
460,201812290POR,Golden State,GSW,115,Portland,POR,105,Golden State,GSW,Portland,POR
461,201812290UTA,New York,NYK,97,Utah,UTA,129,Utah,UTA,New York,NYK
462,201812300DAL,Oklahoma City,OKC,103,Dallas,DAL,105,Dallas,DAL,Oklahoma City,OKC
463,201812300LAL,Sacramento,SAC,114,LA Lakers,LAL,121,LA Lakers,LAL,Sacramento,SAC
464,201812300MIA,Minnesota,MIN,113,Miami,MIA,104,Minnesota,MIN,Miami,MIA
465,201812300ORL,Detroit,DET,107,Orlando,ORL,109,Orlando,ORL,Detroit,DET
466,201812300POR,Philadelphia,PHI,95,Portland,POR,129,Portland,POR,Philadelphia,PHI
467,201812310CHO,Orlando,ORL,100,Charlotte,CHO,125,Charlotte,CHO,Orlando,ORL
468,201812310HOU,Memphis,MEM,101,Houston,HOU,113,Houston,HOU,Memphis,MEM
469,201812310IND,Atlanta,ATL,108,Indiana,IND,116,Indiana,IND,Atlanta,ATL
470,201812310NOP,Minnesota,MIN,114,New Orleans,NOP,123,New Orleans,NOP,Minnesota,MIN
471,201812310OKC,Dallas,DAL,102,Oklahoma City,OKC,122,Oklahoma City,OKC,Dallas,DAL
472,201812310PHO,Golden State,GSW,132,Phoenix,PHO,109,Golden State,GSW,Phoenix,PHO
473,201901010DEN,New York,NYK,108,Denver,DEN,115,Denver,DEN,New York,NYK
474,201901010LAC,Philadelphia,PHI,119,LA Clippers,LAC,113,Philadelphia,PHI,LA Clippers,LAC
475,201901010MIL,Detroit,DET,98,Milwaukee,MIL,121,Milwaukee,MIL,Detroit,DET
476,201901010SAC,Portland,POR,113,Sacramento,SAC,108,Portland,POR,Sacramento,SAC
477,201901020BOS,Minnesota,MIN,102,Boston,BOS,115,Boston,BOS,Minnesota,MIN
478,201901020BRK,New Orleans,NOP,121,Brooklyn,BRK,126,Brooklyn,BRK,New Orleans,NOP
479,201901020CHI,Orlando,ORL,112,Chicago,CHI,84,Orlando,ORL,Chicago,CHI
480,201901020CHO,Dallas,DAL,122,Charlotte,CHO,84,Dallas,DAL,Charlotte,CHO
481,201901020CLE,Miami,MIA,117,Cleveland,CLE,92,Miami,MIA,Cleveland,CLE
482,201901020LAL,Oklahoma City,OKC,107,LA Lakers,LAL,100,Oklahoma City,OKC,LA Lakers,LAL
483,201901020MEM,Detroit,DET,101,Memphis,MEM,94,Detroit,DET,Memphis,MEM
484,201901020PHO,Philadelphia,PHI,132,Phoenix,PHO,127,Philadelphia,PHI,Phoenix,PHO
485,201901030GSW,Houston,HOU,135,Golden State,GSW,134,Houston,HOU,Golden State,GSW
486,201901030SAC,Denver,DEN,117,Sacramento,SAC,113,Denver,DEN,Sacramento,SAC
487,201901040BOS,Dallas,DAL,93,Boston,BOS,114,Boston,BOS,Dallas,DAL
488,201901040CHI,Indiana,IND,119,Chicago,CHI,116,Indiana,IND,Chicago,CHI
489,201901040CLE,Utah,UTA,117,Cleveland,CLE,91,Utah,UTA,Cleveland,CLE
490,201901040LAL,New York,NYK,119,LA Lakers,LAL,112,New York,NYK,LA Lakers,LAL
491,201901040MEM,Brooklyn,BRK,109,Memphis,MEM,100,Brooklyn,BRK,Memphis,MEM
492,201901040MIA,Washington,WAS,109,Miami,MIA,115,Miami,MIA,Washington,WAS
493,201901040MIL,Atlanta,ATL,112,Milwaukee,MIL,144,Milwaukee,MIL,Atlanta,ATL
494,201901040MIN,Orlando,ORL,103,Minnesota,MIN,120,Minnesota,MIN,Orlando,ORL
495,201901040PHO,LA Clippers,LAC,121,Phoenix,PHO,111,LA Clippers,LAC,Phoenix,PHO
496,201901050CLE,New Orleans,NOP,133,Cleveland,CLE,98,New Orleans,NOP,Cleveland,CLE
497,201901050DEN,Charlotte,CHO,110,Denver,DEN,123,Denver,DEN,Charlotte,CHO
498,201901050DET,Utah,UTA,110,Detroit,DET,105,Utah,UTA,Detroit,DET
499,201901050MIL,Toronto,TOR,123,Milwaukee,MIL,116,Toronto,TOR,Milwaukee,MIL
500,201901050PHI,Dallas,DAL,100,Philadelphia,PHI,106,Philadelphia,PHI,Dallas,DAL
501,201901050POR,Houston,HOU,101,Portland,POR,110,Portland,POR,Houston,HOU
502,201901050SAC,Golden State,GSW,127,Sacramento,SAC,123,Golden State,GSW,Sacramento,SAC
503,201901060ATL,Miami,MIA,82,Atlanta,ATL,106,Atlanta,ATL,Miami,MIA
504,201901060CHI,Brooklyn,BRK,117,Chicago,CHI,100,Brooklyn,BRK,Chicago,CHI
505,201901060LAC,Orlando,ORL,96,LA Clippers,LAC,106,LA Clippers,LAC,Orlando,ORL
506,201901060MIN,LA Lakers,LAL,86,Minnesota,MIN,108,Minnesota,MIN,LA Lakers,LAL
507,201901060OKC,Washington,WAS,116,Oklahoma City,OKC,98,Washington,WAS,Oklahoma City,OKC
508,201901060PHO,Charlotte,CHO,119,Phoenix,PHO,113,Charlotte,CHO,Phoenix,PHO
509,201901070BOS,Brooklyn,BRK,95,Boston,BOS,116,Boston,BOS,Brooklyn,BRK
510,201901070DAL,LA Lakers,LAL,107,Dallas,DAL,97,LA Lakers,LAL,Dallas,DAL
511,201901070DET,San Antonio,SAS,119,Detroit,DET,107,San Antonio,SAS,Detroit,DET
512,201901070HOU,Denver,DEN,113,Houston,HOU,125,Houston,HOU,Denver,DEN
513,201901070MIL,Utah,UTA,102,Milwaukee,MIL,114,Milwaukee,MIL,Utah,UTA
514,201901070NOP,Memphis,MEM,95,New Orleans,NOP,114,New Orleans,NOP,Memphis,MEM
515,201901070POR,New York,NYK,101,Portland,POR,111,Portland,POR,New York,NYK
516,201901080CLE,Indiana,IND,123,Cleveland,CLE,115,Indiana,IND,Cleveland,CLE
517,201901080GSW,New York,NYK,95,Golden State,GSW,122,Golden State,GSW,New York,NYK
518,201901080LAC,Charlotte,CHO,109,LA Clippers,LAC,128,LA Clippers,LAC,Charlotte,CHO
519,201901080MIA,Denver,DEN,103,Miami,MIA,99,Denver,DEN,Miami,MIA
520,201901080OKC,Minnesota,MIN,119,Oklahoma City,OKC,117,Minnesota,MIN,Oklahoma City,OKC
521,201901080PHI,Washington,WAS,115,Philadelphia,PHI,132,Philadelphia,PHI,Washington,WAS
522,201901080PHO,Sacramento,SAC,111,Phoenix,PHO,115,Phoenix,PHO,Sacramento,SAC
523,201901090BOS,Indiana,IND,108,Boston,BOS,135,Boston,BOS,Indiana,IND
524,201901090BRK,Atlanta,ATL,100,Brooklyn,BRK,116,Brooklyn,BRK,Atlanta,ATL
525,201901090DAL,Phoenix,PHO,94,Dallas,DAL,104,Dallas,DAL,Phoenix,PHO
526,201901090HOU,Milwaukee,MIL,116,Houston,HOU,109,Milwaukee,MIL,Houston,HOU
527,201901090LAL,Detroit,DET,100,LA Lakers,LAL,113,LA Lakers,LAL,Detroit,DET
528,201901090MEM,San Antonio,SAS,86,Memphis,MEM,96,Memphis,MEM,San Antonio,SAS
529,201901090NOP,Cleveland,CLE,124,New Orleans,NOP,140,New Orleans,NOP,Cleveland,CLE
530,201901090POR,Chicago,CHI,112,Portland,POR,124,Portland,POR,Chicago,CHI
531,201901090UTA,Orlando,ORL,93,Utah,UTA,106,Utah,UTA,Orlando,ORL
532,201901100DEN,LA Clippers,LAC,100,Denver,DEN,121,Denver,DEN,LA Clippers,LAC
533,201901100MIA,Boston,BOS,99,Miami,MIA,115,Miami,MIA,Boston,BOS
534,201901100SAC,Detroit,DET,102,Sacramento,SAC,112,Sacramento,SAC,Detroit,DET
535,201901110GSW,Chicago,CHI,109,Golden State,GSW,146,Golden State,GSW,Chicago,CHI
536,201901110HOU,Cleveland,CLE,113,Houston,HOU,141,Houston,HOU,Cleveland,CLE
537,201901110MIN,Dallas,DAL,119,Minnesota,MIN,115,Dallas,DAL,Minnesota,MIN
538,201901110NYK,Indiana,IND,121,New York,NYK,106,Indiana,IND,New York,NYK
539,201901110PHI,Atlanta,ATL,123,Philadelphia,PHI,121,Atlanta,ATL,Philadelphia,PHI
540,201901110POR,Charlotte,CHO,96,Portland,POR,127,Portland,POR,Charlotte,CHO
541,201901110TOR,Brooklyn,BRK,105,Toronto,TOR,122,Toronto,TOR,Brooklyn,BRK
542,201901110UTA,LA Lakers,LAL,95,Utah,UTA,113,Utah,UTA,LA Lakers,LAL
543,201901120LAC,Detroit,DET,109,LA Clippers,LAC,104,Detroit,DET,LA Clippers,LAC
544,201901120MIA,Memphis,MEM,108,Miami,MIA,112,Miami,MIA,Memphis,MEM
545,201901120MIN,New Orleans,NOP,106,Minnesota,MIN,110,Minnesota,MIN,New Orleans,NOP
546,201901120OKC,San Antonio,SAS,112,Oklahoma City,OKC,122,Oklahoma City,OKC,San Antonio,SAS
547,201901120ORL,Boston,BOS,103,Orlando,ORL,105,Orlando,ORL,Boston,BOS
548,201901120PHO,Denver,DEN,93,Phoenix,PHO,102,Phoenix,PHO,Denver,DEN
549,201901120SAC,Charlotte,CHO,97,Sacramento,SAC,104,Sacramento,SAC,Charlotte,CHO
550,201901130ATL,Milwaukee,MIL,133,Atlanta,ATL,114,Milwaukee,MIL,Atlanta,ATL
551,201901130DAL,Golden State,GSW,119,Dallas,DAL,114,Golden State,GSW,Dallas,DAL
552,201901130DEN,Portland,POR,113,Denver,DEN,116,Denver,DEN,Portland,POR
