,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
116,201711050CLE,Atlanta,ATL,117,Cleveland,CLE,115,Atlanta,ATL,Cleveland,CLE
117,201711050HOU,Utah,UTA,110,Houston,HOU,137,Houston,HOU,Utah,UTA
118,201711050LAC,Miami,MIA,104,LA Clippers,LAC,101,Miami,MIA,LA Clippers,LAC
119,201711050LAL,Memphis,MEM,102,LA Lakers,LAL,107,LA Lakers,LAL,Memphis,MEM
120,201711050MIN,Charlotte,CHO,94,Minnesota,MIN,112,Minnesota,MIN,Charlotte,CHO
121,201711050NYK,Indiana,IND,101,New York,NYK,108,New York,NYK,Indiana,IND
122,201711050ORL,Boston,BOS,104,Orlando,ORL,88,Boston,BOS,Orlando,ORL
123,201711050POR,Oklahoma City,OKC,99,Portland,POR,103,Portland,POR,Oklahoma City,OKC
124,201711050SAS,Phoenix,PHO,95,San Antonio,SAS,112,San Antonio,SAS,Phoenix,PHO
125,201711060ATL,Boston,BOS,110,Atlanta,ATL,107,Boston,BOS,Atlanta,ATL
126,201711060GSW,Miami,MIA,80,Golden State,GSW,97,Golden State,GSW,Miami,MIA
127,201711070CLE,Milwaukee,MIL,119,Cleveland,CLE,124,Cleveland,CLE,Milwaukee,MIL
128,201711070DEN,Brooklyn,BRK,104,Denver,DEN,112,Denver,DEN,Brooklyn,BRK
129,201711070IND,New Orleans,NOP,117,Indiana,IND,112,New Orleans,NOP,Indiana,IND
130,201711070NYK,Charlotte,CHO,113,New York,NYK,118,New York,NYK,Charlotte,CHO
131,201711070POR,Memphis,MEM,98,Portland,POR,97,Memphis,MEM,Portland,POR
132,201711070SAC,Oklahoma City,OKC,86,Sacramento,SAC,94,Sacramento,SAC,Oklahoma City,OKC
133,201711070SAS,LA Clippers,LAC,107,San Antonio,SAS,120,San Antonio,SAS,LA Clippers,LAC
134,201711070TOR,Chicago,CHI,114,Toronto,TOR,119,Toronto,TOR,Chicago,CHI
135,201711070UTA,Philadelphia,PHI,104,Utah,UTA,97,Philadelphia,PHI,Utah,UTA
136,201711080BOS,LA Lakers,LAL,96,Boston,BOS,107,Boston,BOS,LA Lakers,LAL
137,201711080DET,Indiana,IND,97,Detroit,DET,114,Detroit,DET,Indiana,IND
138,201711080GSW,Minnesota,MIN,101,Golden State,GSW,125,Golden State,GSW,Minnesota,MIN
139,201711080ORL,New York,NYK,99,Orlando,ORL,112,Orlando,ORL,New York,NYK
140,201711090DEN,Oklahoma City,OKC,94,Denver,DEN,102,Denver,DEN,Oklahoma City,OKC
141,201711090HOU,Cleveland,CLE,113,Houston,HOU,117,Houston,HOU,Cleveland,CLE
142,201711090SAC,Philadelphia,PHI,108,Sacramento,SAC,109,Sacramento,SAC,Philadelphia,PHI
143,201711090TOR,New Orleans,NOP,118,Toronto,TOR,122,Toronto,TOR,New Orleans,NOP
144,201711100BOS,Charlotte,CHO,87,Boston,BOS,90,Boston,BOS,Charlotte,CHO
145,201711100CHI,Indiana,IND,105,Chicago,CHI,87,Indiana,IND,Chicago,CHI
146,201711100DET,Atlanta,ATL,104,Detroit,DET,111,Detroit,DET,Atlanta,ATL
147,201711100OKC,LA Clippers,LAC,111,Oklahoma City,OKC,120,Oklahoma City,OKC,LA Clippers,LAC
148,201711100PHO,Orlando,ORL,128,Phoenix,PHO,112,Orlando,ORL,Phoenix,PHO
149,201711100POR,Brooklyn,BRK,101,Portland,POR,97,Brooklyn,BRK,Portland,POR
150,201711100SAS,Milwaukee,MIL,94,San Antonio,SAS,87,Milwaukee,MIL,San Antonio,SAS
151,201711110DAL,Cleveland,CLE,111,Dallas,DAL,104,Cleveland,CLE,Dallas,DAL
152,201711110DEN,Orlando,ORL,107,Denver,DEN,125,Denver,DEN,Orlando,ORL
153,201711110GSW,Philadelphia,PHI,114,Golden State,GSW,135,Golden State,GSW,Philadelphia,PHI
154,201711110HOU,Memphis,MEM,96,Houston,HOU,111,Houston,HOU,Memphis,MEM
155,201711110MIL,LA Lakers,LAL,90,Milwaukee,MIL,98,Milwaukee,MIL,LA Lakers,LAL
156,201711110NOP,LA Clippers,LAC,103,New Orleans,NOP,111,New Orleans,NOP,LA Clippers,LAC
157,201711110NYK,Sacramento,SAC,91,New York,NYK,118,New York,NYK,Sacramento,SAC
158,201711110PHO,Minnesota,MIN,110,Phoenix,PHO,118,Phoenix,PHO,Minnesota,MIN
159,201711110SAS,Chicago,CHI,94,San Antonio,SAS,133,San Antonio,SAS,Chicago,CHI
160,201711110UTA,Brooklyn,BRK,106,Utah,UTA,114,Utah,UTA,Brooklyn,BRK
161,201711120BOS,Toronto,TOR,94,Boston,BOS,95,Boston,BOS,Toronto,TOR
162,201711120DET,Miami,MIA,103,Detroit,DET,112,Detroit,DET,Miami,MIA
163,201711120IND,Houston,HOU,118,Indiana,IND,95,Houston,HOU,Indiana,IND
164,201711130GSW,Orlando,ORL,100,Golden State,GSW,110,Golden State,GSW,Orlando,ORL
165,201711130LAC,Philadelphia,PHI,109,LA Clippers,LAC,105,Philadelphia,PHI,LA Clippers,LAC
166,201711130MIL,Memphis,MEM,103,Milwaukee,MIL,110,Milwaukee,MIL,Memphis,MEM
167,201711130NOP,Atlanta,ATL,105,New Orleans,NOP,106,New Orleans,NOP,Atlanta,ATL
168,201711130NYK,Cleveland,CLE,104,New York,NYK,101,Cleveland,CLE,New York,NYK
169,201711130PHO,LA Lakers,LAL,100,Phoenix,PHO,93,LA Lakers,LAL,Phoenix,PHO
170,201711130POR,Denver,DEN,82,Portland,POR,99,Portland,POR,Denver,DEN
171,201711130UTA,Minnesota,MIN,109,Utah,UTA,98,Minnesota,MIN,Utah,UTA
172,201711140BRK,Boston,BOS,109,Brooklyn,BRK,102,Boston,BOS,Brooklyn,BRK
173,201711140DAL,San Antonio,SAS,97,Dallas,DAL,91,San Antonio,SAS,Dallas,DAL
174,201711150ATL,Sacramento,SAC,80,Atlanta,ATL,126,Atlanta,ATL,Sacramento,SAC
175,201711150CHO,Cleveland,CLE,115,Charlotte,CHO,107,Cleveland,CLE,Charlotte,CHO
176,201711150LAL,Philadelphia,PHI,115,LA Lakers,LAL,109,Philadelphia,PHI,LA Lakers,LAL
177,201711150MEM,Indiana,IND,116,Memphis,MEM,113,Indiana,IND,Memphis,MEM
178,201711150MIA,Washington,WAS,102,Miami,MIA,93,Washington,WAS,Miami,MIA
179,201711150MIL,Detroit,DET,95,Milwaukee,MIL,99,Milwaukee,MIL,Detroit,DET
180,201711150MIN,San Antonio,SAS,86,Minnesota,MIN,98,Minnesota,MIN,San Antonio,SAS
181,201711150NOP,Toronto,TOR,125,New Orleans,NOP,116,Toronto,TOR,New Orleans,NOP
182,201711150NYK,Utah,UTA,101,New York,NYK,106,New York,NYK,Utah,UTA
183,201711150OKC,Chicago,CHI,79,Oklahoma City,OKC,92,Oklahoma City,OKC,Chicago,CHI
184,201711160BOS,Golden State,GSW,88,Boston,BOS,92,Boston,BOS,Golden State,GSW
185,201711170BRK,Utah,UTA,107,Brooklyn,BRK,118,Brooklyn,BRK,Utah,UTA
186,201711170CHI,Charlotte,CHO,120,Chicago,CHI,123,Chicago,CHI,Charlotte,CHO
187,201711170CLE,LA Clippers,LAC,113,Cleveland,CLE,118,Cleveland,CLE,LA Clippers,LAC
188,201711170DAL,Minnesota,MIN,111,Dallas,DAL,87,Minnesota,MIN,Dallas,DAL
189,201711170DEN,New Orleans,NOP,114,Denver,DEN,146,Denver,DEN,New Orleans,NOP
190,201711170IND,Detroit,DET,100,Indiana,IND,107,Indiana,IND,Detroit,DET
191,201711170LAL,Phoenix,PHO,122,LA Lakers,LAL,113,Phoenix,PHO,LA Lakers,LAL
192,201711170SAC,Portland,POR,82,Sacramento,SAC,86,Sacramento,SAC,Portland,POR
193,201711170SAS,Oklahoma City,OKC,101,San Antonio,SAS,104,San Antonio,SAS,Oklahoma City,OKC
194,201711170TOR,New York,NYK,84,Toronto,TOR,107,Toronto,TOR,New York,NYK
195,201711180ATL,Boston,BOS,110,Atlanta,ATL,99,Boston,BOS,Atlanta,ATL
196,201711180CHO,LA Clippers,LAC,87,Charlotte,CHO,102,Charlotte,CHO,LA Clippers,LAC
197,201711180DAL,Milwaukee,MIL,79,Dallas,DAL,111,Dallas,DAL,Milwaukee,MIL
198,201711180MEM,Houston,HOU,105,Memphis,MEM,83,Houston,HOU,Memphis,MEM
199,201711180ORL,Utah,UTA,125,Orlando,ORL,85,Utah,UTA,Orlando,ORL
200,201711180PHI,Golden State,GSW,124,Philadelphia,PHI,116,Golden State,GSW,Philadelphia,PHI
201,201711190BRK,Golden State,GSW,118,Brooklyn,BRK,111,Golden State,GSW,Brooklyn,BRK
202,201711190LAL,Denver,DEN,109,LA Lakers,LAL,127,LA Lakers,LAL,Denver,DEN
203,201711190MIA,Indiana,IND,120,Miami,MIA,95,Indiana,IND,Miami,MIA
204,201711190MIN,Detroit,DET,100,Minnesota,MIN,97,Detroit,DET,Minnesota,MIN
205,201711190PHO,Chicago,CHI,105,Phoenix,PHO,113,Phoenix,PHO,Chicago,CHI
206,201711200CHO,Minnesota,MIN,102,Charlotte,CHO,118,Charlotte,CHO,Minnesota,MIN
207,201711200DAL,Boston,BOS,110,Dallas,DAL,102,Boston,BOS,Dallas,DAL
208,201711200DET,Cleveland,CLE,116,Detroit,DET,88,Cleveland,CLE,Detroit,DET
209,201711200MEM,Portland,POR,100,Memphis,MEM,92,Portland,POR,Memphis,MEM
210,201711200MIL,Washington,WAS,99,Milwaukee,MIL,88,Washington,WAS,Milwaukee,MIL
211,201711200NOP,Oklahoma City,OKC,107,New Orleans,NOP,114,New Orleans,NOP,Oklahoma City,OKC
212,201711200NYK,LA Clippers,LAC,85,New York,NYK,107,New York,NYK,LA Clippers,LAC
213,201711200ORL,Indiana,IND,105,Orlando,ORL,97,Indiana,IND,Orlando,ORL
214,201711200PHI,Utah,UTA,86,Philadelphia,PHI,107,Philadelphia,PHI,Utah,UTA
215,201711200SAC,Denver,DEN,114,Sacramento,SAC,98,Denver,DEN,Sacramento,SAC
216,201711220ATL,LA Clippers,LAC,116,Atlanta,ATL,103,LA Clippers,LAC,Atlanta,ATL
217,201711220CHO,Washington,WAS,124,Charlotte,CHO,129,Charlotte,CHO,Washington,WAS
218,201711220CLE,Brooklyn,BRK,109,Cleveland,CLE,119,Cleveland,CLE,Brooklyn,BRK
219,201711220HOU,Denver,DEN,95,Houston,HOU,125,Houston,HOU,Denver,DEN
220,201711220MEM,Dallas,DAL,95,Memphis,MEM,94,Dallas,DAL,Memphis,MEM
221,201711220MIA,Boston,BOS,98,Miami,MIA,104,Miami,MIA,Boston,BOS
222,201711220MIN,Orlando,ORL,118,Minnesota,MIN,124,Minnesota,MIN,Orlando,ORL
223,201711220NOP,San Antonio,SAS,90,New Orleans,NOP,107,New Orleans,NOP,San Antonio,SAS
224,201711220NYK,Toronto,TOR,100,New York,NYK,108,New York,NYK,Toronto,TOR
225,201711220OKC,Golden State,GSW,91,Oklahoma City,OKC,108,Oklahoma City,OKC,Golden State,GSW
226,201711220PHI,Portland,POR,81,Philadelphia,PHI,101,Philadelphia,PHI,Portland,POR
227,201711220PHO,Milwaukee,MIL,113,Phoenix,PHO,107,Milwaukee,MIL,Phoenix,PHO
228,201711220SAC,LA Lakers,LAL,102,Sacramento,SAC,113,Sacramento,SAC,LA Lakers,LAL
229,201711240ATL,New York,NYK,104,Atlanta,ATL,116,Atlanta,ATL,New York,NYK
230,201711240BOS,Orlando,ORL,103,Boston,BOS,118,Boston,BOS,Orlando,ORL
231,201711240BRK,Portland,POR,127,Brooklyn,BRK,125,Portland,POR,Brooklyn,BRK
232,201711240CLE,Charlotte,CHO,99,Cleveland,CLE,100,Cleveland,CLE,Charlotte,CHO
233,201711240DEN,Memphis,MEM,92,Denver,DEN,104,Denver,DEN,Memphis,MEM
234,201711240GSW,Chicago,CHI,94,Golden State,GSW,143,Golden State,GSW,Chicago,CHI
235,201711240IND,Toronto,TOR,104,Indiana,IND,107,Indiana,IND,Toronto,TOR
236,201711240MIN,Miami,MIA,109,Minnesota,MIN,97,Miami,MIA,Minnesota,MIN
237,201711240OKC,Detroit,DET,99,Oklahoma City,OKC,98,Detroit,DET,Oklahoma City,OKC
238,201711250ATL,Toronto,TOR,112,Atlanta,ATL,78,Toronto,TOR,Atlanta,ATL
239,201711250CHO,San Antonio,SAS,106,Charlotte,CHO,86,San Antonio,SAS,Charlotte,CHO
240,201711250DAL,Oklahoma City,OKC,81,Dallas,DAL,97,Dallas,DAL,Oklahoma City,OKC
241,201711250GSW,New Orleans,NOP,95,Golden State,GSW,110,Golden State,GSW,New Orleans,NOP
242,201711250HOU,New York,NYK,102,Houston,HOU,117,Houston,HOU,New York,NYK
243,201711250IND,Boston,BOS,108,Indiana,IND,98,Boston,BOS,Indiana,IND
244,201711250PHI,Orlando,ORL,111,Philadelphia,PHI,130,Philadelphia,PHI,Orlando,ORL
245,201711250SAC,LA Clippers,LAC,97,Sacramento,SAC,95,LA Clippers,LAC,Sacramento,SAC
246,201711250UTA,Milwaukee,MIL,108,Utah,UTA,121,Utah,UTA,Milwaukee,MIL
247,201711260CHI,Miami,MIA,100,Chicago,CHI,93,Miami,MIA,Chicago,CHI
248,201711260MEM,Brooklyn,BRK,98,Memphis,MEM,88,Brooklyn,BRK,Memphis,MEM
249,201711270BOS,Detroit,DET,118,Boston,BOS,108,Detroit,DET,Boston,BOS
250,201711270GSW,Sacramento,SAC,110,Golden State,GSW,106,Sacramento,SAC,Golden State,GSW
251,201711270HOU,Brooklyn,BRK,103,Houston,HOU,117,Houston,HOU,Brooklyn,BRK
252,201711270IND,Orlando,ORL,109,Indiana,IND,121,Indiana,IND,Orlando,ORL
253,201711270LAC,LA Lakers,LAL,115,LA Clippers,LAC,120,LA Clippers,LAC,LA Lakers,LAL
254,201711270NYK,Portland,POR,103,New York,NYK,91,Portland,POR,New York,NYK
255,201711270PHI,Cleveland,CLE,113,Philadelphia,PHI,91,Cleveland,CLE,Philadelphia,PHI
256,201711280CHI,Phoenix,PHO,104,Chicago,CHI,99,Phoenix,PHO,Chicago,CHI
257,201711280CLE,Miami,MIA,97,Cleveland,CLE,108,Cleveland,CLE,Miami,MIA
258,201711280MIN,Washington,WAS,92,Minnesota,MIN,89,Washington,WAS,Minnesota,MIN
259,201711280SAC,Milwaukee,MIL,112,Sacramento,SAC,87,Milwaukee,MIL,Sacramento,SAC
260,201711290DAL,Brooklyn,BRK,109,Dallas,DAL,104,Brooklyn,BRK,Dallas,DAL
261,201711290DET,Phoenix,PHO,107,Detroit,DET,131,Detroit,DET,Phoenix,PHO
262,201711290HOU,Indiana,IND,97,Houston,HOU,118,Houston,HOU,Indiana,IND
263,201711290LAL,Golden State,GSW,127,LA Lakers,LAL,123,Golden State,GSW,LA Lakers,LAL
264,201711290NOP,Minnesota,MIN,120,New Orleans,NOP,102,Minnesota,MIN,New Orleans,NOP
265,201711290NYK,Miami,MIA,86,New York,NYK,115,New York,NYK,Miami,MIA
266,201711290ORL,Oklahoma City,OKC,108,Orlando,ORL,121,Orlando,ORL,Oklahoma City,OKC
267,201711290PHI,Washington,WAS,113,Philadelphia,PHI,118,Philadelphia,PHI,Washington,WAS
268,201711290SAS,Memphis,MEM,95,San Antonio,SAS,104,San Antonio,SAS,Memphis,MEM
269,201711300ATL,Cleveland,CLE,121,Atlanta,ATL,114,Cleveland,CLE,Atlanta,ATL
270,201711300BOS,Philadelphia,PHI,97,Boston,BOS,108,Boston,BOS,Philadelphia,PHI
271,201711300DEN,Chicago,CHI,110,Denver,DEN,111,Denver,DEN,Chicago,CHI
272,201711300LAC,Utah,UTA,126,LA Clippers,LAC,107,Utah,UTA,LA Clippers,LAC
273,201712010CHI,Sacramento,SAC,107,Chicago,CHI,106,Sacramento,SAC,Chicago,CHI
274,201712010MEM,San Antonio,SAS,95,Memphis,MEM,79,San Antonio,SAS,Memphis,MEM
275,201712010MIA,Charlotte,CHO,100,Miami,MIA,105,Miami,MIA,Charlotte,CHO
