,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
276,201712010OKC,Minnesota,MIN,107,Oklahoma City,OKC,111,Oklahoma City,OKC,Minnesota,MIN
277,201712010ORL,Golden State,GSW,133,Orlando,ORL,112,Golden State,GSW,Orlando,ORL
278,201712010TOR,Indiana,IND,115,Toronto,TOR,120,Toronto,TOR,Indiana,IND
279,201712010UTA,New Orleans,NOP,108,Utah,UTA,114,Utah,UTA,New Orleans,NOP
280,201712020BOS,Phoenix,PHO,111,Boston,BOS,116,Boston,BOS,Phoenix,PHO
281,201712020BRK,Atlanta,ATL,114,Brooklyn,BRK,102,Atlanta,ATL,Brooklyn,BRK
282,201712020CLE,Memphis,MEM,111,Cleveland,CLE,116,Cleveland,CLE,Memphis,MEM
283,201712020DAL,LA Clippers,LAC,82,Dallas,DAL,108,Dallas,DAL,LA Clippers,LAC
284,201712020DEN,LA Lakers,LAL,100,Denver,DEN,115,Denver,DEN,LA Lakers,LAL
285,201712020MIL,Sacramento,SAC,104,Milwaukee,MIL,109,Milwaukee,MIL,Sacramento,SAC
286,201712020PHI,Detroit,DET,103,Philadelphia,PHI,108,Philadelphia,PHI,Detroit,DET
287,201712030LAL,Houston,HOU,118,LA Lakers,LAL,95,Houston,HOU,LA Lakers,LAL
288,201712030MIA,Golden State,GSW,123,Miami,MIA,95,Golden State,GSW,Miami,MIA
289,201712030MIN,LA Clippers,LAC,106,Minnesota,MIN,112,Minnesota,MIN,LA Clippers,LAC
290,201712030NYK,Orlando,ORL,105,New York,NYK,100,Orlando,ORL,New York,NYK
291,201712040ATL,Brooklyn,BRK,110,Atlanta,ATL,90,Brooklyn,BRK,Atlanta,ATL
292,201712040BOS,Milwaukee,MIL,100,Boston,BOS,111,Boston,BOS,Milwaukee,MIL
293,201712040CHI,Cleveland,CLE,113,Chicago,CHI,91,Cleveland,CLE,Chicago,CHI
294,201712040CHO,Orlando,ORL,94,Charlotte,CHO,104,Charlotte,CHO,Orlando,ORL
295,201712040DAL,Denver,DEN,105,Dallas,DAL,122,Dallas,DAL,Denver,DEN
296,201712040IND,New York,NYK,97,Indiana,IND,115,Indiana,IND,New York,NYK
297,201712040MEM,Minnesota,MIN,92,Memphis,MEM,95,Memphis,MEM,Minnesota,MIN
298,201712040NOP,Golden State,GSW,125,New Orleans,NOP,115,Golden State,GSW,New Orleans,NOP
299,201712040PHI,Phoenix,PHO,115,Philadelphia,PHI,101,Phoenix,PHO,Philadelphia,PHI
300,201712040SAS,Detroit,DET,93,San Antonio,SAS,96,San Antonio,SAS,Detroit,DET
301,201712050OKC,Utah,UTA,94,Oklahoma City,OKC,100,Oklahoma City,OKC,Utah,UTA
302,201712050POR,Washington,WAS,106,Portland,POR,92,Washington,WAS,Portland,POR
303,201712060BOS,Dallas,DAL,90,Boston,BOS,97,Boston,BOS,Dallas,DAL
304,201712060CHO,Golden State,GSW,101,Charlotte,CHO,87,Golden State,GSW,Charlotte,CHO
305,201712060CLE,Sacramento,SAC,95,Cleveland,CLE,101,Cleveland,CLE,Sacramento,SAC
306,201712060IND,Chicago,CHI,96,Indiana,IND,98,Indiana,IND,Chicago,CHI
307,201712060LAC,Minnesota,MIN,113,LA Clippers,LAC,107,Minnesota,MIN,LA Clippers,LAC
308,201712060MIL,Detroit,DET,100,Milwaukee,MIL,104,Milwaukee,MIL,Detroit,DET
309,201712060NOP,Denver,DEN,114,New Orleans,NOP,123,New Orleans,NOP,Denver,DEN
310,201712060NYK,Memphis,MEM,88,New York,NYK,99,New York,NYK,Memphis,MEM
311,201712060ORL,Atlanta,ATL,106,Orlando,ORL,110,Orlando,ORL,Atlanta,ATL
312,201712070BRK,Oklahoma City,OKC,95,Brooklyn,BRK,100,Brooklyn,BRK,Oklahoma City,OKC
313,201712070PHI,LA Lakers,LAL,107,Philadelphia,PHI,104,LA Lakers,LAL,Philadelphia,PHI
314,201712070PHO,Washington,WAS,109,Phoenix,PHO,99,Washington,WAS,Phoenix,PHO
315,201712080CHO,Chicago,CHI,119,Charlotte,CHO,111,Chicago,CHI,Charlotte,CHO
316,201712080DET,Golden State,GSW,102,Detroit,DET,98,Golden State,GSW,Detroit,DET
317,201712080IND,Cleveland,CLE,102,Indiana,IND,106,Indiana,IND,Cleveland,CLE
318,201712080MEM,Toronto,TOR,116,Memphis,MEM,107,Toronto,TOR,Memphis,MEM
319,201712080MIL,Dallas,DAL,102,Milwaukee,MIL,109,Milwaukee,MIL,Dallas,DAL
320,201712080NOP,Sacramento,SAC,116,New Orleans,NOP,109,Sacramento,SAC,New Orleans,NOP
321,201712080ORL,Denver,DEN,103,Orlando,ORL,89,Denver,DEN,Orlando,ORL
322,201712090ATL,Orlando,ORL,110,Atlanta,ATL,117,Atlanta,ATL,Orlando,ORL
323,201712090BRK,Miami,MIA,101,Brooklyn,BRK,89,Miami,MIA,Brooklyn,BRK
324,201712090CHI,New York,NYK,102,Chicago,CHI,104,Chicago,CHI,New York,NYK
325,201712090CHO,LA Lakers,LAL,110,Charlotte,CHO,99,LA Lakers,LAL,Charlotte,CHO
326,201712090CLE,Philadelphia,PHI,98,Cleveland,CLE,105,Cleveland,CLE,Philadelphia,PHI
327,201712090LAC,Washington,WAS,112,LA Clippers,LAC,113,LA Clippers,LAC,Washington,WAS
328,201712090MEM,Oklahoma City,OKC,102,Memphis,MEM,101,Oklahoma City,OKC,Memphis,MEM
329,201712090MIL,Utah,UTA,100,Milwaukee,MIL,117,Milwaukee,MIL,Utah,UTA
330,201712090PHO,San Antonio,SAS,104,Phoenix,PHO,101,San Antonio,SAS,Phoenix,PHO
331,201712100DET,Boston,BOS,91,Detroit,DET,81,Boston,BOS,Detroit,DET
332,201712100IND,Denver,DEN,116,Indiana,IND,126,Indiana,IND,Denver,DEN
333,201712100MIN,Dallas,DAL,92,Minnesota,MIN,97,Minnesota,MIN,Dallas,DAL
334,201712100NOP,Philadelphia,PHI,124,New Orleans,NOP,131,New Orleans,NOP,Philadelphia,PHI
335,201712100NYK,Atlanta,ATL,107,New York,NYK,111,New York,NYK,Atlanta,ATL
336,201712110CHI,Boston,BOS,85,Chicago,CHI,108,Chicago,CHI,Boston,BOS
337,201712110GSW,Portland,POR,104,Golden State,GSW,111,Golden State,GSW,Portland,POR
338,201712110HOU,New Orleans,NOP,123,Houston,HOU,130,Houston,HOU,New Orleans,NOP
339,201712110LAC,Toronto,TOR,91,LA Clippers,LAC,96,LA Clippers,LAC,Toronto,TOR
340,201712110MEM,Miami,MIA,107,Memphis,MEM,82,Miami,MIA,Memphis,MEM
341,201712120BRK,Washington,WAS,98,Brooklyn,BRK,103,Brooklyn,BRK,Washington,WAS
342,201712120CLE,Atlanta,ATL,114,Cleveland,CLE,123,Cleveland,CLE,Atlanta,ATL
343,201712120DAL,San Antonio,SAS,89,Dallas,DAL,95,Dallas,DAL,San Antonio,SAS
344,201712120DET,Denver,DEN,103,Detroit,DET,84,Denver,DEN,Detroit,DET
345,201712120MIN,Philadelphia,PHI,118,Minnesota,MIN,112,Philadelphia,PHI,Minnesota,MIN
346,201712120NYK,LA Lakers,LAL,109,New York,NYK,113,New York,NYK,LA Lakers,LAL
347,201712130BOS,Denver,DEN,118,Boston,BOS,124,Boston,BOS,Denver,DEN
348,201712130CHI,Utah,UTA,100,Chicago,CHI,103,Chicago,CHI,Utah,UTA
349,201712130HOU,Charlotte,CHO,96,Houston,HOU,108,Houston,HOU,Charlotte,CHO
350,201712130IND,Oklahoma City,OKC,100,Indiana,IND,95,Oklahoma City,OKC,Indiana,IND
351,201712130MIA,Portland,POR,102,Miami,MIA,95,Portland,POR,Miami,MIA
352,201712130NOP,Milwaukee,MIL,108,New Orleans,NOP,115,New Orleans,NOP,Milwaukee,MIL
353,201712130ORL,LA Clippers,LAC,106,Orlando,ORL,95,LA Clippers,LAC,Orlando,ORL
354,201712130PHO,Toronto,TOR,115,Phoenix,PHO,109,Toronto,TOR,Phoenix,PHO
355,201712140ATL,Detroit,DET,105,Atlanta,ATL,91,Detroit,DET,Atlanta,ATL
356,201712140BRK,New York,NYK,111,Brooklyn,BRK,104,New York,NYK,Brooklyn,BRK
357,201712140CLE,LA Lakers,LAL,112,Cleveland,CLE,121,Cleveland,CLE,LA Lakers,LAL
358,201712140GSW,Dallas,DAL,97,Golden State,GSW,112,Golden State,GSW,Dallas,DAL
359,201712150BOS,Utah,UTA,107,Boston,BOS,95,Utah,UTA,Boston,BOS
360,201712150CHO,Miami,MIA,104,Charlotte,CHO,98,Miami,MIA,Charlotte,CHO
361,201712150DEN,New Orleans,NOP,111,Denver,DEN,117,Denver,DEN,New Orleans,NOP
362,201712150HOU,San Antonio,SAS,109,Houston,HOU,124,Houston,HOU,San Antonio,SAS
363,201712150IND,Detroit,DET,104,Indiana,IND,98,Detroit,DET,Indiana,IND
364,201712150MEM,Atlanta,ATL,94,Memphis,MEM,96,Memphis,MEM,Atlanta,ATL
365,201712150MIL,Chicago,CHI,115,Milwaukee,MIL,109,Chicago,CHI,Milwaukee,MIL
366,201712150ORL,Portland,POR,95,Orlando,ORL,88,Portland,POR,Orlando,ORL
367,201712150PHI,Oklahoma City,OKC,119,Philadelphia,PHI,117,Oklahoma City,OKC,Philadelphia,PHI
368,201712150TOR,Brooklyn,BRK,87,Toronto,TOR,120,Toronto,TOR,Brooklyn,BRK
369,201712160CHO,Portland,POR,93,Charlotte,CHO,91,Portland,POR,Charlotte,CHO
370,201712160CLE,Utah,UTA,100,Cleveland,CLE,109,Cleveland,CLE,Utah,UTA
371,201712160HOU,Milwaukee,MIL,111,Houston,HOU,115,Houston,HOU,Milwaukee,MIL
372,201712160MEM,Boston,BOS,102,Memphis,MEM,93,Boston,BOS,Memphis,MEM
373,201712160MIA,LA Clippers,LAC,85,Miami,MIA,90,Miami,MIA,LA Clippers,LAC
374,201712160MIN,Phoenix,PHO,108,Minnesota,MIN,106,Phoenix,PHO,Minnesota,MIN
375,201712160NYK,Oklahoma City,OKC,96,New York,NYK,111,New York,NYK,Oklahoma City,OKC
376,201712170BRK,Indiana,IND,109,Brooklyn,BRK,97,Indiana,IND,Brooklyn,BRK
377,201712170DET,Orlando,ORL,110,Detroit,DET,114,Detroit,DET,Orlando,ORL
378,201712170TOR,Sacramento,SAC,93,Toronto,TOR,108,Toronto,TOR,Sacramento,SAC
379,201712180ATL,Miami,MIA,104,Atlanta,ATL,110,Atlanta,ATL,Miami,MIA
380,201712180CHI,Philadelphia,PHI,115,Chicago,CHI,117,Chicago,CHI,Philadelphia,PHI
381,201712180CHO,New York,NYK,91,Charlotte,CHO,109,Charlotte,CHO,New York,NYK
382,201712180DAL,Phoenix,PHO,97,Dallas,DAL,91,Phoenix,PHO,Dallas,DAL
383,201712180HOU,Utah,UTA,99,Houston,HOU,120,Houston,HOU,Utah,UTA
384,201712180IND,Boston,BOS,112,Indiana,IND,111,Boston,BOS,Indiana,IND
385,201712180LAL,Golden State,GSW,116,LA Lakers,LAL,114,Golden State,GSW,LA Lakers,LAL
386,201712180MIN,Portland,POR,107,Minnesota,MIN,108,Minnesota,MIN,Portland,POR
387,201712180OKC,Denver,DEN,94,Oklahoma City,OKC,95,Oklahoma City,OKC,Denver,DEN
388,201712190MIL,Cleveland,CLE,116,Milwaukee,MIL,119,Milwaukee,MIL,Cleveland,CLE
389,201712190PHI,Sacramento,SAC,101,Philadelphia,PHI,95,Sacramento,SAC,Philadelphia,PHI
390,201712200ATL,Indiana,IND,105,Atlanta,ATL,95,Indiana,IND,Atlanta,ATL
391,201712200BOS,Miami,MIA,90,Boston,BOS,89,Miami,MIA,Boston,BOS
392,201712200BRK,Sacramento,SAC,104,Brooklyn,BRK,99,Sacramento,SAC,Brooklyn,BRK
393,201712200CHI,Orlando,ORL,94,Chicago,CHI,112,Chicago,CHI,Orlando,ORL
394,201712200CHO,Toronto,TOR,129,Charlotte,CHO,111,Toronto,TOR,Charlotte,CHO
395,201712200DAL,Detroit,DET,93,Dallas,DAL,110,Dallas,DAL,Detroit,DET
396,201712200DEN,Minnesota,MIN,112,Denver,DEN,104,Minnesota,MIN,Denver,DEN
397,201712200GSW,Memphis,MEM,84,Golden State,GSW,97,Golden State,GSW,Memphis,MEM
398,201712200HOU,LA Lakers,LAL,122,Houston,HOU,116,LA Lakers,LAL,Houston,HOU
399,201712200LAC,Phoenix,PHO,95,LA Clippers,LAC,108,LA Clippers,LAC,Phoenix,PHO
400,201712200OKC,Utah,UTA,79,Oklahoma City,OKC,107,Oklahoma City,OKC,Utah,UTA
401,201712210CLE,Chicago,CHI,112,Cleveland,CLE,115,Cleveland,CLE,Chicago,CHI
402,201712210NYK,Boston,BOS,93,New York,NYK,102,New York,NYK,Boston,BOS
403,201712210PHI,Toronto,TOR,114,Philadelphia,PHI,109,Toronto,TOR,Philadelphia,PHI
404,201712210PHO,Memphis,MEM,95,Phoenix,PHO,97,Phoenix,PHO,Memphis,MEM
405,201712220BRK,Washington,WAS,84,Brooklyn,BRK,119,Brooklyn,BRK,Washington,WAS
406,201712220DET,New York,NYK,101,Detroit,DET,104,Detroit,DET,New York,NYK
407,201712220GSW,LA Lakers,LAL,106,Golden State,GSW,113,Golden State,GSW,LA Lakers,LAL
408,201712220HOU,LA Clippers,LAC,128,Houston,HOU,118,LA Clippers,LAC,Houston,HOU
409,201712220MIA,Dallas,DAL,101,Miami,MIA,113,Miami,MIA,Dallas,DAL
410,201712220MIL,Charlotte,CHO,104,Milwaukee,MIL,109,Milwaukee,MIL,Charlotte,CHO
411,201712220OKC,Atlanta,ATL,117,Oklahoma City,OKC,120,Oklahoma City,OKC,Atlanta,ATL
412,201712220ORL,New Orleans,NOP,111,Orlando,ORL,97,New Orleans,NOP,Orlando,ORL
413,201712230ATL,Dallas,DAL,107,Atlanta,ATL,112,Atlanta,ATL,Dallas,DAL
414,201712230BOS,Chicago,CHI,92,Boston,BOS,117,Boston,BOS,Chicago,CHI
415,201712230CHO,Milwaukee,MIL,106,Charlotte,CHO,111,Charlotte,CHO,Milwaukee,MIL
416,201712230GSW,Denver,DEN,96,Golden State,GSW,81,Denver,DEN,Golden State,GSW
417,201712230IND,Brooklyn,BRK,119,Indiana,IND,123,Indiana,IND,Brooklyn,BRK
418,201712230LAL,Portland,POR,95,LA Lakers,LAL,92,Portland,POR,LA Lakers,LAL
419,201712230MEM,LA Clippers,LAC,112,Memphis,MEM,115,Memphis,MEM,LA Clippers,LAC
420,201712230MIA,New Orleans,NOP,109,Miami,MIA,94,New Orleans,NOP,Miami,MIA
421,201712230PHO,Minnesota,MIN,115,Phoenix,PHO,106,Minnesota,MIN,Phoenix,PHO
422,201712230SAC,San Antonio,SAS,108,Sacramento,SAC,99,San Antonio,SAS,Sacramento,SAC
423,201712230TOR,Philadelphia,PHI,86,Toronto,TOR,102,Toronto,TOR,Philadelphia,PHI
424,201712230UTA,Oklahoma City,OKC,103,Utah,UTA,89,Oklahoma City,OKC,Utah,UTA
425,201712250BOS,Washington,WAS,111,Boston,BOS,103,Washington,WAS,Boston,BOS
426,201712250GSW,Cleveland,CLE,92,Golden State,GSW,99,Golden State,GSW,Cleveland,CLE
427,201712250LAL,Minnesota,MIN,121,LA Lakers,LAL,104,Minnesota,MIN,LA Lakers,LAL
428,201712250NYK,Philadelphia,PHI,105,New York,NYK,98,Philadelphia,PHI,New York,NYK
429,201712260DAL,Toronto,TOR,93,Dallas,DAL,98,Dallas,DAL,Toronto,TOR
430,201712260DEN,Utah,UTA,83,Denver,DEN,107,Denver,DEN,Utah,UTA
431,201712260DET,Indiana,IND,83,Detroit,DET,107,Detroit,DET,Indiana,IND
432,201712260LAC,Sacramento,SAC,95,LA Clippers,LAC,122,LA Clippers,LAC,Sacramento,SAC
433,201712260MIA,Orlando,ORL,89,Miami,MIA,107,Miami,MIA,Orlando,ORL
434,201712260MIL,Chicago,CHI,115,Milwaukee,MIL,106,Chicago,CHI,Milwaukee,MIL
435,201712260PHO,Memphis,MEM,97,Phoenix,PHO,99,Phoenix,PHO,Memphis,MEM
436,201712270ATL,Washington,WAS,99,Atlanta,ATL,113,Atlanta,ATL,Washington,WAS
437,201712270CHI,New York,NYK,87,Chicago,CHI,92,Chicago,CHI,New York,NYK
438,201712270CHO,Boston,BOS,102,Charlotte,CHO,91,Boston,BOS,Charlotte,CHO
439,201712270GSW,Utah,UTA,101,Golden State,GSW,126,Golden State,GSW,Utah,UTA
440,201712270IND,Dallas,DAL,98,Indiana,IND,94,Dallas,DAL,Indiana,IND
441,201712270LAL,Memphis,MEM,109,LA Lakers,LAL,99,Memphis,MEM,LA Lakers,LAL
442,201712270MIN,Denver,DEN,125,Minnesota,MIN,128,Minnesota,MIN,Denver,DEN
443,201712270NOP,Brooklyn,BRK,113,New Orleans,NOP,128,New Orleans,NOP,Brooklyn,BRK
444,201712270OKC,Toronto,TOR,107,Oklahoma City,OKC,124,Oklahoma City,OKC,Toronto,TOR
445,201712280BOS,Houston,HOU,98,Boston,BOS,99,Boston,BOS,Houston,HOU
446,201712280MIL,Minnesota,MIN,96,Milwaukee,MIL,102,Milwaukee,MIL,Minnesota,MIN
447,201712280ORL,Detroit,DET,89,Orlando,ORL,102,Orlando,ORL,Detroit,DET
448,201712280POR,Philadelphia,PHI,110,Portland,POR,114,Portland,POR,Philadelphia,PHI
449,201712290CHI,Indiana,IND,107,Chicago,CHI,119,Chicago,CHI,Indiana,IND
450,201712290GSW,Charlotte,CHO,111,Golden State,GSW,100,Charlotte,CHO,Golden State,GSW
451,201712290LAL,LA Clippers,LAC,121,LA Lakers,LAL,106,LA Clippers,LAC,LA Lakers,LAL
452,201712290MIA,Brooklyn,BRK,111,Miami,MIA,87,Brooklyn,BRK,Miami,MIA
453,201712290NOP,Dallas,DAL,128,New Orleans,NOP,120,Dallas,DAL,New Orleans,NOP
454,201712290OKC,Milwaukee,MIL,97,Oklahoma City,OKC,95,Milwaukee,MIL,Oklahoma City,OKC
455,201712290SAC,Phoenix,PHO,111,Sacramento,SAC,101,Phoenix,PHO,Sacramento,SAC
456,201712290TOR,Atlanta,ATL,98,Toronto,TOR,111,Toronto,TOR,Atlanta,ATL
457,201712300ATL,Portland,POR,89,Atlanta,ATL,104,Atlanta,ATL,Portland,POR
458,201712300DEN,Philadelphia,PHI,107,Denver,DEN,102,Philadelphia,PHI,Denver,DEN
459,201712300DET,San Antonio,SAS,79,Detroit,DET,93,Detroit,DET,San Antonio,SAS
460,201712300GSW,Memphis,MEM,128,Golden State,GSW,141,Golden State,GSW,Memphis,MEM
461,201712300NOP,New York,NYK,105,New Orleans,NOP,103,New York,NYK,New Orleans,NOP
462,201712300ORL,Miami,MIA,117,Orlando,ORL,111,Miami,MIA,Orlando,ORL
463,201712310BOS,Brooklyn,BRK,105,Boston,BOS,108,Boston,BOS,Brooklyn,BRK
464,201712310HOU,LA Lakers,LAL,142,Houston,HOU,148,Houston,HOU,LA Lakers,LAL
465,201712310IND,Minnesota,MIN,107,Indiana,IND,90,Minnesota,MIN,Indiana,IND
466,201712310LAC,Charlotte,CHO,98,LA Clippers,LAC,106,LA Clippers,LAC,Charlotte,CHO
467,201712310OKC,Dallas,DAL,116,Oklahoma City,OKC,113,Dallas,DAL,Oklahoma City,OKC
468,201712310PHO,Philadelphia,PHI,123,Phoenix,PHO,110,Philadelphia,PHI,Phoenix,PHO
469,201712310SAC,Memphis,MEM,114,Sacramento,SAC,96,Memphis,MEM,Sacramento,SAC
470,201801010BRK,Orlando,ORL,95,Brooklyn,BRK,98,Brooklyn,BRK,Orlando,ORL
471,201801010CHI,Portland,POR,124,Chicago,CHI,120,Portland,POR,Chicago,CHI
472,201801010MIN,LA Lakers,LAL,96,Minnesota,MIN,114,Minnesota,MIN,LA Lakers,LAL
473,201801020CLE,Portland,POR,110,Cleveland,CLE,127,Cleveland,CLE,Portland,POR
474,201801020LAC,Memphis,MEM,105,LA Clippers,LAC,113,LA Clippers,LAC,Memphis,MEM
475,201801020NYK,San Antonio,SAS,100,New York,NYK,91,San Antonio,SAS,New York,NYK
476,201801020PHO,Atlanta,ATL,103,Phoenix,PHO,104,Phoenix,PHO,Atlanta,ATL
477,201801030BOS,Cleveland,CLE,88,Boston,BOS,102,Boston,BOS,Cleveland,CLE
478,201801030BRK,Minnesota,MIN,97,Brooklyn,BRK,98,Brooklyn,BRK,Minnesota,MIN
479,201801030CHI,Toronto,TOR,124,Chicago,CHI,115,Toronto,TOR,Chicago,CHI
480,201801030DAL,Golden State,GSW,125,Dallas,DAL,122,Golden State,GSW,Dallas,DAL
481,201801030DEN,Phoenix,PHO,111,Denver,DEN,134,Denver,DEN,Phoenix,PHO
482,201801030LAL,Oklahoma City,OKC,133,LA Lakers,LAL,96,Oklahoma City,OKC,LA Lakers,LAL
483,201801030MIA,Detroit,DET,104,Miami,MIA,111,Miami,MIA,Detroit,DET
484,201801030MIL,Indiana,IND,101,Milwaukee,MIL,122,Milwaukee,MIL,Indiana,IND
485,201801030ORL,Houston,HOU,116,Orlando,ORL,98,Houston,HOU,Orlando,ORL
486,201801030PHI,San Antonio,SAS,106,Philadelphia,PHI,112,Philadelphia,PHI,San Antonio,SAS
487,201801030UTA,New Orleans,NOP,108,Utah,UTA,98,New Orleans,NOP,Utah,UTA
488,201801040HOU,Golden State,GSW,124,Houston,HOU,114,Golden State,GSW,Houston,HOU
489,201801050BOS,Minnesota,MIN,84,Boston,BOS,91,Boston,BOS,Minnesota,MIN
490,201801050DAL,Chicago,CHI,127,Dallas,DAL,124,Chicago,CHI,Dallas,DAL
491,201801050DEN,Utah,UTA,91,Denver,DEN,99,Denver,DEN,Utah,UTA
492,201801050LAL,Charlotte,CHO,108,LA Lakers,LAL,94,Charlotte,CHO,LA Lakers,LAL
493,201801050MEM,Washington,WAS,102,Memphis,MEM,100,Washington,WAS,Memphis,MEM
494,201801050MIA,New York,NYK,103,Miami,MIA,107,Miami,MIA,New York,NYK
495,201801050MIL,Toronto,TOR,129,Milwaukee,MIL,110,Toronto,TOR,Milwaukee,MIL
496,201801050PHI,Detroit,DET,78,Philadelphia,PHI,114,Philadelphia,PHI,Detroit,DET
497,201801050POR,Atlanta,ATL,89,Portland,POR,110,Portland,POR,Atlanta,ATL
498,201801060BRK,Boston,BOS,87,Brooklyn,BRK,85,Boston,BOS,Brooklyn,BRK
499,201801060DET,Houston,HOU,101,Detroit,DET,108,Detroit,DET,Houston,HOU
500,201801060IND,Chicago,CHI,86,Indiana,IND,125,Indiana,IND,Chicago,CHI
501,201801060LAC,Golden State,GSW,121,LA Clippers,LAC,105,Golden State,GSW,LA Clippers,LAC
502,201801060MIN,New Orleans,NOP,98,Minnesota,MIN,116,Minnesota,MIN,New Orleans,NOP
503,201801060ORL,Cleveland,CLE,131,Orlando,ORL,127,Cleveland,CLE,Orlando,ORL
504,201801060SAC,Denver,DEN,98,Sacramento,SAC,106,Sacramento,SAC,Denver,DEN
505,201801070DAL,New York,NYK,100,Dallas,DAL,96,New York,NYK,Dallas,DAL
506,201801070LAL,Atlanta,ATL,113,LA Lakers,LAL,132,LA Lakers,LAL,Atlanta,ATL
507,201801070MIA,Utah,UTA,102,Miami,MIA,103,Miami,MIA,Utah,UTA
508,201801070PHO,Oklahoma City,OKC,100,Phoenix,PHO,114,Phoenix,PHO,Oklahoma City,OKC
509,201801080BRK,Toronto,TOR,114,Brooklyn,BRK,113,Toronto,TOR,Brooklyn,BRK
510,201801080CHI,Houston,HOU,116,Chicago,CHI,107,Houston,HOU,Chicago,CHI
511,201801080GSW,Denver,DEN,114,Golden State,GSW,124,Golden State,GSW,Denver,DEN
512,201801080IND,Milwaukee,MIL,96,Indiana,IND,109,Indiana,IND,Milwaukee,MIL
513,201801080LAC,Atlanta,ATL,107,LA Clippers,LAC,108,LA Clippers,LAC,Atlanta,ATL
514,201801080MIN,Cleveland,CLE,99,Minnesota,MIN,127,Minnesota,MIN,Cleveland,CLE
515,201801080NOP,Detroit,DET,109,New Orleans,NOP,112,New Orleans,NOP,Detroit,DET
516,201801090DAL,Orlando,ORL,99,Dallas,DAL,114,Dallas,DAL,Orlando,ORL
517,201801090LAL,Sacramento,SAC,86,LA Lakers,LAL,99,LA Lakers,LAL,Sacramento,SAC
518,201801090OKC,Portland,POR,117,Oklahoma City,OKC,106,Portland,POR,Oklahoma City,OKC
519,201801100BRK,Detroit,DET,114,Brooklyn,BRK,80,Detroit,DET,Brooklyn,BRK
520,201801100CHO,Dallas,DAL,115,Charlotte,CHO,111,Dallas,DAL,Charlotte,CHO
521,201801100DEN,Atlanta,ATL,110,Denver,DEN,97,Atlanta,ATL,Denver,DEN
522,201801100GSW,LA Clippers,LAC,125,Golden State,GSW,106,LA Clippers,LAC,Golden State,GSW
523,201801100HOU,Portland,POR,112,Houston,HOU,121,Houston,HOU,Portland,POR
524,201801100IND,Miami,MIA,114,Indiana,IND,106,Miami,MIA,Indiana,IND
525,201801100MEM,New Orleans,NOP,102,Memphis,MEM,105,Memphis,MEM,New Orleans,NOP
526,201801100MIL,Orlando,ORL,103,Milwaukee,MIL,110,Milwaukee,MIL,Orlando,ORL
527,201801100MIN,Oklahoma City,OKC,88,Minnesota,MIN,104,Minnesota,MIN,Oklahoma City,OKC
528,201801100NYK,Chicago,CHI,122,New York,NYK,119,Chicago,CHI,New York,NYK
529,201801110LAL,San Antonio,SAS,81,LA Lakers,LAL,93,LA Lakers,LAL,San Antonio,SAS
530,201801110PHI,Boston,BOS,114,Philadelphia,PHI,103,Boston,BOS,Philadelphia,PHI
531,201801110SAC,LA Clippers,LAC,121,Sacramento,SAC,115,LA Clippers,LAC,Sacramento,SAC
532,201801120ATL,Brooklyn,BRK,110,Atlanta,ATL,105,Brooklyn,BRK,Atlanta,ATL
533,201801120CHO,Utah,UTA,88,Charlotte,CHO,99,Charlotte,CHO,Utah,UTA
534,201801120DEN,Memphis,MEM,78,Denver,DEN,87,Denver,DEN,Memphis,MEM
535,201801120IND,Cleveland,CLE,95,Indiana,IND,97,Indiana,IND,Cleveland,CLE
536,201801120MIL,Golden State,GSW,108,Milwaukee,MIL,94,Golden State,GSW,Milwaukee,MIL
537,201801120MIN,New York,NYK,108,Minnesota,MIN,118,Minnesota,MIN,New York,NYK
538,201801120NOP,Portland,POR,113,New Orleans,NOP,119,New Orleans,NOP,Portland,POR
539,201801120PHO,Houston,HOU,112,Phoenix,PHO,95,Houston,HOU,Phoenix,PHO
540,201801130CHI,Detroit,DET,105,Chicago,CHI,107,Chicago,CHI,Detroit,DET
541,201801130CHO,Oklahoma City,OKC,101,Charlotte,CHO,91,Oklahoma City,OKC,Charlotte,CHO
542,201801130DAL,LA Lakers,LAL,107,Dallas,DAL,101,LA Lakers,LAL,Dallas,DAL
543,201801130LAC,Sacramento,SAC,105,LA Clippers,LAC,126,LA Clippers,LAC,Sacramento,SAC
544,201801130SAS,Denver,DEN,80,San Antonio,SAS,112,San Antonio,SAS,Denver,DEN
545,201801130TOR,Golden State,GSW,127,Toronto,TOR,125,Golden State,GSW,Toronto,TOR
546,201801140MIA,Milwaukee,MIL,79,Miami,MIA,97,Miami,MIA,Milwaukee,MIL
547,201801140MIN,Portland,POR,103,Minnesota,MIN,120,Minnesota,MIN,Portland,POR
548,201801140NYK,New Orleans,NOP,123,New York,NYK,118,New Orleans,NOP,New York,NYK
549,201801150ATL,San Antonio,SAS,99,Atlanta,ATL,102,Atlanta,ATL,San Antonio,SAS
550,201801150BRK,New York,NYK,119,Brooklyn,BRK,104,New York,NYK,Brooklyn,BRK
551,201801150CHI,Miami,MIA,111,Chicago,CHI,119,Chicago,CHI,Miami,MIA
552,201801150CLE,Golden State,GSW,118,Cleveland,CLE,108,Golden State,GSW,Cleveland,CLE
