game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
21700294,2017-11-27,BKN @ HOU,HOU,t,W,16,4,0.8,240,42,86,0.488,20,50,0.4,13,20,1,8,34,42,31,8,4,15,19,117,BRK,2017,Regular Season,2017-18
21700180,2017-11-11,MEM @ HOU,HOU,t,W,10,3,0.769,240,37,83,0.446,16,45,0.356,21,28,1,11,35,46,18,14,4,15,19,111,MEM,2017,Regular Season,2017-18
21700140,2017-11-05,UTA @ HOU,HOU,t,W,8,3,0.727,240,48,81,0.593,23,39,0.59,18,21,1,5,37,42,26,9,7,20,24,137,UTA,2017,Regular Season,2017-18
41700311,2018-05-14,GSW @ HOU,HOU,t,L,0,1,0,240,39,85,0.459,13,37,0.351,15,21,1,7,35,42,18,5,3,13,23,106,GSW,2017,Playoffs,2017-18
41700222,2018-05-02,UTA @ HOU,HOU,t,L,1,1,0.5,240,38,95,0.4,10,37,0.27,22,27,1,11,38,49,22,11,7,7,21,108,UTA,2017,Playoffs,2017-18
21701054,2018-03-19,DEN @ MIA,MIA,t,W,38,33,0.535,290,56,102,0.549,20,36,0.556,17,27,1,7,39,46,36,5,11,11,26,149,DEN,2017,Regular Season,2017-18
21700938,2018-03-03,DET @ MIA,MIA,t,W,33,30,0.524,240,37,82,0.451,12,29,0.414,19,28,1,15,30,45,19,11,5,13,20,105,DET,2017,Regular Season,2017-18
21700922,2018-03-01,LAL @ MIA,MIA,t,L,32,30,0.516,240,46,95,0.484,9,31,0.29,12,16,1,14,26,40,23,6,5,11,21,113,LAl,2017,Regular Season,2017-18
21700885,2018-02-24,MEM @ MIA,MIA,t,W,31,29,0.517,240,41,89,0.461,12,33,0.364,21,27,1,14,36,50,27,15,6,10,17,115,MEM,2017,Regular Season,2017-18
21700634,2018-01-14,MIL @ MIA,MIA,t,W,25,17,0.595,240,35,76,0.461,11,29,0.379,16,20,1,3,46,49,23,8,8,13,18,97,MIL,2017,Regular Season,2017-18
21700486,2017-12-23,NOP @ MIA,MIA,t,L,17,16,0.515,240,36,85,0.424,10,32,0.313,12,15,1,13,25,38,18,4,3,13,19,94,NOP,2017,Regular Season,2017-18
21700257,2017-11-22,BOS @ MIA,MIA,t,W,8,9,0.471,240,40,81,0.494,10,28,0.357,14,16,1,7,41,48,20,3,4,16,22,104,BOS,2017,Regular Season,2017-18
21700110,2017-11-01,CHI @ MIA,MIA,t,W,3,4,0.429,240,34,83,0.41,12,31,0.387,17,19,1,3,45,48,21,8,0,11,19,97,CHI,2017,Regular Season,2017-18
41700124,2018-04-21,PHI @ MIA,MIA,t,L,1,3,0.25,240,41,94,0.436,7,19,0.368,13,25,1,13,30,43,21,18,4,19,32,102,PHI,2017,Playoffs,2017-18
41700123,2018-04-19,PHI @ MIA,MIA,t,L,1,2,0.333,240,33,73,0.452,16,33,0.485,26,35,1,5,30,35,26,7,9,15,30,108,PHI,2017,Playoffs,2017-18
21700968,2018-03-07,HOU @ MIL,MIL,t,L,34,31,0.523,240,38,83,0.458,9,28,0.321,14,19,1,6,32,38,21,9,3,13,22,99,HOU,2017,Regular Season,2017-18
21700932,2018-03-02,IND @ MIL,MIL,t,L,33,29,0.532,240,31,81,0.383,9,25,0.36,25,32,1,14,29,43,15,9,13,15,24,96,IND,2017,Regular Season,2017-18
21700893,2018-02-25,NOP @ MIL,MIL,t,L,33,26,0.559,265,44,96,0.458,7,25,0.28,26,29,1,9,35,44,21,10,3,13,19,121,NOP,2017,Regular Season,2017-18
21700865,2018-02-15,DEN @ MIL,MIL,t,L,32,25,0.561,240,49,92,0.533,9,26,0.346,16,22,1,11,29,40,27,9,5,16,20,123,DEN,2017,Regular Season,2017-18
21700848,2018-02-13,ATL @ MIL,MIL,t,W,32,24,0.571,240,38,88,0.432,8,25,0.32,13,17,1,14,34,48,23,6,10,10,18,97,ATL,2017,Regular Season,2017-18
21700691,2018-01-22,PHX @ MIL,MIL,t,W,24,22,0.522,240,38,71,0.535,5,17,0.294,28,37,1,8,24,32,20,14,5,17,22,109,PHO,2017,Regular Season,2017-18
21700622,2018-01-12,GSW @ MIL,MIL,t,L,22,19,0.537,240,36,85,0.424,11,28,0.393,11,12,1,8,25,33,21,9,6,12,20,94,GSW,2017,Regular Season,2017-18
21700610,2018-01-10,ORL @ MIL,MIL,t,W,22,18,0.55,240,45,82,0.549,4,19,0.211,16,25,1,11,36,47,20,4,9,14,21,110,ORL,2017,Regular Season,2017-18
21700561,2018-01-03,IND @ MIL,MIL,t,W,20,16,0.556,240,44,75,0.587,9,17,0.529,25,28,1,6,28,34,33,8,5,16,23,122,IND,2017,Regular Season,2017-18
21700518,2017-12-28,MIN @ MIL,MIL,t,W,18,15,0.545,240,41,75,0.547,5,15,0.333,15,16,1,7,29,36,23,10,0,16,18,102,MIN,2017,Regular Season,2017-18
21700194,2017-11-13,MEM @ MIL,MIL,t,W,7,6,0.538,240,40,82,0.488,12,22,0.545,18,25,1,10,26,36,23,6,5,9,19,110,MEM,2017,Regular Season,2017-18
41700114,2018-04-22,BOS @ MIL,MIL,t,W,2,2,0.5,240,38,73,0.521,10,23,0.435,18,24,1,2,34,36,24,7,14,9,24,104,BOS,2017,Playoffs,2017-18
41700113,2018-04-20,BOS @ MIL,MIL,t,W,1,2,0.333,240,45,79,0.57,16,33,0.485,10,15,1,7,30,37,28,8,12,9,27,116,BOS,2017,Playoffs,2017-18
21701007,2018-03-13,OKC @ ATL,ATL,t,L,20,48,0.294,240,37,87,0.425,13,31,0.419,20,24,1,13,34,47,26,5,5,15,25,107,OKC,2017,Regular Season,2017-18
21700991,2018-03-10,ORL @ LAC,LAC,t,W,36,29,0.554,240,41,78,0.526,7,18,0.389,24,28,1,8,33,41,17,9,3,15,20,113,ORL,2017,Regular Season,2017-18
21700964,2018-03-06,NOP @ LAC,LAC,t,L,34,29,0.54,240,46,99,0.465,7,27,0.259,17,26,1,10,47,57,25,5,2,13,18,116,NOP,2017,Regular Season,2017-18
21700719,2018-01-26,BKN @ MIL,MIL,t,W,25,22,0.532,240,43,83,0.518,12,23,0.522,18,20,1,3,41,44,28,9,6,9,17,116,BRK,2017,Regular Season,2017-18
21600847,2017-02-15,SAC @ GSW,GSW,t,W,47,9,0.839,240,41,84,0.488,13,36,0.361,14,21,1,6,40,46,32,10,10,8,16,109,SAC,2016,Regular Season,2016-17
21600741,2017-02-01,CHA @ GSW,GSW,t,W,42,7,0.857,240,47,96,0.49,21,48,0.438,11,14,1,9,38,47,35,9,13,10,18,126,CHO,2016,Regular Season,2016-17
21601079,2017-03-24,NOP @ HOU,HOU,t,W,50,22,0.694,240,44,93,0.473,14,39,0.359,15,20,1,15,44,59,29,5,3,18,19,117,NOP,2016,Regular Season,2016-17
21601048,2017-03-20,DEN @ HOU,HOU,t,W,49,22,0.69,240,45,89,0.506,17,38,0.447,18,23,1,6,29,35,27,12,2,12,22,125,DEN,2016,Regular Season,2016-17
21601010,2017-03-15,LAL @ HOU,HOU,t,W,47,21,0.691,240,50,91,0.549,18,43,0.419,21,32,1,13,37,50,37,13,4,19,21,139,LAl,2016,Regular Season,2016-17
21600989,2017-03-12,CLE @ HOU,HOU,t,W,46,21,0.687,240,41,96,0.427,16,45,0.356,19,28,1,20,32,52,25,10,4,6,17,117,CLE,2016,Regular Season,2016-17
21600758,2017-02-04,PHI @ MIA,MIA,t,W,21,30,0.412,240,48,82,0.585,12,22,0.545,17,23,1,10,39,49,28,6,5,21,24,125,PHI,2016,Regular Season,2016-17
21600920,2017-03-04,TOR @ MIL,MIL,t,W,28,33,0.459,240,38,87,0.437,6,27,0.222,19,23,1,9,33,42,16,3,4,6,18,101,TOR,2016,Regular Season,2016-17
21701156,2018-04-03,TOR @ CLE,CLE,t,W,48,30,0.615,240,38,77,0.494,13,30,0.433,23,26,1,2,40,42,18,8,6,12,17,112,TOR,2017,Regular Season,2017-18
21701131,2018-03-30,NOP @ CLE,CLE,t,W,46,30,0.605,240,43,90,0.478,10,24,0.417,11,15,1,9,36,45,22,6,2,10,14,107,NOP,2017,Regular Season,2017-18
21700807,2018-02-07,MIN @ CLE,CLE,t,W,31,22,0.585,265,52,88,0.591,21,41,0.512,15,23,1,7,34,41,33,5,1,15,21,140,MIN,2017,Regular Season,2017-18
21700715,2018-01-26,IND @ CLE,CLE,t,W,28,19,0.596,240,46,82,0.561,13,37,0.351,10,13,1,8,36,44,27,13,4,20,11,115,IND,2017,Regular Season,2017-18
21700664,2018-01-18,ORL @ CLE,CLE,t,W,27,17,0.614,240,38,85,0.447,10,34,0.294,18,27,1,14,32,46,22,8,4,20,21,104,ORL,2017,Regular Season,2017-18
21700556,2018-01-03,NYK @ WAS,WAS,t,W,22,16,0.579,240,48,81,0.593,9,23,0.391,16,26,1,6,36,42,27,9,5,12,21,121,NYK,2017,Regular Season,2017-18
21700776,2018-02-03,MIA @ DET,DET,t,W,25,26,0.49,240,44,84,0.524,9,26,0.346,14,17,1,13,36,49,23,7,5,17,12,111,MIA,2017,Regular Season,2017-18
21700747,2018-01-30,CLE @ DET,DET,t,W,23,26,0.469,240,49,93,0.527,9,23,0.391,18,28,1,8,39,47,30,12,5,10,27,125,CLE,2017,Regular Season,2017-18
21700580,2018-01-06,HOU @ DET,DET,t,W,21,17,0.553,240,38,75,0.507,12,25,0.48,20,27,1,5,30,35,21,8,4,11,15,108,HOU,2017,Regular Season,2017-18
21700382,2017-12-09,OKC @ MEM,MEM,t,L,8,18,0.308,265,39,88,0.443,13,33,0.394,10,17,1,13,34,47,23,5,5,13,30,101,OKC,2017,Regular Season,2017-18
21700323,2017-12-01,SAS @ MEM,MEM,t,L,7,14,0.333,240,30,74,0.405,5,15,0.333,14,18,1,8,30,38,19,8,6,16,26,79,SAS,2017,Regular Season,2017-18
41700105,2018-04-25,WAS @ TOR,TOR,t,W,3,2,0.6,240,38,82,0.463,11,25,0.44,21,28,1,6,29,35,26,9,5,10,18,108,WAS,2017,Playoffs,2017-18
41700102,2018-04-17,WAS @ TOR,TOR,t,W,2,0,1,240,45,87,0.517,13,35,0.371,27,33,1,9,39,48,24,5,8,14,27,130,WAS,2017,Playoffs,2017-18
21701222,2018-04-11,WAS @ ORL,ORL,t,W,25,57,0.305,240,33,77,0.429,13,32,0.406,22,27,1,6,36,42,20,6,7,16,27,101,WAS,2017,Regular Season,2017-18
21701213,2018-04-10,CHA @ IND,IND,t,L,48,34,0.585,240,40,99,0.404,8,31,0.258,5,8,1,13,40,53,22,3,4,7,16,93,CHO,2017,Regular Season,2017-18
21701037,2018-03-17,DAL @ BKN,BRK,t,W,22,48,0.314,240,43,84,0.512,14,36,0.389,14,19,1,10,33,43,25,4,6,10,14,114,DAL,2017,Regular Season,2017-18
21700999,2018-03-11,PHI @ BKN,BRK,t,L,21,46,0.313,240,33,85,0.388,10,28,0.357,21,24,1,13,29,42,17,5,5,18,19,97,PHI,2017,Regular Season,2017-18
21700900,2018-02-26,GSW @ NYK,NYK,t,L,24,38,0.387,240,47,96,0.49,10,25,0.4,7,9,1,10,29,39,28,7,3,14,18,111,GSW,2017,Regular Season,2017-18
21700783,2018-02-03,DAL @ SAC,SAC,t,L,16,36,0.308,240,43,82,0.524,8,27,0.296,5,6,1,7,25,32,23,11,3,16,21,99,DAL,2017,Regular Season,2017-18
21700231,2017-11-18,GSW @ PHI,PHI,t,L,8,7,0.533,240,47,97,0.485,10,29,0.345,12,16,1,11,29,40,28,8,5,11,22,116,GSW,2017,Regular Season,2017-18
21700275,2017-11-24,NOP @ PHX,PHO,t,L,7,13,0.35,240,37,94,0.394,2,20,0.1,15,18,1,15,33,48,12,9,6,16,18,91,NOP,2017,Regular Season,2017-18
21700264,2017-11-22,MIL @ PHX,PHO,t,L,7,12,0.368,265,37,93,0.398,7,22,0.318,26,33,1,22,38,60,15,7,9,29,26,107,MIL,2017,Regular Season,2017-18
41700153,2018-04-19,GSW @ SAS,SAS,t,L,0,3,0,240,37,87,0.425,7,33,0.212,16,20,1,10,31,41,19,8,5,10,21,97,GSW,2017,Playoffs,2017-18
21701048,2018-03-18,HOU @ MIN,MIN,t,L,40,31,0.563,240,45,86,0.523,10,20,0.5,20,26,1,14,27,41,24,7,1,12,26,120,HOU,2017,Regular Season,2017-18
21700912,2018-02-27,LAC @ DEN,DEN,t,L,33,28,0.541,240,43,87,0.494,10,31,0.323,24,30,1,11,30,41,27,11,7,20,27,120,LAC,2017,Regular Season,2017-18
21700880,2018-02-23,SAS @ DEN,DEN,t,W,33,26,0.559,240,48,97,0.495,12,32,0.375,14,19,1,18,34,52,33,5,3,11,27,122,SAS,2017,Regular Season,2017-18
21700852,2018-02-13,SAS @ DEN,DEN,t,W,31,26,0.544,240,46,93,0.495,10,32,0.313,15,18,1,11,24,35,29,10,3,11,18,117,SAS,2017,Regular Season,2017-18
21700700,2018-01-23,BOS @ LAL,LAl,t,W,18,29,0.383,240,40,91,0.44,7,26,0.269,21,36,1,14,37,51,18,6,2,10,16,108,BOS,2017,Regular Season,2017-18
21700276,2017-11-24,CHI @ GSW,GSW,t,W,14,5,0.737,240,53,91,0.582,16,36,0.444,21,21,1,6,43,49,36,11,11,11,15,143,CHI,2017,Regular Season,2017-18
21700445,2017-12-18,UTA @ HOU,HOU,t,W,25,4,0.862,240,40,77,0.519,17,43,0.395,23,27,1,12,40,52,25,5,7,14,13,120,UTA,2017,Regular Season,2017-18
21700412,2017-12-13,CHA @ HOU,HOU,t,W,22,4,0.846,240,39,88,0.443,17,45,0.378,13,19,1,6,39,45,24,7,5,10,18,108,CHO,2017,Regular Season,2017-18
21700727,2018-01-27,CHA @ MIA,MIA,t,W,28,21,0.571,240,38,85,0.447,8,26,0.308,11,18,1,11,40,51,25,4,5,12,24,95,CHO,2017,Regular Season,2017-18
21700501,2017-12-26,CHI @ MIL,MIL,t,L,17,15,0.531,240,39,83,0.47,10,31,0.323,18,24,1,4,37,41,23,2,8,17,21,106,CHI,2017,Regular Season,2017-18
21700476,2017-12-22,CHA @ MIL,MIL,t,W,17,13,0.567,240,41,87,0.471,8,29,0.276,19,23,1,6,37,43,27,7,5,7,16,109,CHO,2017,Regular Season,2017-18
21700453,2017-12-19,CLE @ MIL,MIL,t,W,16,13,0.552,240,43,82,0.524,11,29,0.379,22,27,1,8,32,40,27,12,3,14,18,119,CLE,2017,Regular Season,2017-18
21700426,2017-12-15,CHI @ MIL,MIL,t,L,15,12,0.556,240,40,83,0.482,9,33,0.273,20,29,1,9,34,43,24,6,5,11,24,109,CHI,2017,Regular Season,2017-18
21600621,2017-01-16,OKC @ LAC,LAC,t,W,29,14,0.674,240,45,82,0.549,12,28,0.429,18,22,1,10,37,47,27,9,5,15,15,120,OKC,2016,Regular Season,2016-17
21600349,2016-12-10,CHA @ CLE,CLE,t,W,17,5,0.773,240,42,73,0.575,13,31,0.419,19,28,1,7,33,40,25,8,2,17,24,116,CHO,2016,Regular Season,2016-17
21600215,2016-11-23,POR @ CLE,CLE,t,W,11,2,0.846,240,48,90,0.533,21,36,0.583,20,27,1,9,32,41,30,6,3,10,15,137,POR,2016,Regular Season,2016-17
21600508,2017-01-01,SAS @ ATL,ATL,t,W,18,16,0.529,265,42,92,0.457,14,28,0.5,16,27,1,11,35,46,25,6,6,11,21,114,SAS,2016,Regular Season,2016-17
41600134,2017-04-24,WAS @ ATL,ATL,t,W,2,2,0.5,240,40,90,0.444,12,31,0.387,19,25,1,12,37,49,24,7,1,12,20,111,WAS,2016,Playoffs,2016-17
21600544,2017-01-06,MIN @ WAS,WAS,t,W,17,18,0.486,240,46,79,0.582,12,22,0.545,8,9,1,5,28,33,31,3,7,13,18,112,MIN,2016,Regular Season,2016-17
21600122,2016-11-11,CLE @ WAS,WAS,t,L,2,6,0.25,240,38,87,0.437,3,15,0.2,15,19,1,10,36,46,16,7,5,15,21,94,CLE,2016,Regular Season,2016-17
21600094,2016-11-07,HOU @ WAS,WAS,t,L,1,5,0.167,240,39,94,0.415,10,27,0.37,18,20,1,16,29,45,20,12,5,13,16,106,HOU,2016,Regular Season,2016-17
21600651,2017-01-21,WAS @ DET,DET,t,W,21,24,0.467,240,43,87,0.494,11,28,0.393,16,22,1,13,36,49,25,9,4,20,27,113,WAS,2016,Regular Season,2016-17
21600434,2016-12-21,SAC @ UTA,UTA,t,L,18,12,0.6,240,33,74,0.446,9,27,0.333,18,22,1,7,36,43,19,7,6,11,22,93,SAC,2016,Regular Season,2016-17
21600231,2016-11-25,ATL @ UTA,UTA,t,W,9,8,0.529,240,35,80,0.438,10,34,0.294,15,18,1,9,46,55,17,9,9,16,16,95,ATL,2016,Regular Season,2016-17
21600151,2016-11-14,MEM @ UTA,UTA,t,L,7,5,0.583,240,35,73,0.479,8,28,0.286,18,22,1,6,23,29,17,8,1,8,27,96,MEM,2016,Regular Season,2016-17
21600351,2016-12-10,GSW @ MEM,MEM,t,W,17,8,0.68,240,38,87,0.437,8,26,0.308,26,29,1,11,36,47,23,10,5,10,19,110,GSW,2016,Regular Season,2016-17
21600295,2016-12-03,LAL @ MEM,MEM,t,W,13,8,0.619,240,41,88,0.466,10,30,0.333,11,15,1,14,29,43,32,13,7,11,19,103,LAl,2016,Regular Season,2016-17
21600190,2016-11-19,MIN @ MEM,MEM,t,W,8,5,0.615,240,29,76,0.382,2,18,0.111,33,38,1,13,33,46,15,8,7,9,19,93,MIN,2016,Regular Season,2016-17
21600821,2017-02-13,PHI @ CHA,CHO,t,L,24,31,0.436,240,34,78,0.436,11,31,0.355,20,26,1,3,30,33,19,11,5,15,17,99,PHI,2016,Regular Season,2016-17
21600808,2017-02-11,LAC @ CHA,CHO,t,L,24,30,0.444,240,37,85,0.435,13,37,0.351,15,20,1,8,32,40,24,6,4,8,20,102,LAC,2016,Regular Season,2016-17
21600415,2016-12-19,ATL @ OKC,OKC,t,L,16,12,0.571,240,39,87,0.448,10,35,0.286,20,26,1,15,29,44,13,8,3,12,18,108,ATL,2016,Regular Season,2016-17
21600357,2016-12-11,BOS @ OKC,OKC,t,W,15,9,0.625,240,41,83,0.494,3,21,0.143,14,27,1,15,34,49,17,9,7,12,9,99,BOS,2016,Regular Season,2016-17
21600606,2017-01-15,NYK @ TOR,TOR,t,W,27,13,0.675,240,44,89,0.494,8,22,0.364,20,23,1,10,32,42,21,9,4,10,20,116,NYK,2016,Regular Season,2016-17
21600131,2016-11-12,NYK @ TOR,TOR,t,W,7,2,0.778,240,39,83,0.47,7,22,0.318,33,38,1,11,33,44,18,10,6,11,20,118,NYK,2016,Regular Season,2016-17
21600071,2016-11-04,MIA @ TOR,TOR,t,W,4,1,0.8,240,37,84,0.44,6,25,0.24,16,18,1,13,37,50,14,7,5,15,16,96,MIA,2016,Regular Season,2016-17
21600530,2017-01-04,ATL @ ORL,ORL,t,L,16,21,0.432,240,37,86,0.43,9,28,0.321,9,10,1,10,30,40,19,9,6,17,17,92,ATL,2016,Regular Season,2016-17
21600159,2016-11-16,NOP @ ORL,ORL,t,W,5,7,0.417,240,34,88,0.386,10,27,0.37,11,19,1,13,37,50,17,7,7,12,15,89,NOP,2016,Regular Season,2016-17
21600696,2017-01-27,SAC @ IND,IND,t,W,24,22,0.522,265,38,78,0.487,10,28,0.357,29,33,1,7,22,29,19,14,4,10,24,115,SAC,2016,Regular Season,2016-17
21600672,2017-01-23,NYK @ IND,IND,t,L,22,22,0.5,240,38,86,0.442,7,26,0.269,20,25,1,7,30,37,18,7,4,11,20,103,NYK,2016,Regular Season,2016-17
21600586,2017-01-12,NOP @ BKN,BRK,t,L,8,30,0.211,240,40,97,0.412,9,42,0.214,6,11,1,7,43,50,22,10,6,16,20,95,NOP,2016,Regular Season,2016-17
21600654,2017-01-21,PHX @ NYK,NYK,t,L,19,26,0.422,240,40,89,0.449,11,21,0.524,14,16,1,15,31,46,20,6,3,12,20,105,PHO,2016,Regular Season,2016-17
21600144,2016-11-13,DEN @ POR,POR,t,W,7,4,0.636,240,39,99,0.394,8,29,0.276,26,32,1,14,30,44,21,8,8,7,23,112,DEN,2016,Regular Season,2016-17
21600103,2016-11-08,PHX @ POR,POR,t,W,5,3,0.625,240,45,81,0.556,14,31,0.452,20,28,1,7,28,35,22,5,4,20,27,124,PHO,2016,Regular Season,2016-17
21601200,2017-04-09,HOU @ SAC,SAC,t,L,31,49,0.388,240,47,94,0.5,9,31,0.29,25,30,1,7,31,38,26,8,2,5,18,128,HOU,2016,Regular Season,2016-17
21600931,2017-03-05,UTA @ SAC,SAC,t,L,25,37,0.403,265,43,83,0.518,8,17,0.471,15,20,1,5,32,37,24,8,3,12,21,109,UTA,2016,Regular Season,2016-17
21600764,2017-02-04,GSW @ SAC,SAC,t,W,20,31,0.392,265,43,88,0.489,7,23,0.304,16,19,1,8,38,46,25,11,4,16,18,109,GSW,2016,Regular Season,2016-17
21600367,2016-12-12,LAL @ SAC,SAC,t,W,9,15,0.375,240,47,84,0.56,10,23,0.435,12,21,1,13,34,47,23,16,6,21,20,116,LAl,2016,Regular Season,2016-17
21600396,2016-12-16,LAL @ PHI,PHI,t,L,6,20,0.231,240,32,88,0.364,6,31,0.194,19,24,1,16,32,48,22,7,4,17,17,89,LAl,2016,Regular Season,2016-17
21600942,2017-03-06,HOU @ SAS,SAS,t,W,49,13,0.79,240,40,88,0.455,11,28,0.393,21,23,1,9,35,44,24,6,6,9,13,112,HOU,2016,Regular Season,2016-17
21600596,2017-01-13,OKC @ MIN,MIN,t,W,14,26,0.35,240,39,86,0.453,5,18,0.278,13,14,1,9,33,42,21,11,6,15,22,96,OKC,2016,Regular Season,2016-17
21600556,2017-01-07,UTA @ MIN,MIN,t,L,11,26,0.297,240,35,80,0.438,7,20,0.35,15,21,1,14,34,48,23,3,3,15,21,92,UTA,2016,Regular Season,2016-17
21600403,2016-12-17,HOU @ MIN,MIN,t,L,7,19,0.269,265,41,92,0.446,7,21,0.333,20,27,1,13,42,55,29,9,6,21,21,109,HOU,2016,Regular Season,2016-17
21600342,2016-12-09,DET @ MIN,MIN,t,L,6,17,0.261,240,37,78,0.474,3,16,0.188,13,20,1,7,30,37,19,4,2,12,16,90,DET,2016,Regular Season,2016-17
21600319,2016-12-06,SAS @ MIN,MIN,t,L,6,15,0.286,240,36,82,0.439,7,20,0.35,12,18,1,11,30,41,19,4,2,15,20,91,SAS,2016,Regular Season,2016-17
21600155,2016-11-15,CHA @ MIN,MIN,t,L,3,7,0.3,240,38,89,0.427,15,35,0.429,17,21,1,14,29,43,25,4,5,18,19,108,CHO,2016,Regular Season,2016-17
21600135,2016-11-12,LAC @ MIN,MIN,t,L,2,6,0.25,240,40,89,0.449,8,22,0.364,17,21,1,15,24,39,26,11,3,13,31,105,LAC,2016,Regular Season,2016-17
21600688,2017-01-25,NYK @ DAL,DAL,t,W,16,29,0.356,240,39,83,0.47,6,26,0.231,19,24,1,7,29,36,19,10,7,7,12,103,NYK,2016,Regular Season,2016-17
21600541,2017-01-05,PHX @ DAL,DAL,t,L,11,25,0.306,240,36,79,0.456,9,29,0.31,14,17,1,7,24,31,18,6,7,10,20,95,PHO,2016,Regular Season,2016-17
21600483,2016-12-28,MIN @ DEN,DEN,t,W,14,18,0.438,240,42,81,0.519,10,28,0.357,11,14,1,8,30,38,29,6,4,15,17,105,MIN,2016,Regular Season,2016-17
21600900,2017-03-01,DET @ NOP,NOP,t,W,24,37,0.393,240,39,78,0.5,9,25,0.36,22,23,1,8,45,53,18,6,4,14,15,109,DET,2016,Regular Season,2016-17
21600334,2016-12-08,PHI @ NOP,NOP,t,L,7,16,0.304,240,33,84,0.393,7,25,0.28,15,22,1,11,36,47,18,3,2,12,17,88,PHI,2016,Regular Season,2016-17
21600075,2016-11-04,PHX @ NOP,NOP,t,L,0,6,0,265,43,94,0.457,10,30,0.333,15,28,1,6,37,43,28,7,13,8,21,111,PHO,2016,Regular Season,2016-17
21601122,2017-03-30,CLE @ CHI,CHI,t,W,36,39,0.48,240,38,90,0.422,12,25,0.48,11,18,1,15,36,51,26,11,3,12,15,99,CLE,2016,Regular Season,2016-17
21601061,2017-03-22,DET @ CHI,CHI,t,W,34,38,0.472,240,47,80,0.588,11,23,0.478,12,19,1,7,29,36,36,12,2,11,20,117,DET,2016,Regular Season,2016-17
21600881,2017-02-26,CHA @ LAC,LAC,t,W,36,23,0.61,265,45,97,0.464,10,32,0.313,24,34,1,15,32,47,27,14,3,9,25,124,CHO,2016,Regular Season,2016-17
21600846,2017-02-15,ATL @ LAC,LAC,t,W,35,21,0.625,240,37,79,0.468,14,37,0.378,11,12,1,5,35,40,24,18,3,16,17,99,ATL,2016,Regular Season,2016-17
21601128,2017-03-31,PHI @ CLE,CLE,t,W,48,27,0.64,240,50,95,0.526,13,29,0.448,9,16,1,13,36,49,30,8,4,8,16,122,PHI,2016,Regular Season,2016-17
21601083,2017-03-25,WAS @ CLE,CLE,t,L,47,25,0.653,240,41,83,0.494,12,33,0.364,21,27,1,11,21,32,24,6,6,13,18,115,WAS,2016,Regular Season,2016-17
21600936,2017-03-06,MIA @ CLE,CLE,t,L,42,20,0.677,240,35,78,0.449,9,27,0.333,19,29,1,11,41,52,15,3,6,17,15,98,MIA,2016,Regular Season,2016-17
21600835,2017-02-15,IND @ CLE,CLE,t,W,39,16,0.709,240,39,82,0.476,18,39,0.462,17,19,1,9,31,40,23,6,2,8,19,113,IND,2016,Regular Season,2016-17
21600444,2016-12-23,BKN @ CLE,CLE,t,W,22,6,0.786,240,45,99,0.455,8,35,0.229,21,24,1,11,40,51,28,12,4,11,20,119,BRK,2016,Regular Season,2016-17
21600402,2016-12-17,LAL @ CLE,CLE,t,W,19,6,0.76,240,46,89,0.517,15,33,0.455,12,18,1,11,33,44,30,8,3,8,12,119,LAl,2016,Regular Season,2016-17
21600068,2016-11-03,BOS @ CLE,CLE,t,W,5,0,1,240,41,84,0.488,14,34,0.412,32,37,1,7,35,42,24,6,6,8,19,128,BOS,2016,Regular Season,2016-17
41600111,2017-04-15,IND @ CLE,CLE,t,W,1,0,1,240,42,78,0.538,11,28,0.393,14,27,1,10,24,34,26,7,2,11,19,109,IND,2016,Playoffs,2016-17
21600937,2017-03-06,GSW @ ATL,ATL,t,L,34,29,0.54,240,38,82,0.463,13,28,0.464,22,31,1,14,33,47,19,6,6,19,23,111,GSW,2016,Regular Season,2016-17
21600785,2017-02-08,DEN @ ATL,ATL,t,W,31,22,0.585,240,47,93,0.505,8,27,0.296,15,18,1,12,36,48,31,6,4,10,18,117,DEN,2016,Regular Season,2016-17
21600288,2016-12-02,DET @ ATL,ATL,t,L,10,10,0.5,240,32,88,0.364,6,24,0.25,15,20,1,6,26,32,22,6,2,7,12,85,DET,2016,Regular Season,2016-17
21600084,2016-11-05,HOU @ ATL,ATL,t,W,4,2,0.667,240,45,85,0.529,8,20,0.4,14,24,1,13,31,44,29,17,6,19,13,112,HOU,2016,Regular Season,2016-17
21601129,2017-03-31,ORL @ BOS,BOS,t,W,49,27,0.645,240,38,84,0.452,12,33,0.364,29,34,1,5,40,45,27,6,5,11,18,117,ORL,2016,Regular Season,2016-17
21601093,2017-03-26,MIA @ BOS,BOS,t,W,48,26,0.649,240,41,77,0.532,8,24,0.333,22,25,1,8,27,35,32,8,3,16,19,112,MIA,2016,Regular Season,2016-17
21600836,2017-02-15,PHI @ BOS,BOS,t,W,37,19,0.661,240,38,80,0.475,13,28,0.464,27,36,1,6,33,39,21,13,4,22,18,116,PHI,2016,Regular Season,2016-17
21600751,2017-02-03,LAL @ BOS,BOS,t,W,32,18,0.64,240,39,82,0.476,13,35,0.371,22,28,1,7,40,47,28,8,1,16,19,113,LAl,2016,Regular Season,2016-17
