Date,Start (ET),Visitor,PTS-V,Home,PTS-H
Sat Dec 22 2018,7:00p,PHO,146,WAS,149
Sun Dec 23 2018,6:00p,CHO,103,BOS,119
Sun Dec 23 2018,6:00p,PHO,103,BRK,111
Sun Dec 23 2018,6:00p,CHI,112,CLE,92
Sun Dec 23 2018,4:00p,ATL,98,DET,95
Sun Dec 23 2018,8:30p,LAC,127,GSW,129
Sun Dec 23 2018,5:00p,WAS,89,IND,105
Sun Dec 23 2018,9:30p,MEM,107,LAL,99
Sun Dec 23 2018,8:00p,MIN,114,OKC,112
Sun Dec 23 2018,6:00p,MIA,115,ORL,91
Sun Dec 23 2018,9:00p,DAL,118,POR,121
Sun Dec 23 2018,6:00p,NOP,117,SAC,122
Tue Dec 25 2018,5:30p,PHI,114,BOS,121
Tue Dec 25 2018,8:00p,LAL,127,GSW,101
Tue Dec 25 2018,3:00p,OKC,109,HOU,113
Tue Dec 25 2018,12:00p,MIL,109,NYK,95
Tue Dec 25 2018,10:30p,POR,96,UTA,117
Wed Dec 26 2018,7:30p,IND,129,ATL,121
Wed Dec 26 2018,7:30p,CHO,132,BRK,134
Wed Dec 26 2018,8:00p,MIN,119,CHI,94
Wed Dec 26 2018,8:30p,NOP,119,DAL,122
Wed Dec 26 2018,7:00p,WAS,95,DET,106
Wed Dec 26 2018,10:30p,SAC,118,LAC,127
Wed Dec 26 2018,8:00p,CLE,87,MEM,95
Wed Dec 26 2018,7:30p,TOR,106,MIA,104
Wed Dec 26 2018,7:00p,PHO,122,ORL,120
Wed Dec 26 2018,8:30p,DEN,103,SAS,111
Thu Dec 27 2018,10:30p,POR,110,GSW,109
Thu Dec 27 2018,8:00p,BOS,113,HOU,127
Thu Dec 27 2018,8:00p,NYK,96,MIL,112
Thu Dec 27 2018,10:00p,LAL,116,SAC,117
Thu Dec 27 2018,10:30p,PHI,114,UTA,97
Fri Dec 28 2018,7:00p,BRK,87,CHO,100
Fri Dec 28 2018,9:00p,SAS,99,DEN,102
Fri Dec 28 2018,7:00p,DET,88,IND,125
Fri Dec 28 2018,10:30p,LAC,118,LAL,107
Fri Dec 28 2018,8:00p,CLE,94,MIA,118
Fri Dec 28 2018,8:00p,ATL,123,MIN,120
Fri Dec 28 2018,8:00p,DAL,112,NOP,114
Fri Dec 28 2018,7:00p,TOR,87,ORL,116
Fri Dec 28 2018,9:00p,OKC,118,PHO,102
Fri Dec 28 2018,7:00p,CHI,101,WAS,92
Sat Dec 29 2018,7:30p,CLE,108,ATL,111
Sat Dec 29 2018,10:30p,SAS,122,LAC,111
Sat Dec 29 2018,8:00p,BOS,112,MEM,103
Sat Dec 29 2018,5:00p,BRK,115,MIL,129
Sat Dec 29 2018,7:00p,HOU,108,NOP,104
Sat Dec 29 2018,9:00p,DEN,122,PHO,118
Sat Dec 29 2018,10:00p,GSW,115,POR,105
Sat Dec 29 2018,8:00p,NYK,97,UTA,129
Sat Dec 29 2018,7:00p,CHO,126,WAS,130
Sun Dec 30 2018,7:00p,OKC,103,DAL,105
Sun Dec 30 2018,9:30p,SAC,114,LAL,121
Sun Dec 30 2018,6:00p,MIN,113,MIA,104
Sun Dec 30 2018,3:30p,DET,107,ORL,109
Sun Dec 30 2018,9:00p,PHI,95,POR,129
Sun Dec 30 2018,6:00p,CHI,89,TOR,95
Mon Dec 31 2018,6:00p,ORL,100,CHO,125
Mon Dec 31 2018,7:00p,MEM,101,HOU,113
Mon Dec 31 2018,3:00p,ATL,108,IND,116
Mon Dec 31 2018,8:00p,MIN,114,NOP,123
Mon Dec 31 2018,8:00p,DAL,102,OKC,122
Mon Dec 31 2018,9:00p,GSW,132,PHO,109
Mon Dec 31 2018,7:00p,BOS,111,SAS,120
Tue Jan 1 2019,9:00p,NYK,108,DEN,115
Tue Jan 1 2019,10:30p,PHI,119,LAC,113
Tue Jan 1 2019,8:00p,DET,98,MIL,121
Tue Jan 1 2019,9:00p,POR,113,SAC,108
Tue Jan 1 2019,7:30p,UTA,116,TOR,122
Wed Jan 2 2019,8:00p,MIN,102,BOS,115
Wed Jan 2 2019,7:30p,NOP,121,BRK,126
Wed Jan 2 2019,8:00p,ORL,112,CHI,84
Wed Jan 2 2019,7:00p,DAL,122,CHO,84
Wed Jan 2 2019,7:00p,MIA,117,CLE,92
Wed Jan 2 2019,10:30p,OKC,107,LAL,100
Wed Jan 2 2019,8:00p,DET,101,MEM,94
Wed Jan 2 2019,9:00p,PHI,132,PHO,127
Wed Jan 2 2019,7:00p,ATL,98,WAS,114
Thu Jan 3 2019,10:30p,HOU,135,GSW,134
Thu Jan 3 2019,10:00p,DEN,117,SAC,113
Thu Jan 3 2019,8:00p,TOR,107,SAS,125
Fri Jan 4 2019,8:00p,DAL,93,BOS,114
Fri Jan 4 2019,8:00p,IND,119,CHI,116
Fri Jan 4 2019,7:30p,UTA,117,CLE,91
Fri Jan 4 2019,10:30p,NYK,119,LAL,112
Fri Jan 4 2019,8:00p,BRK,109,MEM,100
Fri Jan 4 2019,8:00p,WAS,109,MIA,115
Fri Jan 4 2019,8:30p,ATL,112,MIL,144
Fri Jan 4 2019,8:00p,ORL,103,MIN,120
Fri Jan 4 2019,9:00p,LAC,121,PHO,111
Fri Jan 4 2019,10:30p,OKC,111,POR,109
Sat Jan 5 2019,8:00p,NOP,133,CLE,98
Sat Jan 5 2019,5:00p,CHO,110,DEN,123
Sat Jan 5 2019,7:00p,UTA,110,DET,105
Sat Jan 5 2019,8:30p,TOR,123,MIL,116
Sat Jan 5 2019,7:30p,DAL,100,PHI,106
Sat Jan 5 2019,10:00p,HOU,101,POR,110
Sat Jan 5 2019,10:00p,GSW,127,SAC,123
Sat Jan 5 2019,8:30p,MEM,88,SAS,108
Sun Jan 6 2019,6:00p,MIA,82,ATL,106
Sun Jan 6 2019,3:30p,BRK,117,CHI,100
Sun Jan 6 2019,3:30p,ORL,96,LAC,106
Sun Jan 6 2019,3:30p,LAL,86,MIN,108
Sun Jan 6 2019,7:00p,WAS,116,OKC,98
Sun Jan 6 2019,8:00p,CHO,119,PHO,113
Sun Jan 6 2019,7:30p,IND,105,TOR,121
Mon Jan 7 2019,7:30p,BRK,95,BOS,116
Mon Jan 7 2019,8:30p,LAL,107,DAL,97
Mon Jan 7 2019,7:00p,SAS,119,DET,107
Mon Jan 7 2019,8:00p,DEN,113,HOU,125
Mon Jan 7 2019,8:00p,UTA,102,MIL,114
Mon Jan 7 2019,8:00p,MEM,95,NOP,114
Mon Jan 7 2019,10:00p,NYK,101,POR,111
Mon Jan 7 2019,10:00p,ORL,95,SAC,111
Tue Jan 8 2019,7:00p,IND,123,CLE,115
Tue Jan 8 2019,10:30p,NYK,95,GSW,122
Tue Jan 8 2019,10:30p,CHO,109,LAC,128
Tue Jan 8 2019,7:30p,DEN,103,MIA,99
Tue Jan 8 2019,8:00p,MIN,119,OKC,117
Tue Jan 8 2019,7:00p,WAS,115,PHI,132
Tue Jan 8 2019,9:00p,SAC,111,PHO,115
Tue Jan 8 2019,7:30p,ATL,101,TOR,104
Wed Jan 9 2019,7:00p,IND,108,BOS,135
Wed Jan 9 2019,7:30p,ATL,100,BRK,116
Wed Jan 9 2019,8:30p,PHO,94,DAL,104
Wed Jan 9 2019,8:00p,MIL,116,HOU,109
Wed Jan 9 2019,10:30p,DET,100,LAL,113
Wed Jan 9 2019,8:00p,SAS,86,MEM,96
Wed Jan 9 2019,8:00p,CLE,124,NOP,140
Wed Jan 9 2019,10:00p,CHI,112,POR,124
Wed Jan 9 2019,9:00p,ORL,93,UTA,106
Wed Jan 9 2019,7:00p,PHI,106,WAS,123
Thu Jan 10 2019,9:00p,LAC,100,DEN,121
Thu Jan 10 2019,7:00p,BOS,99,MIA,115
Thu Jan 10 2019,10:00p,DET,102,SAC,112
Thu Jan 10 2019,9:30p,OKC,147,SAS,154
Fri Jan 11 2019,10:30p,CHI,109,GSW,146
Fri Jan 11 2019,8:00p,CLE,113,HOU,141
Fri Jan 11 2019,8:00p,DAL,119,MIN,115
Fri Jan 11 2019,7:30p,IND,121,NYK,106
Fri Jan 11 2019,7:00p,ATL,123,PHI,121
Fri Jan 11 2019,10:00p,CHO,96,POR,127
Fri Jan 11 2019,7:30p,BRK,105,TOR,122
Fri Jan 11 2019,10:00p,LAL,95,UTA,113
Fri Jan 11 2019,7:00p,MIL,106,WAS,113
Sat Jan 12 2019,3:30p,DET,109,LAC,104
Sat Jan 12 2019,5:00p,MEM,108,MIA,112
Sat Jan 12 2019,8:00p,NOP,106,MIN,110
Sat Jan 12 2019,8:00p,SAS,112,OKC,122
Sat Jan 12 2019,7:00p,BOS,103,ORL,105
Sat Jan 12 2019,9:00p,DEN,93,PHO,102
Sat Jan 12 2019,10:00p,CHO,97,SAC,104
Sat Jan 12 2019,10:00p,CHI,102,UTA,110
Sun Jan 13 2019,3:30p,MIL,133,ATL,114
Sun Jan 13 2019,7:00p,GSW,119,DAL,114
Sun Jan 13 2019,8:00p,POR,113,DEN,116
Sun Jan 13 2019,9:30p,CLE,101,LAL,95
Sun Jan 13 2019,1:00p,PHI,108,NYK,105
Sun Jan 13 2019,6:00p,HOU,109,ORL,116
Sun Jan 13 2019,1:00p,TOR,140,WAS,138
Mon Jan 14 2019,7:30p,BOS,102,BRK,109
Mon Jan 14 2019,8:00p,MEM,94,HOU,112
Mon Jan 14 2019,10:30p,NOP,121,LAC,117
Mon Jan 14 2019,10:00p,POR,107,SAC,115
Mon Jan 14 2019,8:30p,CHO,108,SAS,93
Mon Jan 14 2019,9:00p,DET,94,UTA,100
Tue Jan 15 2019,7:30p,OKC,126,ATL,142
Tue Jan 15 2019,9:00p,GSW,142,DEN,111
Tue Jan 15 2019,7:00p,PHO,97,IND,131
Tue Jan 15 2019,10:30p,CHI,100,LAL,107
Tue Jan 15 2019,8:00p,MIA,86,MIL,124
Tue Jan 15 2019,7:00p,MIN,107,PHI,149
Wed Jan 16 2019,8:00p,TOR,108,BOS,117
Wed Jan 16 2019,8:30p,SAS,105,DAL,101
Wed Jan 16 2019,7:00p,ORL,115,DET,120
Wed Jan 16 2019,10:30p,NOP,140,GSW,147
Wed Jan 16 2019,8:00p,BRK,145,HOU,142
Wed Jan 16 2019,10:30p,UTA,129,LAC,109
Wed Jan 16 2019,8:00p,MIL,111,MEM,101
Wed Jan 16 2019,10:00p,CLE,112,POR,129
Thu Jan 17 2019,7:00p,SAC,95,CHO,114
Thu Jan 17 2019,9:00p,CHI,105,DEN,135
Thu Jan 17 2019,7:00p,PHI,120,IND,96
Thu Jan 17 2019,9:30p,LAL,138,OKC,128
Thu Jan 17 2019,7:30p,PHO,109,TOR,111
Thu Jan 17 2019,3:00p,NYK,100,WAS,101
Fri Jan 18 2019,7:00p,MEM,116,BOS,122
Fri Jan 18 2019,7:00p,MIA,93,DET,98
Fri Jan 18 2019,10:30p,GSW,112,LAC,94
Fri Jan 18 2019,8:00p,SAS,116,MIN,113
Fri Jan 18 2019,7:00p,BRK,117,ORL,115
Fri Jan 18 2019,10:30p,NOP,112,POR,128
Fri Jan 18 2019,9:00p,CLE,99,UTA,115
Sat Jan 19 2019,7:30p,BOS,113,ATL,105
Sat Jan 19 2019,8:00p,MIA,117,CHI,103
Sat Jan 19 2019,5:00p,PHO,115,CHO,135
Sat Jan 19 2019,10:00p,CLE,102,DEN,124
Sat Jan 19 2019,7:00p,SAC,103,DET,101
Sat Jan 19 2019,8:30p,LAL,134,HOU,138
Sat Jan 19 2019,7:00p,DAL,99,IND,111
Sat Jan 19 2019,7:00p,MIL,118,ORL,108
Sat Jan 19 2019,3:30p,OKC,117,PHI,115
Sat Jan 19 2019,7:30p,MEM,90,TOR,119
Sun Jan 20 2019,6:00p,CHO,95,IND,120
Sun Jan 20 2019,7:00p,PHO,114,MIN,116
Sun Jan 20 2019,7:00p,LAC,103,SAS,95
Mon Jan 21 2019,3:00p,ORL,122,ATL,103
Mon Jan 21 2019,6:00p,MIA,99,BOS,107
Mon Jan 21 2019,3:30p,SAC,94,BRK,123
Mon Jan 21 2019,1:00p,CHI,104,CLE,88
Mon Jan 21 2019,10:30p,GSW,130,LAL,111
Mon Jan 21 2019,5:30p,NOP,105,MEM,85
Mon Jan 21 2019,2:00p,DAL,106,MIL,116
Mon Jan 21 2019,12:30p,OKC,127,NYK,109
Mon Jan 21 2019,8:00p,HOU,93,PHI,121
Mon Jan 21 2019,9:00p,POR,109,UTA,104
Mon Jan 21 2019,2:00p,DET,87,WAS,101
Tue Jan 22 2019,8:30p,LAC,98,DAL,106
Tue Jan 22 2019,8:00p,POR,114,OKC,123
Tue Jan 22 2019,9:00p,MIN,118,PHO,91
Tue Jan 22 2019,7:00p,SAC,105,TOR,120
Wed Jan 23 2019,7:30p,CLE,103,BOS,123
Wed Jan 23 2019,7:30p,ORL,110,BRK,114
Wed Jan 23 2019,8:00p,ATL,121,CHI,101
Wed Jan 23 2019,7:00p,TOR,106,IND,110
Wed Jan 23 2019,8:00p,CHO,118,MEM,107
Wed Jan 23 2019,7:30p,LAC,111,MIA,99
Wed Jan 23 2019,8:00p,DET,98,NOP,94
Wed Jan 23 2019,7:30p,HOU,114,NYK,110
Wed Jan 23 2019,8:00p,SAS,120,PHI,122
Wed Jan 23 2019,10:30p,DEN,108,UTA,114
Thu Jan 24 2019,10:30p,MIN,120,LAL,105
Thu Jan 24 2019,8:00p,NOP,116,OKC,122
Thu Jan 24 2019,9:00p,POR,120,PHO,106
Thu Jan 24 2019,8:00p,GSW,126,WAS,118
Fri Jan 25 2019,7:30p,NYK,99,BRK,109
Fri Jan 25 2019,8:00p,LAC,106,CHI,101
Fri Jan 25 2019,7:30p,MIA,100,CLE,94
Fri Jan 25 2019,8:30p,DET,101,DAL,106
Fri Jan 25 2019,9:00p,PHO,95,DEN,132
Fri Jan 25 2019,8:00p,TOR,119,HOU,121
Fri Jan 25 2019,8:00p,SAC,99,MEM,96
Fri Jan 25 2019,8:30p,CHO,99,MIL,108
Fri Jan 25 2019,7:00p,WAS,95,ORL,91
Fri Jan 25 2019,9:00p,MIN,102,UTA,106
Sat Jan 26 2019,8:30p,GSW,115,BOS,111
Sat Jan 26 2019,9:00p,PHI,110,DEN,126
Sat Jan 26 2019,8:00p,IND,103,MEM,106
Sat Jan 26 2019,6:00p,SAS,126,NOP,114
Sat Jan 26 2019,10:00p,ATL,111,POR,120
Sun Jan 27 2019,3:30p,CLE,104,CHI,101
Sun Jan 27 2019,7:00p,TOR,123,DAL,120
Sun Jan 27 2019,7:00p,ORL,98,HOU,103
Sun Jan 27 2019,3:30p,SAC,108,LAC,122
Sun Jan 27 2019,9:30p,PHO,102,LAL,116
Sun Jan 27 2019,7:00p,UTA,125,MIN,111
Sun Jan 27 2019,7:30p,MIA,106,NYK,97
Sun Jan 27 2019,6:00p,MIL,112,OKC,118
Sun Jan 27 2019,7:00p,WAS,119,SAS,132
Mon Jan 28 2019,7:30p,BRK,104,BOS,112
Mon Jan 28 2019,7:00p,NYK,92,CHO,101
Mon Jan 28 2019,7:00p,GSW,132,IND,100
Mon Jan 28 2019,10:30p,ATL,123,LAC,118
Mon Jan 28 2019,8:00p,DEN,95,MEM,92
Tue Jan 29 2019,7:30p,CHI,117,BRK,122
Tue Jan 29 2019,7:00p,WAS,113,CLE,116
Tue Jan 29 2019,7:00p,MIL,115,DET,105
Tue Jan 29 2019,8:00p,NOP,121,HOU,116
Tue Jan 29 2019,10:30p,PHI,121,LAL,105
Tue Jan 29 2019,7:00p,OKC,126,ORL,117
Tue Jan 29 2019,8:30p,PHO,124,SAS,126
Wed Jan 30 2019,7:30p,CHO,94,BOS,126
Wed Jan 30 2019,7:30p,CHI,105,MIA,89
Wed Jan 30 2019,8:00p,MEM,97,MIN,99
Wed Jan 30 2019,8:00p,DEN,105,NOP,99
Wed Jan 30 2019,7:30p,DAL,114,NYK,90
Wed Jan 30 2019,10:30p,UTA,105,POR,132
Wed Jan 30 2019,10:00p,ATL,113,SAC,135
Wed Jan 30 2019,8:00p,IND,89,WAS,107
Thu Jan 31 2019,7:00p,DAL,89,DET,93
Thu Jan 31 2019,10:30p,PHI,113,GSW,104
Thu Jan 31 2019,10:30p,LAL,123,LAC,120
Thu Jan 31 2019,7:00p,IND,100,ORL,107
Thu Jan 31 2019,8:30p,BRK,114,SAS,117
Thu Jan 31 2019,8:00p,MIL,105,TOR,92
Fri Feb 1 2019,7:00p,MEM,92,CHO,100
Fri Feb 1 2019,10:00p,HOU,122,DEN,136
Fri Feb 1 2019,8:00p,OKC,118,MIA,102
Fri Feb 1 2019,7:30p,BOS,113,NYK,99
Fri Feb 1 2019,9:00p,ATL,112,UTA,128
Sat Feb 2 2019,7:00p,CHI,118,CHO,125
Sat Feb 2 2019,7:30p,DAL,111,CLE,98
Sat Feb 2 2019,5:00p,LAC,111,DET,101
Sat Feb 2 2019,8:30p,LAL,101,GSW,115
Sat Feb 2 2019,7:30p,IND,95,MIA,88
Sat Feb 2 2019,9:00p,DEN,107,MIN,106
Sat Feb 2 2019,7:00p,BRK,89,ORL,102
Sat Feb 2 2019,9:00p,ATL,118,PHO,112
Sat Feb 2 2019,10:00p,PHI,108,SAC,115
Sat Feb 2 2019,8:30p,NOP,108,SAS,113
Sat Feb 2 2019,9:00p,HOU,125,UTA,98
Sat Feb 2 2019,7:00p,MIL,131,WAS,115
Sun Feb 3 2019,2:00p,OKC,129,BOS,134
Sun Feb 3 2019,1:00p,MEM,96,NYK,84
Sun Feb 3 2019,3:00p,LAC,103,TOR,121
Mon Feb 4 2019,7:30p,MIL,113,BRK,94
Mon Feb 4 2019,7:00p,DEN,103,DET,129
Mon Feb 4 2019,8:00p,IND,109,NOP,107
Mon Feb 4 2019,9:00p,HOU,118,PHO,110
Mon Feb 4 2019,10:00p,SAS,112,SAC,127
Mon Feb 4 2019,7:00p,ATL,137,WAS,129
Tue Feb 5 2019,7:00p,LAC,117,CHO,115
Tue Feb 5 2019,7:00p,BOS,103,CLE,96
Tue Feb 5 2019,7:00p,LAL,94,IND,136
Tue Feb 5 2019,8:00p,MIN,106,MEM,108
Tue Feb 5 2019,7:30p,DET,105,NYK,92
Tue Feb 5 2019,8:00p,ORL,122,OKC,132
Tue Feb 5 2019,8:00p,TOR,119,PHI,107
Tue Feb 5 2019,10:30p,MIA,118,POR,108
Wed Feb 6 2019,7:30p,DEN,130,BRK,135
Wed Feb 6 2019,8:00p,NOP,125,CHI,120
Wed Feb 6 2019,8:30p,CHO,93,DAL,99
Wed Feb 6 2019,10:30p,SAS,102,GSW,141
Wed Feb 6 2019,8:00p,WAS,129,MIL,148
Wed Feb 6 2019,10:00p,HOU,127,SAC,101
Wed Feb 6 2019,9:00p,PHO,88,UTA,116
Thu Feb 7 2019,7:30p,TOR,119,ATL,101
Thu Feb 7 2019,8:00p,LAL,129,BOS,128
Thu Feb 7 2019,7:00p,LAC,92,IND,116
Thu Feb 7 2019,8:00p,MEM,95,OKC,117
Thu Feb 7 2019,7:00p,MIN,112,ORL,122
Thu Feb 7 2019,10:30p,SAS,118,POR,127
Fri Feb 8 2019,7:30p,CHI,125,BRK,106
Fri Feb 8 2019,8:30p,MIL,122,DAL,107
Fri Feb 8 2019,7:00p,NYK,103,DET,120
Fri Feb 8 2019,9:30p,MIN,117,NOP,122
Fri Feb 8 2019,7:00p,DEN,110,PHI,117
Fri Feb 8 2019,9:00p,GSW,117,PHO,107
Fri Feb 8 2019,10:00p,MIA,96,SAC,102
Fri Feb 8 2019,7:00p,CLE,106,WAS,119
Sat Feb 9 2019,7:30p,CHO,129,ATL,120
Sat Feb 9 2019,8:00p,LAC,123,BOS,112
Sat Feb 9 2019,8:00p,WAS,134,CHI,125
Sat Feb 9 2019,8:30p,OKC,117,HOU,112
Sat Feb 9 2019,7:00p,CLE,90,IND,105
Sat Feb 9 2019,8:00p,NOP,90,MEM,99
Sat Feb 9 2019,9:00p,ORL,103,MIL,83
Sat Feb 9 2019,7:30p,TOR,104,NYK,99
Sat Feb 9 2019,5:00p,SAS,105,UTA,125
Sun Feb 10 2019,7:30p,ORL,124,ATL,108
Sun Feb 10 2019,3:00p,POR,101,DAL,102
Sun Feb 10 2019,8:30p,MIA,118,GSW,120
Sun Feb 10 2019,3:30p,LAL,120,PHI,143
Sun Feb 10 2019,6:00p,PHO,104,SAC,117
Mon Feb 11 2019,8:00p,MIL,112,CHI,99
Mon Feb 11 2019,7:00p,NYK,104,CLE,107
Mon Feb 11 2019,9:00p,MIA,87,DEN,103
Mon Feb 11 2019,7:00p,WAS,112,DET,121
Mon Feb 11 2019,8:00p,DAL,104,HOU,120
Mon Feb 11 2019,7:00p,CHO,90,IND,99
Mon Feb 11 2019,8:00p,LAC,120,MIN,130
Mon Feb 11 2019,8:00p,POR,111,OKC,120
Mon Feb 11 2019,7:30p,BRK,125,TOR,127
Tue Feb 12 2019,7:30p,LAL,113,ATL,117
Tue Feb 12 2019,10:30p,UTA,108,GSW,115
Tue Feb 12 2019,8:00p,SAS,108,MEM,107
Tue Feb 12 2019,8:00p,ORL,118,NOP,88
Tue Feb 12 2019,8:00p,BOS,112,PHI,109
Wed Feb 13 2019,7:30p,DET,110,BOS,118
Wed Feb 13 2019,8:00p,MEM,110,CHI,122
Wed Feb 13 2019,7:00p,BRK,148,CLE,139
Wed Feb 13 2019,8:30p,MIA,112,DAL,101
Wed Feb 13 2019,9:00p,SAC,118,DEN,120
Wed Feb 13 2019,7:00p,MIL,106,IND,97
Wed Feb 13 2019,10:30p,PHO,107,LAC,134
Wed Feb 13 2019,8:00p,HOU,111,MIN,121
Wed Feb 13 2019,7:30p,PHI,126,NYK,111
Wed Feb 13 2019,10:30p,GSW,107,POR,129
Wed Feb 13 2019,7:30p,WAS,120,TOR,129
Thu Feb 14 2019,7:30p,NYK,106,ATL,91
Thu Feb 14 2019,8:00p,OKC,122,NOP,131
Thu Feb 14 2019,7:00p,CHO,89,ORL,127
Thu Feb 21 2019,7:30p,POR,113,BRK,99
Thu Feb 21 2019,7:00p,PHO,98,CLE,111
Thu Feb 21 2019,10:30p,SAC,123,GSW,125
Thu Feb 21 2019,10:30p,HOU,106,LAL,111
Thu Feb 21 2019,8:00p,BOS,97,MIL,98
Thu Feb 21 2019,7:00p,MIA,102,PHI,106
Fri Feb 22 2019,7:30p,DET,125,ATL,122
Fri Feb 22 2019,7:00p,WAS,110,CHO,123
Fri Feb 22 2019,8:30p,DEN,114,DAL,104
Fri Feb 22 2019,7:00p,NOP,111,IND,126
Fri Feb 22 2019,8:00p,LAC,112,MEM,106
Fri Feb 22 2019,7:30p,MIN,115,NYK,104
Fri Feb 22 2019,9:30p,UTA,147,OKC,148
Fri Feb 22 2019,7:00p,CHI,110,ORL,109
Fri Feb 22 2019,7:00p,SAS,117,TOR,120
Sat Feb 23 2019,7:00p,PHO,112,ATL,120
Sat Feb 23 2019,8:00p,BOS,116,CHI,126
Sat Feb 23 2019,7:00p,BRK,117,CHO,115
Sat Feb 23 2019,7:00p,MEM,107,CLE,112
Sat Feb 23 2019,8:30p,HOU,118,GSW,112
Sat Feb 23 2019,7:30p,DET,119,MIA,96
Sat Feb 23 2019,8:30p,MIN,128,MIL,140
Sat Feb 23 2019,7:00p,LAL,115,NOP,128
Sat Feb 23 2019,8:00p,SAC,119,OKC,116
Sat Feb 23 2019,1:00p,POR,130,PHI,115
Sat Feb 23 2019,10:00p,DAL,109,UTA,125
Sat Feb 23 2019,7:00p,IND,119,WAS,112
Sun Feb 24 2019,5:00p,LAC,96,DEN,123
Sun Feb 24 2019,7:30p,SAS,118,NYK,130
Sun Feb 24 2019,3:30p,ORL,113,TOR,98
Mon Feb 25 2019,7:30p,SAS,85,BRK,101
Mon Feb 25 2019,8:00p,MIL,117,CHI,106
Mon Feb 25 2019,7:00p,GSW,121,CHO,110
Mon Feb 25 2019,7:00p,POR,123,CLE,110
Mon Feb 25 2019,7:00p,IND,109,DET,113
Mon Feb 25 2019,8:00p,ATL,111,HOU,119
Mon Feb 25 2019,10:30p,DAL,112,LAC,121
Mon Feb 25 2019,8:00p,LAL,105,MEM,110
Mon Feb 25 2019,7:30p,PHO,124,MIA,121
Mon Feb 25 2019,8:00p,SAC,105,MIN,112
Mon Feb 25 2019,8:00p,PHI,111,NOP,110
Tue Feb 26 2019,10:30p,OKC,112,DEN,121
Tue Feb 26 2019,7:30p,ORL,103,NYK,108
Tue Feb 26 2019,8:00p,BOS,95,TOR,118
Wed Feb 27 2019,7:30p,MIN,123,ATL,131
Wed Feb 27 2019,8:00p,POR,97,BOS,92
Wed Feb 27 2019,7:30p,WAS,125,BRK,116
Wed Feb 27 2019,7:00p,HOU,118,CHO,113
Wed Feb 27 2019,8:30p,IND,101,DAL,110
Wed Feb 27 2019,10:30p,NOP,119,LAL,125
Wed Feb 27 2019,8:00p,CHI,109,MEM,107
Wed Feb 27 2019,7:30p,GSW,125,MIA,126
Wed Feb 27 2019,10:00p,MIL,141,SAC,140
Wed Feb 27 2019,8:30p,DET,93,SAS,105
Wed Feb 27 2019,9:00p,LAC,105,UTA,111
Thu Feb 28 2019,10:30p,UTA,111,DEN,104
Thu Feb 28 2019,8:00p,MIA,118,HOU,121
Thu Feb 28 2019,7:00p,MIN,115,IND,122
Thu Feb 28 2019,7:30p,CLE,125,NYK,118
Thu Feb 28 2019,8:00p,PHI,108,OKC,104
Thu Feb 28 2019,7:00p,GSW,96,ORL,103
Fri Mar 1 2019,7:30p,CHI,168,ATL,161
Fri Mar 1 2019,8:00p,WAS,96,BOS,107
Fri Mar 1 2019,7:30p,CHO,123,BRK,112
Fri Mar 1 2019,10:30p,MIL,131,LAL,120
Fri Mar 1 2019,9:00p,NOP,130,PHO,116
Fri Mar 1 2019,10:00p,LAC,116,SAC,109
Fri Mar 1 2019,8:00p,POR,117,TOR,119
Sat Mar 2 2019,5:00p,DET,129,CLE,93
Sat Mar 2 2019,8:30p,MEM,111,DAL,81
Sat Mar 2 2019,9:00p,NOP,120,DEN,112
Sat Mar 2 2019,7:00p,ORL,117,IND,112
Sat Mar 2 2019,7:30p,BRK,88,MIA,117
Sat Mar 2 2019,8:30p,GSW,120,PHI,117
Sat Mar 2 2019,9:00p,LAL,109,PHO,118
Sat Mar 2 2019,8:30p,OKC,102,SAS,116
Sat Mar 2 2019,9:00p,MIL,111,UTA,115
Sun Mar 3 2019,3:30p,HOU,115,BOS,104
Sun Mar 3 2019,3:30p,ATL,123,CHI,118
Sun Mar 3 2019,1:00p,POR,118,CHO,108
Sun Mar 3 2019,6:00p,ORL,93,CLE,107
Sun Mar 3 2019,6:00p,TOR,107,DET,112
Sun Mar 3 2019,3:30p,NYK,107,LAC,128
Sun Mar 3 2019,7:00p,MEM,95,OKC,99
Sun Mar 3 2019,6:00p,MIN,121,WAS,135
Mon Mar 4 2019,7:30p,DAL,88,BRK,127
Mon Mar 4 2019,10:30p,LAC,113,LAL,105
Mon Mar 4 2019,7:30p,ATL,113,MIA,114
Mon Mar 4 2019,9:00p,MIL,105,PHO,114
Mon Mar 4 2019,10:00p,NYK,108,SAC,115
Mon Mar 4 2019,8:30p,DEN,103,SAS,104
Mon Mar 4 2019,9:00p,NOP,115,UTA,112
Tue Mar 5 2019,10:30p,BOS,128,GSW,95
Tue Mar 5 2019,7:00p,CHI,96,IND,105
Tue Mar 5 2019,8:00p,POR,111,MEM,120
Tue Mar 5 2019,8:00p,OKC,120,MIN,131
Tue Mar 5 2019,7:00p,ORL,106,PHI,114
Tue Mar 5 2019,8:00p,HOU,107,TOR,95
Wed Mar 6 2019,7:30p,SAS,111,ATL,104
Wed Mar 6 2019,7:30p,CLE,107,BRK,113
Wed Mar 6 2019,8:00p,PHI,107,CHI,108
Wed Mar 6 2019,7:00p,MIA,91,CHO,84
Wed Mar 6 2019,7:00p,MIN,114,DET,131
