Date,Start (ET),Visitor,PTS-V,Home,PTS-H
Sun Oct 21 2018,6:00p,ATL,133,CLE,111
Sun Oct 21 2018,8:00p,GSW,98,DEN,100
Sun Oct 21 2018,9:00p,HOU,112,LAC,115
Sun Oct 21 2018,7:00p,SAC,131,OKC,120
Mon Oct 22 2018,7:30p,ORL,93,BOS,90
Mon Oct 22 2018,8:30p,CHI,109,DAL,115
Mon Oct 22 2018,10:30p,PHO,103,GSW,123
Mon Oct 22 2018,10:30p,SAS,143,LAL,142
Mon Oct 22 2018,8:00p,NYK,113,MIL,124
Mon Oct 22 2018,8:00p,IND,91,MIN,101
Mon Oct 22 2018,10:00p,WAS,125,POR,124
Mon Oct 22 2018,7:30p,CHO,106,TOR,127
Mon Oct 22 2018,9:00p,MEM,92,UTA,84
Tue Oct 23 2018,9:00p,SAC,112,DEN,126
Tue Oct 23 2018,7:00p,PHI,132,DET,133
Tue Oct 23 2018,8:00p,LAC,109,NOP,116
Wed Oct 24 2018,7:00p,DAL,104,ATL,111
Wed Oct 24 2018,8:00p,CHO,110,CHI,112
Wed Oct 24 2018,7:00p,BRK,102,CLE,86
Wed Oct 24 2018,10:30p,WAS,122,GSW,144
Wed Oct 24 2018,8:00p,UTA,100,HOU,89
Wed Oct 24 2018,7:30p,NYK,87,MIA,110
Wed Oct 24 2018,9:30p,PHI,108,MIL,123
Wed Oct 24 2018,10:00p,LAL,131,PHO,113
Wed Oct 24 2018,10:00p,MEM,92,SAC,97
Wed Oct 24 2018,8:30p,IND,116,SAS,96
Wed Oct 24 2018,7:30p,MIN,105,TOR,112
Thu Oct 25 2018,7:00p,CLE,103,DET,110
Thu Oct 25 2018,10:30p,DEN,114,LAL,121
Thu Oct 25 2018,8:00p,BOS,101,OKC,95
Thu Oct 25 2018,7:00p,POR,128,ORL,114
Fri Oct 26 2018,7:00p,CHI,106,CHO,135
Fri Oct 26 2018,8:00p,LAC,133,HOU,113
Fri Oct 26 2018,8:00p,MIL,125,MIN,95
Fri Oct 26 2018,8:00p,BRK,115,NOP,117
Fri Oct 26 2018,7:30p,GSW,128,NYK,100
Fri Oct 26 2018,10:00p,WAS,112,SAC,116
Fri Oct 26 2018,7:30p,DAL,107,TOR,116
Sat Oct 27 2018,7:30p,CHI,97,ATL,85
Sat Oct 27 2018,7:30p,IND,119,CLE,107
Sat Oct 27 2018,7:00p,BOS,109,DET,89
Sat Oct 27 2018,8:00p,PHO,96,MEM,117
Sat Oct 27 2018,8:00p,POR,111,MIA,120
Sat Oct 27 2018,8:30p,ORL,91,MIL,113
Sat Oct 27 2018,7:00p,UTA,132,NOP,111
Sat Oct 27 2018,7:30p,CHO,103,PHI,105
Sat Oct 27 2018,8:30p,LAL,106,SAS,110
Sun Oct 28 2018,5:00p,GSW,120,BRK,114
Sun Oct 28 2018,7:00p,UTA,113,DAL,104
Sun Oct 28 2018,9:30p,WAS,104,LAC,136
Sun Oct 28 2018,7:00p,PHO,110,OKC,117
Mon Oct 29 2018,8:00p,GSW,149,CHI,124
Mon Oct 29 2018,9:00p,NOP,111,DEN,116
Mon Oct 29 2018,7:00p,POR,103,IND,93
Mon Oct 29 2018,7:30p,SAC,123,MIA,113
Mon Oct 29 2018,8:00p,TOR,109,MIL,124
Mon Oct 29 2018,8:00p,LAL,120,MIN,124
Mon Oct 29 2018,7:30p,BRK,96,NYK,115
Mon Oct 29 2018,7:00p,ATL,92,PHI,113
Mon Oct 29 2018,8:30p,DAL,108,SAS,113
Tue Oct 30 2018,7:30p,DET,105,BOS,108
Tue Oct 30 2018,7:00p,MIA,113,CHO,125
Tue Oct 30 2018,7:00p,ATL,114,CLE,136
Tue Oct 30 2018,8:00p,POR,104,HOU,85
Tue Oct 30 2018,8:00p,WAS,95,MEM,107
Tue Oct 30 2018,8:00p,LAC,110,OKC,128
Tue Oct 30 2018,7:00p,SAC,107,ORL,99
Tue Oct 30 2018,7:30p,PHI,112,TOR,129
Wed Oct 31 2018,7:30p,DET,119,BRK,120
Wed Oct 31 2018,8:00p,DEN,108,CHI,107
Wed Oct 31 2018,10:30p,NOP,121,GSW,131
Wed Oct 31 2018,10:30p,DAL,113,LAL,114
Wed Oct 31 2018,8:00p,UTA,125,MIN,128
Wed Oct 31 2018,8:00p,IND,107,NYK,101
Wed Oct 31 2018,10:30p,SAS,120,PHO,90
Thu Nov 1 2018,7:30p,SAC,146,ATL,115
Thu Nov 1 2018,8:00p,MIL,113,BOS,117
Thu Nov 1 2018,7:00p,OKC,111,CHO,107
Thu Nov 1 2018,7:00p,DEN,110,CLE,91
Thu Nov 1 2018,7:00p,LAC,113,PHI,122
Thu Nov 1 2018,10:30p,NOP,119,POR,132
Fri Nov 2 2018,7:30p,HOU,119,BRK,111
Fri Nov 2 2018,8:00p,IND,107,CHI,105
Fri Nov 2 2018,8:30p,NYK,118,DAL,106
Fri Nov 2 2018,10:30p,MIN,99,GSW,116
Fri Nov 2 2018,7:00p,LAC,120,ORL,95
Fri Nov 2 2018,10:00p,TOR,107,PHO,98
Fri Nov 2 2018,9:00p,MEM,110,UTA,100
Fri Nov 2 2018,8:00p,OKC,134,WAS,111
Sat Nov 3 2018,7:30p,MIA,118,ATL,123
Sat Nov 3 2018,8:00p,HOU,96,CHI,88
Sat Nov 3 2018,7:00p,CLE,94,CHO,126
Sat Nov 3 2018,9:00p,UTA,88,DEN,103
Sat Nov 3 2018,7:00p,BOS,101,IND,102
Sat Nov 3 2018,1:00p,DET,99,PHI,109
Sat Nov 3 2018,10:00p,LAL,114,POR,110
Sat Nov 3 2018,8:30p,NOP,95,SAS,109
Sun Nov 4 2018,6:00p,PHI,97,BRK,122
Sun Nov 4 2018,9:30p,TOR,121,LAL,107
Sun Nov 4 2018,3:30p,SAC,109,MIL,144
Sun Nov 4 2018,8:00p,MEM,100,PHO,102
Sun Nov 4 2018,9:00p,MIN,81,POR,111
Sun Nov 4 2018,7:00p,ORL,117,SAS,110
Sun Nov 4 2018,6:00p,NYK,95,WAS,108
Mon Nov 5 2018,9:00p,BOS,107,DEN,115
Mon Nov 5 2018,7:00p,MIA,120,DET,115
Mon Nov 5 2018,10:30p,MEM,101,GSW,117
Mon Nov 5 2018,7:00p,HOU,98,IND,94
Mon Nov 5 2018,10:30p,MIN,109,LAC,120
Mon Nov 5 2018,7:30p,CHI,116,NYK,115
Mon Nov 5 2018,8:00p,NOP,116,OKC,122
Mon Nov 5 2018,7:00p,CLE,100,ORL,102
Mon Nov 5 2018,9:00p,TOR,124,UTA,111
Tue Nov 6 2018,7:00p,ATL,102,CHO,113
Tue Nov 6 2018,8:30p,WAS,100,DAL,119
Tue Nov 6 2018,9:00p,BRK,104,PHO,82
Tue Nov 6 2018,10:00p,MIL,103,POR,118
Wed Nov 7 2018,7:30p,NYK,112,ATL,107
Wed Nov 7 2018,7:00p,OKC,95,CLE,86
Wed Nov 7 2018,8:00p,PHI,100,IND,94
Wed Nov 7 2018,10:30p,MIN,110,LAL,114
Wed Nov 7 2018,8:00p,DEN,87,MEM,89
Wed Nov 7 2018,7:30p,SAS,88,MIA,95
Wed Nov 7 2018,8:00p,CHI,98,NOP,107
Wed Nov 7 2018,7:00p,DET,103,ORL,96
Wed Nov 7 2018,10:00p,TOR,114,SAC,105
Wed Nov 7 2018,9:00p,DAL,102,UTA,117
Thu Nov 8 2018,10:30p,MIL,134,GSW,111
Thu Nov 8 2018,8:00p,HOU,80,OKC,98
Thu Nov 8 2018,9:00p,BOS,116,PHO,109
Thu Nov 8 2018,10:00p,LAC,105,POR,116
Fri Nov 9 2018,7:30p,DET,124,ATL,109
Fri Nov 9 2018,9:00p,BRK,112,DEN,110
Fri Nov 9 2018,8:00p,IND,110,MIA,102
Fri Nov 9 2018,7:00p,WAS,108,ORL,117
Fri Nov 9 2018,7:00p,CHO,132,PHI,133
Fri Nov 9 2018,10:00p,MIN,110,SAC,121
Fri Nov 9 2018,9:30p,BOS,115,UTA,123
Sat Nov 10 2018,8:00p,CLE,98,CHI,99
Sat Nov 10 2018,9:00p,OKC,96,DAL,111
Sat Nov 10 2018,8:30p,BRK,100,GSW,116
Sat Nov 10 2018,3:30p,MIL,126,LAC,128
Sat Nov 10 2018,8:00p,PHI,106,MEM,112
Sat Nov 10 2018,8:00p,WAS,116,MIA,110
Sat Nov 10 2018,7:00p,PHO,99,NOP,119
Sat Nov 10 2018,10:00p,LAL,101,SAC,86
Sat Nov 10 2018,8:30p,HOU,89,SAS,96
Sat Nov 10 2018,3:00p,NYK,112,TOR,128
Sun Nov 11 2018,8:00p,MIL,121,DEN,114
Sun Nov 11 2018,3:30p,CHO,113,DET,103
Sun Nov 11 2018,7:00p,IND,103,HOU,115
Sun Nov 11 2018,9:30p,ATL,106,LAL,107
Sun Nov 11 2018,7:30p,ORL,115,NYK,89
Sun Nov 11 2018,9:00p,BOS,94,POR,100
Mon Nov 12 2018,8:00p,DAL,103,CHI,98
Mon Nov 12 2018,10:30p,GSW,116,LAC,121
Mon Nov 12 2018,8:00p,UTA,96,MEM,88
Mon Nov 12 2018,7:30p,PHI,124,MIA,114
Mon Nov 12 2018,8:00p,BRK,113,MIN,120
Mon Nov 12 2018,8:00p,PHO,101,OKC,118
Mon Nov 12 2018,10:00p,SAS,99,SAC,104
Mon Nov 12 2018,7:30p,NOP,126,TOR,110
Mon Nov 12 2018,7:00p,ORL,109,WAS,117
Tue Nov 13 2018,7:00p,CHO,89,CLE,113
Tue Nov 13 2018,9:00p,HOU,109,DEN,99
Tue Nov 13 2018,10:30p,ATL,103,GSW,110
Wed Nov 14 2018,7:30p,CHI,82,BOS,111
Wed Nov 14 2018,7:30p,MIA,120,BRK,107
Wed Nov 14 2018,8:30p,UTA,68,DAL,118
Wed Nov 14 2018,10:30p,POR,117,LAL,126
Wed Nov 14 2018,8:00p,MEM,116,MIL,113
Wed Nov 14 2018,8:00p,NOP,100,MIN,107
Wed Nov 14 2018,8:00p,NYK,103,OKC,128
Wed Nov 14 2018,7:00p,PHI,106,ORL,111
Wed Nov 14 2018,9:00p,SAS,96,PHO,116
Wed Nov 14 2018,7:30p,DET,106,TOR,104
Wed Nov 14 2018,7:00p,CLE,95,WAS,119
Thu Nov 15 2018,9:00p,ATL,93,DEN,138
Thu Nov 15 2018,8:00p,GSW,86,HOU,107
Thu Nov 15 2018,10:30p,SAS,111,LAC,116
Fri Nov 16 2018,7:00p,TOR,116,BOS,123
Fri Nov 16 2018,7:00p,MIA,91,IND,99
Fri Nov 16 2018,8:00p,SAC,104,MEM,112
Fri Nov 16 2018,9:30p,CHI,104,MIL,123
Fri Nov 16 2018,8:00p,POR,96,MIN,112
Fri Nov 16 2018,8:00p,NYK,124,NOP,129
Fri Nov 16 2018,7:00p,UTA,107,PHI,113
Fri Nov 16 2018,7:00p,BRK,115,WAS,104
Sat Nov 17 2018,7:30p,UTA,98,BOS,86
Sat Nov 17 2018,6:00p,LAC,127,BRK,119
Sat Nov 17 2018,8:00p,TOR,122,CHI,83
Sat Nov 17 2018,7:00p,PHI,122,CHO,119
Sat Nov 17 2018,8:30p,GSW,109,DAL,112
Sat Nov 17 2018,8:00p,SAC,112,HOU,132
Sat Nov 17 2018,7:00p,ATL,89,IND,97
Sat Nov 17 2018,7:00p,DEN,115,NOP,125
Sat Nov 17 2018,7:00p,LAL,117,ORL,130
Sat Nov 17 2018,9:00p,OKC,110,PHO,100
Sun Nov 18 2018,6:00p,LAL,113,MIA,97
Sun Nov 18 2018,3:30p,MEM,100,MIN,87
Sun Nov 18 2018,6:00p,NYK,117,ORL,131
Sun Nov 18 2018,7:00p,GSW,92,SAS,104
Sun Nov 18 2018,6:00p,POR,119,WAS,109
Mon Nov 19 2018,7:30p,LAC,127,ATL,119
Mon Nov 19 2018,7:00p,BOS,112,CHO,117
Mon Nov 19 2018,7:00p,CLE,102,DET,113
Mon Nov 19 2018,7:00p,UTA,94,IND,121
Mon Nov 19 2018,8:00p,DAL,88,MEM,98
Mon Nov 19 2018,8:00p,DEN,98,MIL,104
Mon Nov 19 2018,8:00p,SAS,126,NOP,140
Mon Nov 19 2018,7:00p,PHO,114,PHI,119
Mon Nov 19 2018,10:00p,OKC,113,SAC,117
Tue Nov 20 2018,7:30p,BRK,104,MIA,92
Tue Nov 20 2018,7:30p,POR,118,NYK,114
Tue Nov 20 2018,7:00p,TOR,93,ORL,91
Tue Nov 20 2018,7:00p,LAC,118,WAS,125
Wed Nov 21 2018,7:30p,TOR,124,ATL,108
Wed Nov 21 2018,7:30p,NYK,117,BOS,109
Wed Nov 21 2018,8:00p,PHO,116,CHI,124
Wed Nov 21 2018,7:00p,IND,109,CHO,127
Wed Nov 21 2018,8:00p,LAL,109,CLE,105
Wed Nov 21 2018,8:30p,BRK,113,DAL,119
Wed Nov 21 2018,10:30p,OKC,123,GSW,95
Wed Nov 21 2018,8:00p,DET,124,HOU,126
Wed Nov 21 2018,8:00p,POR,100,MIL,143
Wed Nov 21 2018,8:00p,DEN,103,MIN,101
Wed Nov 21 2018,7:00p,NOP,120,PHI,121
Wed Nov 21 2018,8:30p,MEM,104,SAS,103
Wed Nov 21 2018,9:00p,SAC,119,UTA,110
Fri Nov 23 2018,7:30p,BOS,114,ATL,96
Fri Nov 23 2018,12:00p,MIN,112,BRK,102
Fri Nov 23 2018,8:00p,MIA,103,CHI,96
Fri Nov 23 2018,9:00p,ORL,87,DEN,112
Fri Nov 23 2018,7:00p,HOU,111,DET,116
Fri Nov 23 2018,10:30p,POR,97,GSW,125
Fri Nov 23 2018,8:00p,SAS,111,IND,100
Fri Nov 23 2018,3:30p,MEM,107,LAC,112
Fri Nov 23 2018,10:30p,UTA,83,LAL,90
Fri Nov 23 2018,8:30p,PHO,116,MIL,114
Fri Nov 23 2018,7:30p,NOP,109,NYK,114
Fri Nov 23 2018,8:00p,CHO,104,OKC,109
Fri Nov 23 2018,7:30p,CLE,121,PHI,112
Fri Nov 23 2018,7:30p,WAS,107,TOR,125
Sat Nov 24 2018,7:30p,HOU,108,CLE,117
Sat Nov 24 2018,8:30p,BOS,104,DAL,113
Sat Nov 24 2018,8:30p,SAC,116,GSW,117
Sat Nov 24 2018,8:30p,SAS,129,MIL,135
Sat Nov 24 2018,8:00p,CHI,96,MIN,111
Sat Nov 24 2018,8:00p,DEN,105,OKC,98
Sat Nov 24 2018,8:00p,NOP,114,WAS,124
Sun Nov 25 2018,6:00p,CHO,123,ATL,124
Sun Nov 25 2018,6:00p,PHI,127,BRK,125
Sun Nov 25 2018,4:00p,PHO,107,DET,118
Sun Nov 25 2018,3:30p,ORL,108,LAL,104
Sun Nov 25 2018,6:00p,NYK,103,MEM,98
Sun Nov 25 2018,9:00p,LAC,104,POR,100
Sun Nov 25 2018,8:00p,UTA,133,SAC,112
Sun Nov 25 2018,6:00p,MIA,115,TOR,125
Mon Nov 26 2018,8:00p,SAS,108,CHI,107
Mon Nov 26 2018,7:00p,MIL,107,CHO,110
Mon Nov 26 2018,7:00p,MIN,102,CLE,95
Mon Nov 26 2018,10:30p,ORL,110,GSW,116
Mon Nov 26 2018,8:00p,BOS,124,NOP,107
Mon Nov 26 2018,9:00p,IND,121,UTA,88
Mon Nov 26 2018,7:00p,HOU,131,WAS,135
Tue Nov 27 2018,9:00p,LAL,85,DEN,117
Tue Nov 27 2018,7:00p,NYK,108,DET,115
Tue Nov 27 2018,8:00p,TOR,122,MEM,114
Tue Nov 27 2018,7:30p,ATL,115,MIA,113
Tue Nov 27 2018,9:00p,IND,109,PHO,104
Wed Nov 28 2018,7:30p,UTA,101,BRK,91
Wed Nov 28 2018,7:00p,ATL,94,CHO,108
Wed Nov 28 2018,8:00p,DAL,128,HOU,108
Wed Nov 28 2018,10:30p,PHO,99,LAC,115
Wed Nov 28 2018,8:00p,CHI,113,MIL,116
Wed Nov 28 2018,8:00p,SAS,89,MIN,128
Wed Nov 28 2018,8:00p,WAS,104,NOP,125
Wed Nov 28 2018,8:00p,CLE,83,OKC,100
Wed Nov 28 2018,7:00p,NYK,91,PHI,117
Wed Nov 28 2018,10:00p,ORL,112,POR,115
Thu Nov 29 2018,10:30p,IND,96,LAL,104
Thu Nov 29 2018,10:30p,LAC,133,SAC,121
Thu Nov 29 2018,8:00p,GSW,128,TOR,131
Fri Nov 30 2018,7:00p,CLE,95,BOS,128
Fri Nov 30 2018,7:30p,MEM,131,BRK,125
Fri Nov 30 2018,7:00p,UTA,119,CHO,111
Fri Nov 30 2018,7:00p,CHI,88,DET,107
Fri Nov 30 2018,10:30p,DAL,103,LAL,114
Fri Nov 30 2018,8:00p,NOP,101,MIA,106
Fri Nov 30 2018,8:00p,ATL,109,OKC,124
Fri Nov 30 2018,7:00p,WAS,98,PHI,123
Fri Nov 30 2018,9:00p,ORL,99,PHO,85
Fri Nov 30 2018,10:30p,DEN,113,POR,112
Fri Nov 30 2018,8:00p,HOU,136,SAS,105
Sat Dec 1 2018,8:00p,TOR,106,CLE,95
Sat Dec 1 2018,7:00p,GSW,102,DET,111
Sat Dec 1 2018,8:00p,CHI,105,HOU,121
Sat Dec 1 2018,8:00p,BOS,118,MIN,109
Sat Dec 1 2018,5:00p,MIL,134,NYK,136
Sat Dec 1 2018,10:00p,IND,110,SAC,111
Sat Dec 1 2018,7:00p,BRK,88,WAS,102
Sun Dec 2 2018,5:00p,NOP,119,CHO,109
Sun Dec 2 2018,7:00p,LAC,110,DAL,114
Sun Dec 2 2018,3:30p,PHO,96,LAL,120
Sun Dec 2 2018,6:00p,UTA,100,MIA,102
Sun Dec 2 2018,6:00p,MEM,95,PHI,103
Sun Dec 2 2018,7:00p,POR,118,SAS,131
Mon Dec 3 2018,7:30p,GSW,128,ATL,111
Mon Dec 3 2018,7:30p,CLE,99,BRK,97
Mon Dec 3 2018,7:00p,OKC,110,DET,83
Mon Dec 3 2018,8:00p,HOU,91,MIN,103
Mon Dec 3 2018,8:00p,LAC,129,NOP,126
Mon Dec 3 2018,7:30p,WAS,110,NYK,107
Mon Dec 3 2018,7:30p,DEN,106,TOR,103
Tue Dec 4 2018,8:30p,POR,102,DAL,111
Tue Dec 4 2018,7:00p,CHI,90,IND,96
Tue Dec 4 2018,7:30p,ORL,105,MIA,90
Tue Dec 4 2018,9:00p,SAC,122,PHO,105
Tue Dec 4 2018,9:00p,SAS,105,UTA,139
Wed Dec 5 2018,7:30p,WAS,131,ATL,117
Wed Dec 5 2018,7:30p,OKC,114,BRK,112
Wed Dec 5 2018,7:00p,GSW,129,CLE,105
Wed Dec 5 2018,10:30p,SAS,113,LAL,121
Wed Dec 5 2018,8:00p,LAC,86,MEM,96
Wed Dec 5 2018,8:00p,DET,92,MIL,115
Wed Dec 5 2018,8:00p,CHO,104,MIN,121
Wed Dec 5 2018,8:00p,DAL,106,NOP,132
Wed Dec 5 2018,7:00p,DEN,124,ORL,118
Wed Dec 5 2018,8:00p,PHI,102,TOR,113
Thu Dec 6 2018,8:00p,NYK,100,BOS,128
Thu Dec 6 2018,10:00p,PHO,86,POR,108
Thu Dec 6 2018,10:30p,HOU,91,UTA,118
Fri Dec 7 2018,7:30p,TOR,105,BRK,106
Fri Dec 7 2018,8:00p,OKC,112,CHI,114
Fri Dec 7 2018,7:00p,DEN,107,CHO,113
Fri Dec 7 2018,7:30p,SAC,129,CLE,110
Fri Dec 7 2018,7:00p,PHI,117,DET,111
Fri Dec 7 2018,9:30p,GSW,105,MIL,95
Fri Dec 7 2018,8:00p,MEM,107,NOP,103
Fri Dec 7 2018,7:00p,IND,112,ORL,90
Fri Dec 7 2018,9:00p,MIA,115,PHO,98
Fri Dec 7 2018,8:30p,LAL,120,SAS,133
Sat Dec 8 2018,7:30p,DEN,98,ATL,106
Sat Dec 8 2018,8:00p,BOS,133,CHI,77
Sat Dec 8 2018,7:30p,WAS,101,CLE,116
Sat Dec 8 2018,6:00p,HOU,104,DAL,107
Sat Dec 8 2018,7:00p,SAC,97,IND,107
Sat Dec 8 2018,10:30p,MIA,121,LAC,98
Sat Dec 8 2018,8:00p,LAL,111,MEM,88
Sat Dec 8 2018,7:30p,BRK,112,NYK,104
Sat Dec 8 2018,10:00p,MIN,105,POR,113
Sun Dec 9 2018,3:30p,NOP,116,DET,108
Sun Dec 9 2018,7:30p,CHO,119,NYK,107
Sun Dec 9 2018,7:00p,UTA,97,SAS,110
Sun Dec 9 2018,6:00p,MIL,104,TOR,99
Mon Dec 10 2018,7:30p,NOP,100,BOS,113
Mon Dec 10 2018,8:00p,SAC,108,CHI,89
Mon Dec 10 2018,8:30p,ORL,76,DAL,101
Mon Dec 10 2018,9:00p,MEM,99,DEN,105
Mon Dec 10 2018,10:30p,MIN,108,GSW,116
Mon Dec 10 2018,7:00p,WAS,101,IND,109
Mon Dec 10 2018,10:30p,MIA,105,LAL,108
Mon Dec 10 2018,8:00p,CLE,92,MIL,108
Mon Dec 10 2018,8:00p,UTA,113,OKC,122
Mon Dec 10 2018,7:00p,DET,102,PHI,116
Mon Dec 10 2018,9:00p,LAC,123,PHO,119
Tue Dec 11 2018,8:00p,POR,104,HOU,111
Tue Dec 11 2018,10:30p,TOR,123,LAC,99
Tue Dec 11 2018,8:30p,PHO,86,SAS,111
Wed Dec 12 2018,7:00p,DET,107,CHO,108
Wed Dec 12 2018,7:00p,NYK,106,CLE,113
Wed Dec 12 2018,8:30p,ATL,107,DAL,114
Wed Dec 12 2018,10:30p,TOR,113,GSW,93
Wed Dec 12 2018,7:00p,MIL,97,IND,113
Wed Dec 12 2018,8:00p,POR,83,MEM,92
Wed Dec 12 2018,8:00p,OKC,114,NOP,118
Wed Dec 12 2018,7:00p,BRK,127,PHI,124
Wed Dec 12 2018,10:00p,MIN,130,SAC,141
Wed Dec 12 2018,9:00p,MIA,84,UTA,111
Wed Dec 12 2018,7:00p,BOS,130,WAS,125
Thu Dec 13 2018,8:00p,LAL,111,HOU,126
Thu Dec 13 2018,9:30p,CHI,91,ORL,97
Thu Dec 13 2018,10:30p,DAL,89,PHO,99
Thu Dec 13 2018,8:30p,LAC,87,SAS,125
Fri Dec 14 2018,7:00p,ATL,108,BOS,129
Fri Dec 14 2018,7:30p,WAS,118,BRK,125
Fri Dec 14 2018,7:00p,NYK,126,CHO,124
Fri Dec 14 2018,7:30p,MIL,114,CLE,102
Fri Dec 14 2018,10:00p,OKC,98,DEN,109
Fri Dec 14 2018,8:00p,MIA,100,MEM,97
Fri Dec 14 2018,7:30p,IND,113,PHI,101
Fri Dec 14 2018,10:00p,TOR,122,POR,128
Fri Dec 14 2018,10:00p,GSW,130,SAC,125
Sat Dec 15 2018,7:00p,LAL,128,CHO,100
Sat Dec 15 2018,7:00p,BOS,104,DET,113
Sat Dec 15 2018,8:00p,HOU,105,MEM,97
Sat Dec 15 2018,9:00p,LAC,104,OKC,110
Sat Dec 15 2018,5:00p,UTA,89,ORL,96
Sat Dec 15 2018,9:00p,MIN,99,PHO,107
Sat Dec 15 2018,8:30p,CHI,98,SAS,93
Sun Dec 16 2018,3:00p,ATL,127,BRK,144
Sun Dec 16 2018,3:30p,PHI,128,CLE,105
Sun Dec 16 2018,7:00p,SAC,120,DAL,113
Sun Dec 16 2018,8:00p,TOR,86,DEN,95
Sun Dec 16 2018,5:00p,NYK,99,IND,110
Sun Dec 16 2018,7:00p,MIA,102,NOP,96
Sun Dec 16 2018,6:00p,LAL,110,WAS,128
Mon Dec 17 2018,7:00p,MIL,107,DET,104
Mon Dec 17 2018,10:30p,MEM,93,GSW,110
Mon Dec 17 2018,8:00p,UTA,97,HOU,102
Mon Dec 17 2018,10:30p,POR,131,LAC,127
Mon Dec 17 2018,8:00p,SAC,105,MIN,132
Mon Dec 17 2018,7:30p,PHO,128,NYK,110
Mon Dec 17 2018,8:00p,CHI,96,OKC,121
Mon Dec 17 2018,8:30p,PHI,96,SAS,123
Tue Dec 18 2018,7:30p,WAS,110,ATL,118
Tue Dec 18 2018,7:30p,LAL,110,BRK,115
Tue Dec 18 2018,9:00p,DAL,118,DEN,126
Tue Dec 18 2018,7:00p,CLE,92,IND,91
Wed Dec 19 2018,7:30p,PHO,111,BOS,103
Wed Dec 19 2018,8:00p,BRK,96,CHI,93
Wed Dec 19 2018,7:00p,CLE,99,CHO,110
Wed Dec 19 2018,8:00p,WAS,118,HOU,136
Wed Dec 19 2018,8:00p,NOP,115,MIL,123
Wed Dec 19 2018,8:00p,DET,129,MIN,123
Wed Dec 19 2018,7:00p,SAS,129,ORL,90
Wed Dec 19 2018,7:00p,NYK,109,PHI,131
Wed Dec 19 2018,10:00p,MEM,92,POR,99
Wed Dec 19 2018,10:00p,OKC,132,SAC,113
Wed Dec 19 2018,7:30p,IND,96,TOR,99
Wed Dec 19 2018,9:00p,GSW,103,UTA,108
Thu Dec 20 2018,10:30p,DAL,121,LAC,125
Thu Dec 20 2018,8:00p,HOU,99,MIA,101
Fri Dec 21 2018,8:00p,MIL,120,BOS,107
Fri Dec 21 2018,7:30p,IND,114,BRK,106
Fri Dec 21 2018,8:00p,ORL,80,CHI,90
Fri Dec 21 2018,7:00p,DET,86,CHO,98
Fri Dec 21 2018,10:30p,NOP,104,LAL,112
Fri Dec 21 2018,7:30p,ATL,114,NYK,107
Fri Dec 21 2018,10:00p,UTA,120,POR,90
Fri Dec 21 2018,10:00p,MEM,99,SAC,102
Fri Dec 21 2018,8:30p,MIN,98,SAS,124
Fri Dec 21 2018,7:00p,CLE,110,TOR,126
Sat Dec 22 2018,8:30p,DAL,116,GSW,120
Sat Dec 22 2018,8:00p,SAS,101,HOU,108
Sat Dec 22 2018,5:00p,DEN,111,LAC,132
Sat Dec 22 2018,8:00p,MIL,87,MIA,94
Sat Dec 22 2018,7:30p,TOR,101,PHI,126
Sat Dec 22 2018,9:00p,OKC,107,UTA,106
