Date,Start (ET),Visitor,PTS-V,Home,PTS-H
Tue Dec 27 2016,10:30p,UTA,102,LAL,100
Tue Dec 27 2016,7:30p,OKC,106,MIA,94
Wed Dec 28 2016,7:30p,NYK,98,ATL,102
Wed Dec 28 2016,8:00p,BRK,99,CHI,101
Wed Dec 28 2016,9:00p,MIN,103,DEN,105
Wed Dec 28 2016,7:30p,MIL,119,DET,94
Wed Dec 28 2016,10:30p,TOR,111,GSW,121
Wed Dec 28 2016,8:00p,LAC,98,NOP,102
Wed Dec 28 2016,7:00p,CHO,120,ORL,101
Wed Dec 28 2016,10:00p,SAC,89,POR,102
Wed Dec 28 2016,8:30p,PHO,98,SAS,119
Wed Dec 28 2016,7:00p,IND,105,WAS,111
Thu Dec 29 2016,7:00p,MIA,82,CHO,91
Thu Dec 29 2016,8:00p,BOS,118,CHO,124
Thu Dec 29 2016,10:30p,DAL,101,LAL,89
Thu Dec 29 2016,8:00p,OKC,80,MEM,114
Thu Dec 29 2016,9:00p,TOR,91,PHO,99
Thu Dec 29 2016,9:00p,PHI,83,UTA,100
Fri Dec 30 2016,8:00p,DET,98,ATL,105
Fri Dec 30 2016,7:30p,MIA,114,BOS,117
Fri Dec 30 2016,9:00p,PHI,124,DEN,122
Fri Dec 30 2016,10:30p,DAL,99,GSW,108
Fri Dec 30 2016,8:00p,LAC,116,HOU,140
Fri Dec 30 2016,4:00p,CHI,101,IND,111
Fri Dec 30 2016,8:00p,MIL,99,MIN,116
Fri Dec 30 2016,8:00p,NYK,92,NOP,104
Fri Dec 30 2016,8:30p,POR,94,SAS,110
Fri Dec 30 2016,7:00p,BRK,95,WAS,118
Sat Dec 31 2016,7:00p,MIL,116,CHI,96
Sat Dec 31 2016,7:00p,CHO,121,CHO,109
Sat Dec 31 2016,8:00p,NYK,122,HOU,129
Sat Dec 31 2016,8:00p,LAC,88,OKC,114
Sat Dec 31 2016,5:00p,MEM,112,SAC,98
Sat Dec 31 2016,8:00p,PHO,86,UTA,91
Sun Jan 1 2017,6:00p,SAS,112,ATL,114
Sun Jan 1 2017,6:00p,ORL,104,IND,117
Sun Jan 1 2017,9:30p,TOR,123,LAL,114
Sun Jan 1 2017,6:00p,DET,107,MIA,98
Sun Jan 1 2017,7:00p,POR,95,MIN,89
Mon Jan 2 2017,7:30p,UTA,101,BRK,89
Mon Jan 2 2017,8:00p,CHO,111,CHI,118
Mon Jan 2 2017,7:00p,NOP,82,CHO,90
Mon Jan 2 2017,10:30p,DEN,119,GSW,127
Mon Jan 2 2017,8:00p,WAS,91,HOU,101
Mon Jan 2 2017,10:30p,PHO,98,LAC,109
Mon Jan 2 2017,7:00p,OKC,94,MIL,98
Mon Jan 2 2017,7:30p,ORL,115,NYK,103
Tue Jan 3 2017,7:30p,UTA,104,BOS,115
Tue Jan 3 2017,8:30p,WAS,105,DAL,113
Tue Jan 3 2017,9:00p,SAC,120,DEN,113
Tue Jan 3 2017,7:30p,IND,121,DET,116
Tue Jan 3 2017,10:30p,MEM,102,LAL,116
Tue Jan 3 2017,7:00p,MIN,91,PHI,93
Tue Jan 3 2017,9:00p,MIA,90,PHO,99
Tue Jan 3 2017,8:30p,TOR,82,SAS,110
Wed Jan 4 2017,7:00p,OKC,112,CHO,123
Wed Jan 4 2017,8:00p,CHI,106,CHO,94
Wed Jan 4 2017,10:30p,POR,117,GSW,125
Wed Jan 4 2017,10:30p,MEM,106,LAC,115
Wed Jan 4 2017,7:30p,MIL,105,NYK,104
Wed Jan 4 2017,7:00p,ATL,111,ORL,92
Wed Jan 4 2017,10:30p,MIA,107,SAC,102
Thu Jan 5 2017,8:30p,PHO,102,DAL,95
Thu Jan 5 2017,9:00p,SAS,127,DEN,99
Thu Jan 5 2017,7:30p,CHO,114,DET,115
Thu Jan 5 2017,8:00p,OKC,116,HOU,118
Thu Jan 5 2017,7:00p,BRK,109,IND,121
Thu Jan 5 2017,8:00p,ATL,99,NOP,94
Thu Jan 5 2017,10:30p,LAL,109,POR,118
Thu Jan 5 2017,7:30p,UTA,93,TOR,101
Fri Jan 6 2017,7:30p,PHI,106,BOS,110
Fri Jan 6 2017,7:30p,CHO,116,BRK,108
Fri Jan 6 2017,10:30p,MEM,128,GSW,119
Fri Jan 6 2017,10:30p,MIA,100,LAL,127
Fri Jan 6 2017,8:00p,NYK,116,MIL,111
Fri Jan 6 2017,7:00p,HOU,100,ORL,93
Fri Jan 6 2017,10:30p,LAC,106,SAC,98
Fri Jan 6 2017,7:00p,MIN,105,WAS,112
Sat Jan 7 2017,7:30p,NOP,108,BOS,117
Sat Jan 7 2017,8:00p,TOR,118,CHI,123
Sat Jan 7 2017,8:30p,ATL,97,DAL,82
Sat Jan 7 2017,7:00p,NYK,109,IND,123
Sat Jan 7 2017,8:00p,UTA,94,MIN,92
Sat Jan 7 2017,8:00p,DEN,106,OKC,121
Sat Jan 7 2017,8:30p,CHO,85,SAS,102
Sun Jan 8 2017,12:00p,PHI,105,BRK,95
Sun Jan 8 2017,3:30p,MIA,86,LAC,98
Sun Jan 8 2017,9:30p,ORL,95,LAL,111
Sun Jan 8 2017,8:00p,UTA,79,MEM,88
Sun Jan 8 2017,2:00p,WAS,107,MIL,101
Sun Jan 8 2017,8:30p,CHO,120,PHO,116
Sun Jan 8 2017,9:00p,DET,125,POR,124
Sun Jan 8 2017,9:00p,GSW,117,SAC,106
Sun Jan 8 2017,6:00p,HOU,129,TOR,122
Mon Jan 9 2017,8:00p,OKC,109,CHI,94
Mon Jan 9 2017,8:00p,DAL,92,MIN,101
Mon Jan 9 2017,7:30p,NOP,110,NYK,96
Tue Jan 10 2017,7:30p,ATL,117,BRK,97
Tue Jan 10 2017,10:30p,MIA,95,GSW,107
Tue Jan 10 2017,8:00p,CHO,114,HOU,121
Tue Jan 10 2017,10:30p,POR,108,LAL,87
Tue Jan 10 2017,10:30p,DET,94,SAC,100
Tue Jan 10 2017,8:30p,MIL,109,SAS,107
Tue Jan 10 2017,7:30p,BOS,106,TOR,114
Tue Jan 10 2017,9:00p,CHO,92,UTA,100
Tue Jan 10 2017,7:00p,CHI,99,WAS,101
Wed Jan 11 2017,8:00p,WAS,108,BOS,117
Wed Jan 11 2017,10:30p,ORL,96,LAC,105
Wed Jan 11 2017,8:00p,HOU,105,MIN,119
Wed Jan 11 2017,8:00p,MEM,95,OKC,103
Wed Jan 11 2017,7:00p,NYK,97,PHI,98
Wed Jan 11 2017,10:30p,CHO,86,POR,102
Thu Jan 12 2017,7:30p,NOP,104,BRK,95
Thu Jan 12 2017,3:00p,IND,112,DEN,140
Thu Jan 12 2017,10:30p,DET,107,GSW,127
Thu Jan 12 2017,8:00p,CHI,89,NYK,104
Thu Jan 12 2017,10:00p,DAL,113,PHO,108
Thu Jan 12 2017,8:30p,LAL,94,SAS,134
Fri Jan 13 2017,8:00p,BOS,103,ATL,101
Fri Jan 13 2017,8:00p,MEM,110,HOU,105
Fri Jan 13 2017,8:00p,MIA,108,MIL,116
Fri Jan 13 2017,8:00p,OKC,86,MIN,96
Fri Jan 13 2017,7:00p,CHO,93,PHI,102
Fri Jan 13 2017,10:00p,ORL,115,POR,109
Fri Jan 13 2017,10:30p,CHO,120,SAC,108
Fri Jan 13 2017,7:30p,BRK,113,TOR,132
Fri Jan 13 2017,10:30p,DET,77,UTA,110
Sat Jan 14 2017,5:00p,NOP,99,CHI,107
Sat Jan 14 2017,3:30p,LAL,97,LAC,113
Sat Jan 14 2017,6:00p,SAS,105,PHO,108
Sat Jan 14 2017,9:00p,ORL,107,UTA,114
Sat Jan 14 2017,8:00p,PHI,93,WAS,109
Sun Jan 15 2017,3:00p,MIL,98,ATL,111
Sun Jan 15 2017,6:00p,HOU,137,BRK,112
Sun Jan 15 2017,2:00p,MIN,87,DAL,98
Sun Jan 15 2017,9:30p,DET,102,LAL,97
Sun Jan 15 2017,9:00p,CHI,108,MEM,104
Sun Jan 15 2017,9:00p,OKC,122,SAC,118
Sun Jan 15 2017,3:00p,NYK,101,TOR,116
Mon Jan 16 2017,7:30p,CHO,98,BOS,108
Mon Jan 16 2017,5:00p,ORL,112,DEN,125
Mon Jan 16 2017,8:00p,CHO,91,GSW,126
Mon Jan 16 2017,4:00p,NOP,95,IND,98
Mon Jan 16 2017,10:30p,OKC,98,LAC,120
Mon Jan 16 2017,3:30p,PHI,113,MIL,104
Mon Jan 16 2017,1:00p,ATL,108,NYK,107
Mon Jan 16 2017,9:00p,UTA,106,PHO,101
Mon Jan 16 2017,2:00p,POR,101,WAS,120
Tue Jan 17 2017,7:30p,TOR,119,BRK,109
Tue Jan 17 2017,8:00p,DAL,99,CHI,98
Tue Jan 17 2017,10:30p,DEN,127,LAL,121
Tue Jan 17 2017,7:30p,HOU,103,MIA,109
Tue Jan 17 2017,8:30p,MIN,114,SAS,122
Wed Jan 18 2017,7:30p,NYK,117,BOS,106
Wed Jan 18 2017,7:00p,POR,85,CHO,107
Wed Jan 18 2017,8:00p,ATL,95,DET,118
Wed Jan 18 2017,10:30p,OKC,100,GSW,121
Wed Jan 18 2017,8:00p,MIL,92,HOU,111
Wed Jan 18 2017,8:00p,ORL,98,NOP,118
Wed Jan 18 2017,7:00p,TOR,89,PHI,94
Wed Jan 18 2017,10:30p,IND,106,SAC,100
Wed Jan 18 2017,7:00p,MEM,101,WAS,104
Thu Jan 19 2017,7:00p,PHO,103,CHO,118
Thu Jan 19 2017,10:30p,MIN,104,LAC,101
Thu Jan 19 2017,7:30p,DAL,95,MIA,99
Thu Jan 19 2017,8:00p,WAS,113,NYK,110
Thu Jan 19 2017,8:30p,DEN,104,SAS,118
Fri Jan 20 2017,8:00p,CHI,93,ATL,102
Fri Jan 20 2017,7:00p,TOR,78,CHO,113
Fri Jan 20 2017,8:30p,UTA,112,DAL,107
Fri Jan 20 2017,8:00p,GSW,125,HOU,108
Fri Jan 20 2017,10:30p,IND,95,LAL,108
Fri Jan 20 2017,8:00p,SAC,91,MEM,107
Fri Jan 20 2017,8:00p,BRK,143,NOP,114
Fri Jan 20 2017,7:00p,MIL,96,ORL,112
Fri Jan 20 2017,7:00p,POR,92,PHI,93
Sat Jan 21 2017,7:00p,PHI,93,ATL,110
Sat Jan 21 2017,5:00p,POR,127,BOS,123
Sat Jan 21 2017,9:00p,SAC,99,CHI,102
Sat Jan 21 2017,7:00p,BRK,105,CHO,112
Sat Jan 21 2017,8:30p,SAS,118,CHO,115
Sat Jan 21 2017,9:00p,LAC,98,DEN,123
Sat Jan 21 2017,6:00p,WAS,112,DET,113
Sat Jan 21 2017,8:00p,HOU,119,MEM,95
Sat Jan 21 2017,7:30p,MIL,97,MIA,109
Sat Jan 21 2017,7:30p,PHO,107,NYK,105
Sat Jan 21 2017,9:00p,IND,100,UTA,109
Sun Jan 22 2017,3:30p,LAL,73,DAL,122
Sun Jan 22 2017,7:00p,DEN,108,MIN,111
Sun Jan 22 2017,12:00p,GSW,118,ORL,98
Sun Jan 22 2017,6:00p,PHO,115,TOR,103
Mon Jan 23 2017,7:30p,LAC,115,ATL,105
Mon Jan 23 2017,7:30p,SAS,112,BRK,86
Mon Jan 23 2017,7:00p,WAS,109,CHO,99
Mon Jan 23 2017,7:30p,SAC,109,DET,104
Mon Jan 23 2017,8:00p,NYK,109,IND,103
Mon Jan 23 2017,7:30p,GSW,102,MIA,105
Mon Jan 23 2017,8:00p,HOU,114,MIL,127
Mon Jan 23 2017,8:00p,CHO,122,NOP,124
Mon Jan 23 2017,9:00p,OKC,97,UTA,95
Tue Jan 24 2017,9:00p,UTA,93,DEN,103
Tue Jan 24 2017,7:00p,CHI,100,ORL,92
Tue Jan 24 2017,7:00p,LAC,110,PHI,121
Tue Jan 24 2017,9:00p,MIN,112,PHO,111
Tue Jan 24 2017,7:00p,SAS,108,TOR,106
Tue Jan 24 2017,7:00p,BOS,108,WAS,123
Wed Jan 25 2017,7:30p,HOU,109,BOS,120
Wed Jan 25 2017,7:30p,MIA,109,BRK,106
Wed Jan 25 2017,8:00p,ATL,119,CHI,114
Wed Jan 25 2017,8:00p,GSW,113,CHO,103
Wed Jan 25 2017,7:00p,SAC,116,CHO,112
Wed Jan 25 2017,8:30p,NYK,95,DAL,103
Wed Jan 25 2017,8:00p,TOR,99,MEM,101
Wed Jan 25 2017,8:00p,PHI,114,MIL,109
Wed Jan 25 2017,8:00p,OKC,114,NOP,105
Wed Jan 25 2017,10:30p,LAL,98,POR,105
Thu Jan 26 2017,9:00p,PHO,120,DEN,127
Thu Jan 26 2017,8:00p,IND,109,MIN,103
Thu Jan 26 2017,8:00p,DAL,98,OKC,109
Thu Jan 26 2017,10:30p,LAL,88,UTA,96
Fri Jan 27 2017,8:00p,WAS,112,ATL,86
Fri Jan 27 2017,7:30p,ORL,98,BOS,128
Fri Jan 27 2017,8:00p,MIA,100,CHI,88
Fri Jan 27 2017,7:30p,BRK,116,CHO,124
Fri Jan 27 2017,7:00p,SAC,111,IND,115
Fri Jan 27 2017,8:00p,SAS,103,NOP,119
Fri Jan 27 2017,7:30p,CHO,107,NYK,110
Fri Jan 27 2017,8:00p,HOU,123,PHI,118
Fri Jan 27 2017,10:00p,MEM,109,POR,112
Fri Jan 27 2017,7:30p,MIL,86,TOR,102
Sat Jan 28 2017,7:00p,SAC,109,CHO,106
Sat Jan 28 2017,8:30p,LAC,98,GSW,144
Sat Jan 28 2017,7:30p,DET,103,MIA,116
Sat Jan 28 2017,8:00p,BOS,112,MIL,108
Sat Jan 28 2017,9:00p,BRK,109,MIN,129
Sat Jan 28 2017,9:00p,DEN,123,PHO,112
Sat Jan 28 2017,9:00p,MEM,102,UTA,95
Sun Jan 29 2017,3:00p,NYK,139,ATL,142
Sun Jan 29 2017,7:00p,PHI,108,CHI,121
Sun Jan 29 2017,3:30p,OKC,91,CHO,107
Sun Jan 29 2017,6:00p,HOU,101,IND,120
Sun Jan 29 2017,6:00p,WAS,107,NOP,94
Sun Jan 29 2017,9:00p,GSW,113,POR,111
Sun Jan 29 2017,7:00p,DAL,105,SAS,101
Sun Jan 29 2017,6:00p,ORL,114,TOR,113
Mon Jan 30 2017,8:00p,DET,109,BOS,113
Mon Jan 30 2017,8:30p,CHO,97,DAL,104
Mon Jan 30 2017,7:30p,BRK,96,MIA,104
Mon Jan 30 2017,8:00p,ORL,105,MIN,111
Mon Jan 30 2017,6:00p,SAC,119,PHI,122
Mon Jan 30 2017,10:30p,MEM,115,PHO,96
Tue Jan 31 2017,8:00p,SAC,83,HOU,105
Tue Jan 31 2017,10:30p,DEN,116,LAL,120
Tue Jan 31 2017,10:00p,CHO,98,POR,115
Tue Jan 31 2017,8:30p,OKC,94,SAS,108
Tue Jan 31 2017,7:00p,NOP,106,TOR,108
Tue Jan 31 2017,7:00p,NYK,101,WAS,117
Wed Feb 1 2017,7:30p,TOR,104,BOS,109
Wed Feb 1 2017,7:30p,NYK,95,BRK,90
Wed Feb 1 2017,7:00p,MIN,97,CHO,125
Wed Feb 1 2017,8:30p,PHI,95,DAL,113
Wed Feb 1 2017,9:00p,MEM,119,DEN,99
Wed Feb 1 2017,7:30p,NOP,98,DET,118
Wed Feb 1 2017,10:30p,CHO,111,GSW,126
Wed Feb 1 2017,7:30p,ATL,93,MIA,116
Wed Feb 1 2017,9:30p,CHI,128,OKC,100
Wed Feb 1 2017,7:00p,IND,98,ORL,88
Wed Feb 1 2017,9:00p,LAC,124,PHO,114
Wed Feb 1 2017,9:00p,MIL,88,UTA,104
Thu Feb 2 2017,8:00p,ATL,113,HOU,108
Thu Feb 2 2017,10:30p,GSW,133,LAC,120
Thu Feb 2 2017,8:30p,PHI,86,SAS,102
Thu Feb 2 2017,7:00p,LAL,108,WAS,116
Fri Feb 3 2017,8:00p,LAL,107,BOS,113
Fri Feb 3 2017,7:30p,IND,106,BRK,97
Fri Feb 3 2017,9:00p,MIL,117,DEN,121
Fri Feb 3 2017,7:30p,MIN,108,DET,116
Fri Feb 3 2017,8:00p,CHI,117,HOU,121
Fri Feb 3 2017,8:00p,MEM,102,OKC,114
Fri Feb 3 2017,7:00p,TOR,94,ORL,102
Fri Feb 3 2017,10:30p,DAL,108,POR,104
Fri Feb 3 2017,10:30p,PHO,105,SAC,103
Sat Feb 4 2017,7:00p,ORL,86,ATL,113
Sat Feb 4 2017,7:00p,DET,84,IND,105
Sat Feb 4 2017,7:30p,PHI,102,MIA,125
Sat Feb 4 2017,9:00p,MEM,107,MIN,99
Sat Feb 4 2017,8:30p,CHO,111,NYK,104
Sat Feb 4 2017,9:00p,MIL,137,PHO,112
Sat Feb 4 2017,10:30p,GSW,106,SAC,109
Sat Feb 4 2017,9:00p,DEN,97,SAS,121
Sat Feb 4 2017,9:00p,CHO,98,UTA,105
Sat Feb 4 2017,7:00p,NOP,91,WAS,105
Sun Feb 5 2017,2:00p,LAC,102,BOS,107
Sun Feb 5 2017,12:00p,TOR,103,BRK,95
Sun Feb 5 2017,3:00p,POR,99,OKC,105
Mon Feb 6 2017,7:30p,UTA,120,ATL,95
Mon Feb 6 2017,9:00p,DAL,87,DEN,110
Mon Feb 6 2017,7:30p,PHI,96,DET,113
Mon Feb 6 2017,7:00p,OKC,90,IND,93
Mon Feb 6 2017,9:30p,SAS,74,MEM,89
Mon Feb 6 2017,8:00p,MIA,115,MIN,113
Mon Feb 6 2017,8:00p,PHO,106,NOP,111
Mon Feb 6 2017,7:00p,LAL,121,NYK,107
Mon Feb 6 2017,10:30p,CHI,112,SAC,107
Mon Feb 6 2017,7:30p,LAC,109,TOR,118
Mon Feb 6 2017,7:00p,CHO,140,WAS,135
Tue Feb 7 2017,7:00p,BRK,107,CHO,111
Tue Feb 7 2017,8:30p,POR,114,DAL,113
Tue Feb 7 2017,8:00p,ORL,104,HOU,128
Wed Feb 8 2017,7:30p,DEN,106,ATL,117
Wed Feb 8 2017,7:30p,WAS,114,BRK,110
Wed Feb 8 2017,7:30p,LAL,102,DET,121
Wed Feb 8 2017,10:30p,CHI,92,GSW,123
Wed Feb 8 2017,7:00p,CHO,132,IND,117
Wed Feb 8 2017,8:00p,PHO,91,MEM,110
Wed Feb 8 2017,8:00p,MIA,106,MIL,88
Wed Feb 8 2017,8:00p,TOR,109,MIN,112
Wed Feb 8 2017,8:00p,UTA,127,NOP,94
Wed Feb 8 2017,8:00p,LAC,119,NYK,115
Wed Feb 8 2017,7:00p,SAS,111,PHI,103
Wed Feb 8 2017,10:30p,BOS,92,SAC,108
Thu Feb 9 2017,7:00p,HOU,107,CHO,95
Thu Feb 9 2017,8:30p,UTA,105,DAL,112
Thu Feb 9 2017,8:00p,CHO,109,OKC,118
Thu Feb 9 2017,7:00p,PHI,112,ORL,111
Thu Feb 9 2017,10:30p,BOS,120,POR,111
Fri Feb 10 2017,7:30p,MIA,108,BRK,99
Fri Feb 10 2017,7:30p,SAS,103,DET,92
Fri Feb 10 2017,8:00p,GSW,122,MEM,107
Fri Feb 10 2017,8:00p,LAL,122,MIL,114
Fri Feb 10 2017,8:00p,NOP,122,MIN,106
Fri Feb 10 2017,7:30p,DEN,131,NYK,123
Fri Feb 10 2017,10:30p,CHI,97,PHO,115
Fri Feb 10 2017,10:30p,ATL,107,SAC,108
Fri Feb 10 2017,8:00p,IND,107,WAS,112
Sat Feb 11 2017,5:00p,LAC,107,CHO,102
Sat Feb 11 2017,7:30p,DEN,109,CHO,125
Sat Feb 11 2017,9:00p,ORL,80,DAL,112
Sat Feb 11 2017,9:00p,PHO,102,HOU,133
Sat Feb 11 2017,7:00p,MIL,116,IND,100
Sat Feb 11 2017,8:30p,GSW,130,OKC,114
Sat Feb 11 2017,7:30p,MIA,109,PHI,117
Sat Feb 11 2017,10:00p,BOS,112,UTA,104
Sun Feb 12 2017,3:30p,CHI,89,MIN,117
Sun Feb 12 2017,3:30p,SAS,90,NYK,94
Sun Feb 12 2017,9:00p,NOP,99,SAC,105
Sun Feb 12 2017,6:00p,DET,102,TOR,101
Mon Feb 13 2017,7:30p,MEM,112,BRK,103
Mon Feb 13 2017,7:00p,PHI,105,CHO,99
Mon Feb 13 2017,8:30p,BOS,111,DAL,98
Mon Feb 13 2017,9:00p,GSW,110,DEN,132
Mon Feb 13 2017,7:00p,SAS,110,IND,106
Mon Feb 13 2017,7:30p,ORL,116,MIA,107
Mon Feb 13 2017,8:00p,DET,89,MIL,102
Mon Feb 13 2017,9:00p,NOP,110,PHO,108
Mon Feb 13 2017,10:30p,ATL,109,POR,104
Mon Feb 13 2017,9:00p,LAC,88,UTA,72
Mon Feb 13 2017,8:00p,OKC,98,WAS,120
Tue Feb 14 2017,8:00p,TOR,94,CHI,105
Tue Feb 14 2017,10:30p,SAC,97,LAL,96
Tue Feb 14 2017,8:00p,CHO,116,MIN,108
Wed Feb 15 2017,7:30p,PHI,108,BOS,116
Wed Feb 15 2017,7:30p,MIL,129,BRK,125
Wed Feb 15 2017,7:00p,IND,104,CHO,113
Wed Feb 15 2017,9:00p,MIN,112,DEN,99
Wed Feb 15 2017,7:30p,DAL,91,DET,98
Wed Feb 15 2017,10:30p,SAC,86,GSW,109
Wed Feb 15 2017,8:00p,MIA,117,HOU,109
Wed Feb 15 2017,10:30p,ATL,84,LAC,99
Wed Feb 15 2017,8:00p,NOP,95,MEM,91
Wed Feb 15 2017,9:30p,NYK,105,OKC,116
Wed Feb 15 2017,7:00p,SAS,107,ORL,79
Wed Feb 15 2017,9:00p,LAL,101,PHO,137
Wed Feb 15 2017,7:30p,CHO,85,TOR,90
Wed Feb 15 2017,9:00p,POR,88,UTA,111
Thu Feb 16 2017,8:00p,BOS,103,CHI,104
Thu Feb 16 2017,7:00p,WAS,111,IND,98
Thu Feb 23 2017,8:00p,NYK,104,CHO,119
Thu Feb 23 2017,7:30p,CHO,108,DET,114
Thu Feb 23 2017,10:30p,LAC,113,GSW,123
Thu Feb 23 2017,8:00p,HOU,129,NOP,99
Thu Feb 23 2017,7:00p,POR,112,ORL,103
Thu Feb 23 2017,10:30p,DEN,100,SAC,116
Fri Feb 24 2017,8:00p,MIA,108,ATL,90
Fri Feb 24 2017,8:00p,PHO,121,CHI,128
Fri Feb 24 2017,9:00p,BRK,109,DEN,129
Fri Feb 24 2017,7:00p,MEM,92,IND,102
Fri Feb 24 2017,10:30p,SAS,105,LAC,97
Fri Feb 24 2017,8:00p,UTA,109,MIL,95
Fri Feb 24 2017,8:00p,DAL,84,MIN,97
Fri Feb 24 2017,8:00p,LAL,93,OKC,110
Fri Feb 24 2017,7:00p,WAS,112,PHI,120
Fri Feb 24 2017,8:00p,BOS,97,TOR,107
Sat Feb 25 2017,8:30p,CHI,117,CHO,99
Sat Feb 25 2017,8:30p,NOP,83,DAL,96
Sat Feb 25 2017,10:30p,BRK,95,GSW,112
Sat Feb 25 2017,9:00p,MIN,130,HOU,142
Sat Feb 25 2017,8:00p,IND,95,MIA,113
Sat Feb 25 2017,7:30p,PHI,109,NYK,110
Sat Feb 25 2017,7:00p,ATL,86,ORL,105
Sat Feb 25 2017,5:00p,CHO,99,SAC,85
Sun Feb 26 2017,5:00p,MEM,105,DEN,98
Sun Feb 26 2017,6:00p,BOS,104,DET,98
Sun Feb 26 2017,9:30p,CHO,121,LAC,124
Sun Feb 26 2017,3:30p,SAS,119,LAL,98
Sun Feb 26 2017,3:30p,PHO,96,MIL,100
Sun Feb 26 2017,7:00p,NOP,110,OKC,118
Sun Feb 26 2017,6:00p,POR,106,TOR,112
Sun Feb 26 2017,5:00p,UTA,102,WAS,92
Mon Feb 27 2017,7:30p,ATL,114,BOS,98
Mon Feb 27 2017,7:00p,MIL,95,CHO,102
Mon Feb 27 2017,8:30p,MIA,89,DAL,96
Mon Feb 27 2017,9:30p,IND,117,HOU,108
Mon Feb 27 2017,7:00p,TOR,92,NYK,91
Mon Feb 27 2017,7:00p,GSW,119,PHI,108
Mon Feb 27 2017,10:30p,MIN,102,SAC,88
Tue Feb 28 2017,8:00p,DEN,125,CHI,107
Tue Feb 28 2017,7:30p,POR,113,DET,120
Tue Feb 28 2017,10:30p,CHO,109,LAL,104
Tue Feb 28 2017,8:00p,PHO,112,MEM,130
Tue Feb 28 2017,8:00p,UTA,106,OKC,109
Tue Feb 28 2017,7:00p,GSW,108,WAS,112
Wed Mar 1 2017,7:30p,DAL,95,ATL,100
Wed Mar 1 2017,8:00p,CHO,99,BOS,103
Wed Mar 1 2017,10:30p,HOU,122,LAC,103
Wed Mar 1 2017,7:30p,PHI,98,MIA,125
Wed Mar 1 2017,8:00p,DEN,110,MIL,98
Wed Mar 1 2017,8:00p,DET,86,NOP,109
Wed Mar 1 2017,7:00p,NYK,101,ORL,90
Wed Mar 1 2017,10:30p,BRK,109,SAC,100
Wed Mar 1 2017,8:30p,IND,99,SAS,100
Wed Mar 1 2017,7:30p,WAS,105,TOR,96
Wed Mar 1 2017,9:00p,MIN,107,UTA,80
Thu Mar 2 2017,8:00p,GSW,87,CHI,94
Thu Mar 2 2017,9:00p,CHO,103,PHO,120
Thu Mar 2 2017,10:30p,OKC,109,POR,114
Fri Mar 3 2017,7:00p,CHO,135,ATL,130
Fri Mar 3 2017,8:30p,MEM,100,DAL,104
Fri Mar 3 2017,10:30p,BOS,115,LAL,95
Fri Mar 3 2017,8:00p,LAC,101,MIL,112
Fri Mar 3 2017,9:30p,SAS,101,NOP,98
Fri Mar 3 2017,7:00p,MIA,99,ORL,110
Fri Mar 3 2017,7:00p,NYK,102,PHI,105
Fri Mar 3 2017,9:00p,OKC,111,PHO,118
Fri Mar 3 2017,9:00p,BRK,97,UTA,112
Fri Mar 3 2017,7:00p,TOR,114,WAS,106
Sat Mar 4 2017,8:30p,LAC,101,CHI,91
Sat Mar 4 2017,9:00p,CHO,112,DEN,102
Sat Mar 4 2017,9:00p,MEM,108,HOU,123
Sat Mar 4 2017,8:00p,CHO,92,MIA,120
Sat Mar 4 2017,8:00p,TOR,94,MIL,101
Sat Mar 4 2017,6:00p,DET,136,PHI,106
Sat Mar 4 2017,10:00p,BRK,116,POR,130
Sat Mar 4 2017,9:00p,MIN,90,SAS,97
Sun Mar 5 2017,1:00p,IND,97,ATL,96
Sun Mar 5 2017,8:30p,OKC,89,DAL,104
Sun Mar 5 2017,9:30p,NOP,105,LAL,97
Sun Mar 5 2017,3:30p,GSW,112,NYK,105
Sun Mar 5 2017,5:00p,BOS,106,PHO,109
Sun Mar 5 2017,6:00p,UTA,110,SAC,109
Sun Mar 5 2017,5:00p,ORL,114,WAS,115
Mon Mar 6 2017,7:30p,GSW,119,ATL,111
Mon Mar 6 2017,8:00p,IND,88,CHO,100
Mon Mar 6 2017,7:00p,MIA,106,CHO,98
Mon Mar 6 2017,9:00p,SAC,96,DEN,108
Mon Mar 6 2017,7:30p,CHI,95,DET,109
Mon Mar 6 2017,10:30p,BOS,102,LAC,116
Mon Mar 6 2017,8:00p,BRK,122,MEM,109
Mon Mar 6 2017,7:00p,NYK,113,ORL,105
Mon Mar 6 2017,7:00p,MIL,112,PHI,98
Mon Mar 6 2017,8:30p,HOU,110,SAS,112
Mon Mar 6 2017,9:00p,NOP,83,UTA,88
Tue Mar 7 2017,8:30p,LAL,111,DAL,122
Tue Mar 7 2017,8:00p,POR,126,OKC,121
Tue Mar 7 2017,9:00p,WAS,131,PHO,127
Wed Mar 8 2017,7:30p,BRK,105,ATL,110
Wed Mar 8 2017,9:00p,WAS,123,DEN,113
Wed Mar 8 2017,10:30p,BOS,99,GSW,86
Wed Mar 8 2017,8:00p,UTA,115,HOU,108
Wed Mar 8 2017,8:00p,DET,98,IND,115
Wed Mar 8 2017,7:30p,CHO,101,MIA,108
Wed Mar 8 2017,8:00p,NYK,93,MIL,104
Wed Mar 8 2017,8:00p,LAC,91,MIN,107
Wed Mar 8 2017,8:00p,TOR,94,NOP,87
