Date,Start (ET),Visitor,PTS-V,Home,PTS-H
Wed Mar 8 2017,7:00p,CHI,91,ORL,98
Wed Mar 8 2017,8:30p,SAC,104,SAS,114
Thu Mar 9 2017,7:30p,CHO,101,DET,106
Thu Mar 9 2017,8:00p,LAC,114,MEM,98
Thu Mar 9 2017,8:00p,SAS,92,OKC,102
Thu Mar 9 2017,10:30p,LAL,122,PHO,110
Thu Mar 9 2017,10:00p,PHI,108,POR,114
Fri Mar 10 2017,8:00p,TOR,99,ATL,105
Fri Mar 10 2017,8:00p,HOU,115,CHI,94
Fri Mar 10 2017,7:00p,ORL,81,CHO,121
Fri Mar 10 2017,9:00p,BRK,96,DAL,105
Fri Mar 10 2017,9:00p,BOS,99,DEN,119
Fri Mar 10 2017,8:00p,IND,85,MIL,99
Fri Mar 10 2017,8:00p,GSW,102,MIN,103
Fri Mar 10 2017,10:30p,WAS,130,SAC,122
Sat Mar 11 2017,7:00p,NOP,125,CHO,122
Sat Mar 11 2017,9:00p,PHO,100,DAL,98
Sat Mar 11 2017,5:00p,NYK,92,DET,112
Sat Mar 11 2017,3:30p,PHI,100,LAC,112
Sat Mar 11 2017,9:00p,ATL,107,MEM,90
Sat Mar 11 2017,8:00p,TOR,89,MIA,104
Sat Mar 11 2017,8:00p,MIN,95,MIL,102
Sat Mar 11 2017,3:00p,UTA,104,OKC,112
Sat Mar 11 2017,7:00p,CHO,116,ORL,104
Sat Mar 11 2017,10:00p,WAS,125,POR,124
Sat Mar 11 2017,10:30p,DEN,105,SAC,92
Sat Mar 11 2017,8:30p,GSW,85,SAS,107
Sun Mar 12 2017,3:30p,CHI,80,BOS,100
Sun Mar 12 2017,6:00p,NYK,112,BRK,120
Sun Mar 12 2017,9:00p,CHO,112,HOU,117
Sun Mar 12 2017,6:00p,MIA,98,IND,102
Sun Mar 12 2017,9:30p,PHI,118,LAL,116
Sun Mar 12 2017,9:00p,POR,110,PHO,101
Mon Mar 13 2017,7:00p,CHI,115,CHO,109
Mon Mar 13 2017,10:30p,LAL,101,DEN,129
Mon Mar 13 2017,8:00p,MIL,93,MEM,113
Mon Mar 13 2017,8:00p,WAS,104,MIN,119
Mon Mar 13 2017,10:30p,ORL,115,SAC,120
Mon Mar 13 2017,8:00p,ATL,99,SAS,107
Mon Mar 13 2017,7:30p,DAL,78,TOR,100
Mon Mar 13 2017,9:00p,LAC,108,UTA,114
Tue Mar 14 2017,7:30p,OKC,122,BRK,104
Tue Mar 14 2017,7:00p,DET,96,CHO,128
Tue Mar 14 2017,10:30p,PHI,104,GSW,106
Tue Mar 14 2017,8:00p,POR,77,NOP,100
Tue Mar 14 2017,7:30p,IND,81,NYK,87
Wed Mar 15 2017,7:30p,MIN,104,BOS,117
Wed Mar 15 2017,8:00p,MEM,98,CHI,91
Wed Mar 15 2017,7:30p,UTA,97,DET,83
Wed Mar 15 2017,8:00p,LAL,100,HOU,139
Wed Mar 15 2017,7:00p,CHO,77,IND,98
Wed Mar 15 2017,10:30p,MIL,97,LAC,96
Wed Mar 15 2017,7:30p,NOP,112,MIA,120
Wed Mar 15 2017,10:00p,SAC,107,PHO,101
Wed Mar 15 2017,8:00p,POR,110,SAS,106
Wed Mar 15 2017,7:00p,DAL,112,WAS,107
Thu Mar 16 2017,7:30p,MEM,103,ATL,91
Thu Mar 16 2017,7:00p,UTA,83,CHO,91
Thu Mar 16 2017,9:00p,LAC,114,DEN,129
Thu Mar 16 2017,10:30p,ORL,92,GSW,122
Thu Mar 16 2017,7:30p,BRK,121,NYK,110
Thu Mar 16 2017,7:00p,OKC,123,TOR,102
Fri Mar 17 2017,7:30p,BOS,98,BRK,95
Fri Mar 17 2017,7:30p,TOR,87,DET,75
Fri Mar 17 2017,10:30p,MIL,107,LAL,103
Fri Mar 17 2017,8:00p,MIN,105,MIA,123
Fri Mar 17 2017,8:00p,HOU,112,NOP,128
Fri Mar 17 2017,7:00p,DAL,74,PHI,116
Fri Mar 17 2017,10:00p,ORL,109,PHO,103
Fri Mar 17 2017,7:00p,CHI,107,WAS,112
Sat Mar 18 2017,6:00p,POR,113,ATL,97
Sat Mar 18 2017,9:00p,UTA,86,CHI,95
Sat Mar 18 2017,7:00p,WAS,93,CHO,98
Sat Mar 18 2017,9:30p,HOU,109,DEN,105
Sat Mar 18 2017,10:30p,MIL,92,GSW,117
Sat Mar 18 2017,8:30p,CHO,78,LAC,108
Sat Mar 18 2017,9:00p,SAS,96,MEM,104
Sat Mar 18 2017,3:00p,SAC,94,OKC,110
Sun Mar 19 2017,12:00p,DAL,111,BRK,104
Sun Mar 19 2017,4:30p,PHO,95,DET,112
Sun Mar 19 2017,9:30p,CHO,125,LAL,120
Sun Mar 19 2017,6:00p,POR,115,MIA,104
Sun Mar 19 2017,6:00p,MIN,109,NOP,123
Sun Mar 19 2017,1:00p,BOS,99,PHI,105
Sun Mar 19 2017,7:00p,SAC,102,SAS,118
Sun Mar 19 2017,6:00p,IND,91,TOR,116
Mon Mar 20 2017,7:30p,WAS,102,BOS,110
Mon Mar 20 2017,7:00p,ATL,90,CHO,105
Mon Mar 20 2017,8:00p,DEN,124,HOU,125
Mon Mar 20 2017,7:00p,UTA,100,IND,107
Mon Mar 20 2017,10:30p,NYK,105,LAC,114
Mon Mar 20 2017,8:00p,GSW,111,OKC,95
Mon Mar 20 2017,7:00p,PHI,109,ORL,112
Tue Mar 21 2017,7:30p,DET,96,BRK,98
Tue Mar 21 2017,8:30p,GSW,112,DAL,87
Tue Mar 21 2017,10:30p,LAC,133,LAL,109
Tue Mar 21 2017,7:30p,PHO,97,MIA,112
Tue Mar 21 2017,9:30p,SAS,100,MIN,93
Tue Mar 21 2017,8:00p,MEM,82,NOP,95
Tue Mar 21 2017,10:00p,MIL,93,POR,90
Tue Mar 21 2017,7:00p,CHI,120,TOR,122
Wed Mar 22 2017,7:30p,IND,100,BOS,109
Wed Mar 22 2017,8:00p,DET,95,CHI,117
Wed Mar 22 2017,9:00p,CHO,113,DEN,126
Wed Mar 22 2017,8:00p,PHI,97,OKC,122
Wed Mar 22 2017,7:00p,CHO,109,ORL,102
Wed Mar 22 2017,10:30p,MIL,116,SAC,98
Wed Mar 22 2017,10:30p,NYK,101,UTA,108
Wed Mar 22 2017,8:00p,ATL,100,WAS,104
Thu Mar 23 2017,7:30p,PHO,98,BRK,126
Thu Mar 23 2017,8:30p,LAC,95,DAL,97
Thu Mar 23 2017,7:30p,TOR,101,MIA,84
Thu Mar 23 2017,10:00p,NYK,95,POR,110
Thu Mar 23 2017,8:30p,MEM,90,SAS,97
Fri Mar 24 2017,7:30p,PHO,120,BOS,130
Fri Mar 24 2017,8:00p,PHI,117,CHI,107
Fri Mar 24 2017,7:00p,CHO,112,CHO,105
Fri Mar 24 2017,10:30p,SAC,100,GSW,114
Fri Mar 24 2017,8:00p,NOP,107,HOU,117
Fri Mar 24 2017,7:00p,DEN,125,IND,117
Fri Mar 24 2017,10:30p,MIN,119,LAL,130
Fri Mar 24 2017,8:00p,ATL,97,MIL,100
Fri Mar 24 2017,7:00p,DET,87,ORL,115
Fri Mar 24 2017,7:00p,BRK,108,WAS,129
Sat Mar 25 2017,7:30p,WAS,127,CHO,115
Sat Mar 25 2017,8:30p,TOR,94,DAL,86
Sat Mar 25 2017,3:30p,UTA,95,LAC,108
Sat Mar 25 2017,10:00p,MIN,100,POR,112
Sat Mar 25 2017,8:30p,NYK,98,SAS,106
Sun Mar 26 2017,1:00p,BRK,107,ATL,92
Sun Mar 26 2017,6:00p,MIA,108,BOS,112
Sun Mar 26 2017,1:00p,PHO,106,CHO,120
Sun Mar 26 2017,8:00p,NOP,115,DEN,90
Sun Mar 26 2017,8:00p,MEM,94,GSW,106
Sun Mar 26 2017,3:30p,OKC,125,HOU,137
Sun Mar 26 2017,6:00p,PHI,94,IND,107
Sun Mar 26 2017,3:30p,SAC,98,LAC,97
Sun Mar 26 2017,9:30p,POR,97,LAL,81
Sun Mar 26 2017,3:30p,CHI,109,MIL,94
Mon Mar 27 2017,8:30p,OKC,92,DAL,91
Mon Mar 27 2017,7:30p,DET,95,NYK,109
Mon Mar 27 2017,10:30p,MEM,90,SAC,91
Mon Mar 27 2017,8:00p,CHO,74,SAS,103
Mon Mar 27 2017,7:30p,ORL,112,TOR,131
Mon Mar 27 2017,10:30p,NOP,100,UTA,108
Tue Mar 28 2017,7:30p,PHO,91,ATL,95
Tue Mar 28 2017,7:30p,PHI,106,BRK,101
Tue Mar 28 2017,7:00p,MIL,118,CHO,108
Tue Mar 28 2017,7:30p,MIA,97,DET,96
Tue Mar 28 2017,8:00p,GSW,113,HOU,106
Tue Mar 28 2017,7:00p,MIN,115,IND,114
Tue Mar 28 2017,10:30p,WAS,119,LAL,108
Tue Mar 28 2017,10:00p,DEN,113,POR,122
Wed Mar 29 2017,7:30p,MIL,103,BOS,100
Wed Mar 29 2017,10:30p,WAS,124,LAC,133
Wed Mar 29 2017,8:00p,IND,97,MEM,110
Wed Mar 29 2017,8:00p,DAL,118,NOP,121
Wed Mar 29 2017,7:30p,MIA,105,NYK,88
Wed Mar 29 2017,7:00p,OKC,114,ORL,106
Wed Mar 29 2017,7:00p,ATL,99,PHI,92
Wed Mar 29 2017,10:30p,UTA,112,SAC,82
Wed Mar 29 2017,9:30p,GSW,110,SAS,98
Wed Mar 29 2017,7:30p,CHO,110,TOR,106
Thu Mar 30 2017,8:00p,CHO,93,CHI,99
Thu Mar 30 2017,7:30p,BRK,89,DET,90
Thu Mar 30 2017,8:00p,LAL,104,MIN,119
Thu Mar 30 2017,10:00p,LAC,124,PHO,118
Thu Mar 30 2017,10:30p,HOU,107,POR,117
Fri Mar 31 2017,7:30p,ORL,116,BOS,117
Fri Mar 31 2017,7:00p,DEN,114,CHO,122
Fri Mar 31 2017,7:30p,PHI,105,CHO,122
Fri Mar 31 2017,10:30p,HOU,98,GSW,107
Fri Mar 31 2017,8:00p,DAL,90,MEM,99
Fri Mar 31 2017,8:00p,NYK,98,MIA,94
Fri Mar 31 2017,8:00p,DET,105,MIL,108
Fri Mar 31 2017,8:00p,SAC,89,NOP,117
Fri Mar 31 2017,8:00p,SAS,100,OKC,95
Fri Mar 31 2017,7:00p,IND,100,TOR,111
Fri Mar 31 2017,9:00p,WAS,88,UTA,95
Sat Apr 1 2017,6:00p,ORL,111,BRK,121
Sat Apr 1 2017,5:00p,ATL,104,CHI,106
Sat Apr 1 2017,3:30p,LAL,104,LAC,115
Sat Apr 1 2017,8:00p,SAC,123,MIN,117
Sat Apr 1 2017,10:00p,PHO,117,POR,130
Sun Apr 2 2017,6:00p,ATL,82,BRK,91
Sun Apr 2 2017,6:00p,IND,130,CHO,135
Sun Apr 2 2017,8:00p,WAS,115,GSW,139
Sun Apr 2 2017,3:30p,MEM,103,LAL,108
Sun Apr 2 2017,6:00p,DEN,116,MIA,113
Sun Apr 2 2017,3:30p,DAL,109,MIL,105
Sun Apr 2 2017,6:00p,CHI,117,NOP,110
Sun Apr 2 2017,1:00p,BOS,110,NYK,94
Sun Apr 2 2017,3:00p,CHO,113,OKC,101
Sun Apr 2 2017,9:00p,HOU,123,PHO,116
Sun Apr 2 2017,3:30p,UTA,103,SAS,109
Sun Apr 2 2017,6:00p,PHI,105,TOR,113
Mon Apr 3 2017,7:00p,POR,109,MIN,110
Tue Apr 4 2017,7:00p,ORL,102,CHO,122
Tue Apr 4 2017,10:30p,MIN,107,GSW,121
Tue Apr 4 2017,7:00p,TOR,90,IND,108
Tue Apr 4 2017,8:00p,DEN,134,NOP,131
Tue Apr 4 2017,8:00p,CHI,91,NYK,100
Tue Apr 4 2017,8:00p,MIL,79,OKC,110
Tue Apr 4 2017,7:00p,BRK,141,PHI,118
Tue Apr 4 2017,10:30p,DAL,87,SAC,98
Tue Apr 4 2017,8:30p,MEM,89,SAS,95
Tue Apr 4 2017,9:00p,POR,87,UTA,106
Tue Apr 4 2017,7:00p,CHO,111,WAS,118
Wed Apr 5 2017,8:00p,CHO,114,BOS,91
Wed Apr 5 2017,7:00p,MIA,112,CHO,99
Wed Apr 5 2017,7:30p,TOR,105,DET,102
Wed Apr 5 2017,8:00p,DEN,104,HOU,110
Wed Apr 5 2017,10:30p,DAL,101,LAC,112
Wed Apr 5 2017,8:00p,OKC,103,MEM,100
Wed Apr 5 2017,10:00p,GSW,120,PHO,111
Wed Apr 5 2017,8:30p,LAL,102,SAS,95
Thu Apr 6 2017,8:00p,BOS,116,ATL,123
Thu Apr 6 2017,7:00p,MIL,89,IND,104
Thu Apr 6 2017,7:30p,WAS,106,NYK,103
Thu Apr 6 2017,7:00p,BRK,107,ORL,115
Thu Apr 6 2017,7:00p,CHI,102,PHI,90
Thu Apr 6 2017,10:30p,MIN,98,POR,105
Fri Apr 7 2017,7:30p,ATL,114,CHO,100
Fri Apr 7 2017,8:30p,SAS,102,DAL,89
Fri Apr 7 2017,9:00p,NOP,106,DEN,122
Fri Apr 7 2017,8:00p,DET,114,HOU,109
Fri Apr 7 2017,10:30p,SAC,94,LAL,98
Fri Apr 7 2017,8:00p,NYK,88,MEM,101
Fri Apr 7 2017,10:00p,OKC,99,PHO,120
Fri Apr 7 2017,7:30p,MIA,94,TOR,96
Fri Apr 7 2017,9:00p,MIN,113,UTA,120
Sat Apr 8 2017,5:00p,CHI,106,BRK,107
Sat Apr 8 2017,6:00p,BOS,121,CHO,114
Sat Apr 8 2017,10:30p,NOP,101,GSW,123
Sat Apr 8 2017,6:00p,IND,127,ORL,112
Sat Apr 8 2017,7:00p,MIL,90,PHI,82
Sat Apr 8 2017,10:00p,UTA,86,POR,101
Sat Apr 8 2017,8:30p,LAC,98,SAS,87
Sat Apr 8 2017,7:00p,MIA,106,WAS,103
Sun Apr 9 2017,3:30p,CHO,125,ATL,126
Sun Apr 9 2017,5:00p,OKC,106,DEN,105
Sun Apr 9 2017,9:30p,MIN,109,LAL,110
Sun Apr 9 2017,6:00p,DET,103,MEM,90
Sun Apr 9 2017,12:00p,TOR,110,NYK,97
Sun Apr 9 2017,6:00p,DAL,111,PHO,124
Sun Apr 9 2017,6:00p,HOU,135,SAC,128
Mon Apr 10 2017,7:30p,BRK,105,BOS,114
Mon Apr 10 2017,8:00p,ORL,75,CHI,122
Mon Apr 10 2017,8:00p,WAS,105,DET,101
Mon Apr 10 2017,10:30p,UTA,105,GSW,99
Mon Apr 10 2017,10:30p,HOU,96,LAC,125
Mon Apr 10 2017,7:30p,CHO,121,MIA,124
Mon Apr 10 2017,8:00p,CHO,79,MIL,89
Mon Apr 10 2017,7:00p,IND,120,PHI,111
Mon Apr 10 2017,10:00p,SAS,98,POR,99
Tue Apr 11 2017,7:30p,CHO,76,ATL,103
Tue Apr 11 2017,8:30p,DEN,109,DAL,91
Tue Apr 11 2017,10:30p,NOP,96,LAL,108
Tue Apr 11 2017,8:00p,OKC,100,MIN,98
Tue Apr 11 2017,10:30p,PHO,104,SAC,129
Wed Apr 12 2017,8:00p,MIL,94,BOS,112
Wed Apr 12 2017,8:00p,BRK,73,CHI,112
Wed Apr 12 2017,8:00p,TOR,98,CHO,83
Wed Apr 12 2017,10:30p,LAL,94,GSW,109
Wed Apr 12 2017,8:00p,MIN,118,HOU,123
Wed Apr 12 2017,8:00p,ATL,86,IND,104
Wed Apr 12 2017,10:30p,SAC,95,LAC,115
Wed Apr 12 2017,8:00p,DAL,100,MEM,93
Wed Apr 12 2017,8:00p,WAS,102,MIA,110
Wed Apr 12 2017,8:00p,PHI,113,NYK,114
Wed Apr 12 2017,8:00p,DEN,111,OKC,105
Wed Apr 12 2017,8:00p,DET,109,ORL,113
Wed Apr 12 2017,10:30p,NOP,103,POR,100
Wed Apr 12 2017,9:00p,SAS,97,UTA,101
Sat Apr 15 2017,3:00p,IND,108,CHO,109
Sat Apr 15 2017,10:30p,UTA,97,LAC,95
Sat Apr 15 2017,8:00p,MEM,82,SAS,111
Sat Apr 15 2017,5:30p,MIL,97,TOR,83
Sun Apr 16 2017,6:30p,CHI,106,BOS,102
Sun Apr 16 2017,3:30p,POR,109,GSW,121
Sun Apr 16 2017,9:00p,OKC,87,HOU,118
Sun Apr 16 2017,1:00p,ATL,107,WAS,114
Mon Apr 17 2017,7:00p,IND,111,CHO,117
Mon Apr 17 2017,9:30p,MEM,82,SAS,96
Tue Apr 18 2017,8:00p,CHI,111,BOS,97
Tue Apr 18 2017,10:30p,UTA,91,LAC,99
Tue Apr 18 2017,7:00p,MIL,100,TOR,106
Wed Apr 19 2017,10:30p,POR,81,GSW,110
Wed Apr 19 2017,8:00p,OKC,111,HOU,115
Wed Apr 19 2017,7:00p,ATL,101,WAS,109
Thu Apr 20 2017,7:00p,CHO,119,IND,114
Thu Apr 20 2017,9:30p,SAS,94,MEM,105
Thu Apr 20 2017,8:00p,TOR,77,MIL,104
Fri Apr 21 2017,7:00p,BOS,104,CHI,87
Fri Apr 21 2017,9:30p,HOU,113,OKC,115
Fri Apr 21 2017,10:00p,LAC,111,UTA,106
Sat Apr 22 2017,5:30p,WAS,98,ATL,116
Sat Apr 22 2017,8:00p,SAS,108,MEM,110
Sat Apr 22 2017,3:00p,TOR,87,MIL,76
Sat Apr 22 2017,10:30p,GSW,119,POR,113
Sun Apr 23 2017,6:30p,BOS,104,CHI,95
Sun Apr 23 2017,1:00p,CHO,106,IND,102
Sun Apr 23 2017,3:30p,HOU,113,OKC,109
Sun Apr 23 2017,9:00p,LAC,98,UTA,105
Mon Apr 24 2017,8:00p,WAS,101,ATL,111
Mon Apr 24 2017,10:30p,GSW,128,POR,103
Mon Apr 24 2017,7:00p,MIL,93,TOR,118
Tue Apr 25 2017,8:00p,OKC,99,HOU,105
Tue Apr 25 2017,10:30p,UTA,96,LAC,92
Tue Apr 25 2017,9:00p,MEM,103,SAS,116
Wed Apr 26 2017,8:30p,CHI,97,BOS,108
Wed Apr 26 2017,6:00p,ATL,99,WAS,103
Thu Apr 27 2017,9:30p,SAS,103,MEM,96
Thu Apr 27 2017,7:00p,TOR,92,MIL,89
Fri Apr 28 2017,7:30p,WAS,115,ATL,99
Fri Apr 28 2017,8:00p,BOS,105,CHI,83
Fri Apr 28 2017,10:30p,LAC,98,UTA,93
Sun Apr 30 2017,1:00p,WAS,111,BOS,123
Sun Apr 30 2017,3:30p,UTA,104,LAC,91
Mon May 1 2017,7:00p,TOR,105,CHO,116
Mon May 1 2017,9:30p,HOU,126,SAS,99
Tue May 2 2017,8:00p,WAS,119,BOS,129
Tue May 2 2017,10:30p,UTA,94,GSW,106
Wed May 3 2017,7:00p,TOR,103,CHO,125
Wed May 3 2017,9:30p,HOU,96,SAS,121
Thu May 4 2017,10:30p,UTA,104,GSW,115
Thu May 4 2017,8:00p,BOS,89,WAS,116
Fri May 5 2017,9:30p,SAS,103,HOU,92
Fri May 5 2017,7:00p,CHO,115,TOR,94
Sat May 6 2017,8:30p,GSW,102,UTA,91
Sun May 7 2017,9:00p,SAS,104,HOU,125
Sun May 7 2017,3:30p,CHO,109,TOR,102
Sun May 7 2017,6:30p,BOS,102,WAS,121
Mon May 8 2017,9:00p,GSW,121,UTA,95
Tue May 9 2017,8:00p,HOU,107,SAS,110
Wed May 10 2017,8:00p,WAS,101,BOS,123
Thu May 11 2017,8:00p,SAS,114,HOU,75
Fri May 12 2017,8:00p,BOS,91,WAS,92
Sun May 14 2017,3:30p,SAS,111,GSW,113
Mon May 15 2017,8:00p,WAS,105,BOS,115
Tue May 16 2017,9:00p,SAS,100,GSW,136
Wed May 17 2017,8:30p,CHO,117,BOS,104
Fri May 19 2017,8:30p,CHO,130,BOS,86
Sat May 20 2017,9:00p,GSW,120,SAS,108
Sun May 21 2017,8:30p,BOS,111,CHO,108
Mon May 22 2017,9:00p,GSW,129,SAS,115
Tue May 23 2017,8:30p,BOS,99,CHO,112
Thu May 25 2017,8:30p,CHO,135,BOS,102
Thu Jun 1 2017,9:00p,CHO,91,GSW,113
Sun Jun 4 2017,8:00p,CHO,113,GSW,132
Wed Jun 7 2017,9:00p,GSW,118,CHO,113
Fri Jun 9 2017,9:00p,GSW,116,CHO,137
Mon Jun 12 2017,9:00p,CHO,120,GSW,129
