,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
52640,21700547,2018-01-01,CHI vs. POR,1610612757,f,W,19.0,17.0,0.528,265,47.0,108.0,0.435,14.0,33.0,0.424,16.0,18.0,1.0,12.0,38.0,50,25.0,7.0,5.0,8.0,16.0,124,1610612741,2017,Regular Season,2017-18
52641,21700696,2018-01-23,ORL vs. SAC,1610612758,f,W,14.0,33.0,0.298,240,43.0,87.0,0.494,8.0,26.0,0.308,11.0,13.0,1.0,11.0,33.0,44,24.0,9.0,11.0,14.0,15.0,105,1610612753,2017,Regular Season,2017-18
52642,21700663,2018-01-18,BOS vs. PHI,1610612755,f,W,21.0,20.0,0.512,240,34.0,73.0,0.466,6.0,17.0,0.353,15.0,17.0,1.0,8.0,33.0,41,18.0,10.0,5.0,22.0,20.0,89,1610612738,2017,Regular Season,2017-18
52643,21700330,2017-12-02,DET @ PHI,1610612755,t,W,13.0,9.0,0.591,240,35.0,86.0,0.40700000000000003,10.0,28.0,0.35700000000000004,28.0,32.0,1.0,17.0,30.0,47,27.0,7.0,4.0,17.0,24.0,108,1610612765,2017,Regular Season,2017-18
52644,21700278,2017-11-25,ORL @ PHI,1610612755,t,W,11.0,7.0,0.611,240,48.0,95.0,0.505,16.0,34.0,0.47100000000000003,18.0,20.0,1.0,11.0,42.0,53,35.0,7.0,2.0,11.0,22.0,130,1610612753,2017,Regular Season,2017-18
52645,21700244,2017-11-20,UTA @ PHI,1610612755,t,W,9.0,7.0,0.563,240,44.0,85.0,0.518,4.0,15.0,0.267,15.0,22.0,1.0,9.0,46.0,55,20.0,11.0,7.0,19.0,18.0,107,1610612762,2017,Regular Season,2017-18
52646,21700411,2017-12-13,TOR @ PHX,1610612756,t,L,9.0,21.0,0.3,240,37.0,83.0,0.446,8.0,24.0,0.33299999999999996,27.0,34.0,1.0,10.0,31.0,41,20.0,3.0,9.0,11.0,24.0,109,1610612761,2017,Regular Season,2017-18
52647,21700364,2017-12-07,WAS @ PHX,1610612756,t,L,9.0,18.0,0.33299999999999996,240,36.0,78.0,0.462,7.0,23.0,0.304,20.0,28.0,1.0,10.0,32.0,42,22.0,5.0,5.0,13.0,21.0,99,1610612764,2017,Regular Season,2017-18
52648,21700350,2017-12-05,TOR vs. PHX,1610612756,f,L,9.0,17.0,0.34600000000000003,240,37.0,75.0,0.493,9.0,24.0,0.375,30.0,38.0,1.0,0.0,35.0,35,23.0,7.0,4.0,17.0,24.0,113,1610612761,2017,Regular Season,2017-18
52649,21700326,2017-12-02,BOS vs. PHX,1610612756,f,L,8.0,16.0,0.33299999999999996,240,48.0,101.0,0.475,7.0,24.0,0.292,8.0,11.0,1.0,16.0,31.0,47,24.0,8.0,1.0,10.0,19.0,111,1610612738,2017,Regular Season,2017-18
52650,11700057,,ORL @ SAS,1610612759,t,L,2.0,2.0,0.5,240,35.0,74.0,0.473,5.0,16.0,0.313,23.0,29.0,1.0,8.0,39.0,47,23.0,6.0,7.0,21.0,21.0,98,1610612753,2017,Pre Season,2017-18
52651,11700010,,SAC vs. SAS,1610612759,f,L,0.0,1.0,0.0,240,34.0,82.0,0.415,8.0,34.0,0.235,20.0,26.0,1.0,9.0,25.0,34,20.0,10.0,2.0,9.0,16.0,96,1610612758,2017,Pre Season,2017-18
52652,41700154,2018-04-22,GSW @ SAS,1610612759,t,W,1.0,3.0,0.25,240,37.0,81.0,0.457,15.0,28.0,0.536,14.0,19.0,1.0,7.0,27.0,34,20.0,6.0,4.0,8.0,18.0,103,1610612744,2017,Playoffs,2017-18
52653,41700151,2018-04-14,GSW vs. SAS,1610612759,f,L,0.0,1.0,0.0,240,32.0,80.0,0.4,9.0,22.0,0.409,19.0,24.0,1.0,3.0,27.0,30,19.0,9.0,4.0,12.0,20.0,92,1610612744,2017,Playoffs,2017-18
52654,21700877,2018-02-23,HOU vs. MIN,1610612750,f,L,36.0,26.0,0.581,240,40.0,94.0,0.426,10.0,26.0,0.385,12.0,16.0,1.0,16.0,27.0,43,19.0,6.0,3.0,10.0,22.0,102,1610612745,2017,Regular Season,2017-18
52655,21700210,2017-11-15,SAS @ MIN,1610612750,t,W,9.0,5.0,0.643,240,39.0,87.0,0.44799999999999995,9.0,18.0,0.5,11.0,16.0,1.0,11.0,30.0,41,27.0,9.0,4.0,6.0,16.0,98,1610612759,2017,Regular Season,2017-18
52656,21701040,2018-03-17,MEM vs. DEN,1610612743,f,L,38.0,32.0,0.5429999999999999,240,32.0,87.0,0.368,9.0,33.0,0.273,21.0,29.0,1.0,18.0,31.0,49,17.0,10.0,5.0,7.0,25.0,94,1610612763,2017,Regular Season,2017-18
52657,21701026,2018-03-15,DET @ DEN,1610612743,t,W,38.0,31.0,0.551,240,43.0,85.0,0.506,12.0,28.0,0.429,22.0,28.0,1.0,10.0,35.0,45,26.0,7.0,8.0,15.0,15.0,120,1610612765,2017,Regular Season,2017-18
52658,21701015,2018-03-13,LAL vs. DEN,1610612743,f,L,37.0,31.0,0.544,240,38.0,86.0,0.442,13.0,40.0,0.325,14.0,19.0,1.0,5.0,39.0,44,26.0,12.0,4.0,19.0,26.0,103,1610612747,2017,Regular Season,2017-18
52659,21700996,2018-03-11,SAC @ DEN,1610612743,t,W,37.0,30.0,0.552,240,50.0,89.0,0.562,15.0,37.0,0.405,15.0,21.0,1.0,8.0,43.0,51,38.0,2.0,4.0,7.0,17.0,130,1610612758,2017,Regular Season,2017-18
52660,21700983,2018-03-09,LAL @ DEN,1610612743,t,W,36.0,30.0,0.545,240,42.0,83.0,0.506,15.0,31.0,0.484,26.0,30.0,1.0,7.0,29.0,36,30.0,10.0,6.0,12.0,16.0,125,1610612747,2017,Regular Season,2017-18
52661,21700961,2018-03-06,DAL vs. DEN,1610612743,f,L,35.0,29.0,0.547,240,38.0,92.0,0.413,11.0,36.0,0.306,20.0,26.0,1.0,11.0,38.0,49,23.0,5.0,8.0,14.0,16.0,107,1610612742,2017,Regular Season,2017-18
52662,21700937,2018-03-03,CLE vs. DEN,1610612743,f,W,35.0,28.0,0.556,240,47.0,86.0,0.547,19.0,35.0,0.5429999999999999,13.0,15.0,1.0,6.0,29.0,35,35.0,4.0,3.0,9.0,19.0,126,1610612739,2017,Regular Season,2017-18
52663,21700931,2018-03-02,MEM vs. DEN,1610612743,f,W,34.0,28.0,0.5479999999999999,240,40.0,73.0,0.5479999999999999,6.0,22.0,0.273,22.0,26.0,1.0,6.0,31.0,37,18.0,17.0,3.0,22.0,22.0,108,1610612763,2017,Regular Season,2017-18
52664,21700896,2018-02-25,HOU @ DEN,1610612743,t,L,33.0,27.0,0.55,240,44.0,91.0,0.484,10.0,29.0,0.345,16.0,24.0,1.0,12.0,24.0,36,33.0,13.0,6.0,13.0,27.0,114,1610612745,2017,Regular Season,2017-18
52665,21700823,2018-02-09,HOU vs. DEN,1610612743,f,L,29.0,26.0,0.527,240,42.0,88.0,0.47700000000000004,3.0,28.0,0.107,17.0,21.0,1.0,7.0,32.0,39,25.0,7.0,2.0,10.0,20.0,104,1610612745,2017,Regular Season,2017-18
52666,21700794,2018-02-05,CHA @ DEN,1610612743,t,W,29.0,25.0,0.537,240,46.0,81.0,0.568,18.0,34.0,0.529,11.0,13.0,1.0,5.0,36.0,41,30.0,10.0,2.0,11.0,15.0,121,1610612766,2017,Regular Season,2017-18
52667,21700718,2018-01-26,MEM vs. LAC,1610612746,f,W,24.0,24.0,0.5,240,39.0,80.0,0.488,10.0,27.0,0.37,21.0,29.0,1.0,3.0,33.0,36,23.0,15.0,6.0,10.0,20.0,109,1610612763,2017,Regular Season,2017-18
52669,21700717,2018-01-26,CHI vs. LAL,1610612747,f,W,19.0,29.0,0.396,240,41.0,91.0,0.451,5.0,24.0,0.20800000000000002,21.0,28.0,1.0,10.0,38.0,48,23.0,6.0,3.0,9.0,23.0,108,1610612741,2017,Regular Season,2017-18
52670,21700645,2018-01-15,MEM vs. LAL,1610612747,f,L,15.0,28.0,0.349,240,38.0,96.0,0.396,12.0,35.0,0.34299999999999997,26.0,31.0,1.0,12.0,32.0,44,25.0,11.0,8.0,13.0,23.0,114,1610612763,2017,Regular Season,2017-18
52671,21700368,2017-12-08,DET vs. GSW,1610612744,f,W,21.0,6.0,0.778,240,39.0,81.0,0.48100000000000004,7.0,26.0,0.26899999999999996,17.0,22.0,1.0,5.0,40.0,45,29.0,5.0,15.0,14.0,19.0,102,1610612765,2017,Regular Season,2017-18
52672,21700358,2017-12-06,CHA vs. GSW,1610612744,f,W,20.0,6.0,0.769,240,40.0,84.0,0.47600000000000003,11.0,30.0,0.36700000000000005,10.0,13.0,1.0,8.0,39.0,47,26.0,8.0,12.0,15.0,20.0,101,1610612766,2017,Regular Season,2017-18
52673,21700335,2017-12-03,MIA vs. GSW,1610612744,f,W,18.0,6.0,0.75,240,47.0,84.0,0.56,11.0,30.0,0.36700000000000005,18.0,24.0,1.0,7.0,34.0,41,32.0,4.0,4.0,9.0,14.0,123,1610612748,2017,Regular Season,2017-18
52674,21700312,2017-11-29,LAL vs. GSW,1610612744,f,W,16.0,6.0,0.727,265,47.0,94.0,0.5,12.0,30.0,0.4,21.0,28.0,1.0,12.0,37.0,49,30.0,10.0,4.0,22.0,19.0,127,1610612747,2017,Regular Season,2017-18
52675,21700296,2017-11-27,SAC @ GSW,1610612744,t,L,15.0,6.0,0.7140000000000001,240,40.0,80.0,0.5,16.0,37.0,0.43200000000000005,10.0,14.0,1.0,9.0,27.0,36,31.0,9.0,6.0,14.0,15.0,106,1610612758,2017,Regular Season,2017-18
52676,21700236,2017-11-19,BKN vs. GSW,1610612744,f,W,13.0,4.0,0.765,240,46.0,90.0,0.511,10.0,24.0,0.41700000000000004,16.0,23.0,1.0,6.0,51.0,57,29.0,8.0,14.0,15.0,27.0,118,1610612751,2017,Regular Season,2017-18
52677,21700742,2018-01-29,DAL vs. MIA,1610612748,f,W,29.0,21.0,0.58,240,34.0,75.0,0.45299999999999996,12.0,31.0,0.387,15.0,19.0,1.0,11.0,30.0,41,23.0,9.0,11.0,16.0,19.0,95,1610612742,2017,Regular Season,2017-18
52678,21700676,2018-01-20,CHA vs. MIA,1610612748,f,W,27.0,19.0,0.5870000000000001,240,43.0,87.0,0.494,13.0,28.0,0.46399999999999997,7.0,12.0,1.0,8.0,39.0,47,28.0,5.0,6.0,14.0,17.0,106,1610612766,2017,Regular Season,2017-18
52679,21700644,2018-01-15,CHI vs. MIA,1610612748,f,L,25.0,18.0,0.581,240,40.0,84.0,0.47600000000000003,12.0,36.0,0.33299999999999996,19.0,24.0,1.0,4.0,36.0,40,35.0,5.0,4.0,14.0,19.0,111,1610612741,2017,Regular Season,2017-18
52680,21700481,2017-12-23,CHA vs. MIL,1610612749,f,L,17.0,14.0,0.5479999999999999,240,42.0,87.0,0.483,8.0,26.0,0.308,14.0,17.0,1.0,7.0,28.0,35,25.0,4.0,2.0,9.0,32.0,106,1610612766,2017,Regular Season,2017-18
52681,21700372,2017-12-08,DAL @ MIL,1610612749,t,W,14.0,10.0,0.583,240,36.0,79.0,0.456,8.0,24.0,0.33299999999999996,29.0,34.0,1.0,7.0,33.0,40,20.0,10.0,6.0,10.0,24.0,109,1610612742,2017,Regular Season,2017-18
64070,21600791,2017-02-08,NYK vs. LAC,1610612746,f,W,32.0,21.0,0.604,240,45.0,92.0,0.489,10.0,25.0,0.4,19.0,28.0,1.0,14.0,33.0,47,22.0,8.0,3.0,11.0,20.0,119,1610612752,2016,Regular Season,2016-17
64071,21600771,2017-02-06,TOR vs. LAC,1610612746,f,L,31.0,21.0,0.596,240,42.0,90.0,0.467,13.0,35.0,0.371,12.0,18.0,1.0,9.0,30.0,39,24.0,7.0,5.0,9.0,19.0,109,1610612761,2016,Regular Season,2016-17
64072,21600707,2017-01-28,GSW vs. LAC,1610612746,f,L,30.0,18.0,0.625,240,36.0,82.0,0.439,12.0,28.0,0.429,14.0,22.0,1.0,8.0,24.0,32,24.0,7.0,2.0,14.0,18.0,98,1610612744,2016,Regular Season,2016-17
64960,21600507,2016-12-31,OKC vs. LAC,1610612746,f,L,22.0,14.0,0.611,240,31.0,75.0,0.413,8.0,30.0,0.267,18.0,21.0,1.0,7.0,31.0,38,14.0,4.0,4.0,15.0,25.0,88,1610612760,2016,Regular Season,2016-17
65149,21601205,2017-04-10,MIA vs. CLE,1610612739,f,L,51.0,30.0,0.63,265,44.0,89.0,0.494,14.0,35.0,0.4,19.0,22.0,1.0,7.0,40.0,47,19.0,7.0,4.0,21.0,25.0,121,1610612748,2016,Regular Season,2016-17
65150,21601179,2017-04-07,ATL @ CLE,1610612739,t,L,51.0,28.0,0.6459999999999999,240,39.0,81.0,0.48100000000000004,9.0,36.0,0.25,13.0,17.0,1.0,3.0,35.0,38,23.0,5.0,3.0,13.0,10.0,100,1610612737,2016,Regular Season,2016-17
65151,21600279,2016-12-01,LAC @ CLE,1610612739,t,L,13.0,4.0,0.765,240,28.0,69.0,0.406,9.0,24.0,0.375,29.0,39.0,1.0,6.0,30.0,36,12.0,5.0,3.0,18.0,24.0,94,1610612746,2016,Regular Season,2016-17
65152,41600304,2017-05-23,BOS @ CLE,1610612739,t,W,3.0,1.0,0.75,240,44.0,74.0,0.595,10.0,22.0,0.455,14.0,17.0,1.0,4.0,33.0,37,23.0,5.0,4.0,14.0,16.0,112,1610612738,2016,Playoffs,2016-17
65153,41600303,2017-05-21,BOS @ CLE,1610612739,t,L,2.0,1.0,0.667,240,32.0,70.0,0.457,16.0,39.0,0.41,28.0,36.0,1.0,11.0,35.0,46,21.0,5.0,4.0,15.0,11.0,108,1610612738,2016,Playoffs,2016-17
65154,41600214,2017-05-07,TOR vs. CLE,1610612739,f,W,4.0,0.0,1.0,240,39.0,82.0,0.47600000000000003,16.0,41.0,0.39,15.0,16.0,1.0,5.0,32.0,37,24.0,8.0,5.0,10.0,11.0,109,1610612761,2016,Playoffs,2016-17
65155,11600043,,SAC vs. MAC,93,f,L,0.0,1.0,0.0,240,34.0,90.0,0.37799999999999995,15.0,36.0,0.41700000000000004,13.0,18.0,1.0,14.0,21.0,35,19.0,7.0,0.0,24.0,26.0,96,1610612758,2016,Pre Season,2016-17
65156,21600468,2016-12-26,MIN vs. ATL,1610612737,f,L,15.0,16.0,0.484,240,35.0,83.0,0.42200000000000004,8.0,32.0,0.25,12.0,17.0,1.0,17.0,29.0,46,20.0,8.0,7.0,19.0,19.0,90,1610612750,2016,Regular Season,2016-17
65158,41600133,2017-04-22,WAS @ ATL,1610612737,t,W,1.0,2.0,0.33299999999999996,240,44.0,89.0,0.494,9.0,25.0,0.36,19.0,32.0,1.0,11.0,39.0,50,26.0,6.0,5.0,11.0,17.0,116,1610612764,2016,Playoffs,2016-17
65159,41600132,2017-04-19,WAS vs. ATL,1610612737,f,L,0.0,2.0,0.0,240,32.0,79.0,0.405,4.0,20.0,0.2,33.0,38.0,1.0,10.0,31.0,41,17.0,6.0,6.0,18.0,26.0,101,1610612764,2016,Playoffs,2016-17
65160,41600131,2017-04-16,WAS vs. ATL,1610612737,f,L,0.0,1.0,0.0,240,34.0,78.0,0.436,7.0,25.0,0.28,32.0,39.0,1.0,13.0,35.0,48,18.0,5.0,3.0,19.0,22.0,107,1610612764,2016,Playoffs,2016-17
65161,21601219,2017-04-12,MIL @ BOS,1610612738,t,W,53.0,29.0,0.6459999999999999,240,41.0,90.0,0.456,12.0,36.0,0.33299999999999996,18.0,26.0,1.0,10.0,35.0,45,31.0,12.0,3.0,8.0,17.0,112,1610612749,2016,Regular Season,2016-17
65162,21601189,2017-04-08,CHA vs. BOS,1610612738,f,W,51.0,29.0,0.638,240,45.0,87.0,0.517,17.0,39.0,0.436,14.0,17.0,1.0,5.0,38.0,43,35.0,2.0,5.0,9.0,19.0,121,1610612766,2016,Regular Season,2016-17
65163,21600488,2016-12-29,CLE vs. BOS,1610612738,f,L,19.0,14.0,0.5760000000000001,240,43.0,85.0,0.506,12.0,37.0,0.324,20.0,21.0,1.0,6.0,23.0,29,26.0,15.0,4.0,11.0,23.0,118,1610612739,2016,Regular Season,2016-17
65164,21600440,2016-12-22,IND vs. BOS,1610612738,f,W,17.0,12.0,0.586,240,38.0,92.0,0.413,10.0,39.0,0.256,23.0,27.0,1.0,9.0,35.0,44,19.0,10.0,2.0,10.0,27.0,109,1610612754,2016,Regular Season,2016-17
65165,21600391,2016-12-16,CHA @ BOS,1610612738,t,W,14.0,12.0,0.5379999999999999,240,34.0,78.0,0.436,9.0,28.0,0.321,19.0,26.0,1.0,5.0,41.0,46,26.0,7.0,8.0,13.0,15.0,96,1610612766,2016,Regular Season,2016-17
65166,21600311,2016-12-05,HOU vs. BOS,1610612738,f,L,12.0,9.0,0.5710000000000001,240,42.0,99.0,0.424,11.0,32.0,0.344,11.0,12.0,1.0,10.0,32.0,42,27.0,7.0,4.0,11.0,20.0,106,1610612745,2016,Regular Season,2016-17
65167,21600294,2016-12-03,PHI vs. BOS,1610612738,f,W,12.0,8.0,0.6,240,38.0,76.0,0.5,8.0,26.0,0.308,23.0,29.0,1.0,6.0,31.0,37,22.0,5.0,3.0,10.0,21.0,107,1610612755,2016,Regular Season,2016-17
65168,21600283,2016-12-02,SAC @ BOS,1610612738,t,W,11.0,8.0,0.579,240,36.0,88.0,0.409,11.0,28.0,0.39299999999999996,14.0,15.0,1.0,11.0,34.0,45,25.0,10.0,9.0,13.0,22.0,97,1610612758,2016,Regular Season,2016-17
65169,21600256,2016-11-28,MIA vs. BOS,1610612738,f,W,10.0,7.0,0.588,240,40.0,83.0,0.48200000000000004,11.0,27.0,0.40700000000000003,21.0,26.0,1.0,6.0,34.0,40,26.0,4.0,3.0,9.0,27.0,112,1610612748,2016,Regular Season,2016-17
65170,21600161,2016-11-16,DAL @ BOS,1610612738,t,W,6.0,5.0,0.545,240,33.0,76.0,0.434,7.0,21.0,0.33299999999999996,17.0,23.0,1.0,13.0,40.0,53,18.0,6.0,3.0,19.0,17.0,90,1610612742,2016,Regular Season,2016-17
65172,21600583,2017-01-11,BOS vs. WAS,1610612764,f,L,19.0,19.0,0.5,240,45.0,105.0,0.429,10.0,26.0,0.385,8.0,12.0,1.0,16.0,28.0,44,28.0,10.0,3.0,7.0,13.0,108,1610612738,2016,Regular Season,2016-17
65173,41600131,2017-04-16,ATL @ WAS,1610612764,t,W,1.0,0.0,1.0,240,45.0,100.0,0.45,8.0,28.0,0.28600000000000003,16.0,17.0,1.0,15.0,27.0,42,28.0,8.0,9.0,12.0,25.0,114,1610612737,2016,Playoffs,2016-17
65174,21600669,2017-01-23,SAC @ DET,1610612765,t,L,21.0,25.0,0.457,240,41.0,82.0,0.5,10.0,28.0,0.35700000000000004,12.0,17.0,1.0,6.0,32.0,38,27.0,8.0,1.0,15.0,21.0,104,1610612758,2016,Regular Season,2016-17
65175,21600057,2016-11-02,BKN vs. DET,1610612765,f,L,3.0,2.0,0.6,240,37.0,88.0,0.42,9.0,25.0,0.36,18.0,21.0,1.0,10.0,28.0,38,21.0,11.0,6.0,13.0,18.0,101,1610612751,2016,Regular Season,2016-17
65176,21600050,2016-11-01,NYK @ DET,1610612765,t,W,3.0,1.0,0.75,240,41.0,89.0,0.461,8.0,13.0,0.615,12.0,21.0,1.0,10.0,38.0,48,19.0,7.0,5.0,10.0,16.0,102,1610612752,2016,Regular Season,2016-17
65177,11600090,,TOR @ DET,1610612765,t,L,3.0,3.0,0.5,240,35.0,77.0,0.455,5.0,23.0,0.217,17.0,20.0,1.0,4.0,33.0,37,20.0,3.0,5.0,13.0,20.0,92,1610612761,2016,Pre Season,2016-17
65178,11600079,,MIL @ DET,1610612765,t,W,3.0,2.0,0.6,240,37.0,76.0,0.48700000000000004,13.0,27.0,0.48100000000000004,15.0,18.0,1.0,9.0,40.0,49,23.0,8.0,3.0,14.0,17.0,102,1610612749,2016,Pre Season,2016-17
65179,21600407,2016-12-18,MEM vs. UTA,1610612762,f,W,18.0,10.0,0.643,240,30.0,66.0,0.455,8.0,27.0,0.29600000000000004,14.0,25.0,1.0,5.0,37.0,42,18.0,4.0,11.0,15.0,20.0,82,1610612763,2016,Regular Season,2016-17
65180,21600382,2016-12-14,OKC @ UTA,1610612762,t,W,16.0,10.0,0.615,240,42.0,72.0,0.583,13.0,23.0,0.565,12.0,15.0,1.0,4.0,34.0,38,22.0,4.0,6.0,14.0,22.0,109,1610612760,2016,Regular Season,2016-17
65184,21600173,2016-11-17,CHI @ UTA,1610612762,t,L,7.0,6.0,0.5379999999999999,240,30.0,78.0,0.385,5.0,25.0,0.2,12.0,14.0,1.0,10.0,38.0,48,11.0,4.0,3.0,13.0,14.0,77,1610612741,2016,Regular Season,2016-17
65185,21600124,2016-11-11,ORL vs. UTA,1610612762,f,W,6.0,4.0,0.6,240,33.0,81.0,0.40700000000000003,7.0,28.0,0.25,14.0,16.0,1.0,12.0,40.0,52,19.0,9.0,7.0,15.0,18.0,87,1610612753,2016,Regular Season,2016-17
65186,21600939,2017-03-06,BKN @ MEM,1610612763,t,L,36.0,28.0,0.563,240,34.0,77.0,0.442,10.0,25.0,0.4,31.0,39.0,1.0,8.0,29.0,37,23.0,7.0,2.0,15.0,29.0,109,1610612751,2016,Regular Season,2016-17
65187,21600924,2017-03-04,HOU vs. MEM,1610612763,f,L,36.0,27.0,0.5710000000000001,240,43.0,97.0,0.44299999999999995,8.0,28.0,0.28600000000000003,14.0,21.0,1.0,17.0,29.0,46,26.0,8.0,6.0,13.0,24.0,108,1610612745,2016,Regular Season,2016-17
65188,21600333,2016-12-08,POR @ MEM,1610612763,t,W,16.0,8.0,0.667,240,31.0,87.0,0.35600000000000004,6.0,20.0,0.3,20.0,30.0,1.0,15.0,43.0,58,13.0,8.0,2.0,12.0,28.0,88,1610612757,2016,Regular Season,2016-17
65189,21600851,2017-02-23,DET vs. CHA,1610612766,f,L,24.0,33.0,0.42100000000000004,265,38.0,92.0,0.413,7.0,30.0,0.233,25.0,26.0,1.0,5.0,45.0,50,19.0,5.0,7.0,7.0,15.0,108,1610612765,2016,Regular Season,2016-17
65191,21600507,2016-12-31,LAC @ OKC,1610612760,t,W,21.0,13.0,0.618,240,37.0,78.0,0.474,10.0,29.0,0.345,30.0,35.0,1.0,8.0,36.0,44,25.0,9.0,6.0,9.0,20.0,114,1610612746,2016,Regular Season,2016-17
65192,21600487,2016-12-29,MEM vs. OKC,1610612760,f,L,20.0,13.0,0.606,240,25.0,74.0,0.33799999999999997,4.0,22.0,0.182,26.0,38.0,1.0,14.0,25.0,39,9.0,5.0,7.0,18.0,18.0,80,1610612763,2016,Regular Season,2016-17
65193,21600399,2016-12-17,PHX @ OKC,1610612760,t,W,16.0,11.0,0.593,240,41.0,81.0,0.506,7.0,16.0,0.43799999999999994,25.0,34.0,1.0,10.0,32.0,42,28.0,12.0,4.0,13.0,21.0,114,1610612756,2016,Regular Season,2016-17
65194,21600382,2016-12-14,UTA vs. OKC,1610612760,f,L,15.0,11.0,0.5770000000000001,240,30.0,82.0,0.366,6.0,19.0,0.316,23.0,27.0,1.0,13.0,25.0,38,14.0,4.0,3.0,9.0,18.0,89,1610612762,2016,Regular Season,2016-17
65195,21600373,2016-12-13,POR vs. OKC,1610612760,f,L,15.0,10.0,0.6,240,33.0,87.0,0.379,8.0,27.0,0.29600000000000004,21.0,28.0,1.0,16.0,27.0,43,18.0,10.0,2.0,21.0,21.0,95,1610612757,2016,Regular Season,2016-17
65196,41600164,2017-04-23,HOU @ OKC,1610612760,t,L,1.0,3.0,0.25,240,42.0,85.0,0.494,7.0,19.0,0.368,18.0,32.0,1.0,10.0,30.0,40,20.0,10.0,12.0,17.0,20.0,109,1610612745,2016,Playoffs,2016-17
65199,21600592,2017-01-13,BKN @ TOR,1610612761,t,W,26.0,13.0,0.667,240,52.0,97.0,0.536,11.0,28.0,0.39299999999999996,17.0,21.0,1.0,13.0,36.0,49,21.0,7.0,9.0,8.0,17.0,132,1610612751,2016,Regular Season,2016-17
65200,21600112,2016-11-09,OKC vs. TOR,1610612761,f,W,5.0,2.0,0.7140000000000001,240,43.0,83.0,0.518,11.0,26.0,0.423,15.0,22.0,1.0,7.0,28.0,35,25.0,10.0,6.0,11.0,24.0,112,1610612760,2016,Regular Season,2016-17
65201,21600089,2016-11-06,SAC @ TOR,1610612761,t,L,4.0,2.0,0.667,240,30.0,84.0,0.35700000000000004,7.0,30.0,0.233,24.0,31.0,1.0,13.0,30.0,43,22.0,6.0,5.0,6.0,26.0,91,1610612758,2016,Regular Season,2016-17
65202,21600477,2016-12-28,CHA @ ORL,1610612753,t,L,15.0,19.0,0.441,240,42.0,86.0,0.488,9.0,34.0,0.265,8.0,10.0,1.0,9.0,24.0,33,25.0,7.0,7.0,13.0,15.0,101,1610612766,2016,Regular Season,2016-17
65203,21600443,2016-12-23,LAL @ ORL,1610612753,t,W,14.0,18.0,0.43799999999999994,240,45.0,89.0,0.506,11.0,27.0,0.40700000000000003,8.0,14.0,1.0,7.0,40.0,47,25.0,10.0,11.0,14.0,20.0,109,1610612747,2016,Regular Season,2016-17
65204,21600438,2016-12-22,NYK vs. ORL,1610612753,f,L,13.0,18.0,0.419,240,39.0,90.0,0.433,5.0,27.0,0.185,12.0,16.0,1.0,10.0,31.0,41,21.0,7.0,7.0,16.0,14.0,95,1610612752,2016,Regular Season,2016-17
65207,21600757,2017-02-04,DET @ IND,1610612754,t,W,28.0,22.0,0.56,240,44.0,91.0,0.484,7.0,24.0,0.292,10.0,15.0,1.0,7.0,34.0,41,22.0,11.0,4.0,6.0,17.0,105,1610612765,2016,Regular Season,2016-17
65208,21600552,2017-01-07,NYK @ IND,1610612754,t,W,20.0,18.0,0.526,240,43.0,86.0,0.5,11.0,24.0,0.45799999999999996,26.0,28.0,1.0,12.0,41.0,53,25.0,11.0,0.0,19.0,23.0,123,1610612752,2016,Regular Season,2016-17
65209,21600560,2017-01-08,PHI @ BKN,1610612751,t,L,8.0,28.0,0.222,240,36.0,78.0,0.462,10.0,27.0,0.37,13.0,17.0,1.0,4.0,36.0,40,21.0,6.0,8.0,22.0,23.0,95,1610612755,2016,Regular Season,2016-17
65210,21600547,2017-01-06,CLE @ BKN,1610612751,t,L,8.0,27.0,0.22899999999999998,240,41.0,91.0,0.451,9.0,30.0,0.3,17.0,19.0,1.0,10.0,42.0,52,21.0,6.0,1.0,19.0,34.0,108,1610612739,2016,Regular Season,2016-17
65211,21600480,2016-12-28,CHI vs. BKN,1610612751,f,L,8.0,23.0,0.258,240,37.0,86.0,0.43,13.0,32.0,0.406,12.0,16.0,1.0,9.0,28.0,37,21.0,9.0,6.0,14.0,22.0,99,1610612741,2016,Regular Season,2016-17
65212,21600975,2017-03-11,DET vs. NYK,1610612752,f,L,26.0,40.0,0.39399999999999996,240,36.0,82.0,0.439,13.0,30.0,0.433,7.0,11.0,1.0,8.0,36.0,44,26.0,4.0,7.0,18.0,18.0,92,1610612765,2016,Regular Season,2016-17
65213,21600952,2017-03-08,MIL vs. NYK,1610612752,f,L,26.0,39.0,0.4,240,39.0,84.0,0.46399999999999997,7.0,21.0,0.33299999999999996,8.0,12.0,1.0,10.0,33.0,43,22.0,4.0,6.0,15.0,20.0,93,1610612749,2016,Regular Season,2016-17
65214,21600928,2017-03-05,GSW @ NYK,1610612752,t,L,25.0,38.0,0.397,240,39.0,83.0,0.47,7.0,22.0,0.318,20.0,25.0,1.0,12.0,35.0,47,18.0,5.0,6.0,15.0,20.0,105,1610612744,2016,Regular Season,2016-17
