,Unnamed: 0,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
345,12133,21600083,2016-11-05,CHI @ IND,IND,t,W,3.0,3.0,0.5,240,46.0,86.0,0.535,12.0,26.0,0.462,7.0,12.0,1.0,8.0,28.0,36,27.0,8.0,9.0,11.0,20.0,111,CHI,2016,Regular Season,2016-17
348,12141,41600114,2017-04-23,CLE @ IND,IND,t,L,0.0,4.0,0.0,240,41.0,88.0,0.466,10.0,30.0,0.333,10.0,17.0,1.0,9.0,33.0,42,21.0,8.0,6.0,14.0,22.0,102,CLE,2016,Playoffs,2016-17
349,12142,21601148,2017-04-02,ATL @ BKN,BRK,t,W,18.0,59.0,0.234,240,32.0,82.0,0.39,10.0,33.0,0.303,17.0,20.0,1.0,8.0,43.0,51,21.0,11.0,6.0,19.0,22.0,91,ATL,2016,Regular Season,2016-17
351,12144,21601036,2017-03-19,DAL @ BKN,BRK,t,L,13.0,56.0,0.188,240,31.0,72.0,0.431,13.0,31.0,0.419,29.0,38.0,1.0,9.0,32.0,41,16.0,2.0,1.0,15.0,22.0,104,DAL,2016,Regular Season,2016-17
353,12146,21600838,2017-02-15,MIL @ BKN,BRK,t,L,9.0,47.0,0.161,240,46.0,88.0,0.523,14.0,36.0,0.389,19.0,23.0,1.0,9.0,33.0,42,30.0,7.0,8.0,17.0,21.0,125,MIL,2016,Regular Season,2016-17
354,12147,21600747,2017-02-03,IND @ BKN,BRK,t,L,9.0,41.0,0.18,240,32.0,86.0,0.3720000000000001,11.0,28.0,0.393,22.0,23.0,1.0,9.0,35.0,44,20.0,7.0,4.0,19.0,22.0,97,IND,2016,Regular Season,2016-17
356,12151,21600666,2017-01-23,SAS @ BKN,BRK,t,L,9.0,35.0,0.205,240,32.0,81.0,0.395,5.0,25.0,0.2,17.0,18.0,1.0,5.0,33.0,38,14.0,2.0,5.0,16.0,18.0,86,SAS,2016,Regular Season,2016-17
359,12164,21600261,2016-11-29,LAC @ BKN,BRK,t,W,5.0,12.0,0.294,290,45.0,104.0,0.433,13.0,38.0,0.342,24.0,36.0,1.0,8.0,46.0,54,22.0,9.0,3.0,13.0,23.0,127,LAC,2016,Regular Season,2016-17
361,12166,21600217,2016-11-23,BOS @ BKN,BRK,t,L,4.0,10.0,0.28600000000000003,240,34.0,86.0,0.395,10.0,31.0,0.32299999999999995,14.0,22.0,1.0,9.0,36.0,45,18.0,7.0,7.0,19.0,12.0,92,BOS,2016,Regular Season,2016-17
362,12167,21600194,2016-11-20,POR @ BKN,BRK,t,L,4.0,9.0,0.308,240,37.0,93.0,0.398,10.0,35.0,0.28600000000000003,25.0,31.0,1.0,11.0,25.0,36,22.0,5.0,3.0,9.0,20.0,109,POR,2016,Regular Season,2016-17
364,12169,21600019,,IND @ BKN,BRK,t,W,1.0,1.0,0.5,240,38.0,87.0,0.4370000000000001,10.0,33.0,0.303,17.0,20.0,1.0,12.0,40.0,52,20.0,6.0,4.0,16.0,23.0,103,IND,2016,Regular Season,2016-17
366,12171,21601220,2017-04-12,PHI @ NYK,NYK,t,W,31.0,51.0,0.378,240,41.0,83.0,0.494,9.0,22.0,0.409,23.0,32.0,1.0,17.0,26.0,43,17.0,5.0,7.0,19.0,18.0,114,PHI,2016,Regular Season,2016-17
367,12172,21601196,2017-04-09,TOR @ NYK,NYK,t,L,30.0,51.0,0.37,240,37.0,82.0,0.451,9.0,28.0,0.321,14.0,15.0,1.0,6.0,30.0,36,27.0,6.0,1.0,11.0,18.0,97,TOR,2016,Regular Season,2016-17
368,12173,21601176,2017-04-06,WAS @ NYK,NYK,t,L,30.0,49.0,0.38,240,40.0,95.0,0.421,7.0,20.0,0.35,16.0,21.0,1.0,20.0,29.0,49,20.0,9.0,2.0,11.0,19.0,103,WAS,2016,Regular Season,2016-17
369,12174,21601115,2017-03-29,MIA @ NYK,NYK,t,L,28.0,47.0,0.373,240,33.0,89.0,0.371,5.0,25.0,0.2,17.0,21.0,1.0,17.0,35.0,52,19.0,2.0,6.0,14.0,16.0,88,MIA,2016,Regular Season,2016-17
370,12176,21600817,2017-02-12,SAS @ NYK,NYK,t,W,23.0,33.0,0.411,240,34.0,68.0,0.5,9.0,14.0,0.643,17.0,21.0,1.0,5.0,39.0,44,18.0,5.0,8.0,19.0,19.0,94,SAS,2016,Regular Season,2016-17
372,12178,21600531,2017-01-04,MIL @ NYK,NYK,t,L,16.0,19.0,0.457,240,42.0,94.0,0.447,13.0,28.0,0.464,7.0,12.0,1.0,15.0,31.0,46,26.0,9.0,3.0,13.0,19.0,104,MIL,2016,Regular Season,2016-17
374,12181,21600421,2016-12-20,IND @ NYK,NYK,t,W,15.0,13.0,0.536,240,44.0,88.0,0.5,13.0,23.0,0.565,17.0,21.0,1.0,4.0,41.0,45,24.0,6.0,8.0,14.0,18.0,118,IND,2016,Regular Season,2016-17
377,12186,21600208,2016-11-22,POR @ NYK,NYK,t,W,7.0,7.0,0.5,240,45.0,96.0,0.469,9.0,29.0,0.31,8.0,8.0,1.0,10.0,33.0,43,26.0,8.0,5.0,13.0,23.0,107,POR,2016,Regular Season,2016-17
378,12187,21600193,2016-11-20,ATL @ NYK,NYK,t,W,6.0,7.0,0.462,240,42.0,88.0,0.477,10.0,27.0,0.37,10.0,14.0,1.0,11.0,39.0,50,21.0,8.0,1.0,15.0,23.0,104,ATL,2016,Regular Season,2016-17
379,12188,21600162,2016-11-16,DET @ NYK,NYK,t,W,5.0,6.0,0.455,240,42.0,93.0,0.452,9.0,25.0,0.36,12.0,19.0,1.0,19.0,33.0,52,24.0,8.0,9.0,9.0,11.0,105,DET,2016,Regular Season,2016-17
381,12190,21600028,,MEM @ NYK,NYK,t,W,1.0,1.0,0.5,240,40.0,76.0,0.526,6.0,21.0,0.28600000000000003,25.0,39.0,1.0,6.0,35.0,41,24.0,4.0,4.0,12.0,25.0,111,MEM,2016,Regular Season,2016-17
383,12196,11600039,,WAS @ NYK,NYK,t,W,2.0,1.0,0.667,240,34.0,83.0,0.41,13.0,30.0,0.433,9.0,11.0,1.0,13.0,28.0,41,20.0,11.0,4.0,20.0,20.0,90,WAS,2016,Pre Season,2016-17
384,12197,11600031,,BKN @ NYK,NYK,t,W,1.0,1.0,0.5,240,45.0,84.0,0.536,12.0,27.0,0.444,14.0,23.0,1.0,9.0,30.0,39,26.0,12.0,3.0,15.0,30.0,116,BRK,2016,Pre Season,2016-17
385,12198,21601230,2017-04-12,NOP @ POR,POR,t,L,41.0,41.0,0.5,240,41.0,85.0,0.482,13.0,30.0,0.433,5.0,13.0,0.0,14.0,39.0,53,22.0,4.0,2.0,23.0,18.0,100,NOP,2016,Regular Season,2016-17
386,12199,21601178,2017-04-06,MIN @ POR,POR,t,W,39.0,40.0,0.494,240,35.0,81.0,0.4320000000000001,14.0,33.0,0.424,21.0,26.0,1.0,4.0,37.0,41,19.0,8.0,4.0,12.0,20.0,105,MIN,2016,Regular Season,2016-17
390,12203,21600798,2017-02-09,BOS @ POR,POR,t,L,23.0,31.0,0.426,240,39.0,77.0,0.506,9.0,26.0,0.34600000000000003,24.0,31.0,1.0,10.0,31.0,41,23.0,4.0,6.0,15.0,23.0,111,BOS,2016,Regular Season,2016-17
392,12205,21600598,2017-01-13,ORL @ POR,POR,t,L,18.0,24.0,0.429,240,39.0,97.0,0.402,10.0,34.0,0.294,21.0,25.0,1.0,12.0,31.0,43,19.0,6.0,9.0,9.0,20.0,109,ORL,2016,Regular Season,2016-17
400,12222,21600635,2017-01-18,IND @ SAC,SAC,t,L,16.0,25.0,0.39,240,35.0,72.0,0.486,9.0,21.0,0.429,21.0,27.0,1.0,10.0,26.0,36,28.0,9.0,5.0,21.0,22.0,100,IND,2016,Regular Season,2016-17
401,12223,21600599,2017-01-13,CLE @ SAC,SAC,t,L,16.0,23.0,0.41,240,42.0,80.0,0.525,9.0,25.0,0.36,15.0,19.0,1.0,11.0,31.0,42,23.0,7.0,5.0,21.0,22.0,108,CLE,2016,Regular Season,2016-17
402,12224,21600566,2017-01-08,GSW @ SAC,SAC,t,L,15.0,22.0,0.405,240,36.0,74.0,0.486,11.0,28.0,0.393,23.0,29.0,1.0,1.0,30.0,31,21.0,13.0,5.0,18.0,17.0,106,GSW,2016,Regular Season,2016-17
403,12225,21600471,2016-12-26,PHI @ SAC,SAC,t,W,14.0,17.0,0.452,240,39.0,87.0,0.448,7.0,25.0,0.28,17.0,21.0,1.0,13.0,29.0,42,24.0,11.0,4.0,19.0,19.0,102,PHI,2016,Regular Season,2016-17
408,12230,21600239,2016-11-25,HOU @ SAC,SAC,t,L,6.0,10.0,0.375,240,39.0,80.0,0.488,9.0,32.0,0.281,17.0,21.0,1.0,4.0,33.0,37,24.0,7.0,6.0,14.0,18.0,104,HOU,2016,Regular Season,2016-17
409,12231,21600196,2016-11-20,TOR @ SAC,SAC,t,W,5.0,9.0,0.35700000000000004,240,36.0,81.0,0.444,11.0,27.0,0.407,19.0,25.0,1.0,4.0,33.0,37,26.0,8.0,8.0,13.0,18.0,102,TOR,2016,Regular Season,2016-17
411,12237,21600034,,MIN @ SAC,SAC,t,W,2.0,1.0,0.667,240,39.0,85.0,0.459,9.0,26.0,0.34600000000000003,19.0,25.0,1.0,11.0,20.0,31,24.0,6.0,5.0,13.0,24.0,106,MIN,2016,Regular Season,2016-17
413,12239,31600001,2017-02-19,EST @ WST,1610616834,t,W,1.0,0.0,1.0,240,84.0,143.0,0.5870000000000001,21.0,63.0,0.333,3.0,4.0,1.0,15.0,46.0,61,60.0,16.0,1.0,17.0,11.0,192,1610616833,2016,All Star,2016-17
415,12241,21601154,2017-04-04,BKN @ PHI,PHI,t,L,28.0,50.0,0.359,240,43.0,97.0,0.443,12.0,38.0,0.316,20.0,27.0,1.0,14.0,22.0,36,32.0,7.0,4.0,11.0,22.0,118,BRK,2016,Regular Season,2016-17
418,12244,21601037,2017-03-19,BOS @ PHI,PHI,t,W,26.0,43.0,0.377,240,41.0,88.0,0.466,12.0,33.0,0.364,11.0,15.0,1.0,8.0,35.0,43,29.0,9.0,7.0,15.0,23.0,105,BOS,2016,Regular Season,2016-17
420,12246,21600856,2017-02-24,WAS @ PHI,PHI,t,W,22.0,35.0,0.386,240,43.0,87.0,0.494,10.0,29.0,0.345,24.0,30.0,1.0,8.0,40.0,48,28.0,9.0,7.0,15.0,26.0,120,WAS,2016,Regular Season,2016-17
422,12248,21600675,2017-01-24,LAC @ PHI,PHI,t,W,16.0,27.0,0.3720000000000001,240,45.0,90.0,0.5,10.0,29.0,0.345,21.0,22.0,1.0,6.0,32.0,38,35.0,8.0,7.0,5.0,27.0,121,LAC,2016,Regular Season,2016-17
425,12251,21600229,2016-11-25,CHI @ PHI,PHI,t,L,4.0,12.0,0.25,240,31.0,78.0,0.397,9.0,22.0,0.409,18.0,22.0,1.0,8.0,40.0,48,18.0,7.0,8.0,19.0,21.0,89,CHI,2016,Regular Season,2016-17
426,12252,21600199,2016-11-21,MIA @ PHI,PHI,t,W,4.0,10.0,0.28600000000000003,240,37.0,78.0,0.474,11.0,26.0,0.423,16.0,20.0,1.0,7.0,33.0,40,21.0,8.0,5.0,14.0,25.0,101,MIA,2016,Regular Season,2016-17
429,12259,21600046,2016-11-01,ORL @ PHI,PHI,t,L,0.0,3.0,0.0,240,40.0,81.0,0.494,9.0,20.0,0.45,12.0,16.0,1.0,7.0,35.0,42,28.0,5.0,8.0,15.0,20.0,101,ORL,2016,Regular Season,2016-17
430,12260,21600011,,OKC @ PHI,PHI,t,L,0.0,1.0,0.0,240,36.0,84.0,0.429,7.0,24.0,0.292,18.0,25.0,1.0,5.0,38.0,43,21.0,5.0,10.0,13.0,22.0,97,OKC,2016,Regular Season,2016-17
431,12261,11600066,,DET @ PHI,PHI,t,L,1.0,5.0,0.16699999999999998,240,25.0,68.0,0.368,3.0,20.0,0.15,23.0,30.0,1.0,7.0,31.0,38,16.0,10.0,4.0,24.0,19.0,76,DET,2016,Pre Season,2016-17
436,12267,21600907,2017-03-02,CHA @ PHX,PHO,t,W,19.0,42.0,0.311,240,46.0,77.0,0.597,7.0,19.0,0.368,21.0,25.0,1.0,4.0,38.0,42,30.0,8.0,7.0,18.0,23.0,120,CHO,2016,Regular Season,2016-17
438,12269,21600761,2017-02-04,MIL @ PHX,PHO,t,L,16.0,35.0,0.314,240,38.0,91.0,0.418,11.0,28.0,0.393,25.0,30.0,1.0,14.0,26.0,40,22.0,9.0,3.0,16.0,28.0,112,MIL,2016,Regular Season,2016-17
439,12270,21600739,2017-02-01,LAC @ PHX,PHO,t,L,15.0,34.0,0.306,240,39.0,96.0,0.406,7.0,20.0,0.35,29.0,35.0,1.0,17.0,27.0,44,21.0,5.0,3.0,12.0,27.0,114,LAC,2016,Regular Season,2016-17
440,12271,21600723,2017-01-30,MEM @ PHX,PHO,t,L,15.0,33.0,0.313,240,31.0,74.0,0.419,5.0,19.0,0.263,29.0,39.0,1.0,13.0,29.0,42,11.0,8.0,8.0,17.0,19.0,96,MEM,2016,Regular Season,2016-17
441,12272,21600679,2017-01-24,MIN @ PHX,PHO,t,L,15.0,30.0,0.333,240,38.0,86.0,0.442,7.0,19.0,0.368,28.0,32.0,1.0,13.0,31.0,44,20.0,7.0,4.0,15.0,23.0,111,MIN,2016,Regular Season,2016-17
443,12274,21600605,2017-01-14,SAS @ PHX,PHO,t,W,13.0,27.0,0.325,240,39.0,85.0,0.459,8.0,21.0,0.381,22.0,24.0,1.0,15.0,30.0,45,18.0,10.0,0.0,15.0,30.0,108,SAS,2016,Regular Season,2016-17
444,12281,21600527,2017-01-03,MIA @ PHX,PHO,t,W,11.0,25.0,0.306,240,36.0,77.0,0.468,9.0,23.0,0.391,18.0,22.0,1.0,13.0,36.0,49,21.0,7.0,7.0,18.0,23.0,99,MIA,2016,Regular Season,2016-17
446,12283,21600490,2016-12-29,TOR @ PHX,PHO,t,W,10.0,23.0,0.303,240,37.0,83.0,0.446,9.0,21.0,0.429,16.0,23.0,1.0,12.0,35.0,47,20.0,10.0,4.0,20.0,28.0,99,TOR,2016,Regular Season,2016-17
448,12285,21600387,2016-12-15,SAS @ PHX,PHO,t,L,8.0,18.0,0.308,240,34.0,85.0,0.4,10.0,27.0,0.37,14.0,18.0,1.0,11.0,24.0,35,15.0,9.0,3.0,13.0,25.0,92,SAS,2016,Regular Season,2016-17
449,12286,21600359,2016-12-11,NOP @ PHX,PHO,t,L,7.0,17.0,0.292,265,44.0,96.0,0.458,14.0,41.0,0.341,17.0,26.0,1.0,14.0,43.0,57,21.0,6.0,3.0,16.0,27.0,119,NOP,2016,Regular Season,2016-17
451,12289,21600246,2016-11-27,DEN @ PHX,PHO,t,L,5.0,13.0,0.278,240,36.0,89.0,0.404,11.0,25.0,0.44,31.0,36.0,1.0,9.0,37.0,46,11.0,5.0,7.0,11.0,24.0,114,DEN,2016,Regular Season,2016-17
455,12293,21601170,2017-04-05,LAL @ SAS,SAS,t,L,60.0,18.0,0.769,240,39.0,89.0,0.438,13.0,35.0,0.371,4.0,6.0,1.0,7.0,30.0,37,28.0,8.0,8.0,14.0,13.0,95,LAL,2016,Regular Season,2016-17
456,12296,21601070,2017-03-23,MEM @ SAS,SAS,t,W,55.0,16.0,0.775,240,37.0,77.0,0.481,8.0,26.0,0.308,15.0,23.0,1.0,6.0,29.0,35,26.0,6.0,5.0,6.0,19.0,97,MEM,2016,Regular Season,2016-17
460,12303,21600762,2017-02-04,DEN @ SAS,SAS,t,W,39.0,11.0,0.78,240,45.0,79.0,0.57,10.0,21.0,0.476,21.0,26.0,1.0,7.0,31.0,38,29.0,13.0,8.0,14.0,15.0,121,DEN,2016,Regular Season,2016-17
463,12310,21600558,2017-01-07,CHA @ SAS,SAS,t,W,30.0,7.0,0.8109999999999999,240,36.0,89.0,0.404,13.0,34.0,0.382,17.0,20.0,1.0,9.0,34.0,43,29.0,9.0,8.0,7.0,21.0,102,CHO,2016,Regular Season,2016-17
473,12321,41600232,2017-05-03,HOU @ SAS,SAS,t,W,1.0,1.0,0.5,240,48.0,89.0,0.539,9.0,24.0,0.375,16.0,18.0,1.0,16.0,32.0,48,27.0,5.0,7.0,7.0,16.0,121,HOU,2016,Playoffs,2016-17
475,12323,41600152,2017-04-17,MEM @ SAS,SAS,t,W,2.0,0.0,1.0,240,28.0,61.0,0.459,9.0,23.0,0.391,31.0,32.0,1.0,5.0,34.0,39,14.0,4.0,4.0,14.0,13.0,96,MEM,2016,Playoffs,2016-17
478,12326,21601140,2017-04-01,SAC @ MIN,MIN,t,L,30.0,45.0,0.4,240,39.0,87.0,0.448,9.0,27.0,0.333,30.0,38.0,1.0,10.0,31.0,41,27.0,8.0,4.0,10.0,23.0,117,SAC,2016,Regular Season,2016-17
479,12327,21601123,2017-03-30,LAL @ MIN,MIN,t,W,30.0,44.0,0.405,240,43.0,89.0,0.483,10.0,21.0,0.476,23.0,30.0,1.0,14.0,26.0,40,30.0,9.0,5.0,10.0,20.0,119,LAL,2016,Regular Season,2016-17
484,12332,21600710,2017-01-28,BKN @ MIN,MIN,t,W,18.0,29.0,0.383,240,47.0,93.0,0.505,9.0,20.0,0.45,26.0,32.0,1.0,13.0,36.0,49,27.0,8.0,8.0,11.0,21.0,129,BRK,2016,Regular Season,2016-17
485,12333,21600691,2017-01-26,IND @ MIN,MIN,t,L,17.0,29.0,0.37,240,36.0,81.0,0.444,10.0,27.0,0.37,21.0,27.0,1.0,6.0,28.0,34,27.0,13.0,5.0,11.0,20.0,103,IND,2016,Regular Season,2016-17
